,lumen_male,lumen_female,tuple,techologies_male,techologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.44757065,-0.5072468,"('unsociable', 'sociable')",0.80178165,0.7748464,-0.17024037,-0.25274992,0.0613235,0.0049499,-0.0563736
1,-1.2451569,-1.1583667,"('unfriendly', 'friendly')",-1.1611251,-1.3572315,1.4400064,1.2837255,-0.3220919,-0.4106243,-0.0885324
2,1.2405419,1.2625571,"('unlikable', 'likable')",0.45023558,0.4897691,0.50790054,0.5762005,0.7328927,0.7761756,0.0432829
3,-0.09819597,0.030094385,"('repellent', 'pleasant')",0.0029999036,0.11197858,0.4501355,0.55771947,0.1183131,0.2332641,0.114951
4,-0.9123573,-0.9193438,"('disliked', 'liked')",-0.5620645,-0.62510204,-6.06591,-6.1820097,-2.5134439,-2.5754852,-0.0620413
5,-1.6938885,-1.6155373,"('distant', 'outgoing')",-1.5958623,-1.6546645,-0.44649994,-0.5426589,-1.245417,-1.2709535,-0.0255365
6,-1.8275903,-1.6495643,"('distant', 'open')",-1.5215119,-1.5703374,0.06876601,-0.03829795,-1.0934454,-1.0860665,0.0073789
7,-0.058652487,-0.0056363307,"('insensitive', 'sensitive')",-0.0590443,0.017446388,0.49200302,0.5828502,0.1247687,0.1982201,0.0734514
8,-0.7669279,-0.7219617,"('unaffectionate', 'affectionate')",-2.0344894,-2.1331143,0.5754628,0.45640993,-0.7419848,-0.7995554,-0.0575706
9,-1.3615586,-1.2954434,"('unaffectionate', 'caring')",-1.7317132,-1.8372922,0.6421262,0.60518247,-0.8170485,-0.8425178,-0.0254693
10,-0.6695306,-0.6012568,"('unsympathetic', 'sympathetic')",-0.817381,-0.75825316,-0.3749046,-0.31379777,-0.6206054,-0.5577692,0.0628362
11,-0.15059331,-0.14220211,"('unhelpful', 'helpful')",0.97299105,1.002722,1.5369266,1.6654434,0.7864415,0.8419878,0.0555463
12,-0.3224955,-0.15630263,"('unsupportive', 'supportive')",-0.06015681,0.029031847,-1.9635153,-1.889234,-0.7820559,-0.6721683,0.1098876
13,0.29353416,0.24244997,"('impolite', 'polite')",0.64640933,0.71186906,-0.43273324,-0.4297133,0.1690701,0.1748686,0.0057985
14,0.9764563,0.9463026,"('antisocial', 'social')",1.7183722,1.7780846,-0.2199194,-0.19487652,0.8249697,0.8431702,0.0182005
15,0.06348641,-0.019196771,"('boring', 'funny')",0.29258126,0.21927673,0.62289387,0.56522775,0.3263205,0.2551026,-0.0712179
16,-0.8736462,-0.89888334,"('unpopular', 'popular')",-0.8669073,-0.8962613,0.40608287,0.40015382,-0.4448235,-0.4649969,-0.0201734
17,-0.4741662,-0.42790183,"('nasty', 'nice')",-0.73513913,-0.7009051,-0.30691352,-0.28630602,-0.5054063,-0.4717043,0.033702
18,-0.17556791,-0.0438131,"('disagreeable', 'welcoming')",-0.30139533,-0.2680518,-0.21434236,-0.27125895,-0.2304352,-0.1943746,0.0360606
19,-1.7611557,-1.6483384,"('inhospitable', 'hospitable')",-1.7978302,-1.7988319,-0.4008132,-0.35200873,-1.319933,-1.266393,0.05354
20,0.07299588,0.10067932,"('rough', 'thoughtful')",0.3682652,0.37316447,1.0903684,1.047866,0.5105431,0.5072366,-0.0033065
