,space_male,space_female,tuple,average_male,average_female,female-male
0,-0.4468971,-0.53744507,"('unsociable', 'sociable')",-0.4468971,-0.5374451,-0.090548
1,1.8612055,1.6899757,"('unfriendly', 'friendly')",1.8612055,1.6899757,-0.1712298
2,0.24300848,0.29140148,"('unlikable', 'likable')",0.2430085,0.2914015,0.048393
3,0.16790403,0.25945997,"('repellent', 'pleasant')",0.167904,0.25946,0.091556
4,-7.1652293,-7.324147,"('disliked', 'liked')",-7.1652293,-7.3241472,-0.1589179
5,-0.35288745,-0.44865763,"('distant', 'outgoing')",-0.3528875,-0.4486576,-0.0957701
6,0.3352155,0.20090917,"('distant', 'open')",0.3352155,0.2009092,-0.1343063
7,0.55092806,0.669902,"('insensitive', 'sensitive')",0.5509281,0.669902,0.1189739
8,1.7940439,1.6774504,"('unaffectionate', 'affectionate')",1.7940439,1.6774504,-0.1165935
9,2.0455058,2.0103984,"('unaffectionate', 'caring')",2.0455058,2.0103984,-0.0351074
10,0.27611154,0.3486954,"('unsympathetic', 'sympathetic')",0.2761115,0.3486954,0.0725839
11,1.6864247,1.7816052,"('unhelpful', 'helpful')",1.6864247,1.7816052,0.0951805
12,-1.498446,-1.4637963,"('unsupportive', 'supportive')",-1.498446,-1.4637963,0.0346497
13,-0.72351265,-0.7570553,"('impolite', 'polite')",-0.7235126,-0.7570553,-0.0335427
14,-0.42051244,-0.4026039,"('antisocial', 'social')",-0.4205124,-0.4026039,0.0179085
15,-0.15728652,-0.2332888,"('boring', 'funny')",-0.1572865,-0.2332888,-0.0760023
16,0.16044998,0.0932862,"('unpopular', 'popular')",0.16045,0.0932862,-0.0671638
17,-0.117904335,-0.13881531,"('nasty', 'nice')",-0.1179043,-0.1388153,-0.020911
18,-0.18876357,-0.27074584,"('disagreeable', 'welcoming')",-0.1887636,-0.2707458,-0.0819822
19,-0.41962248,-0.46926033,"('inhospitable', 'hospitable')",-0.4196225,-0.4692603,-0.0496378
20,0.89346313,0.8914834,"('rough', 'thoughtful')",0.8934631,0.8914834,-0.0019797
21,-0.58606625,-0.482833,"('immoral', 'moral')",-0.5860662,-0.482833,0.1032332
22,-1.0955061,-1.1034569,"('untrustworthy', 'trustworthy')",-1.0955061,-1.1034569,-0.0079508
