,wraparound_male,wraparound_female,tuple,average_male,average_female,female-male
0,0.24648401,0.30450425,"('unsociable', 'sociable')",0.246484,0.3045042,0.0580202
1,-0.71198463,-1.0346556,"('unfriendly', 'friendly')",-0.7119846,-1.0346556,-0.322671
2,0.2355755,0.27029666,"('unlikable', 'likable')",0.2355755,0.2702967,0.0347212
3,0.19308184,0.36922026,"('repellent', 'pleasant')",0.1930818,0.3692203,0.1761385
4,-3.4279194,-3.5442789,"('disliked', 'liked')",-3.4279194,-3.5442789,-0.1163595
5,-0.7931809,-0.9854708,"('distant', 'outgoing')",-0.7931809,-0.9854708,-0.1922899
6,-0.898475,-1.0922145,"('distant', 'open')",-0.898475,-1.0922145,-0.1937395
7,0.7067924,0.95311725,"('insensitive', 'sensitive')",0.7067924,0.9531173,0.2463249
8,-0.5505367,-0.76997757,"('unaffectionate', 'affectionate')",-0.5505367,-0.7699776,-0.2194409
9,0.035344087,-0.018786792,"('unaffectionate', 'caring')",0.0353441,-0.0187868,-0.0541309
10,0.21710734,0.46980458,"('unsympathetic', 'sympathetic')",0.2171073,0.4698046,0.2526973
11,1.4951184,1.6405318,"('unhelpful', 'helpful')",1.4951184,1.6405318,0.1454134
12,-0.35032812,-0.17820287,"('unsupportive', 'supportive')",-0.3503281,-0.1782029,0.1721252
13,-0.14402434,0.01394471,"('impolite', 'polite')",-0.1440243,0.0139447,0.157969
14,0.3807912,0.5838607,"('antisocial', 'social')",0.3807912,0.5838607,0.2030695
15,0.14545307,0.111349024,"('boring', 'funny')",0.1454531,0.111349,-0.0341041
16,-0.52038574,-0.62156785,"('unpopular', 'popular')",-0.5203857,-0.6215678,-0.1011821
17,-0.8557402,-0.87428343,"('nasty', 'nice')",-0.8557402,-0.8742834,-0.0185432
18,-0.1816791,-0.14065465,"('disagreeable', 'welcoming')",-0.1816791,-0.1406547,0.0410244
19,-1.2332503,-1.2378349,"('inhospitable', 'hospitable')",-1.2332503,-1.2378349,-0.0045846
20,0.39618555,0.3749585,"('rough', 'thoughtful')",0.3961855,0.3749585,-0.021227
21,1.2537977,1.5277361,"('immoral', 'moral')",1.2537977,1.5277361,0.2739384
22,0.673707,0.8342818,"('untrustworthy', 'trustworthy')",0.673707,0.8342818,0.1605748
23,3.3465345,3.5685275,"('insincere', 'sincere')",3.3465345,3.5685275,0.221993
24,0.34705618,0.42478418,"('dishonest', 'honest')",0.3470562,0.4247842,0.077728
25,-0.0781251,-0.24646623,"('egoistic', 'altruistic')",-0.0781251,-0.2464662,-0.1683411
26,-0.16845864,-0.4034103,"('hardhearted', 'benevolent')",-0.1684586,-0.4034103,-0.2349517
27,0.12685883,7.044774e-05,"('hardhearted', 'softhearted')",0.1268588,7.04e-05,-0.1267884
28,0.10684391,-0.009054251,"('disloyal', 'loyal')",0.1068439,-0.0090543,-0.1158982
29,-0.2414374,-0.34933874,"('unfair', 'fair')",-0.2414374,-0.3493387,-0.1079013
30,0.6943256,0.83999,"('intolerant', 'tolerant')",0.6943256,0.83999,0.1456644
31,-1.6716295,-1.9069046,"('evil', 'good')",-1.6716295,-1.9069046,-0.2352751
32,0.94649345,1.0479267,"('unkind', 'kind')",0.9464934,1.0479267,0.1014333
33,-0.6379895,-0.8136647,"('wrong', 'right')",-0.6379895,-0.8136647,-0.1756752
34,2.0450566,2.1931498,"('mean', 'honorable')",2.0450566,2.1931498,0.1480932
35,-0.6054143,-0.8965772,"('corrupt', 'incorrupt')",-0.6054143,-0.8965772,-0.2911629
36,-1.316571,-1.5731498,"('hostile', 'amicable')",-1.316571,-1.5731498,-0.2565788
37,0.6248995,0.76875633,"('fake', 'genuine')",0.6248995,0.7687563,0.1438568
