,detective_male,detective_female,tuple,average_male,average_female,female-male
0,-0.053383593,-0.15823877,"('unsociable', 'sociable')",-0.0533836,-0.1582388,-0.1048552
1,1.5751419,1.4977868,"('unfriendly', 'friendly')",1.5751419,1.4977868,-0.0773551
2,0.6709074,0.7929317,"('unlikable', 'likable')",0.6709074,0.7929317,0.1220243
3,0.51559836,0.67210346,"('repellent', 'pleasant')",0.5155984,0.6721035,0.1565051
4,-7.554642,-7.532734,"('disliked', 'liked')",-7.5546422,-7.5327339,0.0219083
5,0.041440338,0.071440816,"('distant', 'outgoing')",0.0414403,0.0714408,0.0300005
6,0.33277914,0.37885305,"('distant', 'open')",0.3327791,0.3788531,0.046074
7,0.33573577,0.5571151,"('insensitive', 'sensitive')",0.3357358,0.5571151,0.2213793
8,1.4169688,1.3851856,"('unaffectionate', 'affectionate')",1.4169688,1.3851856,-0.0317832
9,2.2410097,2.298202,"('unaffectionate', 'caring')",2.2410097,2.298202,0.0571923
10,0.85325503,1.0330302,"('unsympathetic', 'sympathetic')",0.853255,1.0330302,0.1797752
11,2.2066178,2.3427012,"('unhelpful', 'helpful')",2.2066178,2.3427012,0.1360834
12,-1.7134415,-1.650447,"('unsupportive', 'supportive')",-1.7134415,-1.650447,0.0629945
13,-0.028923247,-0.038140662,"('impolite', 'polite')",-0.0289232,-0.0381407,-0.0092175
14,-0.4485553,-0.45524442,"('antisocial', 'social')",-0.4485553,-0.4552444,-0.0066891
15,0.23112029,0.17147793,"('boring', 'funny')",0.2311203,0.1714779,-0.0596424
16,0.14941758,0.20288779,"('unpopular', 'popular')",0.1494176,0.2028878,0.0534702
17,0.020998184,0.0010134066,"('nasty', 'nice')",0.0209982,0.0010134,-0.0199848
18,-0.71719337,-0.7589782,"('disagreeable', 'welcoming')",-0.7171934,-0.7589782,-0.0417848
19,-0.16491894,-0.03397612,"('inhospitable', 'hospitable')",-0.1649189,-0.0339761,0.1309428
20,0.31758475,0.2966927,"('rough', 'thoughtful')",0.3175848,0.2966927,-0.0208921
21,-0.21249712,0.02490775,"('immoral', 'moral')",-0.2124971,0.0249077,0.2374048
22,-0.8616373,-0.835877,"('untrustworthy', 'trustworthy')",-0.8616373,-0.835877,0.0257603
23,6.849348,6.8938155,"('insincere', 'sincere')",6.8493481,6.8938155,0.0444674
24,1.637195,1.701477,"('dishonest', 'honest')",1.637195,1.7014771,0.0642821
25,0.6296244,0.46295708,"('egoistic', 'altruistic')",0.6296244,0.4629571,-0.1666673
26,0.64921355,0.49738583,"('hardhearted', 'benevolent')",0.6492136,0.4973858,-0.1518278
27,1.1930106,1.1080554,"('hardhearted', 'softhearted')",1.1930106,1.1080554,-0.0849552
28,1.5978575,1.544394,"('disloyal', 'loyal')",1.5978575,1.544394,-0.0534635
29,-0.66750586,-0.8068722,"('unfair', 'fair')",-0.6675059,-0.8068722,-0.1393663
30,0.57608885,0.7044341,"('intolerant', 'tolerant')",0.5760888,0.7044341,0.1283453
31,-1.507821,-1.5813615,"('evil', 'good')",-1.507821,-1.5813615,-0.0735405
32,1.6421854,1.6069192,"('unkind', 'kind')",1.6421854,1.6069192,-0.0352662
33,-0.011933651,-0.07473248,"('wrong', 'right')",-0.0119337,-0.0747325,-0.0627988
34,5.179001,5.362396,"('mean', 'honorable')",5.1790009,5.3623958,0.1833949
35,-0.9343952,-1.0523695,"('corrupt', 'incorrupt')",-0.9343952,-1.0523695,-0.1179743
36,-0.23456058,-0.40004352,"('hostile', 'amicable')",-0.2345606,-0.4000435,-0.1654829
37,0.62785083,0.7531142,"('fake', 'genuine')",0.6278508,0.7531142,0.1252634
38,0.5101409,0.600906,"('untruthful', 'truthful')",0.5101409,0.600906,0.0907651
39,-0.30629697,-0.20906699,"('exploitative', 'cooperative')",-0.306297,-0.209067,0.09723
40,-2.588786,-2.6643195,"('stingy', 'generous')",-2.5887859,-2.6643195,-0.0755336
41,0.18700087,0.17972438,"('unforgiving', 'forgiving')",0.1870009,0.1797244,-0.0072765
42,-2.9177973,-2.8124669,"('unreliable', 'reliable')",-2.9177973,-2.8124669,0.1053304
43,1.3836329,1.5273191,"('irresponsible', 'responsible')",1.3836329,1.5273191,0.1436862
