,culture_male,culture_female,tuple,average_male,average_female,female-male
0,-0.377338,-0.5157392,"('unsociable', 'sociable')",-0.377338,-0.5157392,-0.1384012
1,1.465044,1.4847254,"('unfriendly', 'friendly')",1.465044,1.4847254,0.0196814
2,0.39909098,0.41658896,"('unlikable', 'likable')",0.399091,0.416589,0.017498
3,0.08075831,0.13247576,"('repellent', 'pleasant')",0.0807583,0.1324758,0.0517175
4,-7.1680303,-7.2563496,"('disliked', 'liked')",-7.1680303,-7.2563496,-0.0883193
5,-0.12266423,-0.09795331,"('distant', 'outgoing')",-0.1226642,-0.0979533,0.0247109
6,0.14691971,0.17528096,"('distant', 'open')",0.1469197,0.175281,0.0283613
7,0.14427768,0.21098675,"('insensitive', 'sensitive')",0.1442777,0.2109867,0.066709
8,1.2532166,1.2234108,"('unaffectionate', 'affectionate')",1.2532166,1.2234108,-0.0298058
9,1.6374682,1.6352606,"('unaffectionate', 'caring')",1.6374682,1.6352606,-0.0022076
10,0.17739442,0.15308003,"('unsympathetic', 'sympathetic')",0.1773944,0.15308,-0.0243144
11,1.9159479,1.8860276,"('unhelpful', 'helpful')",1.9159479,1.8860276,-0.0299203
12,-1.6570877,-1.6327809,"('unsupportive', 'supportive')",-1.6570877,-1.6327809,0.0243068
13,-0.10901937,-0.21053141,"('impolite', 'polite')",-0.1090194,-0.2105314,-0.101512
14,0.3122079,0.28395885,"('antisocial', 'social')",0.3122079,0.2839589,-0.028249
15,0.30361897,0.2490735,"('boring', 'funny')",0.303619,0.2490735,-0.0545455
16,0.023479812,0.02724728,"('unpopular', 'popular')",0.0234798,0.0272473,0.0037675
17,0.28396133,0.31511784,"('nasty', 'nice')",0.2839613,0.3151178,0.0311565
18,-0.4326046,-0.46304178,"('disagreeable', 'welcoming')",-0.4326046,-0.4630418,-0.0304372
19,0.049881786,0.086996436,"('inhospitable', 'hospitable')",0.0498818,0.0869964,0.0371146
20,0.6186704,0.5610286,"('rough', 'thoughtful')",0.6186704,0.5610286,-0.0576418
21,0.07923255,0.06338841,"('immoral', 'moral')",0.0792326,0.0633884,-0.0158442
22,-0.54635024,-0.6498808,"('untrustworthy', 'trustworthy')",-0.5463502,-0.6498808,-0.1035306
23,6.667328,6.679961,"('insincere', 'sincere')",6.6673279,6.6799612,0.0126333
24,1.5317547,1.4504625,"('dishonest', 'honest')",1.5317547,1.4504625,-0.0812922
25,0.6643639,0.63477576,"('egoistic', 'altruistic')",0.6643639,0.6347758,-0.0295881
26,1.0659407,1.0372791,"('hardhearted', 'benevolent')",1.0659407,1.0372791,-0.0286616
27,1.3679703,1.2807885,"('hardhearted', 'softhearted')",1.3679703,1.2807885,-0.0871818
28,1.3607801,1.2991682,"('disloyal', 'loyal')",1.3607801,1.2991682,-0.0616119
29,-0.55604714,-0.6990255,"('unfair', 'fair')",-0.5560471,-0.6990255,-0.1429784
30,1.6075064,1.5677148,"('intolerant', 'tolerant')",1.6075064,1.5677148,-0.0397916
31,-0.9933069,-0.9256333,"('evil', 'good')",-0.9933069,-0.9256333,0.0676736
32,1.1732509,1.0796095,"('unkind', 'kind')",1.1732509,1.0796095,-0.0936414
33,0.11305861,0.056040484,"('wrong', 'right')",0.1130586,0.0560405,-0.0570181
34,5.1428394,5.3003874,"('mean', 'honorable')",5.1428394,5.3003874,0.157548
35,-0.89713675,-1.0324993,"('corrupt', 'incorrupt')",-0.8971367,-1.0324993,-0.1353626
36,-0.13033396,-0.20007779,"('hostile', 'amicable')",-0.130334,-0.2000778,-0.0697438
37,0.3785237,0.35289577,"('fake', 'genuine')",0.3785237,0.3528958,-0.0256279
38,0.270663,0.26364535,"('untruthful', 'truthful')",0.270663,0.2636454,-0.0070176
39,0.6305306,0.601903,"('exploitative', 'cooperative')",0.6305306,0.601903,-0.0286276
40,-2.2330546,-2.355254,"('stingy', 'generous')",-2.2330546,-2.3552539,-0.1221993
41,-0.04098499,-0.10205892,"('unforgiving', 'forgiving')",-0.040985,-0.1020589,-0.0610739
42,-2.8836832,-2.881774,"('unreliable', 'reliable')",-2.8836832,-2.8817739,0.0019093
43,0.739911,0.7700837,"('irresponsible', 'responsible')",0.739911,0.7700837,0.0301727
44,-1.2454182,-1.2737255,"('prejudiced', 'unprejudiced')",-1.2454182,-1.2737255,-0.0283073
45,0.1063284,0.060111716,"('incompetent', 'competent')",0.1063284,0.0601117,-0.0462167
46,-1.4221438,-1.4724177,"('uncompetitive', 'competitive')",-1.4221438,-1.4724177,-0.0502739
47,5.7400746,5.8015156,"('stupid', 'smart')",5.7400746,5.8015156,0.061441
48,0.2870195,0.22824828,"('unintelligent', 'intelligent')",0.2870195,0.2282483,-0.0587712
49,0.6554676,0.636894,"('unable', 'able')",0.6554676,0.636894,-0.0185736
50,-0.2567357,-0.27116776,"('clumsy', 'skillful')",-0.2567357,-0.2711678,-0.0144321
51,0.3062412,0.18804029,"('uneducated', 'educated')",0.3062412,0.1880403,-0.1182009
52,0.45977518,0.37835515,"('irrational', 'rational')",0.4597752,0.3783551,-0.0814201
53,0.3843723,0.3811072,"('uncreative', 'creative')",0.3843723,0.3811072,-0.0032651
54,1.3752846,1.4173301,"('incapable', 'capable')",1.3752846,1.4173301,0.0420455
55,0.39311308,0.3563631,"('incompetent', 'clever')",0.3931131,0.3563631,-0.03675
56,0.85633427,0.85751265,"('impractical', 'practical')",0.8563343,0.8575127,0.0011784
57,-2.896314,-2.9149122,"('unimaginative', 'imaginative')",-2.8963139,-2.9149122,-0.0185983
58,0.20478852,0.22562641,"('undiscriminating', 'discriminating')",0.2047885,0.2256264,0.0208379
59,0.7526399,0.73435175,"('foolish', 'wise')",0.7526399,0.7343518,-0.0182881
60,-0.019631933,0.012029141,"('inefficient', 'efficient')",-0.0196319,0.0120291,0.031661
61,0.3862887,0.24696222,"('illogical', 'logical')",0.3862887,0.2469622,-0.1393265
62,0.4831679,0.5196396,"('incompetent', 'brilliant')",0.4831679,0.5196396,0.0364717
63,0.17559478,0.22668809,"('unperceptive', 'insightful')",0.1755948,0.2266881,0.0510933
64,-6.6638293,-6.689219,"('shy', 'confident')",-6.6638293,-6.689219,-0.0253897
65,-0.060163345,-0.09426637,"('insecure', 'secure')",-0.0601633,-0.0942664,-0.0341031
66,-0.36333466,-0.37178653,"('inactive', 'active')",-0.3633347,-0.3717865,-0.0084518
67,-0.013679743,0.02221453,"('doubtful', 'determined')",-0.0136797,0.0222145,0.0358942
68,-0.9015318,-0.9509803,"('dependent', 'independent')",-0.9015318,-0.9509803,-0.0494485
69,-1.3789469,-1.3654891,"('lazy', 'industrious')",-1.3789469,-1.3654891,0.0134578
70,0.028687267,0.033482622,"('lethargic', 'energetic')",0.0286873,0.0334826,0.0047953
71,0.50870997,0.5608655,"('diffident', 'self-confident')",0.50871,0.5608655,0.0521555
72,0.1829395,0.20278275,"('unambitious', 'ambitious')",0.1829395,0.2027828,0.0198433
73,-3.0147572,-3.0015833,"('helpless', 'self-reliant')",-3.0147572,-3.0015833,0.0131739
74,0.078150585,0.048868522,"('undedicated', 'dedicated')",0.0781506,0.0488685,-0.0292821
75,-0.9007424,-0.8459922,"('meek', 'impulsive')",-0.9007424,-0.8459922,0.0547502
76,0.07789761,0.076164216,"('anxious', 'daring')",0.0778976,0.0761642,-0.0017334
77,-1.2871683,-1.1466327,"('unmotivated', 'motivated')",-1.2871683,-1.1466327,0.1405356
78,-0.7428784,-0.752971,"('nonresilient', 'resilient')",-0.7428784,-0.752971,-0.0100926
