,tsunami_male,tsunami_female,tuple,average_male,average_female,female-male
0,0.1845638,0.052678104,"('unsociable', 'sociable')",0.1845638,0.0526781,-0.1318857
1,0.71958387,0.7027744,"('unfriendly', 'friendly')",0.7195839,0.7027744,-0.0168095
2,0.07855651,0.23593713,"('unlikable', 'likable')",0.0785565,0.2359371,0.1573806
3,0.9800454,0.9803971,"('repellent', 'pleasant')",0.9800454,0.9803971,0.0003517
4,-7.166032,-7.4264364,"('disliked', 'liked')",-7.1660318,-7.4264364,-0.2604046
5,-0.87670285,-0.78632057,"('distant', 'outgoing')",-0.8767028,-0.7863206,0.0903822
6,-0.43502948,-0.41375667,"('distant', 'open')",-0.4350295,-0.4137567,0.0212728
7,1.1854069,1.135861,"('insensitive', 'sensitive')",1.1854069,1.135861,-0.0495459
8,0.68899035,0.68660045,"('unaffectionate', 'affectionate')",0.6889904,0.6866004,-0.00239
9,1.3088977,1.3708148,"('unaffectionate', 'caring')",1.3088977,1.3708148,0.0619171
10,1.4937207,1.4429804,"('unsympathetic', 'sympathetic')",1.4937207,1.4429804,-0.0507403
11,1.657127,1.6640149,"('unhelpful', 'helpful')",1.657127,1.6640149,0.0068879
12,-1.507218,-1.5582207,"('unsupportive', 'supportive')",-1.507218,-1.5582207,-0.0510027
13,0.19296235,0.18824057,"('impolite', 'polite')",0.1929623,0.1882406,-0.0047217
14,0.37365296,0.26104861,"('antisocial', 'social')",0.373653,0.2610486,-0.1126044
15,0.034096472,-0.052832004,"('boring', 'funny')",0.0340965,-0.052832,-0.0869285
16,-0.47941405,-0.468211,"('unpopular', 'popular')",-0.479414,-0.468211,0.011203
17,-0.051456477,-0.019468322,"('nasty', 'nice')",-0.0514565,-0.0194683,0.0319882
18,-0.3707996,-0.36793143,"('disagreeable', 'welcoming')",-0.3707996,-0.3679314,0.0028682
19,-1.1626819,-1.075082,"('inhospitable', 'hospitable')",-1.1626819,-1.0750819,0.0876
20,0.87604064,0.8189405,"('rough', 'thoughtful')",0.8760406,0.8189405,-0.0571001
21,0.11551149,0.18302214,"('immoral', 'moral')",0.1155115,0.1830221,0.0675106
22,-0.057528324,-0.1180798,"('untrustworthy', 'trustworthy')",-0.0575283,-0.1180798,-0.0605515
23,5.869577,5.9998255,"('insincere', 'sincere')",5.8695769,5.9998255,0.1302486
24,1.502251,1.4181085,"('dishonest', 'honest')",1.502251,1.4181085,-0.0841425
25,0.26868537,0.25826448,"('egoistic', 'altruistic')",0.2686854,0.2582645,-0.0104209
