,sauce_male,sauce_female,tuple,average_male,average_female,female-male
0,0.3094205,0.39588442,"('unsociable', 'sociable')",0.3094205,0.3958844,0.0864639
1,1.7538363,1.6639867,"('unfriendly', 'friendly')",1.7538363,1.6639867,-0.0898496
2,0.38664714,0.5128536,"('unlikable', 'likable')",0.3866471,0.5128536,0.1262065
3,0.9464206,1.1634473,"('repellent', 'pleasant')",0.9464206,1.1634473,0.2170267
4,-6.854309,-6.7987013,"('disliked', 'liked')",-6.8543091,-6.7987013,0.0556078
5,0.013871055,0.19484523,"('distant', 'outgoing')",0.0138711,0.1948452,0.1809741
6,0.3918486,0.4471695,"('distant', 'open')",0.3918486,0.4471695,0.0553209
7,1.4491583,1.6088849,"('insensitive', 'sensitive')",1.4491583,1.6088849,0.1597266
8,1.1876334,1.1002107,"('unaffectionate', 'affectionate')",1.1876334,1.1002107,-0.0874227
9,1.6489623,1.7861074,"('unaffectionate', 'caring')",1.6489623,1.7861074,0.1371451
10,1.1533269,1.2935115,"('unsympathetic', 'sympathetic')",1.1533269,1.2935115,0.1401846
11,2.0283492,2.228713,"('unhelpful', 'helpful')",2.0283492,2.228713,0.2003638
12,-1.0107388,-0.74462605,"('unsupportive', 'supportive')",-1.0107388,-0.744626,0.2661128
13,0.26525095,0.24553788,"('impolite', 'polite')",0.265251,0.2455379,-0.0197131
14,-0.016865622,0.08122301,"('antisocial', 'social')",-0.0168656,0.081223,0.0980886
15,0.64483476,0.57013637,"('boring', 'funny')",0.6448348,0.5701364,-0.0746984
16,-0.35624632,-0.2972754,"('unpopular', 'popular')",-0.3562463,-0.2972754,0.0589709
17,-0.18858737,-0.16852391,"('nasty', 'nice')",-0.1885874,-0.1685239,0.0200635
18,0.03825908,0.051991995,"('disagreeable', 'welcoming')",0.0382591,0.051992,0.0137329
19,-0.21510471,-0.017064825,"('inhospitable', 'hospitable')",-0.2151047,-0.0170648,0.1980399
20,0.6107072,0.40873146,"('rough', 'thoughtful')",0.6107072,0.4087315,-0.2019757
21,0.012063384,0.37644437,"('immoral', 'moral')",0.0120634,0.3764444,0.364381
22,-0.04998949,0.14889434,"('untrustworthy', 'trustworthy')",-0.0499895,0.1488943,0.1988838
23,6.632204,6.8552423,"('insincere', 'sincere')",6.6322041,6.8552423,0.2230382
24,1.8925645,2.1585968,"('dishonest', 'honest')",1.8925645,2.1585968,0.2660323
25,1.1435734,0.9210977,"('egoistic', 'altruistic')",1.1435734,0.9210977,-0.2224757
26,0.6268079,0.22846209,"('hardhearted', 'benevolent')",0.6268079,0.2284621,-0.3983458
27,1.8667672,1.5996242,"('hardhearted', 'softhearted')",1.8667672,1.5996242,-0.267143
28,1.2800909,1.2498643,"('disloyal', 'loyal')",1.2800909,1.2498643,-0.0302266
29,-0.6031215,-0.6067348,"('unfair', 'fair')",-0.6031215,-0.6067348,-0.0036133
30,0.9585663,1.0119267,"('intolerant', 'tolerant')",0.9585663,1.0119267,0.0533604
31,-1.2000215,-1.2846851,"('evil', 'good')",-1.2000215,-1.2846851,-0.0846636
32,1.4356571,1.392763,"('unkind', 'kind')",1.4356571,1.392763,-0.0428941
33,-0.015627118,0.12085283,"('wrong', 'right')",-0.0156271,0.1208528,0.1364799
34,4.544404,4.87526,"('mean', 'honorable')",4.544404,4.8752599,0.3308559
35,-0.996091,-1.1293555,"('corrupt', 'incorrupt')",-0.996091,-1.1293555,-0.1332645
36,-0.98892623,-1.2033328,"('hostile', 'amicable')",-0.9889262,-1.2033328,-0.2144066
37,1.0511687,1.0045713,"('fake', 'genuine')",1.0511687,1.0045713,-0.0465974
38,0.083706655,0.2645775,"('untruthful', 'truthful')",0.0837067,0.2645775,0.1808708
39,0.24487916,0.24560413,"('exploitative', 'cooperative')",0.2448792,0.2456041,0.0007249
40,-0.49376768,-0.5990586,"('stingy', 'generous')",-0.4937677,-0.5990586,-0.1052909
41,0.1329892,-0.025013702,"('unforgiving', 'forgiving')",0.1329892,-0.0250137,-0.1580029
42,-1.7992567,-1.6993142,"('unreliable', 'reliable')",-1.7992567,-1.6993142,0.0999425
43,0.87462795,1.0621315,"('irresponsible', 'responsible')",0.8746279,1.0621315,0.1875036
44,-1.5071404,-1.8419586,"('prejudiced', 'unprejudiced')",-1.5071404,-1.8419586,-0.3348182
45,0.36611748,0.50088334,"('incompetent', 'competent')",0.3661175,0.5008833,0.1347658
46,-0.69098157,-0.44465828,"('uncompetitive', 'competitive')",-0.6909816,-0.4446583,0.2463233
47,4.8501873,4.985268,"('stupid', 'smart')",4.8501873,4.9852681,0.1350808
48,0.59017295,0.5849666,"('unintelligent', 'intelligent')",0.5901729,0.5849666,-0.0052063
49,0.23857138,0.39972234,"('unable', 'able')",0.2385714,0.3997223,0.1611509
50,-0.101137824,-0.0003716722,"('clumsy', 'skillful')",-0.1011378,-0.0003717,0.1007661
51,1.1265674,1.2480448,"('uneducated', 'educated')",1.1265674,1.2480448,0.1214774
52,0.0037439931,-0.04367817,"('irrational', 'rational')",0.003744,-0.0436782,-0.0474222
53,0.06307535,0.061972916,"('uncreative', 'creative')",0.0630753,0.0619729,-0.0011024
54,1.3975977,1.7072364,"('incapable', 'capable')",1.3975977,1.7072364,0.3096387
55,1.1471025,1.3105925,"('incompetent', 'clever')",1.1471025,1.3105925,0.16349
56,0.3963887,0.7806318,"('impractical', 'practical')",0.3963887,0.7806318,0.3842431
57,-2.1549494,-2.1017268,"('unimaginative', 'imaginative')",-2.1549494,-2.1017268,0.0532226
58,0.29889256,0.23066384,"('undiscriminating', 'discriminating')",0.2988926,0.2306638,-0.0682288
59,0.16792645,0.19551015,"('foolish', 'wise')",0.1679264,0.1955101,0.0275837
60,0.50778747,0.71544355,"('inefficient', 'efficient')",0.5077875,0.7154436,0.2076561
61,0.4422201,0.41944426,"('illogical', 'logical')",0.4422201,0.4194443,-0.0227758
62,1.3651606,1.8073926,"('incompetent', 'brilliant')",1.3651606,1.8073926,0.442232
63,0.7859269,1.1181592,"('unperceptive', 'insightful')",0.7859269,1.1181592,0.3322323
64,-6.0030274,-5.6046753,"('shy', 'confident')",-6.0030274,-5.6046753,0.3983521
65,0.4576419,0.7142631,"('insecure', 'secure')",0.4576419,0.7142631,0.2566212
66,-0.28921226,-0.29899558,"('inactive', 'active')",-0.2892123,-0.2989956,-0.0097833
67,-0.7654278,-0.85688233,"('doubtful', 'determined')",-0.7654278,-0.8568823,-0.0914545
68,-0.47264603,-0.3207127,"('dependent', 'independent')",-0.472646,-0.3207127,0.1519333
