,angiosperm_male,angiosperm_female,tuple,average_male,average_female,female-male
0,-1.1068361,-1.2578578,"('unsociable', 'sociable')",-1.1068361,-1.2578578,-0.1510217
1,1.2655025,1.1643479,"('unfriendly', 'friendly')",1.2655025,1.1643479,-0.1011546
2,0.122938156,0.14558415,"('unlikable', 'likable')",0.1229382,0.1455842,0.022646
3,-2.1117148,-2.148022,"('repellent', 'pleasant')",-2.1117148,-2.1480219,-0.0363071
4,-0.50431585,-0.4463168,"('disliked', 'liked')",-0.5043159,-0.4463168,0.0579991
5,1.4051983,1.4478925,"('distant', 'outgoing')",1.4051983,1.4478925,0.0426942
6,1.5528712,1.5650158,"('distant', 'open')",1.5528712,1.5650158,0.0121446
7,-1.3665562,-1.4695156,"('insensitive', 'sensitive')",-1.3665562,-1.4695156,-0.1029594
8,1.0555147,0.9897777,"('unaffectionate', 'affectionate')",1.0555147,0.9897777,-0.065737
9,0.37809163,0.30965537,"('unaffectionate', 'caring')",0.3780916,0.3096554,-0.0684362
10,-2.9652183,-3.0918689,"('unsympathetic', 'sympathetic')",-2.9652183,-3.0918689,-0.1266506
11,-1.4905859,-1.5759636,"('unhelpful', 'helpful')",-1.4905859,-1.5759636,-0.0853777
12,-1.4749659,-1.5091995,"('unsupportive', 'supportive')",-1.4749659,-1.5091995,-0.0342336
13,-1.977483,-2.0915422,"('impolite', 'polite')",-1.977483,-2.0915422,-0.1140592
14,-1.3571877,-1.4367834,"('antisocial', 'social')",-1.3571877,-1.4367834,-0.0795957
15,1.6442988,1.6426812,"('boring', 'funny')",1.6442988,1.6426812,-0.0016176
16,0.16905804,0.19865468,"('unpopular', 'popular')",0.169058,0.1986547,0.0295967
17,0.2833577,0.34201503,"('nasty', 'nice')",0.2833577,0.342015,0.0586573
18,0.2950348,0.2667681,"('disagreeable', 'welcoming')",0.2950348,0.2667681,-0.0282667
19,-0.41483605,-0.33010164,"('inhospitable', 'hospitable')",-0.414836,-0.3301016,0.0847344
20,-0.23931079,-0.23060912,"('rough', 'thoughtful')",-0.2393108,-0.2306091,0.0087017
21,-1.9288844,-1.974312,"('immoral', 'moral')",-1.9288844,-1.9743119,-0.0454275
22,-1.2857494,-1.3868983,"('untrustworthy', 'trustworthy')",-1.2857494,-1.3868983,-0.1011489
23,-0.6626298,-0.8157062,"('insincere', 'sincere')",-0.6626298,-0.8157062,-0.1530764
24,-1.5501251,-1.6787127,"('dishonest', 'honest')",-1.5501251,-1.6787127,-0.1285876
25,1.4545574,1.471148,"('egoistic', 'altruistic')",1.4545574,1.471148,0.0165906
