,foodstuffs_male,foodstuffs_female,tuple,average_male,average_female,female-male
0,-0.9404851,-1.0271652,"('unsociable', 'sociable')",-0.9404851,-1.0271652,-0.0866801
1,0.112261035,0.07705701,"('unfriendly', 'friendly')",0.112261,0.077057,-0.035204
2,0.11464516,0.12258379,"('unlikable', 'likable')",0.1146452,0.1225838,0.0079386
3,-1.4645826,-1.2731872,"('repellent', 'pleasant')",-1.4645826,-1.2731872,0.1913954
4,-1.599996,-1.423641,"('disliked', 'liked')",-1.599996,-1.423641,0.176355
5,0.4851653,0.5089154,"('distant', 'outgoing')",0.4851653,0.5089154,0.0237501
6,0.61022097,0.6158501,"('distant', 'open')",0.610221,0.6158501,0.0056291
7,-0.68795204,-0.6025061,"('insensitive', 'sensitive')",-0.687952,-0.6025061,0.0854459
8,-0.13660738,-0.22377953,"('unaffectionate', 'affectionate')",-0.1366074,-0.2237795,-0.0871721
9,-0.26810026,-0.32655284,"('unaffectionate', 'caring')",-0.2681003,-0.3265528,-0.0584525
10,-1.4100975,-1.4355507,"('unsympathetic', 'sympathetic')",-1.4100975,-1.4355507,-0.0254532
11,-0.15703957,-0.14805652,"('unhelpful', 'helpful')",-0.1570396,-0.1480565,0.0089831
12,-1.1120999,-0.9771915,"('unsupportive', 'supportive')",-1.1120999,-0.9771915,0.1349084
13,-0.10352308,-0.15526146,"('impolite', 'polite')",-0.1035231,-0.1552615,-0.0517384
14,-0.84521437,-0.8654345,"('antisocial', 'social')",-0.8452144,-0.8654345,-0.0202201
15,1.0726703,0.9909586,"('boring', 'funny')",1.0726703,0.9909586,-0.0817117
16,-0.5306346,-0.47308308,"('unpopular', 'popular')",-0.5306346,-0.4730831,0.0575515
17,-0.06431618,0.057588324,"('nasty', 'nice')",-0.0643162,0.0575883,0.1219045
18,-1.0387557,-0.95531976,"('disagreeable', 'welcoming')",-1.0387557,-0.9553198,0.0834359
19,-0.43765813,-0.39690226,"('inhospitable', 'hospitable')",-0.4376581,-0.3969023,0.0407558
20,-0.52859074,-0.4520628,"('rough', 'thoughtful')",-0.5285907,-0.4520628,0.0765279
21,-1.0584648,-0.99103576,"('immoral', 'moral')",-1.0584648,-0.9910358,0.067429
22,-0.81000566,-0.83356714,"('untrustworthy', 'trustworthy')",-0.8100057,-0.8335671,-0.0235614
23,0.7294881,0.6696499,"('insincere', 'sincere')",0.7294881,0.6696499,-0.0598382
24,-0.30065852,-0.4213844,"('dishonest', 'honest')",-0.3006585,-0.4213844,-0.1207259
25,1.1221331,1.1574821,"('egoistic', 'altruistic')",1.1221331,1.1574821,0.035349
26,1.0095313,0.87195855,"('hardhearted', 'benevolent')",1.0095313,0.8719586,-0.1375727
27,0.32984954,0.4221788,"('hardhearted', 'softhearted')",0.3298495,0.4221788,0.0923293
28,0.5347294,0.420559,"('disloyal', 'loyal')",0.5347294,0.420559,-0.1141704
29,-1.1304551,-1.143944,"('unfair', 'fair')",-1.1304551,-1.143944,-0.0134889
30,-0.3293281,-0.34449485,"('intolerant', 'tolerant')",-0.3293281,-0.3444948,-0.0151667
31,-0.4378803,-0.37380406,"('evil', 'good')",-0.4378803,-0.3738041,0.0640762
32,0.39993942,0.31042925,"('unkind', 'kind')",0.3999394,0.3104292,-0.0895102
33,0.6768593,0.6369549,"('wrong', 'right')",0.6768593,0.6369549,-0.0399044
34,1.7894589,1.8217115,"('mean', 'honorable')",1.7894589,1.8217115,0.0322526
35,0.777107,0.6956208,"('corrupt', 'incorrupt')",0.777107,0.6956208,-0.0814862
36,0.11446598,0.13118911,"('hostile', 'amicable')",0.114466,0.1311891,0.0167231
37,0.15403436,0.1395574,"('fake', 'genuine')",0.1540344,0.1395574,-0.014477
38,0.20930779,0.20681849,"('untruthful', 'truthful')",0.2093078,0.2068185,-0.0024893
39,0.2228947,0.25931665,"('exploitative', 'cooperative')",0.2228947,0.2593167,0.036422
40,-0.7379157,-0.65304,"('stingy', 'generous')",-0.7379157,-0.65304,0.0848757
41,0.08255494,0.084617004,"('unforgiving', 'forgiving')",0.0825549,0.084617,0.0020621
42,-0.45263395,-0.3671844,"('unreliable', 'reliable')",-0.4526339,-0.3671844,0.0854495
