,great-grandfather_male,great-grandfather_female,tuple,average_male,average_female,female-male
0,-0.3494128,-0.915322,"('unsociable', 'sociable')",-0.3494128,-0.915322,-0.5659092
1,0.6123251,0.67277724,"('unfriendly', 'friendly')",0.6123251,0.6727772,0.0604521
2,-0.4060028,-0.2508262,"('unlikable', 'likable')",-0.4060028,-0.2508262,0.1551766
3,0.15972091,0.08270008,"('repellent', 'pleasant')",0.1597209,0.0827001,-0.0770208
4,1.1456854,1.3531306,"('disliked', 'liked')",1.1456854,1.3531306,0.2074452
5,-1.1550735,-0.767284,"('distant', 'outgoing')",-1.1550735,-0.767284,0.3877895
6,-1.7500163,-1.2925161,"('distant', 'open')",-1.7500163,-1.2925161,0.4575002
7,-0.6225332,-0.9752138,"('insensitive', 'sensitive')",-0.6225332,-0.9752138,-0.3526806
8,1.2465277,1.2323072,"('unaffectionate', 'affectionate')",1.2465277,1.2323072,-0.0142205
9,0.61659634,0.61465913,"('unaffectionate', 'caring')",0.6165963,0.6146591,-0.0019372
10,-1.1199284,-1.5706304,"('unsympathetic', 'sympathetic')",-1.1199284,-1.5706304,-0.450702
11,-0.82523525,-0.98180455,"('unhelpful', 'helpful')",-0.8252352,-0.9818045,-0.1565693
12,-0.3557353,-0.41418737,"('unsupportive', 'supportive')",-0.3557353,-0.4141874,-0.0584521
13,-0.16225453,-0.5489199,"('impolite', 'polite')",-0.1622545,-0.5489199,-0.3866654
14,-1.5418261,-1.7919539,"('antisocial', 'social')",-1.5418261,-1.7919539,-0.2501278
15,0.875919,1.0569882,"('boring', 'funny')",0.875919,1.0569882,0.1810692
16,0.33768785,0.35075927,"('unpopular', 'popular')",0.3376878,0.3507593,0.0130715
17,0.6935149,0.683366,"('nasty', 'nice')",0.6935149,0.683366,-0.0101489
18,0.6718056,0.68439627,"('disagreeable', 'welcoming')",0.6718056,0.6843963,0.0125907
19,0.5482528,0.66719663,"('inhospitable', 'hospitable')",0.5482528,0.6671966,0.1189438
20,0.110507175,-0.020580068,"('rough', 'thoughtful')",0.1105072,-0.0205801,-0.1310873
21,-0.17155193,-0.43501073,"('immoral', 'moral')",-0.1715519,-0.4350107,-0.2634588
22,-1.3021022,-1.393798,"('untrustworthy', 'trustworthy')",-1.3021022,-1.393798,-0.0916958
23,1.0913846,0.6838975,"('insincere', 'sincere')",1.0913846,0.6838975,-0.4074871
24,-0.68922746,-0.7768984,"('dishonest', 'honest')",-0.6892275,-0.7768984,-0.0876709
25,1.0192636,1.2008582,"('egoistic', 'altruistic')",1.0192636,1.2008582,0.1815946
26,1.1864179,1.1858112,"('hardhearted', 'benevolent')",1.1864179,1.1858112,-0.0006067
27,-0.72232467,-0.8114804,"('hardhearted', 'softhearted')",-0.7223247,-0.8114804,-0.0891557
28,-0.121286534,-0.21958116,"('disloyal', 'loyal')",-0.1212865,-0.2195812,-0.0982947
29,-1.3138623,-1.2308433,"('unfair', 'fair')",-1.3138623,-1.2308433,0.083019
30,0.14568244,0.016740832,"('intolerant', 'tolerant')",0.1456824,0.0167408,-0.1289416
31,-1.2917386,-0.8214565,"('evil', 'good')",-1.2917386,-0.8214565,0.4702821
32,1.038337,0.6744601,"('unkind', 'kind')",1.038337,0.6744601,-0.3638769
33,-0.5027025,-0.2771962,"('wrong', 'right')",-0.5027025,-0.2771962,0.2255063
34,1.213556,1.0649973,"('mean', 'honorable')",1.2135561,1.0649973,-0.1485588
35,-0.07415444,0.31685492,"('corrupt', 'incorrupt')",-0.0741544,0.3168549,0.3910093
