,libido_male,libido_female,tuple,average_male,average_female,female-male
0,-1.0305358,-1.1324992,"('unsociable', 'sociable')",-1.0305358,-1.1324992,-0.1019634
1,-0.13649929,-0.24718362,"('unfriendly', 'friendly')",-0.1364993,-0.2471836,-0.1106843
2,1.46968,1.4420193,"('unlikable', 'likable')",1.46968,1.4420193,-0.0276607
3,-0.98144674,-0.8185215,"('repellent', 'pleasant')",-0.9814467,-0.8185215,0.1629252
4,-2.1048002,-2.0498567,"('disliked', 'liked')",-2.1048002,-2.0498567,0.0549435
5,1.0021181,1.0126606,"('distant', 'outgoing')",1.0021181,1.0126606,0.0105425
6,0.79505634,0.7955918,"('distant', 'open')",0.7950563,0.7955918,0.0005355
7,-1.757827,-1.7564923,"('insensitive', 'sensitive')",-1.757827,-1.7564923,0.0013347
8,0.6810175,0.6013318,"('unaffectionate', 'affectionate')",0.6810175,0.6013318,-0.0796857
9,-0.20591216,-0.29773706,"('unaffectionate', 'caring')",-0.2059122,-0.2977371,-0.0918249
10,-1.5754266,-1.5976974,"('unsympathetic', 'sympathetic')",-1.5754266,-1.5976974,-0.0222708
11,0.021922488,-0.054965913,"('unhelpful', 'helpful')",0.0219225,-0.0549659,-0.0768884
12,-0.9933815,-0.93969417,"('unsupportive', 'supportive')",-0.9933815,-0.9396942,0.0536873
13,-1.3932467,-1.512126,"('impolite', 'polite')",-1.3932467,-1.512126,-0.1188793
14,-1.2514613,-1.3528929,"('antisocial', 'social')",-1.2514613,-1.3528929,-0.1014316
15,0.37542748,0.21233921,"('boring', 'funny')",0.3754275,0.2123392,-0.1630883
16,-0.006997494,-0.0051379986,"('unpopular', 'popular')",-0.0069975,-0.005138,0.0018595
17,-0.8026216,-0.71375865,"('nasty', 'nice')",-0.8026216,-0.7137586,0.088863
18,-0.022642532,-0.09228319,"('disagreeable', 'welcoming')",-0.0226425,-0.0922832,-0.0696407
19,-0.097222,0.04206598,"('inhospitable', 'hospitable')",-0.097222,0.042066,0.139288
20,-0.5490729,-0.57373136,"('rough', 'thoughtful')",-0.5490729,-0.5737314,-0.0246585
21,-0.95689625,-1.0279065,"('immoral', 'moral')",-0.9568962,-1.0279065,-0.0710103
22,-1.3070937,-1.4434654,"('untrustworthy', 'trustworthy')",-1.3070937,-1.4434654,-0.1363717
23,0.47332847,0.3205979,"('insincere', 'sincere')",0.4733285,0.3205979,-0.1527306
24,-0.24126685,-0.44078314,"('dishonest', 'honest')",-0.2412668,-0.4407831,-0.1995163
25,0.4943443,0.4117951,"('egoistic', 'altruistic')",0.4943443,0.4117951,-0.0825492
26,0.014071628,-0.19522658,"('hardhearted', 'benevolent')",0.0140716,-0.1952266,-0.2092982
