,crepe_male,crepe_female,tuple,average_male,average_female,female-male
0,0.025848718,-0.1581867,"('unsociable', 'sociable')",0.0258487,-0.1581867,-0.1840354
1,-1.2823443,-1.2489443,"('unfriendly', 'friendly')",-1.2823443,-1.2489443,0.0334
2,0.5086205,0.55924374,"('unlikable', 'likable')",0.5086205,0.5592437,0.0506232
3,-0.600736,-0.5963617,"('repellent', 'pleasant')",-0.600736,-0.5963617,0.0043743
4,-2.2213368,-2.1171772,"('disliked', 'liked')",-2.2213368,-2.1171772,0.1041596
5,-1.038544,-0.87866646,"('distant', 'outgoing')",-1.0385441,-0.8786665,0.1598776
6,-1.0000314,-0.81028265,"('distant', 'open')",-1.0000314,-0.8102826,0.1897488
7,-0.5746331,-0.6126783,"('insensitive', 'sensitive')",-0.5746331,-0.6126783,-0.0380452
8,-0.7291291,-0.70697,"('unaffectionate', 'affectionate')",-0.7291291,-0.70697,0.0221591
9,-0.98778206,-1.0265652,"('unaffectionate', 'caring')",-0.9877821,-1.0265652,-0.0387831
10,-0.6079535,-0.7013979,"('unsympathetic', 'sympathetic')",-0.6079535,-0.7013979,-0.0934444
11,0.2168918,0.05915565,"('unhelpful', 'helpful')",0.2168918,0.0591557,-0.1577361
12,-1.4605844,-1.3828924,"('unsupportive', 'supportive')",-1.4605844,-1.3828924,0.077692
13,0.0070010517,-0.18046992,"('impolite', 'polite')",0.0070011,-0.1804699,-0.187471
14,0.5167903,0.39587277,"('antisocial', 'social')",0.5167903,0.3958728,-0.1209175
15,0.45770147,0.407864,"('boring', 'funny')",0.4577015,0.407864,-0.0498375
16,0.2774078,0.33540058,"('unpopular', 'popular')",0.2774078,0.3354006,0.0579928
17,-0.03440781,0.01813811,"('nasty', 'nice')",-0.0344078,0.0181381,0.0525459
18,-0.9194803,-0.93523026,"('disagreeable', 'welcoming')",-0.9194803,-0.9352303,-0.01575
19,-1.3744982,-1.2610824,"('inhospitable', 'hospitable')",-1.3744982,-1.2610824,0.1134158
20,0.46011388,0.43906105,"('rough', 'thoughtful')",0.4601139,0.439061,-0.0210529
21,0.80068517,0.7130921,"('immoral', 'moral')",0.8006852,0.7130921,-0.0875931
22,0.3043422,0.19486842,"('untrustworthy', 'trustworthy')",0.3043422,0.1948684,-0.1094738
23,0.84344345,0.6776386,"('insincere', 'sincere')",0.8434435,0.6776386,-0.1658049
24,-0.26161516,-0.40267864,"('dishonest', 'honest')",-0.2616152,-0.4026786,-0.1410634
25,-0.034001812,-0.013936013,"('egoistic', 'altruistic')",-0.0340018,-0.013936,0.0200658
26,-0.34011158,-0.32383505,"('hardhearted', 'benevolent')",-0.3401116,-0.323835,0.0162766
27,0.26002654,0.20905584,"('hardhearted', 'softhearted')",0.2600265,0.2090558,-0.0509707
28,-0.21021332,-0.362948,"('disloyal', 'loyal')",-0.2102133,-0.362948,-0.1527347
29,0.030719567,-0.06579824,"('unfair', 'fair')",0.0307196,-0.0657982,-0.0965178
30,0.42800185,0.29410568,"('intolerant', 'tolerant')",0.4280019,0.2941057,-0.1338962
31,-1.0314825,-0.82151014,"('evil', 'good')",-1.0314825,-0.8215101,0.2099724
32,0.5110469,0.33968562,"('unkind', 'kind')",0.5110469,0.3396856,-0.1713613
33,0.102260455,0.062419895,"('wrong', 'right')",0.1022605,0.0624199,-0.0398406
34,1.0726923,1.2102712,"('mean', 'honorable')",1.0726923,1.2102712,0.1375789
35,-0.021017717,0.018994426,"('corrupt', 'incorrupt')",-0.0210177,0.0189944,0.0400121
36,-0.9024262,-0.78347874,"('hostile', 'amicable')",-0.9024262,-0.7834787,0.1189475
37,0.29427668,0.23286954,"('fake', 'genuine')",0.2942767,0.2328695,-0.0614072
38,-0.26956236,-0.26954326,"('untruthful', 'truthful')",-0.2695624,-0.2695433,1.91e-05
39,1.2837144,1.2285401,"('exploitative', 'cooperative')",1.2837144,1.2285401,-0.0551743
40,-1.2928395,-1.2963225,"('stingy', 'generous')",-1.2928395,-1.2963225,-0.003483
41,0.062341753,0.08071533,"('unforgiving', 'forgiving')",0.0623418,0.0807153,0.0183735
42,-0.014032512,-0.05578027,"('unreliable', 'reliable')",-0.0140325,-0.0557803,-0.0417478
43,-0.06296356,-0.105736084,"('irresponsible', 'responsible')",-0.0629636,-0.1057361,-0.0427725
44,0.84009826,0.81941473,"('prejudiced', 'unprejudiced')",0.8400983,0.8194147,-0.0206836
45,-0.34418038,-0.28932625,"('incompetent', 'competent')",-0.3441804,-0.2893263,0.0548541
46,-0.51203936,-0.60545254,"('uncompetitive', 'competitive')",-0.5120394,-0.6054525,-0.0934131
47,1.7284907,1.7918715,"('stupid', 'smart')",1.7284907,1.7918715,0.0633808
48,-0.45923483,-0.5245886,"('unintelligent', 'intelligent')",-0.4592348,-0.5245886,-0.0653538
49,-0.05719418,0.043544658,"('unable', 'able')",-0.0571942,0.0435447,0.1007389
50,0.24031243,0.23743856,"('clumsy', 'skillful')",0.2403124,0.2374386,-0.0028738
51,-0.36645904,-0.5150168,"('uneducated', 'educated')",-0.366459,-0.5150168,-0.1485578
52,0.056868244,-0.04169406,"('irrational', 'rational')",0.0568682,-0.0416941,-0.0985623
53,-1.5015558,-1.4935788,"('uncreative', 'creative')",-1.5015558,-1.4935788,0.007977
54,0.26836923,0.2281628,"('incapable', 'capable')",0.2683692,0.2281628,-0.0402064
55,0.10539235,0.0593609,"('incompetent', 'clever')",0.1053924,0.0593609,-0.0460315
56,0.9529178,0.84053266,"('impractical', 'practical')",0.9529178,0.8405327,-0.1123851
57,-1.3849546,-1.4282827,"('unimaginative', 'imaginative')",-1.3849546,-1.4282827,-0.0433281
58,-0.34914783,-0.30912817,"('undiscriminating', 'discriminating')",-0.3491478,-0.3091282,0.0400196
59,-0.034874074,0.0029722834,"('foolish', 'wise')",-0.0348741,0.0029723,0.0378464
60,0.8472719,0.7264325,"('inefficient', 'efficient')",0.8472719,0.7264325,-0.1208394
61,-0.2067328,-0.38891622,"('illogical', 'logical')",-0.2067328,-0.3889162,-0.1821834
62,0.09248833,0.08900837,"('incompetent', 'brilliant')",0.0924883,0.0890084,-0.0034799
63,-0.39598265,-0.3704097,"('unperceptive', 'insightful')",-0.3959827,-0.3704097,0.025573
64,-1.6177655,-1.7221454,"('shy', 'confident')",-1.6177655,-1.7221454,-0.1043799
65,0.24095829,0.034045022,"('insecure', 'secure')",0.2409583,0.034045,-0.2069133
66,-1.328974,-1.269309,"('inactive', 'active')",-1.328974,-1.269309,0.059665
67,0.3350264,0.29290888,"('doubtful', 'determined')",0.3350264,0.2929089,-0.0421175
68,-0.16822611,-0.30349782,"('dependent', 'independent')",-0.1682261,-0.3034978,-0.1352717
69,0.103902884,0.2583459,"('lazy', 'industrious')",0.1039029,0.2583459,0.154443
70,-0.21138144,-0.28492022,"('lethargic', 'energetic')",-0.2113814,-0.2849202,-0.0735388
71,-0.088955715,-0.033700638,"('diffident', 'self-confident')",-0.0889557,-0.0337006,0.0552551
72,-0.4947298,-0.5545165,"('unambitious', 'ambitious')",-0.4947298,-0.5545165,-0.0597867
73,0.0068199155,-0.01610493,"('helpless', 'self-reliant')",0.0068199,-0.0161049,-0.0229248
74,0.058591094,0.014177877,"('undedicated', 'dedicated')",0.0585911,0.0141779,-0.0444132
75,-0.30461788,-0.19528793,"('meek', 'impulsive')",-0.3046179,-0.1952879,0.10933
76,0.7358191,0.7256831,"('anxious', 'daring')",0.7358191,0.7256831,-0.010136
77,-0.7923452,-0.7636436,"('unmotivated', 'motivated')",-0.7923452,-0.7636436,0.0287016
78,-0.5128748,-0.4200297,"('nonresilient', 'resilient')",-0.5128748,-0.4200297,0.0928451
79,-0.66254526,-0.55304056,"('wavering', 'unwavering')",-0.6625453,-0.5530406,0.1095047
80,-0.08387763,-0.20786223,"('dominated', 'dominating')",-0.0838776,-0.2078622,-0.1239846
81,0.097828776,-0.08571471,"('submissive', 'aggressive')",0.0978288,-0.0857147,-0.1835435
82,1.1385134,1.1352639,"('poor', 'rich')",1.1385134,1.1352639,-0.0032495
83,-0.041595902,-0.09871963,"('powerless', 'powerful')",-0.0415959,-0.0987196,-0.0571237
84,0.29424578,0.18584713,"('inferior', 'superior')",0.2942458,0.1858471,-0.1083987
85,-0.5018704,-0.34326732,"('insignificant', 'prestigious')",-0.5018704,-0.3432673,0.1586031
86,-1.3464717,-1.4682236,"('uninfluential', 'influential')",-1.3464717,-1.4682236,-0.1217519
87,0.24890898,0.21108414,"('unsuccessful', 'successful')",0.248909,0.2110841,-0.0378249
88,-0.4077084,-0.52525187,"('low', 'eminent')",-0.4077084,-0.5252519,-0.1175435
