,backdrop_male,backdrop_female,tuple,average_male,average_female,female-male
0,0.31134352,0.30683076,"('unsociable', 'sociable')",0.3113435,0.3068308,-0.0045127
1,1.5339726,1.5487342,"('unfriendly', 'friendly')",1.5339726,1.5487342,0.0147616
2,0.16132061,0.30389357,"('unlikable', 'likable')",0.1613206,0.3038936,0.142573
3,0.9240235,1.0717237,"('repellent', 'pleasant')",0.9240235,1.0717237,0.1477002
4,-6.846448,-6.905882,"('disliked', 'liked')",-6.8464479,-6.9058819,-0.059434
5,-0.31234437,-0.1579245,"('distant', 'outgoing')",-0.3123444,-0.1579245,0.1544199
6,-0.054727677,0.08091645,"('distant', 'open')",-0.0547277,0.0809164,0.1356441
7,1.5001761,1.6276298,"('insensitive', 'sensitive')",1.5001761,1.6276298,0.1274537
8,1.0592196,1.0603868,"('unaffectionate', 'affectionate')",1.0592196,1.0603868,0.0011672
9,1.4047776,1.5805552,"('unaffectionate', 'caring')",1.4047776,1.5805552,0.1757776
10,1.2339354,1.3108603,"('unsympathetic', 'sympathetic')",1.2339354,1.3108603,0.0769249
11,2.0001092,2.113137,"('unhelpful', 'helpful')",2.0001092,2.113137,0.1130278
12,-1.2262894,-0.94623893,"('unsupportive', 'supportive')",-1.2262894,-0.9462389,0.2800505
13,0.31505936,0.2789448,"('impolite', 'polite')",0.3150594,0.2789448,-0.0361146
14,0.22334656,0.16411835,"('antisocial', 'social')",0.2233466,0.1641183,-0.0592283
15,0.55448484,0.47331756,"('boring', 'funny')",0.5544848,0.4733176,-0.0811672
16,-0.4332466,-0.31431437,"('unpopular', 'popular')",-0.4332466,-0.3143144,0.1189322
17,-0.30155733,-0.26568282,"('nasty', 'nice')",-0.3015573,-0.2656828,0.0358745
18,-0.27252436,-0.2550079,"('disagreeable', 'welcoming')",-0.2725244,-0.2550079,0.0175165
19,-0.604982,-0.41065183,"('inhospitable', 'hospitable')",-0.604982,-0.4106518,0.1943302
20,0.46367645,0.33386585,"('rough', 'thoughtful')",0.4636765,0.3338659,-0.1298106
21,0.19537735,0.38903457,"('immoral', 'moral')",0.1953773,0.3890346,0.1936573
22,-0.05491259,0.06606935,"('untrustworthy', 'trustworthy')",-0.0549126,0.0660693,0.1209819
23,6.5295715,6.7406754,"('insincere', 'sincere')",6.5295715,6.7406754,0.2111039
24,2.0419798,2.2417886,"('dishonest', 'honest')",2.0419798,2.2417886,0.1998088
25,0.8752693,0.7499283,"('egoistic', 'altruistic')",0.8752693,0.7499283,-0.125341
26,0.64536643,0.24797404,"('hardhearted', 'benevolent')",0.6453664,0.247974,-0.3973924
27,1.619649,1.4826626,"('hardhearted', 'softhearted')",1.6196491,1.4826626,-0.1369865
28,1.2372282,1.1470504,"('disloyal', 'loyal')",1.2372282,1.1470504,-0.0901778
29,-0.70162886,-0.72532606,"('unfair', 'fair')",-0.7016289,-0.7253261,-0.0236972
30,0.8901086,0.9627359,"('intolerant', 'tolerant')",0.8901086,0.9627359,0.0726273
31,-1.2869011,-1.2566689,"('evil', 'good')",-1.2869011,-1.2566689,0.0302322
32,1.5485183,1.5008154,"('unkind', 'kind')",1.5485183,1.5008154,-0.0477029
33,-0.31252757,-0.1853413,"('wrong', 'right')",-0.3125276,-0.1853413,0.1271863
34,4.3810883,4.700117,"('mean', 'honorable')",4.3810883,4.7001171,0.3190288
35,-1.2262098,-1.3727896,"('corrupt', 'incorrupt')",-1.2262098,-1.3727896,-0.1465798
36,-1.2923031,-1.4510056,"('hostile', 'amicable')",-1.2923031,-1.4510056,-0.1587025
37,1.1678795,1.0859143,"('fake', 'genuine')",1.1678795,1.0859143,-0.0819652
38,0.05204825,0.1471644,"('untruthful', 'truthful')",0.0520483,0.1471644,0.0951161
39,0.46458086,0.4418708,"('exploitative', 'cooperative')",0.4645809,0.4418708,-0.0227101
40,-0.64045835,-0.68898815,"('stingy', 'generous')",-0.6404583,-0.6889881,-0.0485298
41,-0.04660736,-0.15333213,"('unforgiving', 'forgiving')",-0.0466074,-0.1533321,-0.1067247
42,-1.9656305,-1.9701728,"('unreliable', 'reliable')",-1.9656305,-1.9701728,-0.0045423
43,1.1042854,1.2184153,"('irresponsible', 'responsible')",1.1042854,1.2184153,0.1141299
44,-1.4759727,-1.7790788,"('prejudiced', 'unprejudiced')",-1.4759727,-1.7790788,-0.3031061
45,0.39074084,0.4385075,"('incompetent', 'competent')",0.3907408,0.4385075,0.0477667
46,-0.5845539,-0.5106643,"('uncompetitive', 'competitive')",-0.5845539,-0.5106643,0.0738896
47,4.7116475,4.9694047,"('stupid', 'smart')",4.7116475,4.9694047,0.2577572
48,0.59229374,0.5981985,"('unintelligent', 'intelligent')",0.5922937,0.5981985,0.0059048
49,0.04756485,0.21764565,"('unable', 'able')",0.0475648,0.2176456,0.1700808
50,-0.21713074,-0.18104723,"('clumsy', 'skillful')",-0.2171307,-0.1810472,0.0360835
51,1.1853923,1.1761156,"('uneducated', 'educated')",1.1853923,1.1761156,-0.0092767
52,-0.32659677,-0.3731834,"('irrational', 'rational')",-0.3265968,-0.3731834,-0.0465866
53,0.047379997,0.09236722,"('uncreative', 'creative')",0.04738,0.0923672,0.0449872
54,1.0291184,1.332211,"('incapable', 'capable')",1.0291184,1.332211,0.3030926
55,1.3669848,1.4697872,"('incompetent', 'clever')",1.3669848,1.4697872,0.1028024
56,0.500693,0.71229357,"('impractical', 'practical')",0.500693,0.7122936,0.2116006
57,-2.048152,-2.1061935,"('unimaginative', 'imaginative')",-2.048152,-2.1061935,-0.0580415
58,0.2010771,0.09708198,"('undiscriminating', 'discriminating')",0.2010771,0.097082,-0.1039951
59,-0.059221968,-0.027900476,"('foolish', 'wise')",-0.059222,-0.0279005,0.0313215
60,0.64352345,0.8145854,"('inefficient', 'efficient')",0.6435235,0.8145854,0.1710619
61,0.2828084,0.25475463,"('illogical', 'logical')",0.2828084,0.2547546,-0.0280538
62,1.3980051,1.7114227,"('incompetent', 'brilliant')",1.3980051,1.7114227,0.3134176
63,0.69474953,1.0022477,"('unperceptive', 'insightful')",0.6947495,1.0022477,0.3074982
64,-5.9188843,-5.7016945,"('shy', 'confident')",-5.9188843,-5.7016945,0.2171898
65,0.5230361,0.6268444,"('insecure', 'secure')",0.5230361,0.6268444,0.1038083
66,-0.39349955,-0.44139406,"('inactive', 'active')",-0.3934996,-0.4413941,-0.0478945
67,-0.7610701,-0.8133164,"('doubtful', 'determined')",-0.7610701,-0.8133164,-0.0522463
68,-0.55178154,-0.40540522,"('dependent', 'independent')",-0.5517815,-0.4054052,0.1463763
69,-2.177749,-2.1317773,"('lazy', 'industrious')",-2.1777489,-2.1317773,0.0459716
70,1.7759068,1.8522336,"('lethargic', 'energetic')",1.7759068,1.8522336,0.0763268
71,0.30510607,0.506757,"('diffident', 'self-confident')",0.3051061,0.506757,0.2016509
72,1.1325327,1.3881733,"('unambitious', 'ambitious')",1.1325327,1.3881733,0.2556406
73,-2.4869165,-2.3757493,"('helpless', 'self-reliant')",-2.4869165,-2.3757493,0.1111672
74,0.47175947,0.34590995,"('undedicated', 'dedicated')",0.4717595,0.34591,-0.1258495
75,-0.8887836,-0.8518898,"('meek', 'impulsive')",-0.8887836,-0.8518898,0.0368938
76,0.8379346,0.7429459,"('anxious', 'daring')",0.8379346,0.7429459,-0.0949887
77,-1.5155879,-1.2324739,"('unmotivated', 'motivated')",-1.5155879,-1.2324739,0.283114
78,-0.7204682,-0.5747238,"('nonresilient', 'resilient')",-0.7204682,-0.5747238,0.1457444
79,-0.20361537,-0.23621441,"('wavering', 'unwavering')",-0.2036154,-0.2362144,-0.032599
80,0.42198226,0.38324547,"('dominated', 'dominating')",0.4219823,0.3832455,-0.0387368
81,0.3244159,0.3459561,"('submissive', 'aggressive')",0.3244159,0.3459561,0.0215402
82,6.1460347,6.450362,"('poor', 'rich')",6.1460347,6.4503622,0.3043275
83,-0.33409375,-0.30367652,"('powerless', 'powerful')",-0.3340937,-0.3036765,0.0304172
84,-0.09539519,-0.039982438,"('inferior', 'superior')",-0.0953952,-0.0399824,0.0554128
85,-1.2792482,-1.4710184,"('insignificant', 'prestigious')",-1.2792482,-1.4710184,-0.1917702
86,1.0571486,1.0878191,"('uninfluential', 'influential')",1.0571486,1.0878191,0.0306705
87,0.4322303,0.69110113,"('unsuccessful', 'successful')",0.4322303,0.6911011,0.2588708
88,0.23508944,0.23781034,"('low', 'eminent')",0.2350894,0.2378103,0.0027209
