,challenge_male,challenge_female,tuple,average_male,average_female,female-male
0,0.28365272,0.100230426,"('unsociable', 'sociable')",0.2836527,0.1002304,-0.1834223
1,0.85070574,0.7951797,"('unfriendly', 'friendly')",0.8507057,0.7951797,-0.055526
2,0.25536987,0.3495705,"('unlikable', 'likable')",0.2553699,0.3495705,0.0942006
3,0.7642554,0.84361356,"('repellent', 'pleasant')",0.7642554,0.8436136,0.0793582
4,-7.6831083,-7.6951904,"('disliked', 'liked')",-7.6831083,-7.6951904,-0.0120821
5,-0.6806171,-0.5400659,"('distant', 'outgoing')",-0.6806171,-0.5400659,0.1405512
6,-0.3340692,-0.19243714,"('distant', 'open')",-0.3340692,-0.1924371,0.1416321
7,0.9318841,0.9129064,"('insensitive', 'sensitive')",0.9318841,0.9129064,-0.0189777
8,0.8575593,0.85837305,"('unaffectionate', 'affectionate')",0.8575593,0.858373,0.0008137
9,1.6135497,1.6696635,"('unaffectionate', 'caring')",1.6135497,1.6696635,0.0561138
10,1.5100524,1.5596906,"('unsympathetic', 'sympathetic')",1.5100524,1.5596906,0.0496382
11,2.491652,2.5855098,"('unhelpful', 'helpful')",2.491652,2.5855098,0.0938578
12,-1.6594574,-1.6988025,"('unsupportive', 'supportive')",-1.6594574,-1.6988025,-0.0393451
13,0.619932,0.4734252,"('impolite', 'polite')",0.619932,0.4734252,-0.1465068
14,0.19747664,-0.060822017,"('antisocial', 'social')",0.1974766,-0.060822,-0.2582986
15,0.18048304,0.062170483,"('boring', 'funny')",0.180483,0.0621705,-0.1183125
16,-0.83339554,-0.689967,"('unpopular', 'popular')",-0.8333955,-0.689967,0.1434285
17,-0.6116924,-0.6086395,"('nasty', 'nice')",-0.6116924,-0.6086395,0.0030529
18,-0.7441739,-0.8209003,"('disagreeable', 'welcoming')",-0.7441739,-0.8209003,-0.0767264
19,-0.9686092,-0.8093981,"('inhospitable', 'hospitable')",-0.9686092,-0.8093981,0.1592111
20,0.8733196,0.6966712,"('rough', 'thoughtful')",0.8733196,0.6966712,-0.1766484
21,0.44845283,0.501715,"('immoral', 'moral')",0.4484528,0.501715,0.0532622
22,-0.22720213,-0.28294492,"('untrustworthy', 'trustworthy')",-0.2272021,-0.2829449,-0.0557428
23,6.837852,6.8545527,"('insincere', 'sincere')",6.837852,6.8545527,0.0167007
24,2.0060735,1.9220982,"('dishonest', 'honest')",2.0060735,1.9220982,-0.0839753
25,0.02665912,-0.021633036,"('egoistic', 'altruistic')",0.0266591,-0.021633,-0.0482921
26,0.5420254,0.36667037,"('hardhearted', 'benevolent')",0.5420254,0.3666704,-0.175355
