,fedora_male,fedora_female,tuple,average_male,average_female,female-male
0,-0.091784954,-0.17511462,"('unsociable', 'sociable')",-0.091785,-0.1751146,-0.0833296
1,0.22486372,-0.1042468,"('unfriendly', 'friendly')",0.2248637,-0.1042468,-0.3291105
2,0.7487287,0.7284256,"('unlikable', 'likable')",0.7487287,0.7284256,-0.0203031
3,-0.1830718,0.011791444,"('repellent', 'pleasant')",-0.1830718,0.0117914,0.1948632
4,-3.1484318,-3.1159391,"('disliked', 'liked')",-3.1484318,-3.1159391,0.0324927
5,-0.62395066,-0.87664396,"('distant', 'outgoing')",-0.6239507,-0.876644,-0.2526933
6,-0.76005125,-1.1296458,"('distant', 'open')",-0.7600513,-1.1296458,-0.3695945
7,-0.021883925,0.029476063,"('insensitive', 'sensitive')",-0.0218839,0.0294761,0.05136
8,0.28265327,0.010330895,"('unaffectionate', 'affectionate')",0.2826533,0.0103309,-0.2723224
9,0.07978003,-0.1792194,"('unaffectionate', 'caring')",0.07978,-0.1792194,-0.2589994
10,-0.5459337,-0.4839844,"('unsympathetic', 'sympathetic')",-0.5459337,-0.4839844,0.0619493
11,0.60461754,0.6269678,"('unhelpful', 'helpful')",0.6046175,0.6269678,0.0223503
12,-0.6977792,-0.68886924,"('unsupportive', 'supportive')",-0.6977792,-0.6888692,0.00891
13,-0.7586737,-0.7215979,"('impolite', 'polite')",-0.7586737,-0.7215979,0.0370758
14,0.4347397,0.57554024,"('antisocial', 'social')",0.4347397,0.5755402,0.1408005
15,0.51805115,0.35355216,"('boring', 'funny')",0.5180511,0.3535522,-0.1644989
16,-0.5384819,-0.64596754,"('unpopular', 'popular')",-0.5384819,-0.6459675,-0.1074856
17,-0.8518309,-0.74713343,"('nasty', 'nice')",-0.8518309,-0.7471334,0.1046975
18,-0.61392665,-0.5681798,"('disagreeable', 'welcoming')",-0.6139266,-0.5681798,0.0457468
19,-0.9638283,-1.0833616,"('inhospitable', 'hospitable')",-0.9638283,-1.0833616,-0.1195333
20,-0.115021095,-0.09616513,"('rough', 'thoughtful')",-0.1150211,-0.0961651,0.018856
21,-0.32599908,-0.10832317,"('immoral', 'moral')",-0.3259991,-0.1083232,0.2176759
22,-0.12571694,0.01909635,"('untrustworthy', 'trustworthy')",-0.1257169,0.0190964,0.1448133
23,2.922473,2.9073982,"('insincere', 'sincere')",2.922473,2.9073982,-0.0150748
24,-0.025985966,-0.08391954,"('dishonest', 'honest')",-0.025986,-0.0839195,-0.0579335
25,0.3155427,0.16419706,"('egoistic', 'altruistic')",0.3155427,0.1641971,-0.1513456
26,1.1628796,0.89625,"('hardhearted', 'benevolent')",1.1628796,0.89625,-0.2666296
27,0.46671587,0.27578077,"('hardhearted', 'softhearted')",0.4667159,0.2757808,-0.1909351
28,0.06428675,-0.069423586,"('disloyal', 'loyal')",0.0642868,-0.0694236,-0.1337104
29,-0.91652495,-0.9257183,"('unfair', 'fair')",-0.9165249,-0.9257183,-0.0091934
30,0.72458756,0.73617715,"('intolerant', 'tolerant')",0.7245876,0.7361771,0.0115895
31,-1.3504487,-1.3919281,"('evil', 'good')",-1.3504487,-1.3919281,-0.0414794
32,0.6342051,0.45066372,"('unkind', 'kind')",0.6342051,0.4506637,-0.1835414
33,0.38993275,0.1395976,"('wrong', 'right')",0.3899328,0.1395976,-0.2503352
34,1.6999716,1.8043756,"('mean', 'honorable')",1.6999716,1.8043756,0.104404
35,-0.7088681,-0.92200434,"('corrupt', 'incorrupt')",-0.7088681,-0.9220043,-0.2131362
36,-0.78407246,-1.0029122,"('hostile', 'amicable')",-0.7840725,-1.0029122,-0.2188397
37,0.031507004,-0.11136651,"('fake', 'genuine')",0.031507,-0.1113665,-0.1428735
38,-0.20918207,-0.26261488,"('untruthful', 'truthful')",-0.2091821,-0.2626149,-0.0534328
39,0.24547702,0.4055035,"('exploitative', 'cooperative')",0.245477,0.4055035,0.1600265
40,-0.70488036,-0.8115708,"('stingy', 'generous')",-0.7048804,-0.8115708,-0.1066904
