,pawnshop_male,pawnshop_female,tuple,average_male,average_female,female-male
0,0.049744483,-0.07335065,"('unsociable', 'sociable')",0.0497445,-0.0733507,-0.1230952
1,-0.6159603,-0.69112206,"('unfriendly', 'friendly')",-0.6159603,-0.6911221,-0.0751618
2,0.35496134,0.42844617,"('unlikable', 'likable')",0.3549613,0.4284462,0.0734849
3,-0.57809144,-0.45542714,"('repellent', 'pleasant')",-0.5780914,-0.4554271,0.1226643
4,-0.78629875,-0.8101182,"('disliked', 'liked')",-0.7862988,-0.8101182,-0.0238194
5,-0.1698849,-0.12900805,"('distant', 'outgoing')",-0.1698849,-0.1290081,0.0408768
6,0.09772051,0.1051483,"('distant', 'open')",0.0977205,0.1051483,0.0074278
7,-0.7799671,-0.6524893,"('insensitive', 'sensitive')",-0.7799671,-0.6524893,0.1274778
8,-0.39206755,-0.48093626,"('unaffectionate', 'affectionate')",-0.3920676,-0.4809363,-0.0888687
9,-0.51768196,-0.5537095,"('unaffectionate', 'caring')",-0.517682,-0.5537095,-0.0360275
10,-1.7622497,-1.7526954,"('unsympathetic', 'sympathetic')",-1.7622497,-1.7526954,0.0095543
11,-0.43708536,-0.33564112,"('unhelpful', 'helpful')",-0.4370854,-0.3356411,0.1014443
12,-1.5948249,-1.6193299,"('unsupportive', 'supportive')",-1.5948249,-1.6193299,-0.024505
13,-0.75184983,-0.7764956,"('impolite', 'polite')",-0.7518498,-0.7764956,-0.0246458
14,-0.42659107,-0.44593403,"('antisocial', 'social')",-0.4265911,-0.445934,-0.0193429
15,0.21152127,0.18798524,"('boring', 'funny')",0.2115213,0.1879852,-0.0235361
16,0.823359,0.8590171,"('unpopular', 'popular')",0.823359,0.8590171,0.0356581
17,-0.4010303,-0.26345623,"('nasty', 'nice')",-0.4010303,-0.2634562,0.1375741
18,-0.7693362,-0.752251,"('disagreeable', 'welcoming')",-0.7693362,-0.752251,0.0170852
19,-0.6161918,-0.5281821,"('inhospitable', 'hospitable')",-0.6161918,-0.5281821,0.0880097
20,-0.42000094,-0.3269157,"('rough', 'thoughtful')",-0.4200009,-0.3269157,0.0930852
21,-1.4532999,-1.3298181,"('immoral', 'moral')",-1.4532999,-1.3298181,0.1234818
22,-0.98042303,-0.9043288,"('untrustworthy', 'trustworthy')",-0.980423,-0.9043288,0.0760942
23,0.21607836,0.27315405,"('insincere', 'sincere')",0.2160784,0.2731541,0.0570757
24,-0.55934983,-0.53323436,"('dishonest', 'honest')",-0.5593498,-0.5332344,0.0261154
25,0.4916646,0.4438212,"('egoistic', 'altruistic')",0.4916646,0.4438212,-0.0478434
26,0.18680646,0.10010402,"('hardhearted', 'benevolent')",0.1868065,0.100104,-0.0867025
27,-0.15396869,-0.11062579,"('hardhearted', 'softhearted')",-0.1539687,-0.1106258,0.0433429
28,-0.9789568,-1.0407106,"('disloyal', 'loyal')",-0.9789568,-1.0407106,-0.0617538
29,-0.2603432,-0.32355613,"('unfair', 'fair')",-0.2603432,-0.3235561,-0.0632129
30,-1.1670979,-1.1170769,"('intolerant', 'tolerant')",-1.1670979,-1.1170769,0.050021
31,-0.1321254,-0.1770996,"('evil', 'good')",-0.1321254,-0.1770996,-0.0449742
32,-0.015399937,-0.051282912,"('unkind', 'kind')",-0.0153999,-0.0512829,-0.035883
33,0.4076129,0.29699594,"('wrong', 'right')",0.4076129,0.2969959,-0.110617
34,0.78680193,0.9949971,"('mean', 'honorable')",0.7868019,0.9949971,0.2081952
35,0.6120584,0.53905845,"('corrupt', 'incorrupt')",0.6120584,0.5390584,-0.073
36,0.15781838,0.076348305,"('hostile', 'amicable')",0.1578184,0.0763483,-0.0814701
37,-0.89626896,-0.7914811,"('fake', 'genuine')",-0.896269,-0.7914811,0.1047879
38,-0.23231536,-0.24306822,"('untruthful', 'truthful')",-0.2323154,-0.2430682,-0.0107528
39,-0.71464676,-0.5838407,"('exploitative', 'cooperative')",-0.7146468,-0.5838407,0.1308061
40,-1.3093693,-1.331402,"('stingy', 'generous')",-1.3093693,-1.3314019,-0.0220326
41,-0.055969555,-0.14358267,"('unforgiving', 'forgiving')",-0.0559696,-0.1435827,-0.0876131
42,-0.14734764,-0.1069836,"('unreliable', 'reliable')",-0.1473476,-0.1069836,0.040364
43,-0.90523696,-0.80929834,"('irresponsible', 'responsible')",-0.905237,-0.8092983,0.0959387
44,-0.11313047,-0.054667696,"('prejudiced', 'unprejudiced')",-0.1131305,-0.0546677,0.0584628
45,-0.7683252,-0.69658685,"('incompetent', 'competent')",-0.7683252,-0.6965868,0.0717384
46,-0.99232894,-0.96229786,"('uncompetitive', 'competitive')",-0.9923289,-0.9622979,0.030031
47,1.3453729,1.4498535,"('stupid', 'smart')",1.3453729,1.4498535,0.1044806
48,-1.8852404,-1.9219753,"('unintelligent', 'intelligent')",-1.8852404,-1.9219753,-0.0367349
49,-1.5561249,-1.3351696,"('unable', 'able')",-1.5561249,-1.3351696,0.2209553
50,0.04689563,0.06649132,"('clumsy', 'skillful')",0.0468956,0.0664913,0.0195957
51,-0.36884207,-0.44106853,"('uneducated', 'educated')",-0.3688421,-0.4410685,-0.0722264
52,0.024088593,-0.11939926,"('irrational', 'rational')",0.0240886,-0.1193993,-0.1434879
53,-1.0307722,-0.9859083,"('uncreative', 'creative')",-1.0307722,-0.9859083,0.0448639
54,0.32115155,0.28814363,"('incapable', 'capable')",0.3211516,0.2881436,-0.033008
55,-0.89058185,-0.8725653,"('incompetent', 'clever')",-0.8905818,-0.8725653,0.0180165
56,-0.00095148385,-0.0011268631,"('impractical', 'practical')",-0.0009515,-0.0011269,-0.0001754
57,-1.9805322,-2.0029538,"('unimaginative', 'imaginative')",-1.9805322,-2.0029538,-0.0224216
58,0.15352046,0.15577143,"('undiscriminating', 'discriminating')",0.1535205,0.1557714,0.0022509
59,0.07768087,0.016355265,"('foolish', 'wise')",0.0776809,0.0163553,-0.0613256
60,-0.5278429,-0.32625502,"('inefficient', 'efficient')",-0.5278429,-0.326255,0.2015879
61,-0.8741994,-0.9365793,"('illogical', 'logical')",-0.8741994,-0.9365793,-0.0623799
62,-0.8434864,-0.700631,"('incompetent', 'brilliant')",-0.8434864,-0.700631,0.1428554
63,-0.56302387,-0.5340372,"('unperceptive', 'insightful')",-0.5630239,-0.5340372,0.0289867
64,-1.8806028,-1.9393392,"('shy', 'confident')",-1.8806028,-1.9393392,-0.0587364
65,-1.3315594,-1.3721085,"('insecure', 'secure')",-1.3315594,-1.3721085,-0.0405491
66,0.007340461,-0.122977614,"('inactive', 'active')",0.0073405,-0.1229776,-0.1303181
67,1.0251422,0.9872475,"('doubtful', 'determined')",1.0251422,0.9872475,-0.0378947
68,-1.3560176,-1.3249549,"('dependent', 'independent')",-1.3560176,-1.3249549,0.0310627
69,0.4766987,0.50463,"('lazy', 'industrious')",0.4766987,0.50463,0.0279313
70,-0.61448497,-0.6053249,"('lethargic', 'energetic')",-0.614485,-0.6053249,0.0091601
71,0.20320578,0.21843654,"('diffident', 'self-confident')",0.2032058,0.2184365,0.0152307
72,-0.324749,-0.3259139,"('unambitious', 'ambitious')",-0.324749,-0.3259139,-0.0011649
73,-0.3601428,-0.2778632,"('helpless', 'self-reliant')",-0.3601428,-0.2778632,0.0822796
74,-0.3080138,-0.27341133,"('undedicated', 'dedicated')",-0.3080138,-0.2734113,0.0346025
75,0.3130551,0.341723,"('meek', 'impulsive')",0.3130551,0.341723,0.0286679
76,-0.41006014,-0.3887005,"('anxious', 'daring')",-0.4100601,-0.3887005,0.0213596
77,-0.65624154,-0.5674305,"('unmotivated', 'motivated')",-0.6562415,-0.5674305,0.088811
78,-0.18827872,-0.16708755,"('nonresilient', 'resilient')",-0.1882787,-0.1670876,0.0211911
79,-0.21406749,-0.3239513,"('wavering', 'unwavering')",-0.2140675,-0.3239513,-0.1098838
80,-0.27331495,-0.27736607,"('dominated', 'dominating')",-0.273315,-0.2773661,-0.0040511
81,-1.2276939,-1.2818041,"('submissive', 'aggressive')",-1.2276939,-1.2818041,-0.0541102
82,0.92606413,0.95905435,"('poor', 'rich')",0.9260641,0.9590544,0.0329903
83,-0.061256975,-0.113062456,"('powerless', 'powerful')",-0.061257,-0.1130625,-0.0518055
84,-0.6845013,-0.700478,"('inferior', 'superior')",-0.6845013,-0.700478,-0.0159767
85,-0.098536894,-0.15658638,"('insignificant', 'prestigious')",-0.0985369,-0.1565864,-0.0580495
86,-1.414457,-1.5470169,"('uninfluential', 'influential')",-1.414457,-1.5470169,-0.1325599
87,0.11780256,0.115554675,"('unsuccessful', 'successful')",0.1178026,0.1155547,-0.0022479
88,-1.2518733,-1.2801329,"('low', 'eminent')",-1.2518733,-1.2801329,-0.0282596
