,chastity_male,chastity_female,tuple,average_male,average_female,female-male
0,0.6482997,0.18882766,"('unsociable', 'sociable')",0.6482997,0.1888277,-0.459472
1,-2.3450155,-2.1268559,"('unfriendly', 'friendly')",-2.3450155,-2.1268559,0.2181596
2,-0.53668284,-0.33646074,"('unlikable', 'likable')",-0.5366828,-0.3364607,0.2002221
3,-1.7227001,-1.5177817,"('repellent', 'pleasant')",-1.7227001,-1.5177817,0.2049184
4,-1.2765052,-1.3875936,"('disliked', 'liked')",-1.2765052,-1.3875936,-0.1110884
5,0.06531321,0.14538385,"('distant', 'outgoing')",0.0653132,0.1453838,0.0800706
6,0.2618167,0.30560705,"('distant', 'open')",0.2618167,0.3056071,0.0437904
7,-1.5408983,-1.4265388,"('insensitive', 'sensitive')",-1.5408983,-1.4265388,0.1143595
8,-0.6461664,-0.57155985,"('unaffectionate', 'affectionate')",-0.6461664,-0.5715598,0.0746066
9,-1.462033,-1.2809217,"('unaffectionate', 'caring')",-1.462033,-1.2809217,0.1811113
10,-1.7047048,-2.0612888,"('unsympathetic', 'sympathetic')",-1.7047048,-2.0612888,-0.356584
11,-1.1574808,-0.8503709,"('unhelpful', 'helpful')",-1.1574808,-0.8503709,0.3071099
12,-1.5685145,-1.5706335,"('unsupportive', 'supportive')",-1.5685145,-1.5706335,-0.002119
13,-0.5164626,-0.6437663,"('impolite', 'polite')",-0.5164626,-0.6437663,-0.1273037
14,0.010709895,-0.21284108,"('antisocial', 'social')",0.0107099,-0.2128411,-0.223551
15,0.7700589,0.72147876,"('boring', 'funny')",0.7700589,0.7214788,-0.0485801
16,-0.49310023,-0.18862854,"('unpopular', 'popular')",-0.4931002,-0.1886285,0.3044717
17,0.6760702,0.6129806,"('nasty', 'nice')",0.6760702,0.6129806,-0.0630896
18,-1.3437023,-1.1646135,"('disagreeable', 'welcoming')",-1.3437023,-1.1646135,0.1790888
19,-0.7672533,-0.5864636,"('inhospitable', 'hospitable')",-0.7672533,-0.5864636,0.1807897
20,-0.7006899,-0.6006192,"('rough', 'thoughtful')",-0.7006899,-0.6006192,0.1000707
21,-1.3437897,-1.350964,"('immoral', 'moral')",-1.3437897,-1.350964,-0.0071743
22,-0.78418154,-0.71897453,"('untrustworthy', 'trustworthy')",-0.7841815,-0.7189745,0.065207
23,-0.5403181,-0.42789754,"('insincere', 'sincere')",-0.5403181,-0.4278975,0.1124206
24,-1.1617798,-1.2972431,"('dishonest', 'honest')",-1.1617798,-1.2972431,-0.1354633
25,-0.33921868,-0.38400635,"('egoistic', 'altruistic')",-0.3392187,-0.3840064,-0.0447877
26,-0.0054915072,-0.275367,"('hardhearted', 'benevolent')",-0.0054915,-0.275367,-0.2698755
27,-0.24365973,-0.28871718,"('hardhearted', 'softhearted')",-0.2436597,-0.2887172,-0.0450575
28,-1.2674712,-1.451281,"('disloyal', 'loyal')",-1.2674712,-1.451281,-0.1838098
29,-0.60927075,-0.45607752,"('unfair', 'fair')",-0.6092708,-0.4560775,0.1531933
30,0.2908367,0.081482045,"('intolerant', 'tolerant')",0.2908367,0.081482,-0.2093547
31,-1.389463,-1.1548144,"('evil', 'good')",-1.3894629,-1.1548144,0.2346485
32,-0.574045,-0.5500289,"('unkind', 'kind')",-0.574045,-0.5500289,0.0240161
33,-0.465474,-0.3992723,"('wrong', 'right')",-0.465474,-0.3992723,0.0662017
34,0.7498088,0.99896383,"('mean', 'honorable')",0.7498088,0.9989638,0.249155
35,0.6064661,0.6191463,"('corrupt', 'incorrupt')",0.6064661,0.6191463,0.0126802
36,-0.16691415,-0.1238528,"('hostile', 'amicable')",-0.1669142,-0.1238528,0.0430614
37,0.30533868,0.44830683,"('fake', 'genuine')",0.3053387,0.4483068,0.1429681
38,-0.6922565,-0.6410963,"('untruthful', 'truthful')",-0.6922565,-0.6410963,0.0511602
39,-0.23275936,-0.18182808,"('exploitative', 'cooperative')",-0.2327594,-0.1818281,0.0509313
40,-1.8448977,-2.0375884,"('stingy', 'generous')",-1.8448977,-2.0375884,-0.1926907
41,-0.5781133,-0.9417593,"('unforgiving', 'forgiving')",-0.5781133,-0.9417593,-0.363646
42,-0.2693966,-0.24298154,"('unreliable', 'reliable')",-0.2693966,-0.2429815,0.0264151
43,-0.6878339,-0.56792545,"('irresponsible', 'responsible')",-0.6878339,-0.5679255,0.1199084
44,0.48543605,0.53284085,"('prejudiced', 'unprejudiced')",0.4854361,0.5328408,0.0474047
45,-0.785202,-1.085893,"('incompetent', 'competent')",-0.785202,-1.085893,-0.300691
46,-1.7385217,-1.716438,"('uncompetitive', 'competitive')",-1.7385217,-1.7164381,0.0220836
47,1.2714654,1.3621724,"('stupid', 'smart')",1.2714654,1.3621724,0.090707
48,-1.863451,-1.839493,"('unintelligent', 'intelligent')",-1.863451,-1.839493,0.023958
49,-1.0630994,-0.75995904,"('unable', 'able')",-1.0630994,-0.759959,0.3031404
50,0.2793211,0.5756506,"('clumsy', 'skillful')",0.2793211,0.5756506,0.2963295
51,-1.3144573,-1.1661359,"('uneducated', 'educated')",-1.3144573,-1.1661359,0.1483214
52,-0.61945105,-0.52580756,"('irrational', 'rational')",-0.619451,-0.5258076,0.0936434
53,-2.4907672,-2.1710844,"('uncreative', 'creative')",-2.4907672,-2.1710844,0.3196828
54,-1.1164008,-0.8512583,"('incapable', 'capable')",-1.1164008,-0.8512583,0.2651425
55,-0.31945318,-0.33086202,"('incompetent', 'clever')",-0.3194532,-0.330862,-0.0114088
56,0.46289396,0.21666393,"('impractical', 'practical')",0.462894,0.2166639,-0.2462301
57,-1.967631,-2.2319267,"('unimaginative', 'imaginative')",-1.967631,-2.2319267,-0.2642957
58,-0.31773525,-0.42003524,"('undiscriminating', 'discriminating')",-0.3177353,-0.4200352,-0.1022999
59,0.27954048,0.39691332,"('foolish', 'wise')",0.2795405,0.3969133,0.1173728
60,-0.53957444,-0.43693623,"('inefficient', 'efficient')",-0.5395744,-0.4369362,0.1026382
61,-1.565259,-1.5449162,"('illogical', 'logical')",-1.565259,-1.5449162,0.0203428
62,-1.1861799,-1.0371169,"('incompetent', 'brilliant')",-1.1861799,-1.0371169,0.149063
63,-1.688341,-1.5214995,"('unperceptive', 'insightful')",-1.688341,-1.5214995,0.1668415
64,-1.6069089,-1.7552763,"('shy', 'confident')",-1.6069089,-1.7552763,-0.1483674
65,-0.3148777,-0.46791276,"('insecure', 'secure')",-0.3148777,-0.4679128,-0.1530351
66,-0.51765656,-0.6470066,"('inactive', 'active')",-0.5176566,-0.6470066,-0.12935
67,1.00381,0.7864581,"('doubtful', 'determined')",1.00381,0.7864581,-0.2173519
68,-1.0968122,-0.7727143,"('dependent', 'independent')",-1.0968122,-0.7727143,0.3240979
69,0.040602867,0.16701373,"('lazy', 'industrious')",0.0406029,0.1670137,0.1264108
70,-0.60958654,-0.7174331,"('lethargic', 'energetic')",-0.6095865,-0.7174331,-0.1078466
71,-0.9169028,-0.78209144,"('diffident', 'self-confident')",-0.9169028,-0.7820914,0.1348114
72,-1.0709817,-1.1600256,"('unambitious', 'ambitious')",-1.0709817,-1.1600256,-0.0890439
73,-0.86503464,-0.60593563,"('helpless', 'self-reliant')",-0.8650346,-0.6059356,0.259099
74,-0.47717765,-0.4171026,"('undedicated', 'dedicated')",-0.4771776,-0.4171026,0.060075
75,-0.35308424,-0.0926596,"('meek', 'impulsive')",-0.3530842,-0.0926596,0.2604246
76,0.35991555,0.31313252,"('anxious', 'daring')",0.3599156,0.3131325,-0.0467831
77,-2.2310636,-2.0058954,"('unmotivated', 'motivated')",-2.2310636,-2.0058954,0.2251682
78,-0.6839407,-0.6479049,"('nonresilient', 'resilient')",-0.6839407,-0.6479049,0.0360358
79,1.0116619,0.7428198,"('wavering', 'unwavering')",1.0116619,0.7428198,-0.2688421
80,-0.15436482,-0.36729088,"('dominated', 'dominating')",-0.1543648,-0.3672909,-0.2129261
81,-1.666254,-2.0578408,"('submissive', 'aggressive')",-1.666254,-2.0578408,-0.3915868
82,0.88831437,1.0849429,"('poor', 'rich')",0.8883144,1.0849429,0.1966285
83,0.5929734,0.4772242,"('powerless', 'powerful')",0.5929734,0.4772242,-0.1157492
84,-0.120847546,-0.10532114,"('inferior', 'superior')",-0.1208475,-0.1053211,0.0155264
85,-0.5160694,-0.47519708,"('insignificant', 'prestigious')",-0.5160694,-0.4751971,0.0408723
86,-1.4518394,-1.8691974,"('uninfluential', 'influential')",-1.4518394,-1.8691974,-0.417358
87,-1.164879,-1.0709934,"('unsuccessful', 'successful')",-1.164879,-1.0709934,0.0938856
88,-0.8362262,-0.6684984,"('low', 'eminent')",-0.8362262,-0.6684984,0.1677278
