,suite_male,suite_female,tuple,average_male,average_female,female-male
0,0.50317895,0.3434361,"('unsociable', 'sociable')",0.503179,0.3434361,-0.1597429
1,1.6894047,1.717682,"('unfriendly', 'friendly')",1.6894047,1.717682,0.0282773
2,0.5736824,0.63633853,"('unlikable', 'likable')",0.5736824,0.6363385,0.0626561
3,0.68305933,0.8011279,"('repellent', 'pleasant')",0.6830593,0.8011279,0.1180686
4,-7.3770084,-7.204723,"('disliked', 'liked')",-7.3770084,-7.2047229,0.1722855
5,-0.32677814,-0.027316585,"('distant', 'outgoing')",-0.3267781,-0.0273166,0.2994615
6,0.0408137,0.31047055,"('distant', 'open')",0.0408137,0.3104706,0.2696569
7,1.1084957,1.1976721,"('insensitive', 'sensitive')",1.1084957,1.1976721,0.0891764
8,1.1768484,1.1242194,"('unaffectionate', 'affectionate')",1.1768484,1.1242194,-0.052629
9,2.1387448,2.153575,"('unaffectionate', 'caring')",2.1387448,2.1535749,0.0148301
10,0.6655541,0.55633265,"('unsympathetic', 'sympathetic')",0.6655541,0.5563326,-0.1092215
11,2.1727238,2.0673604,"('unhelpful', 'helpful')",2.1727238,2.0673604,-0.1053634
12,-1.0004455,-0.97798425,"('unsupportive', 'supportive')",-1.0004455,-0.9779842,0.0224613
13,0.34961352,0.11331005,"('impolite', 'polite')",0.3496135,0.11331,-0.2363035
14,0.36369163,0.22585443,"('antisocial', 'social')",0.3636916,0.2258544,-0.1378372
15,0.20567812,0.2360657,"('boring', 'funny')",0.2056781,0.2360657,0.0303876
16,-0.24781844,-0.10420591,"('unpopular', 'popular')",-0.2478184,-0.1042059,0.1436125
17,0.09972695,0.12552233,"('nasty', 'nice')",0.099727,0.1255223,0.0257953
18,-0.22992234,-0.1895464,"('disagreeable', 'welcoming')",-0.2299223,-0.1895464,0.0403759
19,-0.6781657,-0.37026572,"('inhospitable', 'hospitable')",-0.6781657,-0.3702657,0.3079
20,0.34620476,0.13628379,"('rough', 'thoughtful')",0.3462048,0.1362838,-0.209921
21,-0.4060815,-0.33982098,"('immoral', 'moral')",-0.4060815,-0.339821,0.0662605
22,-0.40408278,-0.2888433,"('untrustworthy', 'trustworthy')",-0.4040828,-0.2888433,0.1152395
23,6.7867837,6.7875814,"('insincere', 'sincere')",6.7867837,6.7875814,0.0007977
24,1.5110583,1.592423,"('dishonest', 'honest')",1.5110583,1.592423,0.0813647
25,1.0726293,1.0611123,"('egoistic', 'altruistic')",1.0726293,1.0611123,-0.011517
26,0.74034464,0.55382943,"('hardhearted', 'benevolent')",0.7403446,0.5538294,-0.1865152
27,1.7422497,1.5300967,"('hardhearted', 'softhearted')",1.7422497,1.5300967,-0.212153
28,1.2831959,1.0817909,"('disloyal', 'loyal')",1.2831959,1.0817909,-0.201405
29,-0.6455061,-0.7488203,"('unfair', 'fair')",-0.6455061,-0.7488203,-0.1033142
30,1.1500713,1.0822551,"('intolerant', 'tolerant')",1.1500713,1.0822551,-0.0678162
31,-1.413662,-1.1510427,"('evil', 'good')",-1.413662,-1.1510427,0.2626193
32,1.294871,1.0734074,"('unkind', 'kind')",1.294871,1.0734074,-0.2214636
33,0.35547403,0.42073888,"('wrong', 'right')",0.355474,0.4207389,0.0652649
34,4.778453,5.068039,"('mean', 'honorable')",4.7784529,5.0680389,0.289586
35,-1.0628451,-0.95299584,"('corrupt', 'incorrupt')",-1.0628451,-0.9529958,0.1098493
36,-0.37585762,-0.1735864,"('hostile', 'amicable')",-0.3758576,-0.1735864,0.2022712
37,0.53017324,0.49341378,"('fake', 'genuine')",0.5301732,0.4934138,-0.0367594
38,0.48624992,0.4694677,"('untruthful', 'truthful')",0.4862499,0.4694677,-0.0167822
39,0.78589606,0.7694271,"('exploitative', 'cooperative')",0.7858961,0.7694271,-0.016469
40,-1.6931065,-1.6961311,"('stingy', 'generous')",-1.6931065,-1.6961311,-0.0030246
41,0.5280807,0.29728368,"('unforgiving', 'forgiving')",0.5280807,0.2972837,-0.230797
42,-2.9639823,-2.9568765,"('unreliable', 'reliable')",-2.9639823,-2.9568765,0.0071058
43,0.95002115,0.8404989,"('irresponsible', 'responsible')",0.9500211,0.8404989,-0.1095222
44,-1.9266514,-2.0447793,"('prejudiced', 'unprejudiced')",-1.9266514,-2.0447793,-0.1181279
45,-0.019717976,-0.00011732429,"('incompetent', 'competent')",-0.019718,-0.0001173,0.0196007
46,-0.99959147,-1.0269777,"('uncompetitive', 'competitive')",-0.9995915,-1.0269777,-0.0273862
47,5.2525444,5.5372005,"('stupid', 'smart')",5.2525444,5.5372005,0.2846561
48,0.54039574,0.38496253,"('unintelligent', 'intelligent')",0.5403957,0.3849625,-0.1554332
49,0.094030775,0.24782164,"('unable', 'able')",0.0940308,0.2478216,0.1537908
50,-0.31585872,-0.28956214,"('clumsy', 'skillful')",-0.3158587,-0.2895621,0.0262966
51,0.89148504,0.8479805,"('uneducated', 'educated')",0.891485,0.8479805,-0.0435045
52,0.1386547,0.2856064,"('irrational', 'rational')",0.1386547,0.2856064,0.1469517
53,-0.11279626,-0.0754688,"('uncreative', 'creative')",-0.1127963,-0.0754688,0.0373275
54,1.2656926,1.54156,"('incapable', 'capable')",1.2656926,1.5415601,0.2758675
55,0.59596413,0.50084263,"('incompetent', 'clever')",0.5959641,0.5008426,-0.0951215
56,0.32860184,0.38842148,"('impractical', 'practical')",0.3286018,0.3884215,0.0598197
57,-2.877275,-2.8323932,"('unimaginative', 'imaginative')",-2.877275,-2.8323932,0.0448818
