,chili_male,chili_female,tuple,average_male,average_female,female-male
0,0.2908795,0.23625419,"('unsociable', 'sociable')",0.2908795,0.2362542,-0.0546253
1,0.70764774,0.802559,"('unfriendly', 'friendly')",0.7076477,0.802559,0.0949113
2,0.40489447,0.57571805,"('unlikable', 'likable')",0.4048945,0.575718,0.1708235
3,0.9473037,1.0510027,"('repellent', 'pleasant')",0.9473037,1.0510027,0.103699
4,-6.962167,-6.955933,"('disliked', 'liked')",-6.9621668,-6.9559331,0.0062337
5,-0.71186674,-0.51978683,"('distant', 'outgoing')",-0.7118667,-0.5197868,0.1920799
6,-0.3751318,-0.24798365,"('distant', 'open')",-0.3751318,-0.2479836,0.1271482
7,1.3388921,1.3324561,"('insensitive', 'sensitive')",1.3388921,1.3324561,-0.006436
8,0.88298774,0.81878996,"('unaffectionate', 'affectionate')",0.8829877,0.81879,-0.0641977
9,1.075477,1.1179035,"('unaffectionate', 'caring')",1.075477,1.1179035,0.0424265
10,1.8657217,1.6535085,"('unsympathetic', 'sympathetic')",1.8657217,1.6535085,-0.2122132
11,2.0340474,1.9397409,"('unhelpful', 'helpful')",2.0340474,1.9397409,-0.0943065
12,-0.9649164,-0.9668706,"('unsupportive', 'supportive')",-0.9649164,-0.9668706,-0.0019542
13,0.21434198,0.21037053,"('impolite', 'polite')",0.214342,0.2103705,-0.0039715
14,0.4005235,0.3743467,"('antisocial', 'social')",0.4005235,0.3743467,-0.0261768
15,-0.011834195,0.066279516,"('boring', 'funny')",-0.0118342,0.0662795,0.0781137
16,-0.7926825,-0.5609155,"('unpopular', 'popular')",-0.7926825,-0.5609155,0.231767
17,0.26060858,0.21714404,"('nasty', 'nice')",0.2606086,0.217144,-0.0434646
18,-0.5502896,-0.43226716,"('disagreeable', 'welcoming')",-0.5502896,-0.4322672,0.1180224
19,-0.4944492,-0.4531862,"('inhospitable', 'hospitable')",-0.4944492,-0.4531862,0.041263
20,0.7214264,0.60210043,"('rough', 'thoughtful')",0.7214264,0.6021004,-0.119326
21,0.35970122,0.428012,"('immoral', 'moral')",0.3597012,0.428012,0.0683108
22,0.30547047,0.29095837,"('untrustworthy', 'trustworthy')",0.3054705,0.2909584,-0.0145121
23,5.9801345,6.099954,"('insincere', 'sincere')",5.9801345,6.0999541,0.1198196
24,1.6820781,1.7146661,"('dishonest', 'honest')",1.6820781,1.7146661,0.032588
25,0.18847539,0.30373245,"('egoistic', 'altruistic')",0.1884754,0.3037325,0.1152571
26,0.2646128,0.07544266,"('hardhearted', 'benevolent')",0.2646128,0.0754427,-0.1891701
27,1.5111443,1.3547783,"('hardhearted', 'softhearted')",1.5111443,1.3547783,-0.156366
28,1.0450977,0.92472607,"('disloyal', 'loyal')",1.0450977,0.9247261,-0.1203716
29,-0.30166584,-0.45284525,"('unfair', 'fair')",-0.3016658,-0.4528452,-0.1511794
30,1.340687,1.2613573,"('intolerant', 'tolerant')",1.340687,1.2613573,-0.0793297
31,-1.329762,-1.1927017,"('evil', 'good')",-1.329762,-1.1927017,0.1370603
32,1.238177,1.1161184,"('unkind', 'kind')",1.2381769,1.1161184,-0.1220585
33,-1.0317467,-0.8647406,"('wrong', 'right')",-1.0317467,-0.8647406,0.1670061
34,3.9261456,4.24066,"('mean', 'honorable')",3.9261456,4.2406602,0.3145146
35,-1.2951813,-1.3933668,"('corrupt', 'incorrupt')",-1.2951813,-1.3933668,-0.0981855
36,-0.86785287,-0.9559856,"('hostile', 'amicable')",-0.8678529,-0.9559856,-0.0881327
37,0.76194185,0.718884,"('fake', 'genuine')",0.7619419,0.718884,-0.0430579
38,-0.20639282,-0.17536792,"('untruthful', 'truthful')",-0.2063928,-0.1753679,0.0310249
39,0.0438539,0.06974235,"('exploitative', 'cooperative')",0.0438539,0.0697424,0.0258885
40,-0.9342661,-0.99759066,"('stingy', 'generous')",-0.9342661,-0.9975907,-0.0633246
41,0.2969365,0.07642023,"('unforgiving', 'forgiving')",0.2969365,0.0764202,-0.2205163
42,-1.1594282,-1.2981179,"('unreliable', 'reliable')",-1.1594282,-1.2981179,-0.1386897
43,1.5387973,1.4962525,"('irresponsible', 'responsible')",1.5387973,1.4962525,-0.0425448
44,-1.0098329,-1.1624418,"('prejudiced', 'unprejudiced')",-1.0098329,-1.1624418,-0.1526089
45,0.6415283,0.5162216,"('incompetent', 'competent')",0.6415283,0.5162216,-0.1253067
46,-0.10314401,-0.16513106,"('uncompetitive', 'competitive')",-0.103144,-0.1651311,-0.0619871
47,5.3137565,5.5534277,"('stupid', 'smart')",5.3137565,5.5534277,0.2396712
48,0.9474094,0.8962035,"('unintelligent', 'intelligent')",0.9474094,0.8962035,-0.0512059
49,-0.47000664,-0.24483305,"('unable', 'able')",-0.4700066,-0.2448331,0.2251735
50,-0.009727156,-0.042168893,"('clumsy', 'skillful')",-0.0097272,-0.0421689,-0.0324417
51,0.708054,0.6586431,"('uneducated', 'educated')",0.708054,0.6586431,-0.0494109
52,-0.5935993,-0.60245985,"('irrational', 'rational')",-0.5935993,-0.6024598,-0.0088605
53,0.19920394,0.23081991,"('uncreative', 'creative')",0.1992039,0.2308199,0.031616
54,0.87411326,1.0041018,"('incapable', 'capable')",0.8741133,1.0041018,0.1299885
55,1.0059198,1.0444754,"('incompetent', 'clever')",1.0059198,1.0444754,0.0385556
56,0.70333743,0.7571825,"('impractical', 'practical')",0.7033374,0.7571825,0.0538451
57,-1.9196861,-2.065602,"('unimaginative', 'imaginative')",-1.9196861,-2.0656021,-0.145916
58,0.023143949,-0.08956449,"('undiscriminating', 'discriminating')",0.0231439,-0.0895645,-0.1127084
59,0.032477528,0.11863119,"('foolish', 'wise')",0.0324775,0.1186312,0.0861537
60,0.5806331,0.68852144,"('inefficient', 'efficient')",0.5806331,0.6885214,0.1078883
61,0.42409843,0.2577689,"('illogical', 'logical')",0.4240984,0.2577689,-0.1663295
62,1.3505543,1.4741194,"('incompetent', 'brilliant')",1.3505543,1.4741194,0.1235651
63,0.95866126,1.0309142,"('unperceptive', 'insightful')",0.9586613,1.0309142,0.0722529
64,-5.1713424,-5.1820045,"('shy', 'confident')",-5.1713424,-5.1820045,-0.0106621
65,1.4328489,1.3293179,"('insecure', 'secure')",1.4328489,1.3293179,-0.103531
66,0.12177107,0.035169072,"('inactive', 'active')",0.1217711,0.0351691,-0.086602
67,-0.7155295,-0.678569,"('doubtful', 'determined')",-0.7155295,-0.678569,0.0369605
68,-0.50264007,-0.36580545,"('dependent', 'independent')",-0.5026401,-0.3658054,0.1368347
69,-1.9273502,-1.7920355,"('lazy', 'industrious')",-1.9273502,-1.7920355,0.1353147
70,1.9898419,1.892333,"('lethargic', 'energetic')",1.9898419,1.892333,-0.0975089
71,0.09864083,0.34512052,"('diffident', 'self-confident')",0.0986408,0.3451205,0.2464797
72,0.9424152,1.0457255,"('unambitious', 'ambitious')",0.9424152,1.0457255,0.1033103
73,-2.908616,-2.7773316,"('helpless', 'self-reliant')",-2.9086161,-2.7773316,0.1312845
74,0.23282921,0.15464914,"('undedicated', 'dedicated')",0.2328292,0.1546491,-0.0781801
75,-0.67334145,-0.58057755,"('meek', 'impulsive')",-0.6733415,-0.5805776,0.0927639
76,1.2239323,1.1168709,"('anxious', 'daring')",1.2239323,1.1168709,-0.1070614
77,-1.0248079,-0.9529001,"('unmotivated', 'motivated')",-1.0248079,-0.9529001,0.0719078
78,-0.45846945,-0.46816343,"('nonresilient', 'resilient')",-0.4584695,-0.4681634,-0.0096939
79,0.039665133,-0.023404345,"('wavering', 'unwavering')",0.0396651,-0.0234043,-0.0630694
80,0.32780534,0.18063328,"('dominated', 'dominating')",0.3278053,0.1806333,-0.147172
81,0.81376106,0.72783804,"('submissive', 'aggressive')",0.8137611,0.727838,-0.0859231
82,5.7561135,6.050881,"('poor', 'rich')",5.7561135,6.0508809,0.2947674
83,-0.4487608,-0.42734203,"('powerless', 'powerful')",-0.4487608,-0.427342,0.0214188
84,-0.08944552,-0.07122487,"('inferior', 'superior')",-0.0894455,-0.0712249,0.0182206
85,-1.5215815,-1.4801115,"('insignificant', 'prestigious')",-1.5215815,-1.4801115,0.04147
86,0.60782063,0.59727573,"('uninfluential', 'influential')",0.6078206,0.5972757,-0.0105449
87,-0.18710351,0.017898329,"('unsuccessful', 'successful')",-0.1871035,0.0178983,0.2050018
88,-0.1193169,-0.06850038,"('low', 'eminent')",-0.1193169,-0.0685004,0.0508165
