,something_male,something_female,tuple,average_male,average_female,female-male
0,0.32240707,0.21510568,"('unsociable', 'sociable')",0.3224071,0.2151057,-0.1073014
1,1.8259498,1.8823633,"('unfriendly', 'friendly')",1.8259498,1.8823633,0.0564135
2,0.3149679,0.41132194,"('unlikable', 'likable')",0.3149679,0.4113219,0.096354
3,1.3652766,1.2907339,"('repellent', 'pleasant')",1.3652766,1.2907339,-0.0745427
4,-6.443213,-6.3623886,"('disliked', 'liked')",-6.443213,-6.3623886,0.0808244
5,0.29817513,0.47802436,"('distant', 'outgoing')",0.2981751,0.4780244,0.1798493
6,0.41360292,0.60922873,"('distant', 'open')",0.4136029,0.6092287,0.1956258
7,1.5971237,1.6595054,"('insensitive', 'sensitive')",1.5971237,1.6595054,0.0623817
8,1.262717,1.3624277,"('unaffectionate', 'affectionate')",1.262717,1.3624277,0.0997107
9,1.8408614,1.9738617,"('unaffectionate', 'caring')",1.8408614,1.9738617,0.1330003
10,0.6144124,0.6209567,"('unsympathetic', 'sympathetic')",0.6144124,0.6209567,0.0065443
11,1.9913323,2.051577,"('unhelpful', 'helpful')",1.9913323,2.0515771,0.0602448
12,-1.1886084,-0.9662613,"('unsupportive', 'supportive')",-1.1886084,-0.9662613,0.2223471
13,0.059646945,-0.15829079,"('impolite', 'polite')",0.0596469,-0.1582908,-0.2179377
14,0.17145711,0.06873735,"('antisocial', 'social')",0.1714571,0.0687374,-0.1027197
15,0.7901686,0.80642945,"('boring', 'funny')",0.7901686,0.8064294,0.0162608
16,-0.31727076,-0.22138539,"('unpopular', 'popular')",-0.3172708,-0.2213854,0.0958854
17,-0.46862423,-0.41706946,"('nasty', 'nice')",-0.4686242,-0.4170695,0.0515547
18,-0.3615654,-0.36499766,"('disagreeable', 'welcoming')",-0.3615654,-0.3649977,-0.0034323
19,-0.078112155,0.24833205,"('inhospitable', 'hospitable')",-0.0781122,0.2483321,0.3264443
20,0.43119952,0.25553638,"('rough', 'thoughtful')",0.4311995,0.2555364,-0.1756631
21,0.032986313,0.11553639,"('immoral', 'moral')",0.0329863,0.1155364,0.0825501
22,-0.0049286922,-0.02683832,"('untrustworthy', 'trustworthy')",-0.0049287,-0.0268383,-0.0219096
23,6.6906767,6.6514854,"('insincere', 'sincere')",6.6906767,6.6514854,-0.0391913
24,2.0454466,2.0789227,"('dishonest', 'honest')",2.0454466,2.0789227,0.0334761
25,0.96770304,0.9222317,"('egoistic', 'altruistic')",0.967703,0.9222317,-0.0454713
26,0.5709527,0.51569337,"('hardhearted', 'benevolent')",0.5709527,0.5156934,-0.0552593
27,1.6667173,1.510425,"('hardhearted', 'softhearted')",1.6667173,1.510425,-0.1562923
28,1.1336546,1.1271147,"('disloyal', 'loyal')",1.1336546,1.1271147,-0.0065399
29,-0.8668304,-0.82643473,"('unfair', 'fair')",-0.8668304,-0.8264347,0.0403957
30,0.95679146,0.9324818,"('intolerant', 'tolerant')",0.9567915,0.9324818,-0.0243097
31,-1.2079825,-1.031488,"('evil', 'good')",-1.2079825,-1.0314879,0.1764946
32,1.4861212,1.4058145,"('unkind', 'kind')",1.4861212,1.4058145,-0.0803067
33,0.20267333,0.29904434,"('wrong', 'right')",0.2026733,0.2990443,0.096371
34,4.747989,5.0058618,"('mean', 'honorable')",4.7479892,5.0058618,0.2578726
35,-1.1458946,-1.1245054,"('corrupt', 'incorrupt')",-1.1458946,-1.1245054,0.0213892
36,-0.912199,-0.8445635,"('hostile', 'amicable')",-0.912199,-0.8445635,0.0676355
37,1.0364162,1.0100031,"('fake', 'genuine')",1.0364162,1.0100031,-0.0264131
38,0.17065258,0.33152866,"('untruthful', 'truthful')",0.1706526,0.3315287,0.1608761
39,0.08401627,0.06070221,"('exploitative', 'cooperative')",0.0840163,0.0607022,-0.0233141
40,-0.69862723,-0.91018134,"('stingy', 'generous')",-0.6986272,-0.9101813,-0.2115541
41,-0.15710475,-0.16288288,"('unforgiving', 'forgiving')",-0.1571047,-0.1628829,-0.0057782
42,-2.4186828,-2.457304,"('unreliable', 'reliable')",-2.4186828,-2.457304,-0.0386212
43,0.97520775,0.9828707,"('irresponsible', 'responsible')",0.9752077,0.9828707,0.007663
44,-1.9798875,-2.1207788,"('prejudiced', 'unprejudiced')",-1.9798875,-2.1207788,-0.1408913
45,0.6272581,0.6113838,"('incompetent', 'competent')",0.6272581,0.6113838,-0.0158743
46,-0.5402745,-0.6110824,"('uncompetitive', 'competitive')",-0.5402745,-0.6110824,-0.0708079
47,5.123874,5.2095327,"('stupid', 'smart')",5.1238742,5.2095327,0.0856585
48,0.53415865,0.4303577,"('unintelligent', 'intelligent')",0.5341586,0.4303577,-0.1038009
49,0.33178025,0.6060565,"('unable', 'able')",0.3317803,0.6060565,0.2742762
50,0.11010754,0.17222494,"('clumsy', 'skillful')",0.1101075,0.1722249,0.0621174
51,1.1846628,1.0310109,"('uneducated', 'educated')",1.1846628,1.0310109,-0.1536519
52,-0.24787098,-0.20104474,"('irrational', 'rational')",-0.247871,-0.2010447,0.0468263
53,0.4118012,0.3911476,"('uncreative', 'creative')",0.4118012,0.3911476,-0.0206536
54,1.3104903,1.6406199,"('incapable', 'capable')",1.3104903,1.6406199,0.3301296
55,1.2623705,1.174258,"('incompetent', 'clever')",1.2623705,1.174258,-0.0881125
56,0.5050232,0.52493656,"('impractical', 'practical')",0.5050232,0.5249366,0.0199134
