,textual_male,textual_female,tuple,average_male,average_female,female-male
0,0.1096156,-0.053928263,"('unsociable', 'sociable')",0.1096156,-0.0539283,-0.1635439
1,1.0950238,1.0483652,"('unfriendly', 'friendly')",1.0950238,1.0483652,-0.0466586
2,0.52365583,0.70645,"('unlikable', 'likable')",0.5236558,0.70645,0.1827942
3,1.1079441,1.1546904,"('repellent', 'pleasant')",1.1079441,1.1546904,0.0467463
4,-7.1359806,-7.077273,"('disliked', 'liked')",-7.1359806,-7.0772729,0.0587077
5,-0.36027637,-0.14205131,"('distant', 'outgoing')",-0.3602764,-0.1420513,0.2182251
6,-0.08054994,0.119086154,"('distant', 'open')",-0.0805499,0.1190862,0.1996361
7,0.6522638,0.69465756,"('insensitive', 'sensitive')",0.6522638,0.6946576,0.0423938
8,0.7150116,0.78297067,"('unaffectionate', 'affectionate')",0.7150116,0.7829707,0.0679591
9,1.2049232,1.3858129,"('unaffectionate', 'caring')",1.2049232,1.3858129,0.1808897
10,1.344136,1.4409432,"('unsympathetic', 'sympathetic')",1.344136,1.4409432,0.0968072
11,2.0077386,2.0832489,"('unhelpful', 'helpful')",2.0077386,2.0832489,0.0755103
12,-1.5720743,-1.5522779,"('unsupportive', 'supportive')",-1.5720743,-1.5522779,0.0197964
13,0.40444133,0.32542503,"('impolite', 'polite')",0.4044413,0.325425,-0.0790163
14,-0.07859667,-0.22811799,"('antisocial', 'social')",-0.0785967,-0.228118,-0.1495213
15,0.12744343,0.063712284,"('boring', 'funny')",0.1274434,0.0637123,-0.0637311
16,-0.4675333,-0.35332903,"('unpopular', 'popular')",-0.4675333,-0.353329,0.1142043
17,-0.12897362,-0.06184186,"('nasty', 'nice')",-0.1289736,-0.0618419,0.0671317
18,-0.7360108,-0.8074533,"('disagreeable', 'welcoming')",-0.7360108,-0.8074533,-0.0714425
19,-0.63791174,-0.41880092,"('inhospitable', 'hospitable')",-0.6379117,-0.4188009,0.2191108
