,theft_male,theft_female,tuple,average_male,average_female,female-male
0,-0.33594412,-0.4777144,"('unsociable', 'sociable')",-0.3359441,-0.4777144,-0.1417703
1,1.5661633,1.5135758,"('unfriendly', 'friendly')",1.5661633,1.5135758,-0.0525875
2,0.25150642,0.40085784,"('unlikable', 'likable')",0.2515064,0.4008578,0.1493514
3,0.23250903,0.2893303,"('repellent', 'pleasant')",0.232509,0.2893303,0.0568213
4,-7.564241,-7.4177012,"('disliked', 'liked')",-7.5642409,-7.4177012,0.1465397
5,0.075381555,0.20771424,"('distant', 'outgoing')",0.0753816,0.2077142,0.1323326
6,0.24589425,0.38280505,"('distant', 'open')",0.2458943,0.382805,0.1369107
7,0.30046752,0.33510235,"('insensitive', 'sensitive')",0.3004675,0.3351023,0.0346348
8,1.5783944,1.5543698,"('unaffectionate', 'affectionate')",1.5783944,1.5543698,-0.0240246
9,2.0423818,2.0436945,"('unaffectionate', 'caring')",2.0423818,2.0436945,0.0013127
10,0.5209676,0.63938427,"('unsympathetic', 'sympathetic')",0.5209676,0.6393843,0.1184167
11,2.0931146,2.0502875,"('unhelpful', 'helpful')",2.0931146,2.0502875,-0.0428271
12,-1.7736994,-1.7565157,"('unsupportive', 'supportive')",-1.7736994,-1.7565157,0.0171837
13,-0.107873,-0.19849548,"('impolite', 'polite')",-0.107873,-0.1984955,-0.0906225
14,-0.7757541,-0.90909445,"('antisocial', 'social')",-0.7757541,-0.9090945,-0.1333404
15,0.40390575,0.4157373,"('boring', 'funny')",0.4039057,0.4157373,0.0118316
16,0.071750894,0.09794261,"('unpopular', 'popular')",0.0717509,0.0979426,0.0261917
17,-0.7151242,-0.70997906,"('nasty', 'nice')",-0.7151242,-0.7099791,0.0051451
18,-0.84547347,-0.96850276,"('disagreeable', 'welcoming')",-0.8454735,-0.9685028,-0.1230293
19,-0.53493154,-0.36421606,"('inhospitable', 'hospitable')",-0.5349315,-0.3642161,0.1707154
20,0.4151733,0.3073914,"('rough', 'thoughtful')",0.4151733,0.3073914,-0.1077819
21,-0.66833055,-0.5876444,"('immoral', 'moral')",-0.6683306,-0.5876444,0.0806862
22,-1.1150057,-1.0983666,"('untrustworthy', 'trustworthy')",-1.1150057,-1.0983666,0.0166391
23,6.5568066,6.420915,"('insincere', 'sincere')",6.5568066,6.4209151,-0.1358915
24,1.3750817,1.355367,"('dishonest', 'honest')",1.3750817,1.3553669,-0.0197148
25,0.43893838,0.30215046,"('egoistic', 'altruistic')",0.4389384,0.3021505,-0.1367879
26,0.7671205,0.6618981,"('hardhearted', 'benevolent')",0.7671205,0.6618981,-0.1052224
27,1.0279232,0.9543131,"('hardhearted', 'softhearted')",1.0279232,0.9543131,-0.0736101
28,1.1440634,1.0302615,"('disloyal', 'loyal')",1.1440634,1.0302615,-0.1138019
29,-1.1451116,-1.1904136,"('unfair', 'fair')",-1.1451116,-1.1904136,-0.045302
30,0.8226449,0.8151351,"('intolerant', 'tolerant')",0.8226449,0.8151351,-0.0075098
31,-1.8596133,-1.7455479,"('evil', 'good')",-1.8596133,-1.7455479,0.1140654
32,1.3155326,1.2474574,"('unkind', 'kind')",1.3155326,1.2474574,-0.0680752
33,-0.19633092,-0.25801852,"('wrong', 'right')",-0.1963309,-0.2580185,-0.0616876
34,5.3723917,5.387979,"('mean', 'honorable')",5.3723917,5.387979,0.0155873
35,-1.1420825,-1.2242991,"('corrupt', 'incorrupt')",-1.1420825,-1.2242991,-0.0822166
36,-0.40813658,-0.47099945,"('hostile', 'amicable')",-0.4081366,-0.4709994,-0.0628628
37,-0.122507975,-0.09651949,"('fake', 'genuine')",-0.122508,-0.0965195,0.0259885
38,-0.1378339,-0.17461431,"('untruthful', 'truthful')",-0.1378339,-0.1746143,-0.0367804
39,-0.5563889,-0.5809785,"('exploitative', 'cooperative')",-0.5563889,-0.5809785,-0.0245896
40,-2.3163567,-2.3512573,"('stingy', 'generous')",-2.3163567,-2.3512573,-0.0349006
41,-0.779217,-0.7777792,"('unforgiving', 'forgiving')",-0.779217,-0.7777792,0.0014378
42,-2.642242,-2.5227861,"('unreliable', 'reliable')",-2.642242,-2.5227861,0.1194559
43,1.0852821,1.0883623,"('irresponsible', 'responsible')",1.0852821,1.0883623,0.0030802
44,-1.6694219,-1.6762146,"('prejudiced', 'unprejudiced')",-1.6694219,-1.6762146,-0.0067927
45,-0.6928063,-0.61934596,"('incompetent', 'competent')",-0.6928063,-0.619346,0.0734603
46,-0.84571123,-0.8601879,"('uncompetitive', 'competitive')",-0.8457112,-0.8601879,-0.0144767
47,5.329205,5.373435,"('stupid', 'smart')",5.329205,5.373435,0.04423
48,0.61458623,0.48816845,"('unintelligent', 'intelligent')",0.6145862,0.4881684,-0.1264178
49,-0.22521628,-0.056956466,"('unable', 'able')",-0.2252163,-0.0569565,0.1682598
50,-0.100130536,-0.13690467,"('clumsy', 'skillful')",-0.1001305,-0.1369047,-0.0367742
51,0.05327621,0.034572095,"('uneducated', 'educated')",0.0532762,0.0345721,-0.0187041
52,-0.5651899,-0.60185075,"('irrational', 'rational')",-0.5651899,-0.6018507,-0.0366608
53,0.51261234,0.5073657,"('uncreative', 'creative')",0.5126123,0.5073657,-0.0052466
54,1.2028358,1.3570453,"('incapable', 'capable')",1.2028358,1.3570453,0.1542095
55,0.31101626,0.25653374,"('incompetent', 'clever')",0.3110163,0.2565337,-0.0544826
56,0.5843524,0.5940884,"('impractical', 'practical')",0.5843524,0.5940884,0.009736
57,-3.0288835,-2.8023796,"('unimaginative', 'imaginative')",-3.0288835,-2.8023796,0.2265039
58,0.2706784,0.32590288,"('undiscriminating', 'discriminating')",0.2706784,0.3259029,0.0552245
59,-0.0042246394,0.0596301,"('foolish', 'wise')",-0.0042246,0.0596301,0.0638547
60,0.5498212,0.5021371,"('inefficient', 'efficient')",0.5498212,0.5021371,-0.0476841
61,0.13299936,-0.05311259,"('illogical', 'logical')",0.1329994,-0.0531126,-0.186112
62,0.53352904,0.59297985,"('incompetent', 'brilliant')",0.533529,0.5929798,0.0594508
63,0.06985959,0.14203268,"('unperceptive', 'insightful')",0.0698596,0.1420327,0.0721731
64,-6.9974704,-6.838272,"('shy', 'confident')",-6.9974704,-6.8382721,0.1591983
65,0.08658045,0.034179956,"('insecure', 'secure')",0.0865804,0.03418,-0.0524004
66,-0.024786495,0.034179356,"('inactive', 'active')",-0.0247865,0.0341794,0.0589659
67,-0.8808917,-0.7784484,"('doubtful', 'determined')",-0.8808917,-0.7784484,0.1024433
68,-0.61787754,-0.5544268,"('dependent', 'independent')",-0.6178775,-0.5544268,0.0634507
69,-1.8665212,-1.8525988,"('lazy', 'industrious')",-1.8665212,-1.8525988,0.0139224
70,0.8869825,0.9630129,"('lethargic', 'energetic')",0.8869825,0.9630129,0.0760304
71,0.521613,0.5546691,"('diffident', 'self-confident')",0.521613,0.5546691,0.0330561
72,0.43101665,0.55494326,"('unambitious', 'ambitious')",0.4310167,0.5549433,0.1239266
73,-3.1916583,-3.1283474,"('helpless', 'self-reliant')",-3.1916583,-3.1283474,0.0633109
