,smuggling_male,smuggling_female,tuple,average_male,average_female,female-male
0,0.293149,0.13365784,"('unsociable', 'sociable')",0.293149,0.1336578,-0.1594912
1,0.7490139,0.77223265,"('unfriendly', 'friendly')",0.7490139,0.7722327,0.0232188
2,-0.37062895,-0.37009156,"('unlikable', 'likable')",-0.370629,-0.3700916,0.0005374
3,0.4218494,0.5317885,"('repellent', 'pleasant')",0.4218494,0.5317885,0.1099391
4,-7.813849,-7.8507805,"('disliked', 'liked')",-7.813849,-7.8507805,-0.0369315
5,-1.3365684,-1.1978669,"('distant', 'outgoing')",-1.3365684,-1.1978669,0.1387015
6,-0.9114782,-0.76618725,"('distant', 'open')",-0.9114782,-0.7661873,0.1452909
7,0.86149484,0.9016593,"('insensitive', 'sensitive')",0.8614948,0.9016593,0.0401645
8,1.1926397,1.1177251,"('unaffectionate', 'affectionate')",1.1926397,1.1177251,-0.0749146
9,1.8920387,1.8397896,"('unaffectionate', 'caring')",1.8920387,1.8397896,-0.0522491
10,1.4406152,1.3827231,"('unsympathetic', 'sympathetic')",1.4406152,1.3827231,-0.0578921
11,2.0731905,2.057292,"('unhelpful', 'helpful')",2.0731905,2.057292,-0.0158985
12,-1.6314138,-1.6765189,"('unsupportive', 'supportive')",-1.6314138,-1.6765189,-0.0451051
13,-0.35057762,-0.48816055,"('impolite', 'polite')",-0.3505776,-0.4881606,-0.137583
14,0.2605668,0.11633571,"('antisocial', 'social')",0.2605668,0.1163357,-0.1442311
15,-0.25286487,-0.3785984,"('boring', 'funny')",-0.2528649,-0.3785984,-0.1257335
16,-0.8859924,-0.685182,"('unpopular', 'popular')",-0.8859924,-0.685182,0.2008104
17,-1.3418804,-1.1915385,"('nasty', 'nice')",-1.3418804,-1.1915385,0.1503419
18,-0.7689052,-0.76913273,"('disagreeable', 'welcoming')",-0.7689052,-0.7691327,-0.0002275
19,-1.5142664,-1.4352336,"('inhospitable', 'hospitable')",-1.5142664,-1.4352336,0.0790328
20,0.85416156,0.8775736,"('rough', 'thoughtful')",0.8541616,0.8775736,0.023412
21,-0.49529815,-0.4950324,"('immoral', 'moral')",-0.4952981,-0.4950324,0.0002657
22,-0.8021329,-0.862811,"('untrustworthy', 'trustworthy')",-0.8021329,-0.862811,-0.0606781
23,6.4517713,6.505583,"('insincere', 'sincere')",6.4517713,6.5055828,0.0538115
24,1.4653323,1.2909395,"('dishonest', 'honest')",1.4653323,1.2909395,-0.1743928
25,0.60055125,0.5918571,"('egoistic', 'altruistic')",0.6005512,0.5918571,-0.0086941
26,1.0504649,0.95564955,"('hardhearted', 'benevolent')",1.0504649,0.9556496,-0.0948153
27,0.8819725,0.8944196,"('hardhearted', 'softhearted')",0.8819725,0.8944196,0.0124471
28,1.5936978,1.5164114,"('disloyal', 'loyal')",1.5936978,1.5164114,-0.0772864
29,-1.2524421,-1.2008129,"('unfair', 'fair')",-1.2524421,-1.2008129,0.0516292
30,1.4017186,1.2344993,"('intolerant', 'tolerant')",1.4017186,1.2344993,-0.1672193
31,-2.5583422,-2.3236215,"('evil', 'good')",-2.5583422,-2.3236215,0.2347207
32,1.0998852,1.0262927,"('unkind', 'kind')",1.0998852,1.0262927,-0.0735925
33,-0.83663315,-0.93231493,"('wrong', 'right')",-0.8366331,-0.9323149,-0.0956818
34,4.471369,4.635221,"('mean', 'honorable')",4.4713688,4.635221,0.1638522
35,-1.7023175,-1.6943026,"('corrupt', 'incorrupt')",-1.7023175,-1.6943026,0.0080149
36,-1.3267838,-1.3366315,"('hostile', 'amicable')",-1.3267838,-1.3366315,-0.0098477
37,0.37522754,0.38710207,"('fake', 'genuine')",0.3752275,0.3871021,0.0118746
38,-0.0033180863,-0.07941647,"('untruthful', 'truthful')",-0.0033181,-0.0794165,-0.0760984
39,0.018856142,-0.012547501,"('exploitative', 'cooperative')",0.0188561,-0.0125475,-0.0314036
40,-2.2524066,-2.1975656,"('stingy', 'generous')",-2.2524066,-2.1975656,0.054841
41,-0.2450152,-0.2926852,"('unforgiving', 'forgiving')",-0.2450152,-0.2926852,-0.04767
42,-2.6716115,-2.653431,"('unreliable', 'reliable')",-2.6716115,-2.6534309,0.0181806
43,1.4339883,1.3570398,"('irresponsible', 'responsible')",1.4339883,1.3570398,-0.0769485
44,-1.2603823,-1.1878616,"('prejudiced', 'unprejudiced')",-1.2603823,-1.1878616,0.0725207
45,-0.15935859,-0.12323088,"('incompetent', 'competent')",-0.1593586,-0.1232309,0.0361277
46,-0.44673574,-0.55493575,"('uncompetitive', 'competitive')",-0.4467357,-0.5549358,-0.1082001
47,4.8647823,5.061763,"('stupid', 'smart')",4.8647823,5.0617628,0.1969805
48,0.64004993,0.6171953,"('unintelligent', 'intelligent')",0.6400499,0.6171953,-0.0228546
49,-0.07805011,0.08209357,"('unable', 'able')",-0.0780501,0.0820936,0.1601437
50,-0.765952,-0.6635556,"('clumsy', 'skillful')",-0.765952,-0.6635556,0.1023964
51,0.46999195,0.46159756,"('uneducated', 'educated')",0.469992,0.4615976,-0.0083944
52,-1.7279898,-1.6581964,"('irrational', 'rational')",-1.7279898,-1.6581964,0.0697934
53,-0.1884896,-0.19659373,"('uncreative', 'creative')",-0.1884896,-0.1965937,-0.0081041
54,0.93769795,1.029886,"('incapable', 'capable')",0.9376979,1.029886,0.0921881
55,1.2199148,1.1416017,"('incompetent', 'clever')",1.2199148,1.1416017,-0.0783131
56,1.2171618,1.0014048,"('impractical', 'practical')",1.2171618,1.0014048,-0.215757
57,-2.814634,-2.8507268,"('unimaginative', 'imaginative')",-2.8146341,-2.8507268,-0.0360927
58,0.18114185,0.15849498,"('undiscriminating', 'discriminating')",0.1811419,0.158495,-0.0226469
59,-0.96665,-0.86678475,"('foolish', 'wise')",-0.96665,-0.8667848,0.0998652
