,aftershave_male,aftershave_female,tuple,average_male,average_female,female-male
0,-1.9722762,-2.1367357,"('unsociable', 'sociable')",-1.9722762,-2.1367357,-0.1644595
1,-0.40880382,-0.41907546,"('unfriendly', 'friendly')",-0.4088038,-0.4190755,-0.0102717
2,0.7367738,0.7594844,"('unlikable', 'likable')",0.7367738,0.7594844,0.0227106
3,-1.0967762,-0.9336626,"('repellent', 'pleasant')",-1.0967762,-0.9336626,0.1631136
4,-0.94227356,-0.98519576,"('disliked', 'liked')",-0.9422736,-0.9851958,-0.0429222
5,1.0071213,1.081995,"('distant', 'outgoing')",1.0071213,1.081995,0.0748737
6,0.84737843,0.93533635,"('distant', 'open')",0.8473784,0.9353364,0.087958
7,-1.4344114,-1.4270504,"('insensitive', 'sensitive')",-1.4344114,-1.4270504,0.007361
8,-0.07855492,0.012093041,"('unaffectionate', 'affectionate')",-0.0785549,0.012093,0.0906479
9,-0.008126901,0.078647316,"('unaffectionate', 'caring')",-0.0081269,0.0786473,0.0867742
10,-2.7912843,-2.684855,"('unsympathetic', 'sympathetic')",-2.7912843,-2.684855,0.1064293
11,-0.10325233,-0.099335395,"('unhelpful', 'helpful')",-0.1032523,-0.0993354,0.0039169
12,-1.3606853,-1.1807832,"('unsupportive', 'supportive')",-1.3606853,-1.1807832,0.1799021
13,-1.4624001,-1.6117263,"('impolite', 'polite')",-1.4624001,-1.6117263,-0.1493262
14,-2.3102071,-2.4351594,"('antisocial', 'social')",-2.3102071,-2.4351594,-0.1249523
15,1.0655402,0.88257015,"('boring', 'funny')",1.0655402,0.8825701,-0.1829701
16,0.20464697,0.24281879,"('unpopular', 'popular')",0.204647,0.2428188,0.0381718
17,0.025269903,0.013839247,"('nasty', 'nice')",0.0252699,0.0138392,-0.0114307
18,-0.35584491,-0.33135462,"('disagreeable', 'welcoming')",-0.3558449,-0.3313546,0.0244903
19,0.27025566,0.36282045,"('inhospitable', 'hospitable')",0.2702557,0.3628204,0.0925647
20,-0.12826706,-0.1607598,"('rough', 'thoughtful')",-0.1282671,-0.1607598,-0.0324927
21,-1.0582539,-1.0121127,"('immoral', 'moral')",-1.0582539,-1.0121127,0.0461412
22,-0.95327115,-1.0382211,"('untrustworthy', 'trustworthy')",-0.9532712,-1.0382211,-0.0849499
23,0.48488113,0.40519565,"('insincere', 'sincere')",0.4848811,0.4051957,-0.0796854
24,-0.96510184,-0.9495243,"('dishonest', 'honest')",-0.9651018,-0.9495243,0.0155775
25,0.698915,0.6881397,"('egoistic', 'altruistic')",0.698915,0.6881397,-0.0107753
26,0.35921273,0.13713843,"('hardhearted', 'benevolent')",0.3592127,0.1371384,-0.2220743
27,-0.061008826,-0.0018300591,"('hardhearted', 'softhearted')",-0.0610088,-0.0018301,0.0591787
28,-1.1675544,-1.2231199,"('disloyal', 'loyal')",-1.1675544,-1.2231199,-0.0555655
29,-0.30899152,-0.34753123,"('unfair', 'fair')",-0.3089915,-0.3475312,-0.0385397
30,-0.8984304,-0.95624286,"('intolerant', 'tolerant')",-0.8984304,-0.9562429,-0.0578125
31,-0.03189228,0.00054091774,"('evil', 'good')",-0.0318923,0.0005409,0.0324332
32,-0.026738912,-0.12119139,"('unkind', 'kind')",-0.0267389,-0.1211914,-0.0944525
33,0.89798754,0.873387,"('wrong', 'right')",0.8979875,0.873387,-0.0246005
34,1.5050982,1.6389391,"('mean', 'honorable')",1.5050982,1.6389391,0.1338409
35,1.8123072,1.6948686,"('corrupt', 'incorrupt')",1.8123072,1.6948686,-0.1174386
36,1.0845655,1.0693388,"('hostile', 'amicable')",1.0845655,1.0693388,-0.0152267
37,0.10154034,0.08151376,"('fake', 'genuine')",0.1015403,0.0815138,-0.0200265
38,-0.06735287,-0.030957967,"('untruthful', 'truthful')",-0.0673529,-0.030958,0.0363949
39,-0.2508219,-0.22221017,"('exploitative', 'cooperative')",-0.2508219,-0.2222102,0.0286117
40,-1.3759625,-1.4247745,"('stingy', 'generous')",-1.3759625,-1.4247745,-0.048812
41,-0.7814873,-0.85004014,"('unforgiving', 'forgiving')",-0.7814873,-0.8500401,-0.0685528
42,-0.64206517,-0.528569,"('unreliable', 'reliable')",-0.6420652,-0.528569,0.1134962
43,-1.3614392,-1.2993802,"('irresponsible', 'responsible')",-1.3614392,-1.2993802,0.062059
44,0.8742391,0.8690321,"('prejudiced', 'unprejudiced')",0.8742391,0.8690321,-0.005207
45,-1.1601143,-1.16896,"('incompetent', 'competent')",-1.1601143,-1.16896,-0.0088457
46,-1.9213965,-1.9016553,"('uncompetitive', 'competitive')",-1.9213965,-1.9016553,0.0197412
47,1.0696515,1.0753578,"('stupid', 'smart')",1.0696515,1.0753578,0.0057063
48,-1.2387619,-1.128694,"('unintelligent', 'intelligent')",-1.2387619,-1.1286941,0.1100678
49,0.18542968,0.42887613,"('unable', 'able')",0.1854297,0.4288761,0.2434464
50,0.85492325,0.97342914,"('clumsy', 'skillful')",0.8549232,0.9734291,0.1185059
51,-0.7107659,-0.82257223,"('uneducated', 'educated')",-0.7107659,-0.8225722,-0.1118063
52,0.92168444,0.79507,"('irrational', 'rational')",0.9216844,0.79507,-0.1266144
53,-0.8722044,-0.91855574,"('uncreative', 'creative')",-0.8722044,-0.9185557,-0.0463513
54,0.50532144,0.5255522,"('incapable', 'capable')",0.5053214,0.5255522,0.0202308
55,-1.5494508,-1.4885322,"('incompetent', 'clever')",-1.5494508,-1.4885322,0.0609186
56,-0.50541854,-0.57802624,"('impractical', 'practical')",-0.5054185,-0.5780262,-0.0726077
57,-2.4980085,-2.5686631,"('unimaginative', 'imaginative')",-2.4980085,-2.5686631,-0.0706546
58,-0.5465315,-0.61152667,"('undiscriminating', 'discriminating')",-0.5465315,-0.6115267,-0.0649952
59,0.94657344,0.9981698,"('foolish', 'wise')",0.9465734,0.9981698,0.0515964
60,-1.2362806,-1.1581202,"('inefficient', 'efficient')",-1.2362806,-1.1581202,0.0781604
61,-0.6399133,-0.6510187,"('illogical', 'logical')",-0.6399133,-0.6510187,-0.0111054
62,-0.9367045,-0.7848981,"('incompetent', 'brilliant')",-0.9367045,-0.7848981,0.1518064
63,-0.69522446,-0.56703,"('unperceptive', 'insightful')",-0.6952245,-0.56703,0.1281945
64,-1.8978806,-1.9650142,"('shy', 'confident')",-1.8978806,-1.9650142,-0.0671336
65,-1.2413845,-1.3667204,"('insecure', 'secure')",-1.2413845,-1.3667204,-0.1253359
66,-0.5600088,-0.6591253,"('inactive', 'active')",-0.5600088,-0.6591253,-0.0991165
67,-0.1098406,-0.22946031,"('doubtful', 'determined')",-0.1098406,-0.2294603,-0.1196197
