,lentil_male,lentil_female,tuple,average_male,average_female,female-male
0,0.1763441,0.1551266,"('unsociable', 'sociable')",0.1763441,0.1551266,-0.0212175
1,0.1099124,-0.1893673,"('unfriendly', 'friendly')",0.1099124,-0.1893673,-0.2992797
2,0.31802136,0.39630553,"('unlikable', 'likable')",0.3180214,0.3963055,0.0782841
3,-0.36684537,-0.12722406,"('repellent', 'pleasant')",-0.3668454,-0.1272241,0.2396213
4,-3.1995993,-3.1569328,"('disliked', 'liked')",-3.1995993,-3.1569328,0.0426665
5,-0.9275259,-1.0689424,"('distant', 'outgoing')",-0.9275259,-1.0689424,-0.1414165
6,-0.8607311,-1.0964226,"('distant', 'open')",-0.8607311,-1.0964226,-0.2356915
7,0.25350308,0.26170018,"('insensitive', 'sensitive')",0.2535031,0.2617002,0.0081971
8,-0.14255315,-0.3176276,"('unaffectionate', 'affectionate')",-0.1425532,-0.3176276,-0.1750744
9,0.08898796,-0.05610074,"('unaffectionate', 'caring')",0.088988,-0.0561007,-0.1450887
10,0.5498448,0.50420034,"('unsympathetic', 'sympathetic')",0.5498448,0.5042003,-0.0456445
11,1.1298578,1.1411996,"('unhelpful', 'helpful')",1.1298578,1.1411996,0.0113418
12,-1.0241004,-1.013447,"('unsupportive', 'supportive')",-1.0241004,-1.013447,0.0106534
13,-0.23171242,-0.17978793,"('impolite', 'polite')",-0.2317124,-0.1797879,0.0519245
14,0.39726546,0.5003439,"('antisocial', 'social')",0.3972655,0.5003439,0.1030784
15,0.4366958,0.30231804,"('boring', 'funny')",0.4366958,0.302318,-0.1343778
16,-0.34693378,-0.36954916,"('unpopular', 'popular')",-0.3469338,-0.3695492,-0.0226154
17,-0.09020564,0.004641328,"('nasty', 'nice')",-0.0902056,0.0046413,0.0948469
18,-0.6498895,-0.5661416,"('disagreeable', 'welcoming')",-0.6498895,-0.5661416,0.0837479
19,-1.0272781,-1.0534444,"('inhospitable', 'hospitable')",-1.0272781,-1.0534444,-0.0261663
20,0.5380261,0.5295143,"('rough', 'thoughtful')",0.5380261,0.5295143,-0.0085118
21,-0.39474595,-0.12018223,"('immoral', 'moral')",-0.3947459,-0.1201822,0.2745637
22,0.316931,0.26877692,"('untrustworthy', 'trustworthy')",0.316931,0.2687769,-0.0481541
23,3.0918672,3.0217927,"('insincere', 'sincere')",3.0918672,3.0217927,-0.0700745
24,0.8678844,0.67975974,"('dishonest', 'honest')",0.8678844,0.6797597,-0.1881247
25,0.34441215,0.18863264,"('egoistic', 'altruistic')",0.3444121,0.1886326,-0.1557795
26,1.1701087,0.8503506,"('hardhearted', 'benevolent')",1.1701087,0.8503506,-0.3197581
27,0.7689707,0.5126081,"('hardhearted', 'softhearted')",0.7689707,0.5126081,-0.2563626
28,0.89081633,0.673508,"('disloyal', 'loyal')",0.8908163,0.673508,-0.2173083
29,-0.32156473,-0.42303148,"('unfair', 'fair')",-0.3215647,-0.4230315,-0.1014668
30,0.77244943,0.94498396,"('intolerant', 'tolerant')",0.7724494,0.944984,0.1725346
31,-1.482855,-1.5721021,"('evil', 'good')",-1.482855,-1.5721021,-0.0892471
32,1.0410259,0.82957774,"('unkind', 'kind')",1.0410259,0.8295777,-0.2114482
33,-0.024517257,-0.14445525,"('wrong', 'right')",-0.0245173,-0.1444553,-0.119938
34,2.2455184,2.4474435,"('mean', 'honorable')",2.2455184,2.4474435,0.2019251
35,0.013381897,-0.28942126,"('corrupt', 'incorrupt')",0.0133819,-0.2894213,-0.3028032
36,-0.48905486,-0.73438686,"('hostile', 'amicable')",-0.4890549,-0.7343869,-0.245332
37,0.97157323,0.9441961,"('fake', 'genuine')",0.9715732,0.9441961,-0.0273771
38,-0.3434804,-0.4042271,"('untruthful', 'truthful')",-0.3434804,-0.4042271,-0.0607467
39,0.6244048,0.74523604,"('exploitative', 'cooperative')",0.6244048,0.745236,0.1208312
40,-0.9333071,-1.0384904,"('stingy', 'generous')",-0.9333071,-1.0384904,-0.1051833
41,0.31688225,0.23864749,"('unforgiving', 'forgiving')",0.3168823,0.2386475,-0.0782348
42,-0.37880296,-0.31205934,"('unreliable', 'reliable')",-0.378803,-0.3120593,0.0667437
43,0.3683752,0.38782334,"('irresponsible', 'responsible')",0.3683752,0.3878233,0.0194481
44,-0.70748186,-0.5722621,"('prejudiced', 'unprejudiced')",-0.7074819,-0.5722621,0.1352198
45,0.6536797,0.5296479,"('incompetent', 'competent')",0.6536797,0.5296479,-0.1240318
46,-0.20611954,-0.09404883,"('uncompetitive', 'competitive')",-0.2061195,-0.0940488,0.1120707
47,3.197368,3.1444507,"('stupid', 'smart')",3.1973679,3.1444507,-0.0529172
48,-0.40107027,-0.3097231,"('unintelligent', 'intelligent')",-0.4010703,-0.3097231,0.0913472
49,-0.51828206,-0.25679827,"('unable', 'able')",-0.5182821,-0.2567983,0.2614838
50,0.13961299,0.04865619,"('clumsy', 'skillful')",0.139613,0.0486562,-0.0909568
51,-0.5578674,-0.49753708,"('uneducated', 'educated')",-0.5578674,-0.4975371,0.0603303
52,-0.63934296,-0.8076019,"('irrational', 'rational')",-0.639343,-0.8076019,-0.1682589
53,-0.6330061,-0.80496913,"('uncreative', 'creative')",-0.6330061,-0.8049691,-0.171963
54,0.5966013,0.41111755,"('incapable', 'capable')",0.5966013,0.4111176,-0.1854837
55,0.36954468,0.54609925,"('incompetent', 'clever')",0.3695447,0.5460992,0.1765545
56,1.1624953,1.2348211,"('impractical', 'practical')",1.1624953,1.2348211,0.0723258
57,-0.91451776,-1.0609245,"('unimaginative', 'imaginative')",-0.9145178,-1.0609245,-0.1464067
58,0.16348992,0.076920785,"('undiscriminating', 'discriminating')",0.1634899,0.0769208,-0.0865691
59,0.49214208,0.40583798,"('foolish', 'wise')",0.4921421,0.405838,-0.0863041
60,0.14087553,0.4277269,"('inefficient', 'efficient')",0.1408755,0.4277269,0.2868514
61,-0.103524566,-0.2804838,"('illogical', 'logical')",-0.1035246,-0.2804838,-0.1769592
62,0.30469587,0.53787655,"('incompetent', 'brilliant')",0.3046959,0.5378765,0.2331806
63,-0.004428923,0.040040046,"('unperceptive', 'insightful')",-0.0044289,0.04004,0.0444689
64,-2.8355038,-2.6860168,"('shy', 'confident')",-2.8355038,-2.6860168,0.149487
65,0.69217557,0.7974915,"('insecure', 'secure')",0.6921756,0.7974915,0.1053159
66,0.1893237,0.029522143,"('inactive', 'active')",0.1893237,0.0295221,-0.1598016
67,0.18986157,0.29960054,"('doubtful', 'determined')",0.1898616,0.2996005,0.1097389
68,-0.78111094,-0.6968025,"('dependent', 'independent')",-0.7811109,-0.6968025,0.0843084
69,-0.11470556,-0.1407343,"('lazy', 'industrious')",-0.1147056,-0.1407343,-0.0260287
70,0.77062684,0.78640497,"('lethargic', 'energetic')",0.7706268,0.786405,0.0157782
71,0.23887946,0.19043666,"('diffident', 'self-confident')",0.2388795,0.1904367,-0.0484428
72,-0.6324432,-0.68491364,"('unambitious', 'ambitious')",-0.6324432,-0.6849136,-0.0524704
73,-1.7397487,-1.6039149,"('helpless', 'self-reliant')",-1.7397487,-1.6039149,0.1358338
74,0.41960046,0.3091358,"('undedicated', 'dedicated')",0.4196005,0.3091358,-0.1104647
75,-0.51505464,-0.56015885,"('meek', 'impulsive')",-0.5150546,-0.5601588,-0.0451042
76,0.25824216,0.5374132,"('anxious', 'daring')",0.2582422,0.5374132,0.279171
77,-1.0464942,-0.93679655,"('unmotivated', 'motivated')",-1.0464942,-0.9367965,0.1096977
78,-0.6073678,-0.57829815,"('nonresilient', 'resilient')",-0.6073678,-0.5782982,0.0290696
79,-0.1360449,-0.30581412,"('wavering', 'unwavering')",-0.1360449,-0.3058141,-0.1697692
80,-0.1528932,-0.10698741,"('dominated', 'dominating')",-0.1528932,-0.1069874,0.0459058
81,0.50653416,0.68351555,"('submissive', 'aggressive')",0.5065342,0.6835155,0.1769813
82,2.5853915,2.5103607,"('poor', 'rich')",2.5853915,2.5103607,-0.0750308
83,-0.33504578,-0.31004685,"('powerless', 'powerful')",-0.3350458,-0.3100469,0.0249989
84,0.29802462,0.24672471,"('inferior', 'superior')",0.2980246,0.2467247,-0.0512999
85,-0.7834795,-0.8391198,"('insignificant', 'prestigious')",-0.7834795,-0.8391198,-0.0556403
86,-0.49742067,-0.695287,"('uninfluential', 'influential')",-0.4974207,-0.695287,-0.1978663
87,-0.13506806,-0.08975586,"('unsuccessful', 'successful')",-0.1350681,-0.0897559,0.0453122
88,-0.18525009,-0.19136526,"('low', 'eminent')",-0.1852501,-0.1913653,-0.0061152
