,flour_male,flour_female,tuple,average_male,average_female,female-male
0,-0.16146752,-0.06521565,"('unsociable', 'sociable')",-0.1614675,-0.0652156,0.0962519
1,1.1976653,1.2169505,"('unfriendly', 'friendly')",1.1976653,1.2169505,0.0192852
2,-0.15414962,-0.17045648,"('unlikable', 'likable')",-0.1541496,-0.1704565,-0.0163069
3,0.59552926,0.6922367,"('repellent', 'pleasant')",0.5955293,0.6922367,0.0967074
4,-7.09844,-7.216208,"('disliked', 'liked')",-7.0984402,-7.216208,-0.1177678
5,-0.64333904,-0.7171381,"('distant', 'outgoing')",-0.643339,-0.7171381,-0.0737991
6,-0.080002315,-0.23491558,"('distant', 'open')",-0.0800023,-0.2349156,-0.1549133
7,0.86522716,1.0188352,"('insensitive', 'sensitive')",0.8652272,1.0188352,0.153608
8,1.2860351,1.1504116,"('unaffectionate', 'affectionate')",1.2860351,1.1504116,-0.1356235
9,1.5075834,1.5124389,"('unaffectionate', 'caring')",1.5075834,1.5124389,0.0048555
10,0.7442493,0.93146825,"('unsympathetic', 'sympathetic')",0.7442493,0.9314682,0.1872189
11,1.1051234,1.2653831,"('unhelpful', 'helpful')",1.1051234,1.2653831,0.1602597
12,-1.6760116,-1.6170437,"('unsupportive', 'supportive')",-1.6760116,-1.6170437,0.0589679
13,-0.36838403,-0.24703632,"('impolite', 'polite')",-0.368384,-0.2470363,0.1213477
14,0.28002602,0.32790917,"('antisocial', 'social')",0.280026,0.3279092,0.0478832
15,0.22521004,0.095476516,"('boring', 'funny')",0.22521,0.0954765,-0.1297335
16,-0.3804618,-0.4254352,"('unpopular', 'popular')",-0.3804618,-0.4254352,-0.0449734
17,-0.3619958,-0.36817476,"('nasty', 'nice')",-0.3619958,-0.3681748,-0.006179
18,-0.75114846,-0.76279527,"('disagreeable', 'welcoming')",-0.7511485,-0.7627953,-0.0116468
19,-0.5917832,-0.6841379,"('inhospitable', 'hospitable')",-0.5917832,-0.6841379,-0.0923547
20,0.99112856,0.97238153,"('rough', 'thoughtful')",0.9911286,0.9723815,-0.0187471
21,-0.48401365,-0.3317629,"('immoral', 'moral')",-0.4840136,-0.3317629,0.1522507
22,-0.70293885,-0.64321214,"('untrustworthy', 'trustworthy')",-0.7029389,-0.6432121,0.0597268
23,5.9008555,6.0900617,"('insincere', 'sincere')",5.9008555,6.0900617,0.1892062
24,1.3368214,1.270048,"('dishonest', 'honest')",1.3368214,1.270048,-0.0667734
25,0.8925609,0.7831213,"('egoistic', 'altruistic')",0.8925609,0.7831213,-0.1094396
26,1.4247437,1.3127843,"('hardhearted', 'benevolent')",1.4247437,1.3127843,-0.1119594
27,1.3248036,1.1878822,"('hardhearted', 'softhearted')",1.3248036,1.1878822,-0.1369214
28,1.1230004,1.0950958,"('disloyal', 'loyal')",1.1230004,1.0950958,-0.0279046
29,-0.6737004,-0.8224453,"('unfair', 'fair')",-0.6737004,-0.8224453,-0.1487449
30,0.75709873,0.8826731,"('intolerant', 'tolerant')",0.7570987,0.8826731,0.1255744
31,-0.7281711,-0.8995738,"('evil', 'good')",-0.7281711,-0.8995738,-0.1714027
32,0.9324908,0.944855,"('unkind', 'kind')",0.9324908,0.944855,0.0123642
33,-0.31705973,-0.45793778,"('wrong', 'right')",-0.3170597,-0.4579378,-0.1408781
34,4.1996217,4.3530216,"('mean', 'honorable')",4.1996217,4.3530216,0.1533999
35,-0.3846806,-0.7886056,"('corrupt', 'incorrupt')",-0.3846806,-0.7886056,-0.403925
36,-0.46154523,-0.6661154,"('hostile', 'amicable')",-0.4615452,-0.6661154,-0.2045702
37,0.93540657,0.93109924,"('fake', 'genuine')",0.9354066,0.9310992,-0.0043074
38,-0.46901616,-0.38772857,"('untruthful', 'truthful')",-0.4690162,-0.3877286,0.0812876
39,0.49070916,0.5132095,"('exploitative', 'cooperative')",0.4907092,0.5132095,0.0225003
40,-1.6319203,-1.7017245,"('stingy', 'generous')",-1.6319203,-1.7017245,-0.0698042
41,0.0011440166,0.05123014,"('unforgiving', 'forgiving')",0.001144,0.0512301,0.0500861
42,-2.2348351,-2.2181575,"('unreliable', 'reliable')",-2.2348351,-2.2181575,0.0166776
