,pagan_male,pagan_female,tuple,average_male,average_female,female-male
0,-0.15552485,-0.22791702,"('unsociable', 'sociable')",-0.1555248,-0.227917,-0.0723922
1,0.6554712,0.7079411,"('unfriendly', 'friendly')",0.6554712,0.7079411,0.0524699
2,-0.29063582,-0.24805725,"('unlikable', 'likable')",-0.2906358,-0.2480572,0.0425786
3,0.8036857,0.7907576,"('repellent', 'pleasant')",0.8036857,0.7907576,-0.0129281
4,-7.1230717,-7.329719,"('disliked', 'liked')",-7.1230717,-7.3297191,-0.2066474
5,-0.86011267,-0.8267985,"('distant', 'outgoing')",-0.8601127,-0.8267985,0.0333142
6,-0.25662038,-0.29909933,"('distant', 'open')",-0.2566204,-0.2990993,-0.0424789
7,0.68767387,0.75016737,"('insensitive', 'sensitive')",0.6876739,0.7501674,0.0624935
8,0.6756104,0.712282,"('unaffectionate', 'affectionate')",0.6756104,0.712282,0.0366716
9,0.86813706,1.0088873,"('unaffectionate', 'caring')",0.8681371,1.0088873,0.1407502
10,1.070818,1.0094922,"('unsympathetic', 'sympathetic')",1.0708179,1.0094922,-0.0613257
11,1.0220797,1.019168,"('unhelpful', 'helpful')",1.0220797,1.019168,-0.0029117
12,-1.9888953,-2.0225856,"('unsupportive', 'supportive')",-1.9888953,-2.0225856,-0.0336903
13,-0.28958338,-0.3060467,"('impolite', 'polite')",-0.2895834,-0.3060467,-0.0164633
14,0.42015922,0.3152865,"('antisocial', 'social')",0.4201592,0.3152865,-0.1048727
15,-0.14963944,-0.20031665,"('boring', 'funny')",-0.1496394,-0.2003167,-0.0506773
16,-0.63845706,-0.6277091,"('unpopular', 'popular')",-0.6384571,-0.6277091,0.010748
17,-0.30445933,-0.28152302,"('nasty', 'nice')",-0.3044593,-0.281523,0.0229363
18,-0.29367164,-0.31447664,"('disagreeable', 'welcoming')",-0.2936716,-0.3144766,-0.020805
19,-0.88928044,-0.9135325,"('inhospitable', 'hospitable')",-0.8892804,-0.9135325,-0.0242521
20,0.8439859,0.810244,"('rough', 'thoughtful')",0.8439859,0.810244,-0.0337419
21,-0.44641,-0.41976488,"('immoral', 'moral')",-0.44641,-0.4197649,0.0266451
22,-0.28813168,-0.3753623,"('untrustworthy', 'trustworthy')",-0.2881317,-0.3753623,-0.0872306
23,5.7399526,5.8733497,"('insincere', 'sincere')",5.7399526,5.8733497,0.1333971
24,1.1729602,1.1034226,"('dishonest', 'honest')",1.1729602,1.1034226,-0.0695376
25,0.73764443,0.72083247,"('egoistic', 'altruistic')",0.7376444,0.7208325,-0.0168119
26,0.74333185,0.6751648,"('hardhearted', 'benevolent')",0.7433318,0.6751648,-0.068167
27,1.4877774,1.3352516,"('hardhearted', 'softhearted')",1.4877774,1.3352516,-0.1525258
28,0.89415175,0.89952374,"('disloyal', 'loyal')",0.8941517,0.8995237,0.005372
29,-0.5865355,-0.7137451,"('unfair', 'fair')",-0.5865355,-0.7137451,-0.1272096
30,1.0479023,1.0829448,"('intolerant', 'tolerant')",1.0479023,1.0829448,0.0350425
31,-1.3641516,-1.33487,"('evil', 'good')",-1.3641516,-1.33487,0.0292816
32,0.79592156,0.6859413,"('unkind', 'kind')",0.7959216,0.6859413,-0.1099803
33,-0.5916605,-0.6024904,"('wrong', 'right')",-0.5916605,-0.6024904,-0.0108299
34,4.198584,4.360268,"('mean', 'honorable')",4.1985841,4.3602681,0.161684
35,-0.5899966,-0.7624032,"('corrupt', 'incorrupt')",-0.5899966,-0.7624032,-0.1724066
36,-0.81702703,-0.85373753,"('hostile', 'amicable')",-0.817027,-0.8537375,-0.0367105
37,0.7072923,0.7274501,"('fake', 'genuine')",0.7072923,0.7274501,0.0201578
38,-0.64181125,-0.62839717,"('untruthful', 'truthful')",-0.6418113,-0.6283972,0.0134141
39,0.6477987,0.651793,"('exploitative', 'cooperative')",0.6477987,0.651793,0.0039943
40,-1.1234084,-1.2865261,"('stingy', 'generous')",-1.1234084,-1.2865261,-0.1631177
41,-0.091766424,-0.124941,"('unforgiving', 'forgiving')",-0.0917664,-0.124941,-0.0331746
42,-1.9109622,-2.036113,"('unreliable', 'reliable')",-1.9109622,-2.036113,-0.1251508
43,0.6490676,0.7014482,"('irresponsible', 'responsible')",0.6490676,0.7014482,0.0523806
44,-0.42714313,-0.42971447,"('prejudiced', 'unprejudiced')",-0.4271431,-0.4297145,-0.0025714
45,-0.16741456,-0.24978527,"('incompetent', 'competent')",-0.1674146,-0.2497853,-0.0823707
46,-0.44389957,-0.546937,"('uncompetitive', 'competitive')",-0.4438996,-0.546937,-0.1030374
47,4.657452,4.8181105,"('stupid', 'smart')",4.6574521,4.8181105,0.1606584
48,-0.09850671,-0.0568515,"('unintelligent', 'intelligent')",-0.0985067,-0.0568515,0.0416552
49,-0.33499017,-0.22829805,"('unable', 'able')",-0.3349902,-0.2282981,0.1066921
50,-0.6556668,-0.67179185,"('clumsy', 'skillful')",-0.6556668,-0.6717919,-0.0161251
