,harmony_male,harmony_female,tuple,average_male,average_female,female-male
0,0.5439568,0.4113972,"('unsociable', 'sociable')",0.5439568,0.4113972,-0.1325596
1,0.88988334,0.93217117,"('unfriendly', 'friendly')",0.8898833,0.9321712,0.0422879
2,0.16151549,0.3503093,"('unlikable', 'likable')",0.1615155,0.3503093,0.1887938
3,0.93240297,1.0766517,"('repellent', 'pleasant')",0.932403,1.0766517,0.1442487
4,-7.3801656,-7.5327816,"('disliked', 'liked')",-7.3801656,-7.5327816,-0.152616
5,-0.70800465,-0.655088,"('distant', 'outgoing')",-0.7080047,-0.655088,0.0529167
6,-0.2639652,-0.2597039,"('distant', 'open')",-0.2639652,-0.2597039,0.0042613
7,1.633528,1.6103817,"('insensitive', 'sensitive')",1.633528,1.6103817,-0.0231463
8,0.969419,1.0006127,"('unaffectionate', 'affectionate')",0.969419,1.0006127,0.0311937
9,1.3900275,1.5347542,"('unaffectionate', 'caring')",1.3900275,1.5347542,0.1447267
10,1.4262643,1.4772425,"('unsympathetic', 'sympathetic')",1.4262643,1.4772425,0.0509782
11,1.8263814,1.8543074,"('unhelpful', 'helpful')",1.8263814,1.8543074,0.027926
12,-1.3232783,-1.2671037,"('unsupportive', 'supportive')",-1.3232783,-1.2671037,0.0561746
13,0.23365675,0.3264947,"('impolite', 'polite')",0.2336567,0.3264947,0.092838
14,0.52489144,0.46560484,"('antisocial', 'social')",0.5248914,0.4656048,-0.0592866
15,0.55757046,0.48355576,"('boring', 'funny')",0.5575705,0.4835558,-0.0740147
16,-0.89749575,-0.7966819,"('unpopular', 'popular')",-0.8974957,-0.7966819,0.1008138
17,0.18796203,0.23458485,"('nasty', 'nice')",0.187962,0.2345849,0.0466229
18,-0.7366179,-0.61699736,"('disagreeable', 'welcoming')",-0.7366179,-0.6169974,0.1196205
19,-0.6712073,-0.52052593,"('inhospitable', 'hospitable')",-0.6712073,-0.5205259,0.1506814
20,0.6904609,0.57733995,"('rough', 'thoughtful')",0.6904609,0.5773399,-0.113121
21,0.11075963,0.2896775,"('immoral', 'moral')",0.1107596,0.2896775,0.1789179
22,-0.077108085,-0.15165019,"('untrustworthy', 'trustworthy')",-0.0771081,-0.1516502,-0.0745421
23,6.285199,6.497022,"('insincere', 'sincere')",6.2851992,6.4970222,0.211823
24,1.4464006,1.4676946,"('dishonest', 'honest')",1.4464006,1.4676946,0.021294
25,0.60871637,0.65189683,"('egoistic', 'altruistic')",0.6087164,0.6518968,0.0431804
26,1.3802817,1.1753514,"('hardhearted', 'benevolent')",1.3802817,1.1753514,-0.2049303
27,1.9724864,1.8565603,"('hardhearted', 'softhearted')",1.9724864,1.8565603,-0.1159261
28,1.3598644,1.2135676,"('disloyal', 'loyal')",1.3598644,1.2135676,-0.1462968
29,-0.3451983,-0.47142023,"('unfair', 'fair')",-0.3451983,-0.4714202,-0.1262219
30,1.0038228,1.1336776,"('intolerant', 'tolerant')",1.0038228,1.1336776,0.1298548
31,-1.7651547,-1.7673514,"('evil', 'good')",-1.7651547,-1.7673514,-0.0021967
32,1.2905961,1.2164866,"('unkind', 'kind')",1.2905961,1.2164866,-0.0741095
33,-0.47055313,-0.45900905,"('wrong', 'right')",-0.4705531,-0.4590091,0.011544
34,4.321126,4.6528873,"('mean', 'honorable')",4.321126,4.6528873,0.3317613
35,-0.8781543,-1.1698407,"('corrupt', 'incorrupt')",-0.8781543,-1.1698407,-0.2916864
