,moai_male,moai_female,tuple,average_male,average_female,female-male
0,0.6046575,0.50723326,"('unsociable', 'sociable')",0.6046575,0.5072333,-0.0974242
1,0.13787688,0.036751907,"('unfriendly', 'friendly')",0.1378769,0.0367519,-0.101125
2,1.1484454,1.1028968,"('unlikable', 'likable')",1.1484454,1.1028968,-0.0455486
3,0.52258134,0.6845935,"('repellent', 'pleasant')",0.5225813,0.6845935,0.1620122
4,-2.3182442,-2.507737,"('disliked', 'liked')",-2.3182442,-2.5077369,-0.1894927
5,-0.7313787,-0.8133285,"('distant', 'outgoing')",-0.7313787,-0.8133285,-0.0819498
6,-0.5084988,-0.5990911,"('distant', 'open')",-0.5084988,-0.5990911,-0.0905923
7,0.527579,0.6390893,"('insensitive', 'sensitive')",0.527579,0.6390893,0.1115103
8,-0.34761688,-0.34338918,"('unaffectionate', 'affectionate')",-0.3476169,-0.3433892,0.0042277
9,0.2236853,0.2328679,"('unaffectionate', 'caring')",0.2236853,0.2328679,0.0091826
10,-0.0006720051,0.15827638,"('unsympathetic', 'sympathetic')",-0.000672,0.1582764,0.1589484
11,0.86935085,0.871615,"('unhelpful', 'helpful')",0.8693509,0.871615,0.0022641
12,-0.4565153,-0.45081863,"('unsupportive', 'supportive')",-0.4565153,-0.4508186,0.0056967
13,0.22468793,0.23195665,"('impolite', 'polite')",0.2246879,0.2319566,0.0072687
14,0.56969583,0.6151736,"('antisocial', 'social')",0.5696958,0.6151736,0.0454778
15,0.36651558,0.16159074,"('boring', 'funny')",0.3665156,0.1615907,-0.2049249
16,-0.07700969,-0.102283806,"('unpopular', 'popular')",-0.0770097,-0.1022838,-0.0252741
17,-0.5224931,-0.47327042,"('nasty', 'nice')",-0.5224931,-0.4732704,0.0492227
18,-0.14869024,-0.11938002,"('disagreeable', 'welcoming')",-0.1486902,-0.11938,0.0293102
19,-1.1900394,-1.2342362,"('inhospitable', 'hospitable')",-1.1900394,-1.2342362,-0.0441968
20,0.059427887,0.051871717,"('rough', 'thoughtful')",0.0594279,0.0518717,-0.0075562
21,0.36622205,0.5233703,"('immoral', 'moral')",0.3662221,0.5233703,0.1571482
22,0.5598504,0.5880044,"('untrustworthy', 'trustworthy')",0.5598504,0.5880044,0.028154
23,2.9217439,2.9809167,"('insincere', 'sincere')",2.9217439,2.9809167,0.0591728
24,0.780706,0.77390766,"('dishonest', 'honest')",0.780706,0.7739077,-0.0067983
25,-0.5679581,-0.6047302,"('egoistic', 'altruistic')",-0.5679581,-0.6047302,-0.0367721
26,0.25479415,0.17254955,"('hardhearted', 'benevolent')",0.2547942,0.1725495,-0.0822447
27,-0.0053716637,-0.13297524,"('hardhearted', 'softhearted')",-0.0053717,-0.1329752,-0.1276035
28,0.07988614,0.11820634,"('disloyal', 'loyal')",0.0798861,0.1182063,0.0383202
29,-0.4309444,-0.47843713,"('unfair', 'fair')",-0.4309444,-0.4784371,-0.0474927
30,0.9617937,0.87862307,"('intolerant', 'tolerant')",0.9617937,0.8786231,-0.0831706
31,-1.7080551,-1.6913712,"('evil', 'good')",-1.7080551,-1.6913712,0.0166839
32,0.5537045,0.4421868,"('unkind', 'kind')",0.5537045,0.4421868,-0.1115177
33,-0.3618146,-0.4145756,"('wrong', 'right')",-0.3618146,-0.4145756,-0.052761
34,2.1584747,2.3631654,"('mean', 'honorable')",2.1584747,2.3631654,0.2046907
35,-1.0017836,-1.1872877,"('corrupt', 'incorrupt')",-1.0017836,-1.1872877,-0.1855041
36,-1.0459733,-1.1486069,"('hostile', 'amicable')",-1.0459733,-1.1486069,-0.1026336
37,-0.04800053,-0.06873369,"('fake', 'genuine')",-0.0480005,-0.0687337,-0.0207332
38,0.017894242,0.043537326,"('untruthful', 'truthful')",0.0178942,0.0435373,0.0256431
39,0.76352465,0.87728256,"('exploitative', 'cooperative')",0.7635247,0.8772826,0.1137579
40,-0.4058974,-0.42899507,"('stingy', 'generous')",-0.4058974,-0.4289951,-0.0230977
41,1.2823377,1.3365768,"('unforgiving', 'forgiving')",1.2823377,1.3365768,0.0542391
42,-0.6180457,-0.62424964,"('unreliable', 'reliable')",-0.6180457,-0.6242496,-0.0062039
43,0.84839606,0.91361827,"('irresponsible', 'responsible')",0.8483961,0.9136183,0.0652222
44,-0.7925162,-0.71619296,"('prejudiced', 'unprejudiced')",-0.7925162,-0.716193,0.0763232
45,0.44478828,0.55219513,"('incompetent', 'competent')",0.4447883,0.5521951,0.1074068
46,0.20711322,0.32299322,"('uncompetitive', 'competitive')",0.2071132,0.3229932,0.11588
47,2.126677,2.2202952,"('stupid', 'smart')",2.126677,2.2202952,0.0936182
48,0.19234486,0.27897206,"('unintelligent', 'intelligent')",0.1923449,0.2789721,0.0866272
49,-0.30079356,-0.12459073,"('unable', 'able')",-0.3007936,-0.1245907,0.1762029
50,0.038999125,0.017420907,"('clumsy', 'skillful')",0.0389991,0.0174209,-0.0215782
51,0.98950464,0.81385845,"('uneducated', 'educated')",0.9895046,0.8138584,-0.1756462
52,-0.53837556,-0.6786226,"('irrational', 'rational')",-0.5383756,-0.6786226,-0.140247
53,-0.3233406,-0.4362238,"('uncreative', 'creative')",-0.3233406,-0.4362238,-0.1128832
54,0.25457197,0.25437787,"('incapable', 'capable')",0.254572,0.2543779,-0.0001941
55,0.88076574,1.035087,"('incompetent', 'clever')",0.8807657,1.035087,0.1543213
56,0.7189549,0.72208244,"('impractical', 'practical')",0.7189549,0.7220824,0.0031275
57,-0.82305264,-0.8947582,"('unimaginative', 'imaginative')",-0.8230526,-0.8947582,-0.0717056
58,-0.015544651,-0.048383996,"('undiscriminating', 'discriminating')",-0.0155447,-0.048384,-0.0328393
59,0.28501585,0.26618445,"('foolish', 'wise')",0.2850159,0.2661844,-0.0188315
60,1.1189929,1.2219185,"('inefficient', 'efficient')",1.1189929,1.2219185,0.1029256
61,1.1590232,1.0510281,"('illogical', 'logical')",1.1590232,1.0510281,-0.1079951
62,1.5994385,1.6820009,"('incompetent', 'brilliant')",1.5994385,1.6820009,0.0825624
63,0.98502564,1.0742041,"('unperceptive', 'insightful')",0.9850256,1.0742041,0.0891785
64,-1.787802,-1.9104645,"('shy', 'confident')",-1.787802,-1.9104645,-0.1226625
65,0.45588845,0.583693,"('insecure', 'secure')",0.4558885,0.583693,0.1278045
66,-0.89041597,-0.94354194,"('inactive', 'active')",-0.890416,-0.9435419,-0.0531259
67,-0.20176788,-0.2063707,"('doubtful', 'determined')",-0.2017679,-0.2063707,-0.0046028
68,-0.30942377,-0.32235584,"('dependent', 'independent')",-0.3094238,-0.3223558,-0.012932
69,-1.0076327,-1.0354617,"('lazy', 'industrious')",-1.0076327,-1.0354617,-0.027829
70,1.1067785,1.1046609,"('lethargic', 'energetic')",1.1067785,1.1046609,-0.0021176
71,-0.026558042,-0.09558422,"('diffident', 'self-confident')",-0.026558,-0.0955842,-0.0690262
72,0.24576575,0.37890738,"('unambitious', 'ambitious')",0.2457657,0.3789074,0.1331417
73,-1.2023717,-1.2992494,"('helpless', 'self-reliant')",-1.2023717,-1.2992494,-0.0968777
