,medium_male,medium_female,tuple,average_male,average_female,female-male
0,0.4495686,0.21493675,"('unsociable', 'sociable')",0.4495686,0.2149367,-0.2346319
1,1.4158496,1.1781874,"('unfriendly', 'friendly')",1.4158496,1.1781874,-0.2376622
2,0.1443137,0.36685848,"('unlikable', 'likable')",0.1443137,0.3668585,0.2225448
3,0.4225949,0.55230623,"('repellent', 'pleasant')",0.4225949,0.5523062,0.1297113
4,-6.0498857,-6.315053,"('disliked', 'liked')",-6.0498857,-6.315053,-0.2651673
5,-0.36344576,-0.29004255,"('distant', 'outgoing')",-0.3634458,-0.2900425,0.0734033
6,0.070244014,0.028274238,"('distant', 'open')",0.070244,0.0282742,-0.0419698
7,0.83748186,0.79551387,"('insensitive', 'sensitive')",0.8374819,0.7955139,-0.041968
8,0.89805734,0.81080204,"('unaffectionate', 'affectionate')",0.8980573,0.810802,-0.0872553
9,1.5998845,1.4743946,"('unaffectionate', 'caring')",1.5998845,1.4743946,-0.1254899
10,0.85384035,0.9449662,"('unsympathetic', 'sympathetic')",0.8538404,0.9449662,0.0911258
11,2.0947647,2.140826,"('unhelpful', 'helpful')",2.0947647,2.140826,0.0460613
12,-1.5536395,-1.6359705,"('unsupportive', 'supportive')",-1.5536395,-1.6359705,-0.082331
13,-0.16632518,-0.10060999,"('impolite', 'polite')",-0.1663252,-0.10061,0.0657152
14,-0.29674077,-0.30184656,"('antisocial', 'social')",-0.2967408,-0.3018466,-0.0051058
15,1.2139862,1.1330305,"('boring', 'funny')",1.2139862,1.1330305,-0.0809557
16,0.47052884,0.35482746,"('unpopular', 'popular')",0.4705288,0.3548275,-0.1157013
17,-0.1107816,-0.029769614,"('nasty', 'nice')",-0.1107816,-0.0297696,0.081012
18,-0.710378,-0.8185493,"('disagreeable', 'welcoming')",-0.710378,-0.8185493,-0.1081713
19,-0.3469955,-0.34410286,"('inhospitable', 'hospitable')",-0.3469955,-0.3441029,0.0028926
20,0.59102696,0.49761868,"('rough', 'thoughtful')",0.591027,0.4976187,-0.0934083
21,-0.16509032,-0.021864418,"('immoral', 'moral')",-0.1650903,-0.0218644,0.1432259
22,-0.6400435,-0.4824775,"('untrustworthy', 'trustworthy')",-0.6400435,-0.4824775,0.157566
23,5.860185,5.9348345,"('insincere', 'sincere')",5.8601851,5.9348345,0.0746494
24,0.96821576,1.0426844,"('dishonest', 'honest')",0.9682158,1.0426844,0.0744686
25,1.0460272,0.87727666,"('egoistic', 'altruistic')",1.0460272,0.8772767,-0.1687505
26,1.0740992,0.84621143,"('hardhearted', 'benevolent')",1.0740992,0.8462114,-0.2278878
27,1.3587683,1.1795111,"('hardhearted', 'softhearted')",1.3587683,1.1795111,-0.1792572
28,1.1226897,0.960874,"('disloyal', 'loyal')",1.1226897,0.960874,-0.1618157
29,-0.6053798,-0.6994119,"('unfair', 'fair')",-0.6053798,-0.6994119,-0.0940321
30,1.1338067,1.0952679,"('intolerant', 'tolerant')",1.1338067,1.0952679,-0.0385388
31,-1.305294,-1.3863469,"('evil', 'good')",-1.305294,-1.3863469,-0.0810529
32,1.1156844,1.0510483,"('unkind', 'kind')",1.1156844,1.0510483,-0.0646361
33,-0.4092865,-0.53117996,"('wrong', 'right')",-0.4092865,-0.53118,-0.1218935
34,4.189123,4.424491,"('mean', 'honorable')",4.1891232,4.4244909,0.2353677
35,-0.39877117,-0.6446495,"('corrupt', 'incorrupt')",-0.3987712,-0.6446495,-0.2458783
36,-0.2261176,-0.50053614,"('hostile', 'amicable')",-0.2261176,-0.5005361,-0.2744185
37,0.3802386,0.30638948,"('fake', 'genuine')",0.3802386,0.3063895,-0.0738491
38,0.10872741,0.046601392,"('untruthful', 'truthful')",0.1087274,0.0466014,-0.062126
39,-0.038028926,-0.04925656,"('exploitative', 'cooperative')",-0.0380289,-0.0492566,-0.0112277
