,kumquat_male,kumquat_female,tuple,average_male,average_female,female-male
0,-0.2815976,-0.36397803,"('unsociable', 'sociable')",-0.2815976,-0.363978,-0.0823804
1,-0.7492569,-0.9357341,"('unfriendly', 'friendly')",-0.7492569,-0.9357341,-0.1864772
2,0.84498936,0.8167648,"('unlikable', 'likable')",0.8449894,0.8167648,-0.0282246
3,-0.39103678,-0.2785391,"('repellent', 'pleasant')",-0.3910368,-0.2785391,0.1124977
4,-1.0782549,-1.0835605,"('disliked', 'liked')",-1.0782549,-1.0835605,-0.0053056
5,-0.5973412,-0.6010626,"('distant', 'outgoing')",-0.5973412,-0.6010626,-0.0037214
6,-0.80951947,-0.7855826,"('distant', 'open')",-0.8095195,-0.7855826,0.0239369
7,-0.6130578,-0.58981043,"('insensitive', 'sensitive')",-0.6130578,-0.5898104,0.0232474
8,-1.2626351,-1.3573524,"('unaffectionate', 'affectionate')",-1.2626351,-1.3573524,-0.0947173
9,-1.0142034,-1.1097726,"('unaffectionate', 'caring')",-1.0142034,-1.1097726,-0.0955692
10,-0.902951,-0.8871822,"('unsympathetic', 'sympathetic')",-0.902951,-0.8871822,0.0157688
11,-0.4388158,-0.45623904,"('unhelpful', 'helpful')",-0.4388158,-0.456239,-0.0174232
12,-1.3902031,-1.2847632,"('unsupportive', 'supportive')",-1.3902031,-1.2847632,0.1054399
13,-0.53701735,-0.5490004,"('impolite', 'polite')",-0.5370173,-0.5490004,-0.0119831
14,-0.10710713,-0.13028571,"('antisocial', 'social')",-0.1071071,-0.1302857,-0.0231786
15,1.194143,1.0831009,"('boring', 'funny')",1.1941431,1.0831009,-0.1110422
16,0.33445475,0.2496728,"('unpopular', 'popular')",0.3344547,0.2496728,-0.0847819
17,-0.11809982,-0.06959747,"('nasty', 'nice')",-0.1180998,-0.0695975,0.0485023
18,-0.65280384,-0.64583886,"('disagreeable', 'welcoming')",-0.6528038,-0.6458389,0.0069649
19,-1.0403428,-0.9873922,"('inhospitable', 'hospitable')",-1.0403428,-0.9873922,0.0529506
20,0.0038316809,-0.051605087,"('rough', 'thoughtful')",0.0038317,-0.0516051,-0.0554368
