,sepal_male,sepal_female,tuple,average_male,average_female,female-male
0,-0.3031197,-0.4980137,"('unsociable', 'sociable')",-0.3031197,-0.4980137,-0.194894
1,-0.03076308,-0.3519902,"('unfriendly', 'friendly')",-0.0307631,-0.3519902,-0.3212271
2,0.027452637,-0.017584855,"('unlikable', 'likable')",0.0274526,-0.0175849,-0.0450375
3,-0.2225524,-0.1252434,"('repellent', 'pleasant')",-0.2225524,-0.1252434,0.097309
4,-3.0882964,-3.1358156,"('disliked', 'liked')",-3.0882964,-3.1358156,-0.0475192
5,-1.1101357,-1.0679835,"('distant', 'outgoing')",-1.1101357,-1.0679835,0.0421522
6,-1.407522,-1.4363321,"('distant', 'open')",-1.407522,-1.4363321,-0.0288101
7,0.2754499,0.24316514,"('insensitive', 'sensitive')",0.2754499,0.2431651,-0.0322848
8,-0.06365592,-0.20570926,"('unaffectionate', 'affectionate')",-0.0636559,-0.2057093,-0.1420534
9,-0.31630397,-0.49196473,"('unaffectionate', 'caring')",-0.316304,-0.4919647,-0.1756607
10,-0.3907639,-0.45429057,"('unsympathetic', 'sympathetic')",-0.3907639,-0.4542906,-0.0635267
11,0.7089029,0.6556107,"('unhelpful', 'helpful')",0.7089029,0.6556107,-0.0532922
12,-1.0552584,-1.034174,"('unsupportive', 'supportive')",-1.0552584,-1.034174,0.0210844
13,-0.5527756,-0.7098235,"('impolite', 'polite')",-0.5527756,-0.7098235,-0.1570479
14,0.0046068802,0.01920026,"('antisocial', 'social')",0.0046069,0.0192003,0.0145934
15,0.26502976,0.17276394,"('boring', 'funny')",0.2650298,0.1727639,-0.0922659
16,-0.057704195,-0.09804115,"('unpopular', 'popular')",-0.0577042,-0.0980411,-0.0403369
17,-0.36900225,-0.33957854,"('nasty', 'nice')",-0.3690023,-0.3395785,0.0294238
18,-0.2726392,-0.3331812,"('disagreeable', 'welcoming')",-0.2726392,-0.3331812,-0.060542
19,-1.1295582,-1.1863616,"('inhospitable', 'hospitable')",-1.1295582,-1.1863616,-0.0568034
20,0.5019953,0.4714386,"('rough', 'thoughtful')",0.5019953,0.4714386,-0.0305567
21,0.34322423,0.23708057,"('immoral', 'moral')",0.3432242,0.2370806,-0.1061436
22,-0.12317969,-0.18708105,"('untrustworthy', 'trustworthy')",-0.1231797,-0.1870811,-0.0639014
23,2.5866086,2.5116162,"('insincere', 'sincere')",2.5866086,2.5116162,-0.0749924
24,-0.029404033,-0.13789764,"('dishonest', 'honest')",-0.029404,-0.1378976,-0.1084936
25,0.3634452,0.25220194,"('egoistic', 'altruistic')",0.3634452,0.2522019,-0.1112433
26,0.33343327,0.016434452,"('hardhearted', 'benevolent')",0.3334333,0.0164345,-0.3169988
27,-0.014867604,-0.089773394,"('hardhearted', 'softhearted')",-0.0148676,-0.0897734,-0.0749058
28,0.6605512,0.4213072,"('disloyal', 'loyal')",0.6605512,0.4213072,-0.239244
29,-0.77323115,-0.8766118,"('unfair', 'fair')",-0.7732311,-0.8766118,-0.1033807
30,0.4553559,0.3206484,"('intolerant', 'tolerant')",0.4553559,0.3206484,-0.1347075
