,raiment_male,raiment_female,tuple,average_male,average_female,female-male
0,0.33408055,0.027778294,"('unsociable', 'sociable')",0.3340805,0.0277783,-0.3063022
1,-0.78662926,-0.8798825,"('unfriendly', 'friendly')",-0.7866293,-0.8798825,-0.0932532
2,0.839855,0.9718866,"('unlikable', 'likable')",0.839855,0.9718866,0.1320316
3,0.02328319,0.12092733,"('repellent', 'pleasant')",0.0232832,0.1209273,0.0976441
4,-3.6177385,-3.4919784,"('disliked', 'liked')",-3.6177385,-3.4919784,0.1257601
5,-1.8912097,-1.8895007,"('distant', 'outgoing')",-1.8912097,-1.8895007,0.001709
6,-1.9577984,-1.9977552,"('distant', 'open')",-1.9577984,-1.9977552,-0.0399568
7,0.44345224,0.2990662,"('insensitive', 'sensitive')",0.4434522,0.2990662,-0.144386
8,-1.0968393,-1.0324587,"('unaffectionate', 'affectionate')",-1.0968393,-1.0324587,0.0643806
9,-0.36026087,-0.43730626,"('unaffectionate', 'caring')",-0.3602609,-0.4373063,-0.0770454
10,0.96561956,0.79764277,"('unsympathetic', 'sympathetic')",0.9656196,0.7976428,-0.1679768
11,1.4984617,1.4831012,"('unhelpful', 'helpful')",1.4984617,1.4831012,-0.0153605
12,-1.0090007,-0.98922807,"('unsupportive', 'supportive')",-1.0090007,-0.9892281,0.0197726
13,0.74912983,0.6515651,"('impolite', 'polite')",0.7491298,0.6515651,-0.0975647
14,1.3037753,1.1339518,"('antisocial', 'social')",1.3037753,1.1339518,-0.1698235
15,0.04785845,-0.13188541,"('boring', 'funny')",0.0478585,-0.1318854,-0.1797439
16,-0.50803757,-0.40346825,"('unpopular', 'popular')",-0.5080376,-0.4034683,0.1045693
17,-0.29326683,-0.30243567,"('nasty', 'nice')",-0.2932668,-0.3024357,-0.0091689
18,-0.7195653,-0.76359534,"('disagreeable', 'welcoming')",-0.7195653,-0.7635953,-0.04403
19,-0.86466974,-0.91089773,"('inhospitable', 'hospitable')",-0.8646697,-0.9108977,-0.046228
20,0.1608846,0.068858124,"('rough', 'thoughtful')",0.1608846,0.0688581,-0.0920265
21,1.3867393,1.3026175,"('immoral', 'moral')",1.3867393,1.3026175,-0.0841218
22,0.65228873,0.57822686,"('untrustworthy', 'trustworthy')",0.6522887,0.5782269,-0.0740618
23,3.5936992,3.326406,"('insincere', 'sincere')",3.5936992,3.326406,-0.2672932
24,0.9728191,0.842327,"('dishonest', 'honest')",0.9728191,0.842327,-0.1304921
25,0.3412759,0.31975356,"('egoistic', 'altruistic')",0.3412759,0.3197536,-0.0215223
26,0.33377022,0.13400868,"('hardhearted', 'benevolent')",0.3337702,0.1340087,-0.1997615
27,0.37281233,0.20668966,"('hardhearted', 'softhearted')",0.3728123,0.2066897,-0.1661226
28,0.84216404,0.7103162,"('disloyal', 'loyal')",0.842164,0.7103162,-0.1318478
29,-0.8353669,-0.82323647,"('unfair', 'fair')",-0.8353669,-0.8232365,0.0121304
