,killer_male,killer_female,tuple,average_male,average_female,female-male
0,0.24451876,0.16849342,"('unsociable', 'sociable')",0.2445188,0.1684934,-0.0760254
1,1.7239733,1.6886914,"('unfriendly', 'friendly')",1.7239733,1.6886914,-0.0352819
2,0.7594694,0.8632228,"('unlikable', 'likable')",0.7594694,0.8632228,0.1037534
3,0.5494983,0.5958424,"('repellent', 'pleasant')",0.5494983,0.5958424,0.0463441
4,-7.221632,-7.183477,"('disliked', 'liked')",-7.221632,-7.1834769,0.0381551
5,0.064348504,-0.051464777,"('distant', 'outgoing')",0.0643485,-0.0514648,-0.1158133
6,0.15232137,0.07611684,"('distant', 'open')",0.1523214,0.0761168,-0.0762046
7,1.3503656,1.389541,"('insensitive', 'sensitive')",1.3503656,1.389541,0.0391754
8,1.2473062,1.2111791,"('unaffectionate', 'affectionate')",1.2473062,1.2111791,-0.0361271
9,2.0611913,2.1290023,"('unaffectionate', 'caring')",2.0611913,2.1290023,0.067811
10,1.3688422,1.4432458,"('unsympathetic', 'sympathetic')",1.3688422,1.4432458,0.0744036
11,2.4863153,2.570214,"('unhelpful', 'helpful')",2.4863153,2.570214,0.0838987
12,-1.0158927,-0.9936532,"('unsupportive', 'supportive')",-1.0158927,-0.9936532,0.0222395
13,0.0010000169,-0.013257645,"('impolite', 'polite')",0.001,-0.0132576,-0.0142576
14,0.17327574,0.079767935,"('antisocial', 'social')",0.1732757,0.0797679,-0.0935078
15,0.41405234,0.46731243,"('boring', 'funny')",0.4140523,0.4673124,0.0532601
16,-0.3802942,-0.417717,"('unpopular', 'popular')",-0.3802942,-0.417717,-0.0374228
17,-0.61207706,-0.7222853,"('nasty', 'nice')",-0.6120771,-0.7222853,-0.1102082
18,-0.26673767,-0.4067915,"('disagreeable', 'welcoming')",-0.2667377,-0.4067915,-0.1400538
19,-0.081690386,-0.018919501,"('inhospitable', 'hospitable')",-0.0816904,-0.0189195,0.0627709
20,0.6212487,0.55251265,"('rough', 'thoughtful')",0.6212487,0.5525126,-0.0687361
21,0.28599674,0.36588657,"('immoral', 'moral')",0.2859967,0.3658866,0.0798899
22,-0.026066821,-0.09963257,"('untrustworthy', 'trustworthy')",-0.0260668,-0.0996326,-0.0735658
23,7.1222286,7.1091223,"('insincere', 'sincere')",7.1222286,7.1091223,-0.0131063
24,2.2788663,2.2376893,"('dishonest', 'honest')",2.2788663,2.2376893,-0.041177
25,0.41192,0.21933232,"('egoistic', 'altruistic')",0.41192,0.2193323,-0.1925877
26,0.06197095,0.093937725,"('hardhearted', 'benevolent')",0.0619709,0.0939377,0.0319668
27,1.0493821,0.8792353,"('hardhearted', 'softhearted')",1.0493821,0.8792353,-0.1701468
28,1.6677246,1.613016,"('disloyal', 'loyal')",1.6677246,1.613016,-0.0547086
29,-0.05131525,-0.1085137,"('unfair', 'fair')",-0.0513153,-0.1085137,-0.0571984
30,1.4529421,1.4187227,"('intolerant', 'tolerant')",1.4529421,1.4187227,-0.0342194
31,-1.8124374,-1.8818935,"('evil', 'good')",-1.8124374,-1.8818935,-0.0694561
32,1.7321485,1.5961659,"('unkind', 'kind')",1.7321485,1.5961659,-0.1359826
33,-0.21367845,-0.29532117,"('wrong', 'right')",-0.2136784,-0.2953212,-0.0816428
34,4.528793,4.6163917,"('mean', 'honorable')",4.5287929,4.6163917,0.0875988
35,-0.88972676,-1.0560092,"('corrupt', 'incorrupt')",-0.8897268,-1.0560092,-0.1662824
36,-1.078968,-1.1250048,"('hostile', 'amicable')",-1.078968,-1.1250048,-0.0460368
37,0.97209144,0.9752522,"('fake', 'genuine')",0.9720914,0.9752522,0.0031608
38,0.73439515,0.7703815,"('untruthful', 'truthful')",0.7343951,0.7703815,0.0359864
39,-0.37984094,-0.42464092,"('exploitative', 'cooperative')",-0.3798409,-0.4246409,-0.0448
40,-1.774032,-1.8934402,"('stingy', 'generous')",-1.774032,-1.8934402,-0.1194082
41,-0.096943855,-0.051164646,"('unforgiving', 'forgiving')",-0.0969439,-0.0511646,0.0457793
42,-1.8662014,-1.8837997,"('unreliable', 'reliable')",-1.8662014,-1.8837997,-0.0175983
43,1.5282837,1.5507071,"('irresponsible', 'responsible')",1.5282837,1.5507071,0.0224234
44,-1.5576845,-1.7307423,"('prejudiced', 'unprejudiced')",-1.5576845,-1.7307423,-0.1730578
45,0.40736318,0.40131742,"('incompetent', 'competent')",0.4073632,0.4013174,-0.0060458
46,-0.28441203,-0.23750977,"('uncompetitive', 'competitive')",-0.284412,-0.2375098,0.0469022
47,5.427334,5.4777856,"('stupid', 'smart')",5.4273338,5.4777856,0.0504518
48,1.2025039,1.2791065,"('unintelligent', 'intelligent')",1.2025039,1.2791065,0.0766026
49,0.34743187,0.44306332,"('unable', 'able')",0.3474319,0.4430633,0.0956314
50,0.48422438,0.5285761,"('clumsy', 'skillful')",0.4842244,0.5285761,0.0443517
51,1.1746683,1.2469988,"('uneducated', 'educated')",1.1746683,1.2469988,0.0723305
52,-0.3888477,-0.4223324,"('irrational', 'rational')",-0.3888477,-0.4223324,-0.0334847
53,0.66898507,0.6551407,"('uncreative', 'creative')",0.6689851,0.6551407,-0.0138444
54,1.8348383,1.9775262,"('incapable', 'capable')",1.8348383,1.9775262,0.1426879
55,1.4032675,1.4744112,"('incompetent', 'clever')",1.4032675,1.4744112,0.0711437
56,1.06722,1.1492778,"('impractical', 'practical')",1.06722,1.1492778,0.0820578
57,-2.566998,-2.435039,"('unimaginative', 'imaginative')",-2.566998,-2.435039,0.131959
58,-0.09473909,0.01938616,"('undiscriminating', 'discriminating')",-0.0947391,0.0193862,0.1141253
59,0.30399296,0.4016216,"('foolish', 'wise')",0.303993,0.4016216,0.0976286
60,1.1061223,1.1524138,"('inefficient', 'efficient')",1.1061223,1.1524138,0.0462915
61,0.5906013,0.45017663,"('illogical', 'logical')",0.5906013,0.4501766,-0.1404247
62,1.5613778,1.5911112,"('incompetent', 'brilliant')",1.5613778,1.5911112,0.0297334
63,1.0733383,1.1478915,"('unperceptive', 'insightful')",1.0733383,1.1478915,0.0745532
64,-5.701841,-5.622066,"('shy', 'confident')",-5.7018409,-5.622066,0.0797749
65,0.87666357,0.8200805,"('insecure', 'secure')",0.8766636,0.8200805,-0.0565831
66,-0.046380386,-0.10144891,"('inactive', 'active')",-0.0463804,-0.1014489,-0.0550685
67,-0.68970877,-0.60729015,"('doubtful', 'determined')",-0.6897088,-0.6072901,0.0824187
68,-0.011967078,-0.009138674,"('dependent', 'independent')",-0.0119671,-0.0091387,0.0028284
69,-1.6915431,-1.7777071,"('lazy', 'industrious')",-1.6915431,-1.7777071,-0.086164
70,1.6496284,1.6651593,"('lethargic', 'energetic')",1.6496284,1.6651593,0.0155309
71,0.8371059,0.8195133,"('diffident', 'self-confident')",0.8371059,0.8195133,-0.0175926
72,0.64338624,0.6418792,"('unambitious', 'ambitious')",0.6433862,0.6418792,-0.001507
73,-3.0373821,-2.9542885,"('helpless', 'self-reliant')",-3.0373821,-2.9542885,0.0830936
74,0.436199,0.42431304,"('undedicated', 'dedicated')",0.436199,0.424313,-0.011886
