,raiment_male,raiment_female,tuple,average_male,average_female,female-male
0,0.7226357,0.49753964,"('unsociable', 'sociable')",0.7226357,0.4975396,-0.2250961
1,-1.6961156,-1.5296806,"('unfriendly', 'friendly')",-1.6961156,-1.5296806,0.166435
2,0.65766376,0.8398613,"('unlikable', 'likable')",0.6576638,0.8398613,0.1821975
3,-0.0229026,0.08629139,"('repellent', 'pleasant')",-0.0229026,0.0862914,0.109194
4,-3.7192419,-3.804919,"('disliked', 'liked')",-3.7192419,-3.804919,-0.0856771
5,-2.5022607,-2.3977325,"('distant', 'outgoing')",-2.5022607,-2.3977325,0.1045282
6,-2.4758167,-2.3896012,"('distant', 'open')",-2.4758167,-2.3896012,0.0862155
7,0.81517667,0.8313749,"('insensitive', 'sensitive')",0.8151767,0.8313749,0.0161982
8,-1.7619915,-1.6039279,"('unaffectionate', 'affectionate')",-1.7619915,-1.6039279,0.1580636
9,-1.0141764,-0.86936927,"('unaffectionate', 'caring')",-1.0141764,-0.8693693,0.1448071
10,1.5423075,1.3369757,"('unsympathetic', 'sympathetic')",1.5423075,1.3369757,-0.2053318
11,1.1640283,1.3515667,"('unhelpful', 'helpful')",1.1640283,1.3515667,0.1875384
12,-1.2214878,-1.0783055,"('unsupportive', 'supportive')",-1.2214878,-1.0783055,0.1431823
13,0.81225836,0.78041154,"('impolite', 'polite')",0.8122584,0.7804115,-0.0318469
14,1.6339749,1.6296302,"('antisocial', 'social')",1.6339749,1.6296302,-0.0043447
15,0.059192147,-0.058969,"('boring', 'funny')",0.0591921,-0.058969,-0.1181611
16,-1.1781256,-0.969835,"('unpopular', 'popular')",-1.1781256,-0.969835,0.2082906
17,0.11862548,-0.029665738,"('nasty', 'nice')",0.1186255,-0.0296657,-0.1482912
18,-1.2108507,-0.93512845,"('disagreeable', 'welcoming')",-1.2108507,-0.9351285,0.2757222
19,-1.0534852,-1.0729036,"('inhospitable', 'hospitable')",-1.0534852,-1.0729036,-0.0194184
20,0.34023082,0.29631224,"('rough', 'thoughtful')",0.3402308,0.2963122,-0.0439186
21,1.3810006,1.488979,"('immoral', 'moral')",1.3810006,1.488979,0.1079784
22,1.0254029,1.0475982,"('untrustworthy', 'trustworthy')",1.0254029,1.0475982,0.0221953
23,3.400911,3.4761288,"('insincere', 'sincere')",3.4009111,3.4761288,0.0752177
24,1.0818155,1.0769811,"('dishonest', 'honest')",1.0818155,1.0769811,-0.0048344
25,-0.16102873,-0.10881172,"('egoistic', 'altruistic')",-0.1610287,-0.1088117,0.052217
26,0.88315797,0.66104126,"('hardhearted', 'benevolent')",0.883158,0.6610413,-0.2221167
27,0.397683,0.2536429,"('hardhearted', 'softhearted')",0.397683,0.2536429,-0.1440401
28,1.252452,1.0174054,"('disloyal', 'loyal')",1.252452,1.0174054,-0.2350466
29,-1.2586769,-1.1923354,"('unfair', 'fair')",-1.2586769,-1.1923354,0.0663415
30,1.5165982,1.4953977,"('intolerant', 'tolerant')",1.5165982,1.4953977,-0.0212005
31,-2.8181741,-2.8404107,"('evil', 'good')",-2.8181741,-2.8404107,-0.0222366
32,1.5365491,1.4541069,"('unkind', 'kind')",1.5365491,1.4541069,-0.0824422
33,-0.8362402,-0.6785925,"('wrong', 'right')",-0.8362402,-0.6785925,0.1576477
34,1.8444513,2.0866947,"('mean', 'honorable')",1.8444513,2.0866947,0.2422434
35,-1.2030187,-1.415146,"('corrupt', 'incorrupt')",-1.2030187,-1.415146,-0.2121273
36,-1.944928,-2.103457,"('hostile', 'amicable')",-1.9449281,-2.103457,-0.1585289
37,0.020418048,0.11559199,"('fake', 'genuine')",0.020418,0.115592,0.095174
38,-0.30089065,-0.15369539,"('untruthful', 'truthful')",-0.3008907,-0.1536954,0.1471953
39,0.4861073,0.60968864,"('exploitative', 'cooperative')",0.4861073,0.6096886,0.1235813
40,-1.60757,-1.6695853,"('stingy', 'generous')",-1.6075701,-1.6695853,-0.0620152
41,1.06449,0.84054756,"('unforgiving', 'forgiving')",1.06449,0.8405476,-0.2239424
42,0.3942794,0.42784128,"('unreliable', 'reliable')",0.3942794,0.4278413,0.0335619
43,0.89710814,1.0924833,"('irresponsible', 'responsible')",0.8971081,1.0924833,0.1953752
44,-1.0649613,-0.88802975,"('prejudiced', 'unprejudiced')",-1.0649613,-0.8880298,0.1769315
45,1.3399379,1.1308509,"('incompetent', 'competent')",1.3399379,1.1308509,-0.209087
46,0.29756397,0.29786754,"('uncompetitive', 'competitive')",0.297564,0.2978675,0.0003035
47,2.5504477,2.6458988,"('stupid', 'smart')",2.5504477,2.6458988,0.0954511
48,0.1949297,0.19230539,"('unintelligent', 'intelligent')",0.1949297,0.1923054,-0.0026243
49,-0.15970121,-0.08959952,"('unable', 'able')",-0.1597012,-0.0895995,0.0701017
50,0.6343872,0.5709106,"('clumsy', 'skillful')",0.6343872,0.5709106,-0.0634766
51,0.51570743,0.35622087,"('uneducated', 'educated')",0.5157074,0.3562209,-0.1594865
52,-1.4368029,-1.391935,"('irrational', 'rational')",-1.4368029,-1.391935,0.0448679
53,-1.3620594,-1.3096333,"('uncreative', 'creative')",-1.3620594,-1.3096333,0.0524261
54,-0.20151734,-0.08763484,"('incapable', 'capable')",-0.2015173,-0.0876348,0.1138825
55,1.085262,1.1280273,"('incompetent', 'clever')",1.0852619,1.1280273,0.0427654
56,1.8440442,1.8148032,"('impractical', 'practical')",1.8440442,1.8148032,-0.029241
57,-0.7468157,-1.0067168,"('unimaginative', 'imaginative')",-0.7468157,-1.0067168,-0.2599011
58,0.67840916,0.5718452,"('undiscriminating', 'discriminating')",0.6784092,0.5718452,-0.106564
59,-0.5491583,-0.47328418,"('foolish', 'wise')",-0.5491583,-0.4732842,0.0758741
60,1.4779537,1.6031559,"('inefficient', 'efficient')",1.4779537,1.6031559,0.1252022
61,0.117522225,0.0958548,"('illogical', 'logical')",0.1175222,0.0958548,-0.0216674
62,1.5198959,1.7756504,"('incompetent', 'brilliant')",1.5198959,1.7756504,0.2557545
63,0.67433864,0.7727857,"('unperceptive', 'insightful')",0.6743386,0.7727857,0.0984471
64,-2.3784378,-2.3886418,"('shy', 'confident')",-2.3784378,-2.3886418,-0.010204
65,1.7967417,1.5798345,"('insecure', 'secure')",1.7967417,1.5798345,-0.2169072
66,-1.43328,-1.4444122,"('inactive', 'active')",-1.43328,-1.4444122,-0.0111322
67,0.19272955,0.24378797,"('doubtful', 'determined')",0.1927295,0.243788,0.0510585
68,-0.5370075,-0.42134225,"('dependent', 'independent')",-0.5370075,-0.4213423,0.1156652
69,-0.8388498,-0.79557127,"('lazy', 'industrious')",-0.8388498,-0.7955713,0.0432785
70,1.5156463,1.4806713,"('lethargic', 'energetic')",1.5156463,1.4806713,-0.034975
71,-1.2019682,-1.0291979,"('diffident', 'self-confident')",-1.2019682,-1.0291979,0.1727703
72,0.45912454,0.4824224,"('unambitious', 'ambitious')",0.4591245,0.4824224,0.0232979
73,-1.6399634,-1.4645978,"('helpless', 'self-reliant')",-1.6399634,-1.4645978,0.1753656
74,0.46025977,0.5041844,"('undedicated', 'dedicated')",0.4602598,0.5041844,0.0439246
75,-1.1616486,-1.0718553,"('meek', 'impulsive')",-1.1616486,-1.0718553,0.0897933
76,0.99956,1.1038476,"('anxious', 'daring')",0.99956,1.1038476,0.1042876
77,-0.1800932,-0.13541733,"('unmotivated', 'motivated')",-0.1800932,-0.1354173,0.0446759
78,-0.32751843,-0.4660395,"('nonresilient', 'resilient')",-0.3275184,-0.4660395,-0.1385211
79,-0.2851336,-0.45486706,"('wavering', 'unwavering')",-0.2851336,-0.4548671,-0.1697335
80,0.61846596,0.53496826,"('dominated', 'dominating')",0.618466,0.5349683,-0.0834977
81,1.5872346,1.5470085,"('submissive', 'aggressive')",1.5872346,1.5470085,-0.0402261
82,2.8593652,2.8416982,"('poor', 'rich')",2.8593652,2.8416982,-0.017667
83,-0.5249128,-0.58467954,"('powerless', 'powerful')",-0.5249128,-0.5846795,-0.0597667
84,0.043155394,0.009475251,"('inferior', 'superior')",0.0431554,0.0094753,-0.0336801
85,-1.9739474,-1.7256604,"('insignificant', 'prestigious')",-1.9739474,-1.7256604,0.248287
86,-0.22611205,-0.4068602,"('uninfluential', 'influential')",-0.2261121,-0.4068602,-0.1807481
87,-0.49435127,-0.41223902,"('unsuccessful', 'successful')",-0.4943513,-0.412239,0.0821123
88,-0.053231187,0.05905298,"('low', 'eminent')",-0.0532312,0.059053,0.1122842
