,regulator_male,regulator_female,tuple,average_male,average_female,female-male
0,0.5354807,0.53293097,"('unsociable', 'sociable')",0.5354807,0.532931,-0.0025497
1,0.7598846,0.63713247,"('unfriendly', 'friendly')",0.7598846,0.6371325,-0.1227521
2,0.1352197,0.14678916,"('unlikable', 'likable')",0.1352197,0.1467892,0.0115695
3,0.8268391,0.88898665,"('repellent', 'pleasant')",0.8268391,0.8889866,0.0621475
4,-7.0596976,-7.1079564,"('disliked', 'liked')",-7.0596976,-7.1079564,-0.0482588
5,-1.2602916,-1.3659854,"('distant', 'outgoing')",-1.2602916,-1.3659854,-0.1056938
6,-0.6102357,-0.747769,"('distant', 'open')",-0.6102357,-0.747769,-0.1375333
7,1.6423179,1.7458452,"('insensitive', 'sensitive')",1.6423179,1.7458452,0.1035273
8,0.7242839,0.5633402,"('unaffectionate', 'affectionate')",0.7242839,0.5633402,-0.1609437
9,1.3936564,1.3027853,"('unaffectionate', 'caring')",1.3936564,1.3027853,-0.0908711
10,1.2194322,1.3023523,"('unsympathetic', 'sympathetic')",1.2194322,1.3023523,0.0829201
11,1.6584965,1.7585117,"('unhelpful', 'helpful')",1.6584965,1.7585117,0.1000152
12,-1.1563172,-1.1337484,"('unsupportive', 'supportive')",-1.1563172,-1.1337484,0.0225688
13,-0.0059765875,0.04412937,"('impolite', 'polite')",-0.0059766,0.0441294,0.050106
14,0.80025095,0.84727556,"('antisocial', 'social')",0.8002509,0.8472756,0.0470247
15,-0.2845399,-0.39595956,"('boring', 'funny')",-0.2845399,-0.3959596,-0.1114197
16,-0.76989174,-0.7730243,"('unpopular', 'popular')",-0.7698917,-0.7730243,-0.0031326
17,-0.26588088,-0.2682386,"('nasty', 'nice')",-0.2658809,-0.2682386,-0.0023577
18,-0.8527882,-0.97767717,"('disagreeable', 'welcoming')",-0.8527882,-0.9776772,-0.124889
19,-0.98466367,-1.0363505,"('inhospitable', 'hospitable')",-0.9846637,-1.0363505,-0.0516868
20,0.865442,0.8581684,"('rough', 'thoughtful')",0.865442,0.8581684,-0.0072736
21,0.14386293,0.2579064,"('immoral', 'moral')",0.1438629,0.2579064,0.1140435
22,0.08468917,0.11441891,"('untrustworthy', 'trustworthy')",0.0846892,0.1144189,0.0297297
23,6.2377753,6.234831,"('insincere', 'sincere')",6.2377753,6.2348309,-0.0029444
24,1.0538702,0.9629317,"('dishonest', 'honest')",1.0538702,0.9629317,-0.0909385
25,0.2420447,0.11025093,"('egoistic', 'altruistic')",0.2420447,0.1102509,-0.1317938
26,1.9722449,1.9324342,"('hardhearted', 'benevolent')",1.9722449,1.9324342,-0.0398107
27,1.1112787,0.88043416,"('hardhearted', 'softhearted')",1.1112787,0.8804342,-0.2308445
28,1.3394896,1.3475373,"('disloyal', 'loyal')",1.3394896,1.3475373,0.0080477
29,-0.51411825,-0.65112126,"('unfair', 'fair')",-0.5141183,-0.6511213,-0.137003
30,1.3361723,1.3938167,"('intolerant', 'tolerant')",1.3361723,1.3938167,0.0576444
31,-2.0227637,-2.1240978,"('evil', 'good')",-2.0227637,-2.1240978,-0.1013341
32,1.3374887,1.2742983,"('unkind', 'kind')",1.3374887,1.2742983,-0.0631904
33,-0.41195393,-0.48737186,"('wrong', 'right')",-0.4119539,-0.4873719,-0.075418
34,4.6663575,4.7621765,"('mean', 'honorable')",4.6663575,4.7621765,0.095819
35,-1.492578,-1.6999264,"('corrupt', 'incorrupt')",-1.492578,-1.6999264,-0.2073484
36,-0.70437825,-0.8688617,"('hostile', 'amicable')",-0.7043782,-0.8688617,-0.1644835
37,0.41183472,0.37322217,"('fake', 'genuine')",0.4118347,0.3732222,-0.0386125
38,0.013590075,0.05788543,"('untruthful', 'truthful')",0.0135901,0.0578854,0.0442953
39,0.33062643,0.34218007,"('exploitative', 'cooperative')",0.3306264,0.3421801,0.0115537
40,-1.6735233,-1.8157537,"('stingy', 'generous')",-1.6735233,-1.8157537,-0.1422304
41,0.023451481,-0.036851935,"('unforgiving', 'forgiving')",0.0234515,-0.0368519,-0.0603034
42,-2.109476,-2.065536,"('unreliable', 'reliable')",-2.1094761,-2.065536,0.0439401
43,1.4826404,1.5259373,"('irresponsible', 'responsible')",1.4826404,1.5259373,0.0432969
44,-1.6624368,-1.6977037,"('prejudiced', 'unprejudiced')",-1.6624368,-1.6977037,-0.0352669
45,0.57223034,0.6392325,"('incompetent', 'competent')",0.5722303,0.6392325,0.0670022
46,0.043294184,0.18330607,"('uncompetitive', 'competitive')",0.0432942,0.1833061,0.1400119
47,5.7148175,5.8021407,"('stupid', 'smart')",5.7148175,5.8021407,0.0873232
48,0.5271083,0.57948565,"('unintelligent', 'intelligent')",0.5271083,0.5794857,0.0523774
49,-0.029866762,0.0063313916,"('unable', 'able')",-0.0298668,0.0063314,0.0361982
50,-0.8975289,-0.91432154,"('clumsy', 'skillful')",-0.8975289,-0.9143215,-0.0167926
51,0.8875476,0.96074706,"('uneducated', 'educated')",0.8875476,0.9607471,0.0731995
52,-0.95724994,-1.1793324,"('irrational', 'rational')",-0.9572499,-1.1793324,-0.2220825
53,-0.0059502623,-0.058186628,"('uncreative', 'creative')",-0.0059503,-0.0581866,-0.0522363
54,0.9046881,0.898718,"('incapable', 'capable')",0.9046881,0.898718,-0.0059701
55,0.9110872,1.0297451,"('incompetent', 'clever')",0.9110872,1.0297451,0.1186579
56,1.6177276,1.7337826,"('impractical', 'practical')",1.6177276,1.7337826,0.116055
57,-2.0870056,-1.9886657,"('unimaginative', 'imaginative')",-2.0870056,-1.9886657,0.0983399
58,0.53715026,0.6124837,"('undiscriminating', 'discriminating')",0.5371503,0.6124837,0.0753334
59,-0.4418792,-0.51515573,"('foolish', 'wise')",-0.4418792,-0.5151557,-0.0732765
60,1.3100522,1.4738189,"('inefficient', 'efficient')",1.3100522,1.4738189,0.1637667
61,0.3611517,0.2270652,"('illogical', 'logical')",0.3611517,0.2270652,-0.1340865
62,0.6748443,0.8105151,"('incompetent', 'brilliant')",0.6748443,0.8105151,0.1356708
63,0.6014849,0.72796404,"('unperceptive', 'insightful')",0.6014849,0.727964,0.1264791
64,-5.6416764,-5.588253,"('shy', 'confident')",-5.6416764,-5.588253,0.0534234
65,0.8080033,0.8971727,"('insecure', 'secure')",0.8080033,0.8971727,0.0891694
66,0.36930197,0.31645328,"('inactive', 'active')",0.369302,0.3164533,-0.0528487
67,-0.3054781,-0.19986568,"('doubtful', 'determined')",-0.3054781,-0.1998657,0.1056124
68,-0.87515795,-0.8554401,"('dependent', 'independent')",-0.875158,-0.8554401,0.0197179
69,-2.020456,-2.103523,"('lazy', 'industrious')",-2.0204561,-2.103523,-0.0830669
70,1.717539,1.789404,"('lethargic', 'energetic')",1.717539,1.789404,0.071865
71,0.40038913,0.38775796,"('diffident', 'self-confident')",0.4003891,0.387758,-0.0126311
72,1.0003486,1.0723013,"('unambitious', 'ambitious')",1.0003486,1.0723013,0.0719527
73,-3.5236855,-3.5211303,"('helpless', 'self-reliant')",-3.5236855,-3.5211303,0.0025552
74,0.7814476,0.7657336,"('undedicated', 'dedicated')",0.7814476,0.7657336,-0.015714
75,-1.0667351,-1.012083,"('meek', 'impulsive')",-1.0667351,-1.0120831,0.054652
76,0.19216107,0.28392905,"('anxious', 'daring')",0.1921611,0.283929,0.0917679
77,-0.44681817,-0.24444172,"('unmotivated', 'motivated')",-0.4468182,-0.2444417,0.2023765
78,0.020478908,0.056346726,"('nonresilient', 'resilient')",0.0204789,0.0563467,0.0358678
79,-0.4489355,-0.48463556,"('wavering', 'unwavering')",-0.4489355,-0.4846356,-0.0357001
80,0.3696688,0.5032247,"('dominated', 'dominating')",0.3696688,0.5032247,0.1335559
81,0.6385428,0.84677726,"('submissive', 'aggressive')",0.6385428,0.8467773,0.2082345
82,6.0108337,6.0291433,"('poor', 'rich')",6.0108337,6.0291433,0.0183096
83,-0.16888969,-0.089007646,"('powerless', 'powerful')",-0.1688897,-0.0890076,0.0798821
84,0.40532368,0.38191283,"('inferior', 'superior')",0.4053237,0.3819128,-0.0234109
85,-0.8814511,-1.0867741,"('insignificant', 'prestigious')",-0.8814511,-1.0867741,-0.205323
86,1.2451259,1.2857014,"('uninfluential', 'influential')",1.2451259,1.2857014,0.0405755
87,-0.2908694,-0.16140978,"('unsuccessful', 'successful')",-0.2908694,-0.1614098,0.1294596
88,0.5000324,0.53411037,"('low', 'eminent')",0.5000324,0.5341104,0.034078
