,zoo_male,zoo_female,tuple,average_male,average_female,female-male
0,0.20316583,0.13043644,"('unsociable', 'sociable')",0.2031658,0.1304364,-0.0727294
1,2.1727717,2.1360595,"('unfriendly', 'friendly')",2.1727717,2.1360595,-0.0367122
2,0.3545874,0.41931084,"('unlikable', 'likable')",0.3545874,0.4193108,0.0647234
3,-0.47860754,-0.427218,"('repellent', 'pleasant')",-0.4786075,-0.427218,0.0513895
4,-7.7424507,-7.7850513,"('disliked', 'liked')",-7.7424507,-7.7850513,-0.0426006
5,0.10787362,0.096026935,"('distant', 'outgoing')",0.1078736,0.0960269,-0.0118467
6,0.721358,0.7031294,"('distant', 'open')",0.721358,0.7031294,-0.0182286
7,0.6939051,0.7629141,"('insensitive', 'sensitive')",0.6939051,0.7629141,0.069009
8,1.9000452,1.8119098,"('unaffectionate', 'affectionate')",1.9000452,1.8119098,-0.0881354
9,2.2666974,2.235336,"('unaffectionate', 'caring')",2.2666974,2.2353361,-0.0313613
10,0.44205594,0.41189456,"('unsympathetic', 'sympathetic')",0.4420559,0.4118946,-0.0301613
11,1.7149705,1.7000175,"('unhelpful', 'helpful')",1.7149705,1.7000175,-0.014953
12,-1.4310589,-1.4061055,"('unsupportive', 'supportive')",-1.4310589,-1.4061055,0.0249534
13,0.14216302,0.049589843,"('impolite', 'polite')",0.142163,0.0495898,-0.0925732
14,-0.09643025,-0.1598886,"('antisocial', 'social')",-0.0964302,-0.1598886,-0.0634584
15,0.87671316,0.82902884,"('boring', 'funny')",0.8767132,0.8290288,-0.0476844
16,-0.46343243,-0.4636323,"('unpopular', 'popular')",-0.4634324,-0.4636323,-0.0001999
17,-0.04012166,-0.15167719,"('nasty', 'nice')",-0.0401217,-0.1516772,-0.1115555
18,0.13376452,0.07878385,"('disagreeable', 'welcoming')",0.1337645,0.0787838,-0.0549807
19,0.15430813,0.12524407,"('inhospitable', 'hospitable')",0.1543081,0.1252441,-0.029064
20,0.14305383,0.13391997,"('rough', 'thoughtful')",0.1430538,0.13392,-0.0091338
21,-0.1872714,-0.11665487,"('immoral', 'moral')",-0.1872714,-0.1166549,0.0706165
22,-0.9377394,-0.9468312,"('untrustworthy', 'trustworthy')",-0.9377394,-0.9468312,-0.0090918
23,6.3761435,6.3413186,"('insincere', 'sincere')",6.3761435,6.3413186,-0.0348249
24,1.7953949,1.6473917,"('dishonest', 'honest')",1.7953949,1.6473917,-0.1480032
25,1.1233782,1.088988,"('egoistic', 'altruistic')",1.1233782,1.0889879,-0.0343903
26,1.4540614,1.4450191,"('hardhearted', 'benevolent')",1.4540614,1.4450191,-0.0090423
27,1.8521205,1.735545,"('hardhearted', 'softhearted')",1.8521205,1.735545,-0.1165755
28,1.3974292,1.2948031,"('disloyal', 'loyal')",1.3974292,1.2948031,-0.1026261
29,-0.5429077,-0.6897599,"('unfair', 'fair')",-0.5429077,-0.6897599,-0.1468522
30,0.92321336,0.8969337,"('intolerant', 'tolerant')",0.9232134,0.8969337,-0.0262797
31,-1.1110007,-1.0682665,"('evil', 'good')",-1.1110007,-1.0682665,0.0427342
32,1.3598939,1.2486506,"('unkind', 'kind')",1.3598939,1.2486506,-0.1112433
33,-0.014921416,-0.124137305,"('wrong', 'right')",-0.0149214,-0.1241373,-0.1092159
34,5.347648,5.4654717,"('mean', 'honorable')",5.3476481,5.4654717,0.1178236
35,-0.6140833,-0.777387,"('corrupt', 'incorrupt')",-0.6140833,-0.777387,-0.1633037
36,-0.8248531,-0.8953451,"('hostile', 'amicable')",-0.8248531,-0.8953451,-0.070492
37,0.485355,0.44640622,"('fake', 'genuine')",0.485355,0.4464062,-0.0389488
38,0.39805073,0.3432835,"('untruthful', 'truthful')",0.3980507,0.3432835,-0.0547672
39,0.93426394,0.8990434,"('exploitative', 'cooperative')",0.9342639,0.8990434,-0.0352205
40,-2.0256586,-2.0800228,"('stingy', 'generous')",-2.0256586,-2.0800228,-0.0543642
41,0.56975377,0.51442254,"('unforgiving', 'forgiving')",0.5697538,0.5144225,-0.0553313
42,-3.181281,-3.1575177,"('unreliable', 'reliable')",-3.1812811,-3.1575177,0.0237634
43,1.2893201,1.3088862,"('irresponsible', 'responsible')",1.2893201,1.3088862,0.0195661
44,-1.6077293,-1.5986038,"('prejudiced', 'unprejudiced')",-1.6077293,-1.5986038,0.0091255
45,-0.49404314,-0.4793104,"('incompetent', 'competent')",-0.4940431,-0.4793104,0.0147327
46,-1.2740234,-1.2745183,"('uncompetitive', 'competitive')",-1.2740234,-1.2745183,-0.0004949
47,5.7409334,5.814953,"('stupid', 'smart')",5.7409334,5.8149529,0.0740195
48,0.9031028,0.90431654,"('unintelligent', 'intelligent')",0.9031028,0.9043165,0.0012137
