,hotel_male,hotel_female,tuple,average_male,average_female,female-male
0,0.64315814,0.6013893,"('unsociable', 'sociable')",0.6431581,0.6013893,-0.0417688
1,1.7035245,1.7156651,"('unfriendly', 'friendly')",1.7035245,1.7156651,0.0121406
2,0.9686031,1.2597346,"('unlikable', 'likable')",0.9686031,1.2597346,0.2911315
3,-0.07015024,0.09455623,"('repellent', 'pleasant')",-0.0701502,0.0945562,0.1647064
4,-6.224585,-6.212305,"('disliked', 'liked')",-6.2245851,-6.2123051,0.01228
5,-0.08298515,-0.09561333,"('distant', 'outgoing')",-0.0829851,-0.0956133,-0.0126282
6,0.43753877,0.38631827,"('distant', 'open')",0.4375388,0.3863183,-0.0512205
7,1.1392292,1.2568744,"('insensitive', 'sensitive')",1.1392292,1.2568744,0.1176452
8,1.3012582,1.2290398,"('unaffectionate', 'affectionate')",1.3012582,1.2290398,-0.0722184
9,1.4622781,1.4409621,"('unaffectionate', 'caring')",1.4622781,1.4409621,-0.021316
10,0.2724527,0.3185864,"('unsympathetic', 'sympathetic')",0.2724527,0.3185864,0.0461337
11,1.081218,1.1433686,"('unhelpful', 'helpful')",1.081218,1.1433686,0.0621506
12,-1.4226532,-1.3255085,"('unsupportive', 'supportive')",-1.4226532,-1.3255085,0.0971447
13,-0.24023183,-0.043817066,"('impolite', 'polite')",-0.2402318,-0.0438171,0.1964147
14,0.8976781,1.060488,"('antisocial', 'social')",0.8976781,1.060488,0.1628099
15,0.8020666,0.69732916,"('boring', 'funny')",0.8020666,0.6973292,-0.1047374
16,0.67652214,0.6573726,"('unpopular', 'popular')",0.6765221,0.6573726,-0.0191495
17,0.060511034,0.14766449,"('nasty', 'nice')",0.060511,0.1476645,0.0871535
18,-0.41451594,-0.14769919,"('disagreeable', 'welcoming')",-0.4145159,-0.1476992,0.2668167
19,-0.7053954,-0.66808826,"('inhospitable', 'hospitable')",-0.7053954,-0.6680883,0.0373071
20,0.08501724,0.16956288,"('rough', 'thoughtful')",0.0850172,0.1695629,0.0845457
21,-0.7345034,-0.47044122,"('immoral', 'moral')",-0.7345034,-0.4704412,0.2640622
22,-0.18869111,-0.1625769,"('untrustworthy', 'trustworthy')",-0.1886911,-0.1625769,0.0261142
23,5.6507263,5.7397676,"('insincere', 'sincere')",5.6507263,5.7397676,0.0890413
24,1.0306443,1.0061705,"('dishonest', 'honest')",1.0306443,1.0061705,-0.0244738
25,0.7518357,0.81521726,"('egoistic', 'altruistic')",0.7518357,0.8152173,0.0633816
26,2.6380718,2.5652034,"('hardhearted', 'benevolent')",2.6380718,2.5652034,-0.0728684
27,1.0069251,0.9239586,"('hardhearted', 'softhearted')",1.0069251,0.9239586,-0.0829665
28,0.88677436,0.70205474,"('disloyal', 'loyal')",0.8867744,0.7020547,-0.1847197
29,-0.3282137,-0.5229591,"('unfair', 'fair')",-0.3282137,-0.5229591,-0.1947454
30,0.8037402,0.9354252,"('intolerant', 'tolerant')",0.8037402,0.9354252,0.131685
31,-0.7767602,-0.96300274,"('evil', 'good')",-0.7767602,-0.9630027,-0.1862425
32,0.909346,0.9496099,"('unkind', 'kind')",0.909346,0.9496099,0.0402639
33,0.015356079,-0.0032075904,"('wrong', 'right')",0.0153561,-0.0032076,-0.0185637
34,4.724438,4.8783474,"('mean', 'honorable')",4.7244382,4.8783474,0.1539092
35,-0.40068778,-0.83834094,"('corrupt', 'incorrupt')",-0.4006878,-0.8383409,-0.4376531
36,-0.27120584,-0.5477248,"('hostile', 'amicable')",-0.2712058,-0.5477248,-0.276519
37,-0.05403404,-0.014464681,"('fake', 'genuine')",-0.054034,-0.0144647,0.0395693
38,-0.18106334,-0.19016214,"('untruthful', 'truthful')",-0.1810633,-0.1901621,-0.0090988
39,0.1260928,0.30010864,"('exploitative', 'cooperative')",0.1260928,0.3001086,0.1740158
40,-1.4899781,-1.4821255,"('stingy', 'generous')",-1.4899781,-1.4821255,0.0078526
41,0.7131359,0.707723,"('unforgiving', 'forgiving')",0.7131359,0.707723,-0.0054129
42,-2.694552,-2.532262,"('unreliable', 'reliable')",-2.6945519,-2.5322621,0.1622898
43,1.0365524,1.2229236,"('irresponsible', 'responsible')",1.0365524,1.2229236,0.1863712
44,-1.676737,-1.55206,"('prejudiced', 'unprejudiced')",-1.676737,-1.55206,0.124677
45,0.8460562,0.75912625,"('incompetent', 'competent')",0.8460562,0.7591262,-0.08693
46,-0.6883266,-0.6486779,"('uncompetitive', 'competitive')",-0.6883266,-0.6486779,0.0396487
47,5.2585387,5.390086,"('stupid', 'smart')",5.2585387,5.3900862,0.1315475
48,0.3229435,0.37046444,"('unintelligent', 'intelligent')",0.3229435,0.3704644,0.0475209
49,-0.69706005,-0.4850263,"('unable', 'able')",-0.69706,-0.4850263,0.2120337
50,-0.84231013,-0.8672782,"('clumsy', 'skillful')",-0.8423101,-0.8672782,-0.0249681
51,0.3963663,0.47682428,"('uneducated', 'educated')",0.3963663,0.4768243,0.080458
52,0.070091,-0.054176003,"('irrational', 'rational')",0.070091,-0.054176,-0.124267
53,0.33125535,0.3034469,"('uncreative', 'creative')",0.3312553,0.3034469,-0.0278084
54,1.0491276,1.1139796,"('incapable', 'capable')",1.0491276,1.1139796,0.064852
55,0.47178504,0.623402,"('incompetent', 'clever')",0.471785,0.623402,0.151617
56,-0.051595457,0.09440519,"('impractical', 'practical')",-0.0515955,0.0944052,0.1460007
57,-1.9817482,-2.0737226,"('unimaginative', 'imaginative')",-1.9817482,-2.0737226,-0.0919744
58,0.61929107,0.6571022,"('undiscriminating', 'discriminating')",0.6192911,0.6571022,0.0378111
59,-0.28898746,-0.33941773,"('foolish', 'wise')",-0.2889875,-0.3394177,-0.0504302
60,-0.5861786,-0.18511455,"('inefficient', 'efficient')",-0.5861786,-0.1851145,0.4010641
61,0.55465937,0.45388585,"('illogical', 'logical')",0.5546594,0.4538859,-0.1007735
62,0.15251961,0.50280297,"('incompetent', 'brilliant')",0.1525196,0.502803,0.3502834
63,0.5788245,0.6810853,"('unperceptive', 'insightful')",0.5788245,0.6810853,0.1022608
64,-6.290014,-6.1598587,"('shy', 'confident')",-6.2900138,-6.1598587,0.1301551
65,-0.096166715,0.08383855,"('insecure', 'secure')",-0.0961667,0.0838386,0.1800053
66,0.5908341,0.38331518,"('inactive', 'active')",0.5908341,0.3833152,-0.2075189
67,-0.40374708,-0.35155162,"('doubtful', 'determined')",-0.4037471,-0.3515516,0.0521955
68,-1.3952422,-1.2878143,"('dependent', 'independent')",-1.3952422,-1.2878143,0.1074279
