,permafrost_male,permafrost_female,tuple,average_male,average_female,female-male
0,-1.9650134,-1.9382532,"('unsociable', 'sociable')",-1.9650134,-1.9382532,0.0267602
1,-0.4350341,-0.7550396,"('unfriendly', 'friendly')",-0.4350341,-0.7550396,-0.3200055
2,0.31970015,0.32759708,"('unlikable', 'likable')",0.3197002,0.3275971,0.0078969
3,-1.4972209,-1.3918146,"('repellent', 'pleasant')",-1.4972209,-1.3918146,0.1054063
4,-0.6370736,-0.63248974,"('disliked', 'liked')",-0.6370736,-0.6324897,0.0045839
5,-0.24352321,-0.3689264,"('distant', 'outgoing')",-0.2435232,-0.3689264,-0.1254032
6,-0.18440938,-0.36369857,"('distant', 'open')",-0.1844094,-0.3636986,-0.1792892
7,-1.1375408,-1.1139232,"('insensitive', 'sensitive')",-1.1375408,-1.1139232,0.0236176
8,0.04923866,-0.2383186,"('unaffectionate', 'affectionate')",0.0492387,-0.2383186,-0.2875573
9,-0.7969165,-1.0328377,"('unaffectionate', 'caring')",-0.7969165,-1.0328377,-0.2359212
10,-2.662928,-2.6297414,"('unsympathetic', 'sympathetic')",-2.6629281,-2.6297414,0.0331867
11,-1.729189,-1.7011065,"('unhelpful', 'helpful')",-1.729189,-1.7011065,0.0280825
12,-2.051202,-1.9979285,"('unsupportive', 'supportive')",-2.0512021,-1.9979285,0.0532736
13,-1.832966,-1.7122083,"('impolite', 'polite')",-1.832966,-1.7122083,0.1207577
14,-1.0307657,-0.8936243,"('antisocial', 'social')",-1.0307657,-0.8936243,0.1371414
15,0.80286145,0.68789256,"('boring', 'funny')",0.8028615,0.6878926,-0.1149689
16,0.2961743,0.17017832,"('unpopular', 'popular')",0.2961743,0.1701783,-0.125996
17,-0.18165591,-0.070421115,"('nasty', 'nice')",-0.1816559,-0.0704211,0.1112348
18,-0.22714013,-0.18799719,"('disagreeable', 'welcoming')",-0.2271401,-0.1879972,0.0391429
19,-1.9160575,-1.9439936,"('inhospitable', 'hospitable')",-1.9160575,-1.9439936,-0.0279361
20,-0.4940866,-0.377354,"('rough', 'thoughtful')",-0.4940866,-0.377354,0.1167326
21,-1.6534743,-1.5238842,"('immoral', 'moral')",-1.6534743,-1.5238842,0.1295901
22,-0.90200037,-0.778695,"('untrustworthy', 'trustworthy')",-0.9020004,-0.778695,0.1233054
23,-1.0363504,-1.1253631,"('insincere', 'sincere')",-1.0363504,-1.1253631,-0.0890127
24,-0.8404101,-0.92775583,"('dishonest', 'honest')",-0.8404101,-0.9277558,-0.0873457
25,0.4159088,0.24859792,"('egoistic', 'altruistic')",0.4159088,0.2485979,-0.1673109
