,paperwork_male,paperwork_female,tuple,average_male,average_female,female-male
0,0.35043252,0.18261705,"('unsociable', 'sociable')",0.3504325,0.1826171,-0.1678154
1,0.6781351,0.4707389,"('unfriendly', 'friendly')",0.6781351,0.4707389,-0.2073962
2,0.3268525,0.29270455,"('unlikable', 'likable')",0.3268525,0.2927046,-0.0341479
3,0.63619137,0.536562,"('repellent', 'pleasant')",0.6361914,0.536562,-0.0996294
4,-7.403506,-7.078284,"('disliked', 'liked')",-7.4035058,-7.0782838,0.325222
5,-1.068848,-1.0240829,"('distant', 'outgoing')",-1.068848,-1.0240829,0.0447651
6,-0.97954726,-0.9647246,"('distant', 'open')",-0.9795473,-0.9647246,0.0148227
7,0.8370595,0.9883184,"('insensitive', 'sensitive')",0.8370595,0.9883184,0.1512589
8,0.84715223,0.65266347,"('unaffectionate', 'affectionate')",0.8471522,0.6526635,-0.1944887
9,1.7628131,1.6901232,"('unaffectionate', 'caring')",1.7628131,1.6901232,-0.0726899
10,1.2645388,1.1974645,"('unsympathetic', 'sympathetic')",1.2645388,1.1974645,-0.0670743
11,2.7934496,2.8612714,"('unhelpful', 'helpful')",2.7934496,2.8612714,0.0678218
12,-1.2930827,-1.1488954,"('unsupportive', 'supportive')",-1.2930827,-1.1488954,0.1441873
13,0.46051085,0.22244808,"('impolite', 'polite')",0.4605108,0.2224481,-0.2380627
14,0.079490446,0.18508554,"('antisocial', 'social')",0.0794904,0.1850855,0.1055951
15,-0.1046073,-0.16826633,"('boring', 'funny')",-0.1046073,-0.1682663,-0.063659
16,-0.6089609,-0.6774275,"('unpopular', 'popular')",-0.6089609,-0.6774275,-0.0684666
17,-0.64773715,-0.628003,"('nasty', 'nice')",-0.6477371,-0.628003,0.0197341
18,-1.4766644,-1.5609864,"('disagreeable', 'welcoming')",-1.4766644,-1.5609864,-0.084322
19,-0.92416877,-0.8606688,"('inhospitable', 'hospitable')",-0.9241688,-0.8606688,0.0635
20,0.7094696,0.5718177,"('rough', 'thoughtful')",0.7094696,0.5718177,-0.1376519
21,0.07386349,0.24929267,"('immoral', 'moral')",0.0738635,0.2492927,0.1754292
22,-0.6515496,-0.52718276,"('untrustworthy', 'trustworthy')",-0.6515496,-0.5271828,0.1243668
23,7.0914116,6.9376225,"('insincere', 'sincere')",7.0914116,6.9376225,-0.1537891
24,1.6192718,1.6256666,"('dishonest', 'honest')",1.6192718,1.6256666,0.0063948
25,0.025674187,-0.07549313,"('egoistic', 'altruistic')",0.0256742,-0.0754931,-0.1011673
26,-0.02324658,-0.09596727,"('hardhearted', 'benevolent')",-0.0232466,-0.0959673,-0.0727207
27,0.92552185,0.6116128,"('hardhearted', 'softhearted')",0.9255219,0.6116128,-0.3139091
28,1.2954895,1.2186393,"('disloyal', 'loyal')",1.2954895,1.2186393,-0.0768502
29,-0.9889315,-1.0337733,"('unfair', 'fair')",-0.9889315,-1.0337733,-0.0448418
30,0.8034678,0.8082935,"('intolerant', 'tolerant')",0.8034678,0.8082935,0.0048257
31,-2.5762768,-2.5982766,"('evil', 'good')",-2.5762768,-2.5982766,-0.0219998
32,1.6770443,1.5329921,"('unkind', 'kind')",1.6770443,1.5329921,-0.1440522
33,-0.26164564,-0.19079411,"('wrong', 'right')",-0.2616456,-0.1907941,0.0708515
34,4.5543575,4.646624,"('mean', 'honorable')",4.5543575,4.6466241,0.0922666
35,-1.6173924,-1.6901438,"('corrupt', 'incorrupt')",-1.6173924,-1.6901438,-0.0727514
36,-1.2210686,-1.3288007,"('hostile', 'amicable')",-1.2210686,-1.3288007,-0.1077321
37,0.49689615,0.4541673,"('fake', 'genuine')",0.4968961,0.4541673,-0.0427288
38,0.56783164,0.7946657,"('untruthful', 'truthful')",0.5678316,0.7946657,0.2268341
39,0.0076030307,0.096424446,"('exploitative', 'cooperative')",0.007603,0.0964244,0.0888214
40,-2.4478388,-2.47973,"('stingy', 'generous')",-2.4478388,-2.4797299,-0.0318911
41,0.18402275,0.1396722,"('unforgiving', 'forgiving')",0.1840228,0.1396722,-0.0443506
42,-2.5199475,-2.412953,"('unreliable', 'reliable')",-2.5199475,-2.4129529,0.1069946
43,1.2390991,1.2349031,"('irresponsible', 'responsible')",1.2390991,1.2349031,-0.004196
44,-1.649112,-1.8045026,"('prejudiced', 'unprejudiced')",-1.649112,-1.8045026,-0.1553906
45,0.4172988,0.4409606,"('incompetent', 'competent')",0.4172988,0.4409606,0.0236618
46,-0.08882308,-0.050246146,"('uncompetitive', 'competitive')",-0.0888231,-0.0502461,0.038577
47,5.6084747,5.577755,"('stupid', 'smart')",5.6084747,5.577755,-0.0307197
48,0.49073127,0.30668458,"('unintelligent', 'intelligent')",0.4907313,0.3066846,-0.1840467
49,-0.039326772,-0.07770173,"('unable', 'able')",-0.0393268,-0.0777017,-0.0383749
50,-0.16500148,-0.22795829,"('clumsy', 'skillful')",-0.1650015,-0.2279583,-0.0629568
51,0.6786019,0.7550332,"('uneducated', 'educated')",0.6786019,0.7550332,0.0764313
52,-1.1584873,-1.3731941,"('irrational', 'rational')",-1.1584873,-1.3731941,-0.2147068
53,-0.09001948,-0.09873437,"('uncreative', 'creative')",-0.0900195,-0.0987344,-0.0087149
54,0.8331046,0.8244715,"('incapable', 'capable')",0.8331046,0.8244715,-0.0086331
55,0.9169073,0.947491,"('incompetent', 'clever')",0.9169073,0.947491,0.0305837
56,1.65222,1.8720709,"('impractical', 'practical')",1.65222,1.8720709,0.2198509
57,-2.8281248,-2.7376938,"('unimaginative', 'imaginative')",-2.8281248,-2.7376938,0.090431
58,0.28207582,0.46364254,"('undiscriminating', 'discriminating')",0.2820758,0.4636425,0.1815667
59,-0.78172016,-0.77532816,"('foolish', 'wise')",-0.7817202,-0.7753282,0.006392
60,1.7701995,1.8799497,"('inefficient', 'efficient')",1.7701995,1.8799497,0.1097502
61,0.5813537,0.47133288,"('illogical', 'logical')",0.5813537,0.4713329,-0.1100208
62,1.5248566,1.4997737,"('incompetent', 'brilliant')",1.5248566,1.4997737,-0.0250829
63,0.9951379,1.1317029,"('unperceptive', 'insightful')",0.9951379,1.1317029,0.136565
64,-5.5994473,-5.1860676,"('shy', 'confident')",-5.5994473,-5.1860676,0.4133797
65,0.444468,0.44447744,"('insecure', 'secure')",0.444468,0.4444774,9.4e-06
66,-0.3966502,-0.494484,"('inactive', 'active')",-0.3966502,-0.494484,-0.0978338
67,0.053188514,0.1515067,"('doubtful', 'determined')",0.0531885,0.1515067,0.0983182
68,-1.0834738,-1.0526518,"('dependent', 'independent')",-1.0834738,-1.0526518,0.030822
69,-2.4215307,-2.218185,"('lazy', 'industrious')",-2.4215307,-2.2181849,0.2033458
70,1.251749,1.2822915,"('lethargic', 'energetic')",1.251749,1.2822915,0.0305425
71,-0.13713458,-0.09918544,"('diffident', 'self-confident')",-0.1371346,-0.0991854,0.0379492
72,1.1189528,1.1403654,"('unambitious', 'ambitious')",1.1189528,1.1403654,0.0214126
73,-3.3848193,-3.283561,"('helpless', 'self-reliant')",-3.3848193,-3.283561,0.1012583
74,0.015900053,0.06946538,"('undedicated', 'dedicated')",0.0159001,0.0694654,0.0535653
75,-1.2372062,-1.1336029,"('meek', 'impulsive')",-1.2372062,-1.1336029,0.1036033
76,0.08104715,-0.15397891,"('anxious', 'daring')",0.0810471,-0.1539789,-0.235026
77,-0.79270375,-0.6502732,"('unmotivated', 'motivated')",-0.7927037,-0.6502732,0.1424305
78,-0.544659,-0.5242337,"('nonresilient', 'resilient')",-0.544659,-0.5242337,0.0204253
79,-0.8187788,-0.7433672,"('wavering', 'unwavering')",-0.8187788,-0.7433672,0.0754116
80,0.10785602,0.1373046,"('dominated', 'dominating')",0.107856,0.1373046,0.0294486
81,0.66196394,0.7393519,"('submissive', 'aggressive')",0.6619639,0.7393519,0.077388
82,6.6405907,6.3126073,"('poor', 'rich')",6.6405907,6.3126073,-0.3279834
83,-0.33886483,-0.34291595,"('powerless', 'powerful')",-0.3388648,-0.342916,-0.0040512
84,0.20616929,0.14611782,"('inferior', 'superior')",0.2061693,0.1461178,-0.0600515
85,-2.372365,-2.4279978,"('insignificant', 'prestigious')",-2.372365,-2.4279978,-0.0556328
86,0.7006546,0.81369,"('uninfluential', 'influential')",0.7006546,0.81369,0.1130354
