,estuary_male,estuary_female,tuple,average_male,average_female,female-male
0,0.12771383,0.13163051,"('unsociable', 'sociable')",0.1277138,0.1316305,0.0039167
1,1.2915983,1.2050867,"('unfriendly', 'friendly')",1.2915983,1.2050867,-0.0865116
2,0.313323,0.4570474,"('unlikable', 'likable')",0.313323,0.4570474,0.1437244
3,0.7404002,0.8214106,"('repellent', 'pleasant')",0.7404002,0.8214106,0.0810104
4,-7.0748706,-7.1544156,"('disliked', 'liked')",-7.0748706,-7.1544156,-0.079545
5,-0.3722249,-0.34448686,"('distant', 'outgoing')",-0.3722249,-0.3444869,0.027738
6,0.010190651,-0.032039944,"('distant', 'open')",0.0101907,-0.0320399,-0.0422306
7,1.0647908,1.0273155,"('insensitive', 'sensitive')",1.0647908,1.0273155,-0.0374753
8,1.1807954,1.0779312,"('unaffectionate', 'affectionate')",1.1807954,1.0779312,-0.1028642
9,1.5805948,1.5483735,"('unaffectionate', 'caring')",1.5805948,1.5483735,-0.0322213
10,1.2500203,1.387259,"('unsympathetic', 'sympathetic')",1.2500203,1.387259,0.1372387
11,2.0166821,2.1027555,"('unhelpful', 'helpful')",2.0166821,2.1027555,0.0860734
12,-1.2290674,-1.2607063,"('unsupportive', 'supportive')",-1.2290674,-1.2607063,-0.0316389
13,0.113100484,0.2175492,"('impolite', 'polite')",0.1131005,0.2175492,0.1044487
14,0.024577882,0.042041462,"('antisocial', 'social')",0.0245779,0.0420415,0.0174636
15,0.42479107,0.4385845,"('boring', 'funny')",0.4247911,0.4385845,0.0137934
16,-0.39295664,-0.4338421,"('unpopular', 'popular')",-0.3929566,-0.4338421,-0.0408855
17,-0.028720994,0.034284316,"('nasty', 'nice')",-0.028721,0.0342843,0.0630053
18,-0.6540974,-0.6398854,"('disagreeable', 'welcoming')",-0.6540974,-0.6398854,0.014212
19,-0.6310977,-0.6370798,"('inhospitable', 'hospitable')",-0.6310977,-0.6370798,-0.0059821
20,0.78493744,0.61066115,"('rough', 'thoughtful')",0.7849374,0.6106611,-0.1742763
21,-0.1806114,0.065151714,"('immoral', 'moral')",-0.1806114,0.0651517,0.2457631
22,-0.3208304,-0.25318348,"('untrustworthy', 'trustworthy')",-0.3208304,-0.2531835,0.0676469
23,6.1999893,6.2338696,"('insincere', 'sincere')",6.1999893,6.2338696,0.0338803
24,1.7548568,1.7510523,"('dishonest', 'honest')",1.7548568,1.7510523,-0.0038045
25,0.3083253,0.27569056,"('egoistic', 'altruistic')",0.3083253,0.2756906,-0.0326347
26,0.8427028,0.6147567,"('hardhearted', 'benevolent')",0.8427028,0.6147567,-0.2279461
27,1.7466012,1.5634085,"('hardhearted', 'softhearted')",1.7466012,1.5634085,-0.1831927
28,1.1039199,1.1283562,"('disloyal', 'loyal')",1.1039199,1.1283562,0.0244363
29,-0.1430614,-0.34124887,"('unfair', 'fair')",-0.1430614,-0.3412489,-0.1981875
30,0.65225327,0.8229151,"('intolerant', 'tolerant')",0.6522533,0.8229151,0.1706618
31,-1.1142709,-1.2618346,"('evil', 'good')",-1.1142709,-1.2618346,-0.1475637
32,1.4186331,1.2905368,"('unkind', 'kind')",1.4186331,1.2905368,-0.1280963
33,-0.5553433,-0.6237343,"('wrong', 'right')",-0.5553433,-0.6237343,-0.068391
34,4.6108556,4.70862,"('mean', 'honorable')",4.6108556,4.7086201,0.0977645
35,-1.1927701,-1.404193,"('corrupt', 'incorrupt')",-1.1927701,-1.404193,-0.2114229
36,-1.0238692,-1.2024167,"('hostile', 'amicable')",-1.0238692,-1.2024167,-0.1785475
37,1.160472,1.1765889,"('fake', 'genuine')",1.160472,1.1765889,0.0161169
38,-0.19418135,-0.1302067,"('untruthful', 'truthful')",-0.1941814,-0.1302067,0.0639747
39,0.12950656,0.14756946,"('exploitative', 'cooperative')",0.1295066,0.1475695,0.0180629
40,-1.3416859,-1.4897816,"('stingy', 'generous')",-1.3416859,-1.4897816,-0.1480957
41,0.20689303,0.20958576,"('unforgiving', 'forgiving')",0.206893,0.2095858,0.0026928
42,-1.7453128,-1.6331477,"('unreliable', 'reliable')",-1.7453128,-1.6331477,0.1121651
43,1.1027764,1.2780908,"('irresponsible', 'responsible')",1.1027764,1.2780908,0.1753144
44,-1.1494157,-1.1640167,"('prejudiced', 'unprejudiced')",-1.1494157,-1.1640167,-0.014601
45,0.645516,0.5331611,"('incompetent', 'competent')",0.645516,0.5331611,-0.1123549
46,-0.27321672,-0.15182522,"('uncompetitive', 'competitive')",-0.2732167,-0.1518252,0.1213915
47,5.011277,5.103332,"('stupid', 'smart')",5.0112772,5.103332,0.0920548
48,0.5805876,0.6133387,"('unintelligent', 'intelligent')",0.5805876,0.6133387,0.0327511
49,0.13775124,0.2926042,"('unable', 'able')",0.1377512,0.2926042,0.154853
50,-0.21443903,-0.24973416,"('clumsy', 'skillful')",-0.214439,-0.2497342,-0.0352952
51,0.30824614,0.3198172,"('uneducated', 'educated')",0.3082461,0.3198172,0.0115711
52,-0.40223688,-0.57198423,"('irrational', 'rational')",-0.4022369,-0.5719842,-0.1697473
53,0.2543553,0.18148588,"('uncreative', 'creative')",0.2543553,0.1814859,-0.0728694
54,1.0821679,1.1435176,"('incapable', 'capable')",1.0821679,1.1435176,0.0613497
55,0.79819614,0.9676803,"('incompetent', 'clever')",0.7981961,0.9676803,0.1694842
56,0.81526166,0.85657895,"('impractical', 'practical')",0.8152617,0.8565789,0.0413172
57,-1.9866984,-1.9449809,"('unimaginative', 'imaginative')",-1.9866984,-1.9449809,0.0417175
58,0.2931729,0.26923978,"('undiscriminating', 'discriminating')",0.2931729,0.2692398,-0.0239331
59,-0.13527884,-0.15988526,"('foolish', 'wise')",-0.1352788,-0.1598853,-0.0246065
60,0.7329324,0.9772507,"('inefficient', 'efficient')",0.7329324,0.9772507,0.2443183
61,0.13371591,0.011246812,"('illogical', 'logical')",0.1337159,0.0112468,-0.1224691
62,1.0847282,1.2775149,"('incompetent', 'brilliant')",1.0847282,1.2775149,0.1927867
63,0.38814056,0.5087515,"('unperceptive', 'insightful')",0.3881406,0.5087515,0.1206109
64,-5.561219,-5.4162216,"('shy', 'confident')",-5.5612192,-5.4162216,0.1449976
65,0.5537434,0.7411619,"('insecure', 'secure')",0.5537434,0.7411619,0.1874185
66,0.24271046,0.07280541,"('inactive', 'active')",0.2427105,0.0728054,-0.1699051
67,-0.3632543,-0.38150537,"('doubtful', 'determined')",-0.3632543,-0.3815054,-0.0182511
68,-0.9308547,-0.7932028,"('dependent', 'independent')",-0.9308547,-0.7932028,0.1376519
69,-1.9297832,-2.002306,"('lazy', 'industrious')",-1.9297832,-2.002306,-0.0725228
70,1.7028836,1.7686131,"('lethargic', 'energetic')",1.7028836,1.7686131,0.0657295
71,0.6258887,0.44451264,"('diffident', 'self-confident')",0.6258887,0.4445126,-0.1813761
72,1.1037077,1.1986562,"('unambitious', 'ambitious')",1.1037077,1.1986562,0.0949485
73,-2.91847,-2.8757856,"('helpless', 'self-reliant')",-2.9184699,-2.8757856,0.0426843
74,0.3302911,0.19570754,"('undedicated', 'dedicated')",0.3302911,0.1957075,-0.1345836
75,-0.51524615,-0.49448904,"('meek', 'impulsive')",-0.5152462,-0.494489,0.0207572
76,0.7610751,0.90716326,"('anxious', 'daring')",0.7610751,0.9071633,0.1460882
77,-1.3349316,-1.2351404,"('unmotivated', 'motivated')",-1.3349316,-1.2351404,0.0997912
78,-0.6207846,-0.7040627,"('nonresilient', 'resilient')",-0.6207846,-0.7040627,-0.0832781
79,-0.35633132,-0.33253893,"('wavering', 'unwavering')",-0.3563313,-0.3325389,0.0237924
80,0.08700962,0.013369783,"('dominated', 'dominating')",0.0870096,0.0133698,-0.0736398
81,0.120412625,0.35539973,"('submissive', 'aggressive')",0.1204126,0.3553997,0.2349871
82,6.377337,6.4894204,"('poor', 'rich')",6.377337,6.4894204,0.1120834
83,-0.22197154,-0.20100266,"('powerless', 'powerful')",-0.2219715,-0.2010027,0.0209688
84,0.28399494,0.27503762,"('inferior', 'superior')",0.2839949,0.2750376,-0.0089573
85,-1.0705279,-1.2342163,"('insignificant', 'prestigious')",-1.0705279,-1.2342163,-0.1636884
86,0.725773,0.6994494,"('uninfluential', 'influential')",0.725773,0.6994494,-0.0263236
87,0.22204216,0.20222308,"('unsuccessful', 'successful')",0.2220422,0.2022231,-0.0198191
88,-0.038288705,0.03880765,"('low', 'eminent')",-0.0382887,0.0388076,0.0770963
