,sprag_male,sprag_female,tuple,average_male,average_female,female-male
0,-0.8992448,-0.9721453,"('unsociable', 'sociable')",-0.8992448,-0.9721453,-0.0729005
1,-0.049208794,-0.36543474,"('unfriendly', 'friendly')",-0.0492088,-0.3654347,-0.3162259
2,-0.7965766,-0.8718863,"('unlikable', 'likable')",-0.7965766,-0.8718863,-0.0753097
3,-1.2651354,-1.2401978,"('repellent', 'pleasant')",-1.2651354,-1.2401978,0.0249376
4,-3.2062771,-3.1870472,"('disliked', 'liked')",-3.2062771,-3.1870472,0.0192299
5,-0.35575157,-0.42711803,"('distant', 'outgoing')",-0.3557516,-0.427118,-0.0713664
6,-0.16359895,-0.2963482,"('distant', 'open')",-0.163599,-0.2963482,-0.1327492
7,-0.39038256,-0.36513123,"('insensitive', 'sensitive')",-0.3903826,-0.3651312,0.0252514
8,0.67119473,0.35203695,"('unaffectionate', 'affectionate')",0.6711947,0.352037,-0.3191577
9,0.48798558,0.3255703,"('unaffectionate', 'caring')",0.4879856,0.3255703,-0.1624153
10,-1.2748404,-1.2184043,"('unsympathetic', 'sympathetic')",-1.2748404,-1.2184043,0.0564361
11,-0.6036481,-0.54021055,"('unhelpful', 'helpful')",-0.6036481,-0.5402105,0.0634376
12,-2.0760505,-2.0357718,"('unsupportive', 'supportive')",-2.0760505,-2.0357718,0.0402787
13,-1.2866079,-1.2059313,"('impolite', 'polite')",-1.2866079,-1.2059313,0.0806766
14,-0.24940951,-0.28644407,"('antisocial', 'social')",-0.2494095,-0.2864441,-0.0370346
15,0.53543967,0.47045973,"('boring', 'funny')",0.5354397,0.4704597,-0.06498
16,-0.44665343,-0.48611906,"('unpopular', 'popular')",-0.4466534,-0.4861191,-0.0394657
17,-0.61262125,-0.558538,"('nasty', 'nice')",-0.6126212,-0.558538,0.0540832
18,-0.86299145,-0.94458854,"('disagreeable', 'welcoming')",-0.8629915,-0.9445885,-0.081597
19,-0.6674098,-0.6407253,"('inhospitable', 'hospitable')",-0.6674098,-0.6407253,0.0266845
20,-0.09127192,-0.19249335,"('rough', 'thoughtful')",-0.0912719,-0.1924933,-0.1012214
21,-1.8138255,-1.6585572,"('immoral', 'moral')",-1.8138255,-1.6585572,0.1552683
22,-0.95511806,-0.93381894,"('untrustworthy', 'trustworthy')",-0.9551181,-0.9338189,0.0212992
23,2.044189,1.907054,"('insincere', 'sincere')",2.044189,1.9070539,-0.1371351
24,-0.62908596,-0.68911797,"('dishonest', 'honest')",-0.629086,-0.689118,-0.060032
25,0.9640062,0.809821,"('egoistic', 'altruistic')",0.9640062,0.809821,-0.1541852
26,1.2760535,0.98277104,"('hardhearted', 'benevolent')",1.2760535,0.982771,-0.2932825
