,bayou_male,bayou_female,tuple,average_male,average_female,female-male
0,0.21324885,0.2501152,"('unsociable', 'sociable')",0.2132488,0.2501152,0.0368664
1,0.54516387,0.51919955,"('unfriendly', 'friendly')",0.5451639,0.5191996,-0.0259643
2,-0.10127332,-0.083074234,"('unlikable', 'likable')",-0.1012733,-0.0830742,0.0181991
3,1.0644944,1.093954,"('repellent', 'pleasant')",1.0644944,1.093954,0.0294596
4,-7.3937287,-7.59282,"('disliked', 'liked')",-7.3937287,-7.5928202,-0.1990915
5,-1.0157585,-1.1144994,"('distant', 'outgoing')",-1.0157585,-1.1144994,-0.0987409
6,-0.446732,-0.59566724,"('distant', 'open')",-0.446732,-0.5956672,-0.1489352
7,0.90215814,1.008797,"('insensitive', 'sensitive')",0.9021581,1.008797,0.1066389
8,0.6250183,0.5320143,"('unaffectionate', 'affectionate')",0.6250183,0.5320143,-0.093004
9,0.8356289,0.88143903,"('unaffectionate', 'caring')",0.8356289,0.881439,0.0458101
10,1.4865928,1.5347288,"('unsympathetic', 'sympathetic')",1.4865928,1.5347288,0.048136
11,1.4161603,1.4557849,"('unhelpful', 'helpful')",1.4161603,1.4557849,0.0396246
12,-1.788614,-1.807363,"('unsupportive', 'supportive')",-1.788614,-1.807363,-0.018749
13,-0.0057703555,0.04437737,"('impolite', 'polite')",-0.0057704,0.0443774,0.0501478
14,0.80717874,0.8339646,"('antisocial', 'social')",0.8071787,0.8339646,0.0267859
15,-0.15030958,-0.22415912,"('boring', 'funny')",-0.1503096,-0.2241591,-0.0738495
16,-0.7339233,-0.7747983,"('unpopular', 'popular')",-0.7339233,-0.7747983,-0.040875
17,-0.37991726,-0.33806792,"('nasty', 'nice')",-0.3799173,-0.3380679,0.0418494
18,-0.20822646,-0.2631791,"('disagreeable', 'welcoming')",-0.2082265,-0.2631791,-0.0549526
19,-1.0068263,-1.0614214,"('inhospitable', 'hospitable')",-1.0068263,-1.0614214,-0.0545951
20,0.91360754,0.8990781,"('rough', 'thoughtful')",0.9136075,0.8990781,-0.0145294
21,0.04135532,0.16383544,"('immoral', 'moral')",0.0413553,0.1638354,0.1224801
22,0.008474816,0.0021443237,"('untrustworthy', 'trustworthy')",0.0084748,0.0021443,-0.0063305
23,6.0844665,6.1986275,"('insincere', 'sincere')",6.0844665,6.1986275,0.114161
24,1.484796,1.4111227,"('dishonest', 'honest')",1.484796,1.4111227,-0.0736733
25,0.4804745,0.38218927,"('egoistic', 'altruistic')",0.4804745,0.3821893,-0.0982852
26,0.52715814,0.43932366,"('hardhearted', 'benevolent')",0.5271581,0.4393237,-0.0878344
27,1.4737619,1.3148954,"('hardhearted', 'softhearted')",1.4737619,1.3148954,-0.1588665
28,0.93125004,0.89881337,"('disloyal', 'loyal')",0.93125,0.8988134,-0.0324366
29,-0.7408647,-0.81590384,"('unfair', 'fair')",-0.7408647,-0.8159038,-0.0750391
30,1.104127,1.1075274,"('intolerant', 'tolerant')",1.104127,1.1075274,0.0034004
31,-1.6636115,-1.715827,"('evil', 'good')",-1.6636115,-1.715827,-0.0522155
32,0.8514854,0.7990956,"('unkind', 'kind')",0.8514854,0.7990956,-0.0523898
33,-0.9101967,-0.9898693,"('wrong', 'right')",-0.9101967,-0.9898693,-0.0796726
34,4.421734,4.5822177,"('mean', 'honorable')",4.4217339,4.5822177,0.1604838
35,-1.0330819,-1.309217,"('corrupt', 'incorrupt')",-1.0330819,-1.309217,-0.2761351
36,-1.1413385,-1.2446543,"('hostile', 'amicable')",-1.1413385,-1.2446543,-0.1033158
37,0.74057144,0.75144583,"('fake', 'genuine')",0.7405714,0.7514458,0.0108744
38,-0.57107633,-0.5341429,"('untruthful', 'truthful')",-0.5710763,-0.5341429,0.0369334
39,0.7409861,0.7949435,"('exploitative', 'cooperative')",0.7409861,0.7949435,0.0539574
40,-1.1101754,-1.2855816,"('stingy', 'generous')",-1.1101754,-1.2855816,-0.1754062
41,0.017504754,0.030881362,"('unforgiving', 'forgiving')",0.0175048,0.0308814,0.0133766
42,-1.7405076,-1.8398793,"('unreliable', 'reliable')",-1.7405076,-1.8398793,-0.0993717
43,1.069962,1.1543504,"('irresponsible', 'responsible')",1.069962,1.1543504,0.0843884
44,-0.6180451,-0.6296922,"('prejudiced', 'unprejudiced')",-0.6180451,-0.6296922,-0.0116471
45,0.0331268,-0.01904254,"('incompetent', 'competent')",0.0331268,-0.0190425,-0.0521693
46,0.052439205,0.07493627,"('uncompetitive', 'competitive')",0.0524392,0.0749363,0.0224971
47,4.999499,5.1245337,"('stupid', 'smart')",4.9994988,5.1245337,0.1250349
