,libido_male,libido_female,tuple,average_male,average_female,female-male
0,-0.9802737,-1.1262152,"('unsociable', 'sociable')",-0.9802737,-1.1262152,-0.1459415
1,0.036282808,0.061703604,"('unfriendly', 'friendly')",0.0362828,0.0617036,0.0254208
2,1.4891859,1.4873339,"('unlikable', 'likable')",1.4891859,1.4873339,-0.001852
3,-1.1412396,-1.0465221,"('repellent', 'pleasant')",-1.1412396,-1.0465221,0.0947175
4,-1.9307626,-1.8712437,"('disliked', 'liked')",-1.9307626,-1.8712437,0.0595189
5,1.2832706,1.3727432,"('distant', 'outgoing')",1.2832706,1.3727432,0.0894726
6,1.0673895,1.151363,"('distant', 'open')",1.0673895,1.151363,0.0839735
7,-1.7965509,-1.8455275,"('insensitive', 'sensitive')",-1.7965509,-1.8455275,-0.0489766
8,0.7783574,0.7928568,"('unaffectionate', 'affectionate')",0.7783574,0.7928568,0.0144994
9,0.022939011,-0.009288993,"('unaffectionate', 'caring')",0.022939,-0.009289,-0.032228
10,-1.6138234,-1.6967778,"('unsympathetic', 'sympathetic')",-1.6138234,-1.6967778,-0.0829544
11,-0.08988189,-0.18785775,"('unhelpful', 'helpful')",-0.0898819,-0.1878577,-0.0979758
12,-0.8717258,-0.80768365,"('unsupportive', 'supportive')",-0.8717258,-0.8076836,0.0640422
13,-1.5159267,-1.6492907,"('impolite', 'polite')",-1.5159267,-1.6492907,-0.133364
14,-1.4145002,-1.5666724,"('antisocial', 'social')",-1.4145002,-1.5666724,-0.1521722
15,0.48724642,0.38481405,"('boring', 'funny')",0.4872464,0.3848141,-0.1024323
16,0.050681606,0.11264897,"('unpopular', 'popular')",0.0506816,0.112649,0.0619674
17,-0.6613449,-0.58777326,"('nasty', 'nice')",-0.6613449,-0.5877733,0.0735716
18,0.10550642,0.031310063,"('disagreeable', 'welcoming')",0.1055064,0.0313101,-0.0741963
19,0.1641934,0.31282106,"('inhospitable', 'hospitable')",0.1641934,0.3128211,0.1486277
20,-0.5240421,-0.5690197,"('rough', 'thoughtful')",-0.5240421,-0.5690197,-0.0449776
21,-0.9016634,-1.011253,"('immoral', 'moral')",-0.9016634,-1.011253,-0.1095896
22,-1.4610306,-1.5882074,"('untrustworthy', 'trustworthy')",-1.4610306,-1.5882074,-0.1271768
23,0.45328385,0.30338278,"('insincere', 'sincere')",0.4532838,0.3033828,-0.149901
24,-0.23331526,-0.3803525,"('dishonest', 'honest')",-0.2333153,-0.3803525,-0.1470372
25,0.5714956,0.55573773,"('egoistic', 'altruistic')",0.5714956,0.5557377,-0.0157579
26,0.10388501,0.0072087497,"('hardhearted', 'benevolent')",0.103885,0.0072087,-0.0966763
27,-0.16032901,-0.2371005,"('hardhearted', 'softhearted')",-0.160329,-0.2371005,-0.0767715
28,-0.95110995,-1.1331019,"('disloyal', 'loyal')",-0.9511099,-1.1331019,-0.181992
29,-0.36785018,-0.4154253,"('unfair', 'fair')",-0.3678502,-0.4154253,-0.0475751
30,-0.7482637,-0.9238753,"('intolerant', 'tolerant')",-0.7482637,-0.9238753,-0.1756116
31,-0.1663738,0.04577224,"('evil', 'good')",-0.1663738,0.0457722,0.212146
32,-0.09981052,-0.27410913,"('unkind', 'kind')",-0.0998105,-0.2741091,-0.1742986
33,0.28936762,0.27062267,"('wrong', 'right')",0.2893676,0.2706227,-0.0187449
34,1.1967348,1.3009526,"('mean', 'honorable')",1.1967348,1.3009526,0.1042178
35,0.7773763,0.80197835,"('corrupt', 'incorrupt')",0.7773763,0.8019783,0.024602
36,0.18177445,0.28894636,"('hostile', 'amicable')",0.1817745,0.2889464,0.1071719
37,-0.37290877,-0.42332473,"('fake', 'genuine')",-0.3729088,-0.4233247,-0.0504159
38,0.13329363,0.11936483,"('untruthful', 'truthful')",0.1332936,0.1193648,-0.0139288
39,-0.23605926,-0.30606103,"('exploitative', 'cooperative')",-0.2360593,-0.306061,-0.0700017
40,-1.1191272,-1.2220721,"('stingy', 'generous')",-1.1191272,-1.2220721,-0.1029449
41,-0.29969603,-0.4026389,"('unforgiving', 'forgiving')",-0.299696,-0.4026389,-0.1029429
42,-0.50149506,-0.5235509,"('unreliable', 'reliable')",-0.5014951,-0.5235509,-0.0220558
43,-0.19208391,-0.26498958,"('irresponsible', 'responsible')",-0.1920839,-0.2649896,-0.0729057
44,0.029344365,-0.010702781,"('prejudiced', 'unprejudiced')",0.0293444,-0.0107028,-0.0400472
45,-1.6434054,-1.687849,"('incompetent', 'competent')",-1.6434054,-1.687849,-0.0444436
46,-1.1520623,-1.2173543,"('uncompetitive', 'competitive')",-1.1520623,-1.2173543,-0.065292
47,0.41028967,0.3910331,"('stupid', 'smart')",0.4102897,0.3910331,-0.0192566
48,-0.3532039,-0.42343062,"('unintelligent', 'intelligent')",-0.3532039,-0.4234306,-0.0702267
49,0.21422257,0.2710964,"('unable', 'able')",0.2142226,0.2710964,0.0568738
50,0.47771785,0.46357557,"('clumsy', 'skillful')",0.4777178,0.4635756,-0.0141422
51,-1.4087378,-1.5105968,"('uneducated', 'educated')",-1.4087378,-1.5105968,-0.101859
52,0.20919505,0.11746947,"('irrational', 'rational')",0.209195,0.1174695,-0.0917255
53,-0.6782939,-0.6846205,"('uncreative', 'creative')",-0.6782939,-0.6846205,-0.0063266
54,0.5587684,0.55084753,"('incapable', 'capable')",0.5587684,0.5508475,-0.0079209
55,-1.0046306,-1.1241086,"('incompetent', 'clever')",-1.0046306,-1.1241086,-0.119478
56,0.19965652,0.11339522,"('impractical', 'practical')",0.1996565,0.1133952,-0.0862613
57,-1.530855,-1.6032256,"('unimaginative', 'imaginative')",-1.5308549,-1.6032256,-0.0723707
58,-0.36896506,-0.35628924,"('undiscriminating', 'discriminating')",-0.3689651,-0.3562892,0.0126759
59,0.30099577,0.32318464,"('foolish', 'wise')",0.3009958,0.3231846,0.0221888
60,-0.18927695,-0.32012922,"('inefficient', 'efficient')",-0.1892769,-0.3201292,-0.1308523
61,-0.46647596,-0.54740864,"('illogical', 'logical')",-0.466476,-0.5474086,-0.0809326
62,-0.6201469,-0.6290324,"('incompetent', 'brilliant')",-0.6201469,-0.6290324,-0.0088855
63,-1.0459797,-1.0063144,"('unperceptive', 'insightful')",-1.0459797,-1.0063144,0.0396653
64,-1.6892773,-1.7614865,"('shy', 'confident')",-1.6892773,-1.7614865,-0.0722092
65,-1.1992584,-1.4095911,"('insecure', 'secure')",-1.1992584,-1.4095911,-0.2103327
66,-0.48974395,-0.3865085,"('inactive', 'active')",-0.4897439,-0.3865085,0.1032354
67,0.90302837,0.8631862,"('doubtful', 'determined')",0.9030284,0.8631862,-0.0398422
68,-0.52777535,-0.5308498,"('dependent', 'independent')",-0.5277753,-0.5308498,-0.0030745
69,0.9590035,1.0728804,"('lazy', 'industrious')",0.9590035,1.0728804,0.1138769
70,-1.4421147,-1.4885345,"('lethargic', 'energetic')",-1.4421147,-1.4885345,-0.0464198
71,0.6569493,0.6965734,"('diffident', 'self-confident')",0.6569493,0.6965734,0.0396241
72,-0.0063303206,-0.07001099,"('unambitious', 'ambitious')",-0.0063303,-0.070011,-0.0636807
73,-0.21631311,-0.17500599,"('helpless', 'self-reliant')",-0.2163131,-0.175006,0.0413071
74,-0.1715945,-0.19263223,"('undedicated', 'dedicated')",-0.1715945,-0.1926322,-0.0210377
75,0.8870335,0.9950981,"('meek', 'impulsive')",0.8870335,0.9950981,0.1080646
76,-0.26141393,-0.3034556,"('anxious', 'daring')",-0.2614139,-0.3034556,-0.0420417
77,-0.7399492,-0.7022763,"('unmotivated', 'motivated')",-0.7399492,-0.7022763,0.0376729
78,-0.010948746,0.112391666,"('nonresilient', 'resilient')",-0.0109487,0.1123917,0.1233404
79,0.83168,1.0377405,"('wavering', 'unwavering')",0.83168,1.0377405,0.2060605
80,-1.9306856,-2.056377,"('dominated', 'dominating')",-1.9306856,-2.0563769,-0.1256913
81,-1.6190326,-1.7768813,"('submissive', 'aggressive')",-1.6190326,-1.7768813,-0.1578487
82,0.8742533,0.86682135,"('poor', 'rich')",0.8742533,0.8668213,-0.007432
83,-0.26820767,-0.30805454,"('powerless', 'powerful')",-0.2682077,-0.3080545,-0.0398468
84,0.76078105,0.6566266,"('inferior', 'superior')",0.760781,0.6566266,-0.1041544
85,1.285071,1.4247874,"('insignificant', 'prestigious')",1.285071,1.4247874,0.1397164
86,-1.609141,-1.7314432,"('uninfluential', 'influential')",-1.609141,-1.7314432,-0.1223022
87,-0.42829105,-0.42503566,"('unsuccessful', 'successful')",-0.4282911,-0.4250357,0.0032554
88,0.0918983,0.074951366,"('low', 'eminent')",0.0918983,0.0749514,-0.0169469
