,foodstuffs_male,foodstuffs_female,tuple,average_male,average_female,female-male
0,-1.2159888,-1.1968352,"('unsociable', 'sociable')",-1.2159888,-1.1968352,0.0191536
1,0.37410206,0.39109713,"('unfriendly', 'friendly')",0.3741021,0.3910971,0.016995
2,0.11046931,0.2150732,"('unlikable', 'likable')",0.1104693,0.2150732,0.1046039
3,-1.595212,-1.3604666,"('repellent', 'pleasant')",-1.595212,-1.3604666,0.2347454
4,-1.8052653,-1.7583066,"('disliked', 'liked')",-1.8052653,-1.7583066,0.0469587
5,0.63554823,0.6501568,"('distant', 'outgoing')",0.6355482,0.6501568,0.0146086
6,0.8484035,0.8665539,"('distant', 'open')",0.8484035,0.8665539,0.0181504
7,-0.86911565,-0.7270333,"('insensitive', 'sensitive')",-0.8691157,-0.7270333,0.1420824
8,0.29633904,0.20736258,"('unaffectionate', 'affectionate')",0.296339,0.2073626,-0.0889764
9,-0.071603134,-0.133351,"('unaffectionate', 'caring')",-0.0716031,-0.133351,-0.0617479
10,-1.7428128,-1.6164057,"('unsympathetic', 'sympathetic')",-1.7428128,-1.6164057,0.1264071
11,-0.29615983,-0.18445697,"('unhelpful', 'helpful')",-0.2961598,-0.184457,0.1117028
12,-1.2809148,-1.1448034,"('unsupportive', 'supportive')",-1.2809148,-1.1448034,0.1361114
13,-0.4890705,-0.47989643,"('impolite', 'polite')",-0.4890705,-0.4798964,0.0091741
14,-1.1083511,-1.0872314,"('antisocial', 'social')",-1.1083511,-1.0872314,0.0211197
15,1.0927047,1.0050025,"('boring', 'funny')",1.0927047,1.0050025,-0.0877022
16,-0.4309219,-0.34260207,"('unpopular', 'popular')",-0.4309219,-0.3426021,0.0883198
17,-0.09001448,0.047860064,"('nasty', 'nice')",-0.0900145,0.0478601,0.1378746
18,-1.0022438,-0.7782864,"('disagreeable', 'welcoming')",-1.0022438,-0.7782864,0.2239574
19,-0.20833196,-0.12171453,"('inhospitable', 'hospitable')",-0.208332,-0.1217145,0.0866175
20,-0.57296735,-0.46452636,"('rough', 'thoughtful')",-0.5729674,-0.4645264,0.108441
21,-1.6441462,-1.3451626,"('immoral', 'moral')",-1.6441462,-1.3451626,0.2989836
22,-0.7955938,-0.8397499,"('untrustworthy', 'trustworthy')",-0.7955938,-0.8397499,-0.0441561
23,0.787966,0.9321481,"('insincere', 'sincere')",0.787966,0.9321481,0.1441821
24,-0.2838577,-0.35015094,"('dishonest', 'honest')",-0.2838577,-0.3501509,-0.0662932
25,1.0582774,1.0806918,"('egoistic', 'altruistic')",1.0582774,1.0806918,0.0224144
26,1.3565634,1.212649,"('hardhearted', 'benevolent')",1.3565634,1.212649,-0.1439144
27,0.5343178,0.5531698,"('hardhearted', 'softhearted')",0.5343178,0.5531698,0.018852
28,0.6668044,0.621867,"('disloyal', 'loyal')",0.6668044,0.621867,-0.0449374
29,-1.107202,-1.1780059,"('unfair', 'fair')",-1.1072021,-1.1780059,-0.0708038
30,-0.67494017,-0.52429456,"('intolerant', 'tolerant')",-0.6749402,-0.5242946,0.1506456
31,-0.03265242,-0.02888073,"('evil', 'good')",-0.0326524,-0.0288807,0.0037717
32,0.32101572,0.30040857,"('unkind', 'kind')",0.3210157,0.3004086,-0.0206071
33,0.7403188,0.6386391,"('wrong', 'right')",0.7403188,0.6386391,-0.1016797
34,1.9422581,2.1655643,"('mean', 'honorable')",1.9422581,2.1655643,0.2233062
35,1.0555058,0.88998747,"('corrupt', 'incorrupt')",1.0555058,0.8899875,-0.1655183
36,0.4209596,0.40103006,"('hostile', 'amicable')",0.4209596,0.4010301,-0.0199295
37,0.23064509,0.25561076,"('fake', 'genuine')",0.2306451,0.2556108,0.0249657
38,0.08580926,0.075078025,"('untruthful', 'truthful')",0.0858093,0.075078,-0.0107313
39,0.032337666,0.14592846,"('exploitative', 'cooperative')",0.0323377,0.1459285,0.1135908
40,-0.92445904,-0.8717181,"('stingy', 'generous')",-0.924459,-0.8717181,0.0527409
41,0.023806445,0.07340154,"('unforgiving', 'forgiving')",0.0238064,0.0734015,0.0495951
42,-0.8223581,-0.6149174,"('unreliable', 'reliable')",-0.8223581,-0.6149174,0.2074407
43,-1.0409944,-0.9531789,"('irresponsible', 'responsible')",-1.0409944,-0.9531789,0.0878155
44,0.32355788,0.30953163,"('prejudiced', 'unprejudiced')",0.3235579,0.3095316,-0.0140263
45,-0.32985565,-0.29912338,"('incompetent', 'competent')",-0.3298557,-0.2991234,0.0307323
46,-1.9789598,-1.8475184,"('uncompetitive', 'competitive')",-1.9789598,-1.8475184,0.1314414
47,2.321008,2.3414803,"('stupid', 'smart')",2.321008,2.3414803,0.0204723
48,-1.6209337,-1.5057273,"('unintelligent', 'intelligent')",-1.6209337,-1.5057273,0.1152064
49,-0.3817028,-0.22470821,"('unable', 'able')",-0.3817028,-0.2247082,0.1569946
50,0.34167147,0.44600296,"('clumsy', 'skillful')",0.3416715,0.446003,0.1043315
51,-1.8125665,-1.7475379,"('uneducated', 'educated')",-1.8125665,-1.7475379,0.0650286
52,0.08343355,-0.015278697,"('irrational', 'rational')",0.0834336,-0.0152787,-0.0987123
53,-0.6302552,-0.54626864,"('uncreative', 'creative')",-0.6302552,-0.5462686,0.0839866
54,0.34245148,0.3763362,"('incapable', 'capable')",0.3424515,0.3763362,0.0338847
55,-1.6316197,-1.4491851,"('incompetent', 'clever')",-1.6316197,-1.4491851,0.1824346
56,0.11339668,0.22375253,"('impractical', 'practical')",0.1133967,0.2237525,0.1103558
57,-1.8117355,-1.7993004,"('unimaginative', 'imaginative')",-1.8117355,-1.7993004,0.0124351
58,-1.0175341,-0.9618566,"('undiscriminating', 'discriminating')",-1.0175341,-0.9618566,0.0556775
59,0.6411125,0.57274604,"('foolish', 'wise')",0.6411125,0.572746,-0.0683665
60,-1.3330407,-1.0464337,"('inefficient', 'efficient')",-1.3330407,-1.0464337,0.286607
61,-0.8877906,-0.88907737,"('illogical', 'logical')",-0.8877906,-0.8890774,-0.0012868
62,-1.1095273,-0.9210797,"('incompetent', 'brilliant')",-1.1095273,-0.9210797,0.1884476
63,-1.062577,-0.87159157,"('unperceptive', 'insightful')",-1.062577,-0.8715916,0.1909854
64,-3.0512402,-2.938023,"('shy', 'confident')",-3.0512402,-2.9380231,0.1132171
65,-1.1630241,-1.0890121,"('insecure', 'secure')",-1.1630241,-1.0890121,0.074012
66,0.22520018,0.14059532,"('inactive', 'active')",0.2252002,0.1405953,-0.0846049
67,0.36336187,0.30478323,"('doubtful', 'determined')",0.3633619,0.3047832,-0.0585787
68,-1.48693,-1.369326,"('dependent', 'independent')",-1.48693,-1.369326,0.117604
69,1.5371919,1.5127227,"('lazy', 'industrious')",1.5371919,1.5127227,-0.0244692
70,-1.1320674,-1.0211288,"('lethargic', 'energetic')",-1.1320674,-1.0211288,0.1109386
71,1.1470444,1.1989077,"('diffident', 'self-confident')",1.1470444,1.1989077,0.0518633
72,-0.8507364,-0.9197146,"('unambitious', 'ambitious')",-0.8507364,-0.9197146,-0.0689782
73,-0.76120627,-0.68561643,"('helpless', 'self-reliant')",-0.7612063,-0.6856164,0.0755899
74,0.006112003,0.09289512,"('undedicated', 'dedicated')",0.006112,0.0928951,0.0867831
75,0.007156968,-0.10287207,"('meek', 'impulsive')",0.007157,-0.1028721,-0.1100291
76,-1.3173499,-1.1187465,"('anxious', 'daring')",-1.3173499,-1.1187465,0.1986034
77,-1.6431034,-1.4101301,"('unmotivated', 'motivated')",-1.6431034,-1.4101301,0.2329733
78,-0.46282998,-0.31031144,"('nonresilient', 'resilient')",-0.46283,-0.3103114,0.1525186
79,0.7378196,0.700532,"('wavering', 'unwavering')",0.7378196,0.700532,-0.0372876
80,-0.411102,-0.47762573,"('dominated', 'dominating')",-0.411102,-0.4776257,-0.0665237
81,-1.3325448,-1.2319171,"('submissive', 'aggressive')",-1.3325448,-1.2319171,0.1006277
82,1.7289228,1.7681417,"('poor', 'rich')",1.7289228,1.7681417,0.0392189
83,-0.78815186,-0.75250614,"('powerless', 'powerful')",-0.7881519,-0.7525061,0.0356458
84,-0.036836796,-0.05860287,"('inferior', 'superior')",-0.0368368,-0.0586029,-0.0217661
85,0.73839384,0.796216,"('insignificant', 'prestigious')",0.7383938,0.796216,0.0578222
86,-1.4568346,-1.41937,"('uninfluential', 'influential')",-1.4568346,-1.4193701,0.0374645
87,0.029462349,-0.013423122,"('unsuccessful', 'successful')",0.0294623,-0.0134231,-0.0428854
88,-0.9083061,-0.86377096,"('low', 'eminent')",-0.9083061,-0.863771,0.0445351
