,embarq_male,embarq_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.84503686,-1.0724125,"('unsociable', 'sociable')",-0.065708295,-0.24419561,-0.4553726,-0.658304,-0.2029314
1,-1.8775969,-2.108142,"('unfriendly', 'friendly')",1.1658413,0.9723559,-0.3558778,-0.567893,-0.2120152
2,0.94047767,0.8210747,"('unlikable', 'likable')",0.7802887,0.7918824,0.8603832,0.8064786,-0.0539046
3,-0.41493794,-0.33905852,"('repellent', 'pleasant')",0.9244132,0.8747233,0.2547376,0.2678324,0.0130948
4,-0.54305613,-0.5226537,"('disliked', 'liked')",-6.969131,-6.9902854,-3.7560935,-3.7564695,-0.000376
5,-0.83577174,-0.805155,"('distant', 'outgoing')",-0.7325996,-0.6146844,-0.7841856,-0.7099197,0.0742659
6,-0.8953812,-0.86731124,"('distant', 'open')",-0.58531326,-0.46108422,-0.7403473,-0.6641977,0.0761496
7,-0.69664687,-0.63627064,"('insensitive', 'sensitive')",0.09499386,0.20463498,-0.3008265,-0.2158178,0.0850087
8,-0.932141,-1.0948431,"('unaffectionate', 'affectionate')",0.53659606,0.49030623,-0.1977725,-0.3022684,-0.1044959
9,-0.96626157,-1.1190537,"('unaffectionate', 'caring')",1.0466896,1.1123018,0.040214,-0.0033759,-0.0435899
10,-0.8880108,-1.0107051,"('unsympathetic', 'sympathetic')",-0.28505382,-0.27182063,-0.5865323,-0.6412629,-0.0547306
11,-0.21912673,-0.31918815,"('unhelpful', 'helpful')",1.7757896,1.9344962,0.7783315,0.807654,0.0293225
12,-0.7436149,-0.72645605,"('unsupportive', 'supportive')",-2.34002,-2.2515182,-1.5418174,-1.4889872,0.0528302
13,-0.37108245,-0.51212007,"('impolite', 'polite')",-0.8113527,-0.72999203,-0.5912176,-0.6210561,-0.0298385
14,0.22878711,0.21300903,"('antisocial', 'social')",0.19697419,0.029060453,0.2128806,0.1210347,-0.0918459
15,0.22397244,0.046881825,"('boring', 'funny')",-0.017135534,0.0043712314,0.1034185,0.0256265,-0.077792
16,-0.3151059,-0.3477663,"('unpopular', 'popular')",0.47033235,0.357145,0.0776132,0.0046894,-0.0729238
17,-0.19529372,-0.14334933,"('nasty', 'nice')",-0.5157738,-0.48711702,-0.3555337,-0.3152332,0.0403005
18,-0.34542933,-0.34716445,"('disagreeable', 'welcoming')",-0.6937437,-0.7770498,-0.5195865,-0.5621071,-0.0425206
19,-1.8258514,-1.874384,"('inhospitable', 'hospitable')",-0.79866016,-0.69158417,-1.3122559,-1.2829841,0.0292718
20,0.24791355,0.17643565,"('rough', 'thoughtful')",0.86298966,0.78067833,0.5554516,0.478557,-0.0768946
21,-0.05290782,-0.17546526,"('immoral', 'moral')",-0.5319749,-0.54423076,-0.2924414,-0.359848,-0.0674066
22,-0.27434546,-0.29019254,"('untrustworthy', 'trustworthy')",-0.98954123,-0.99249303,-0.6319433,-0.6413428,-0.0093995
23,-0.8381441,-0.9523701,"('insincere', 'sincere')",6.0702105,6.0600657,2.6160331,2.5538478,-0.0621853
24,-0.3056491,-0.37302637,"('dishonest', 'honest')",0.7322086,0.8436297,0.2132798,0.2353017,0.0220219
25,0.01334863,-0.07678447,"('egoistic', 'altruistic')",0.9782268,0.77290654,0.4957877,0.348061,-0.1477267
26,-0.1997195,-0.48599806,"('hardhearted', 'benevolent')",1.5479934,1.2762326,0.6741369,0.3951173,-0.2790196
27,-0.6776212,-0.663907,"('hardhearted', 'softhearted')",0.8390682,0.7999527,0.0807235,0.0680228,-0.0127007
28,-0.7239903,-0.85150665,"('disloyal', 'loyal')",1.2780856,1.1132373,0.2770476,0.1308653,-0.1461823
29,-0.33556384,-0.2934029,"('unfair', 'fair')",-0.34985116,-0.51585037,-0.3427075,-0.4046266,-0.0619191
30,1.0341637,0.90079534,"('intolerant', 'tolerant')",1.0074731,1.025459,1.0208185,0.9631272,-0.0576913
