,body_male,body_female,tuple,average_male,average_female,female-male
0,0.47574642,0.23240829,"('unsociable', 'sociable')",0.4757464,0.2324083,-0.2433381
1,1.4596921,1.3314077,"('unfriendly', 'friendly')",1.4596921,1.3314077,-0.1282844
2,0.5714297,0.76409584,"('unlikable', 'likable')",0.5714297,0.7640958,0.1926661
3,0.8339735,0.9507485,"('repellent', 'pleasant')",0.8339735,0.9507485,0.116775
4,-6.6976447,-6.7694697,"('disliked', 'liked')",-6.6976447,-6.7694697,-0.071825
5,-0.23232363,-0.11780865,"('distant', 'outgoing')",-0.2323236,-0.1178086,0.114515
6,-0.26312214,-0.18383665,"('distant', 'open')",-0.2631221,-0.1838367,0.0792854
7,0.9150307,0.89591694,"('insensitive', 'sensitive')",0.9150307,0.8959169,-0.0191138
8,0.9024906,0.8558419,"('unaffectionate', 'affectionate')",0.9024906,0.8558419,-0.0466487
9,1.8114886,1.857784,"('unaffectionate', 'caring')",1.8114886,1.857784,0.0462954
10,0.6519623,0.68686223,"('unsympathetic', 'sympathetic')",0.6519623,0.6868622,0.0348999
11,2.651116,2.6665752,"('unhelpful', 'helpful')",2.6511159,2.6665752,0.0154593
12,-1.4038925,-1.401657,"('unsupportive', 'supportive')",-1.4038925,-1.401657,0.0022355
13,0.3119887,0.25616604,"('impolite', 'polite')",0.3119887,0.256166,-0.0558227
14,0.273241,0.22564791,"('antisocial', 'social')",0.273241,0.2256479,-0.0475931
15,0.7814276,0.6438751,"('boring', 'funny')",0.7814276,0.6438751,-0.1375525
16,0.39577374,0.3784426,"('unpopular', 'popular')",0.3957737,0.3784426,-0.0173311
17,0.20500849,0.25358003,"('nasty', 'nice')",0.2050085,0.25358,0.0485715
18,-0.37795138,-0.51896095,"('disagreeable', 'welcoming')",-0.3779514,-0.518961,-0.1410096
19,-0.35390076,-0.33870518,"('inhospitable', 'hospitable')",-0.3539008,-0.3387052,0.0151956
20,0.65356344,0.5600345,"('rough', 'thoughtful')",0.6535634,0.5600345,-0.0935289
21,0.13378789,0.21637714,"('immoral', 'moral')",0.1337879,0.2163771,0.0825892
22,-0.3322638,-0.31883046,"('untrustworthy', 'trustworthy')",-0.3322638,-0.3188305,0.0134333
23,6.785134,6.770366,"('insincere', 'sincere')",6.7851338,6.7703662,-0.0147676
24,1.6905385,1.7410638,"('dishonest', 'honest')",1.6905385,1.7410638,0.0505253
25,0.5802258,0.4377754,"('egoistic', 'altruistic')",0.5802258,0.4377754,-0.1424504
26,0.94257253,0.7370257,"('hardhearted', 'benevolent')",0.9425725,0.7370257,-0.2055468
27,1.3328454,1.1955663,"('hardhearted', 'softhearted')",1.3328454,1.1955663,-0.1372791
28,1.1145378,1.0250146,"('disloyal', 'loyal')",1.1145378,1.0250146,-0.0895232
29,-0.6439488,-0.67796034,"('unfair', 'fair')",-0.6439488,-0.6779603,-0.0340115
30,1.0066769,0.91923195,"('intolerant', 'tolerant')",1.0066769,0.919232,-0.0874449
31,-1.3847303,-1.4286433,"('evil', 'good')",-1.3847303,-1.4286433,-0.043913
32,1.4022315,1.3636136,"('unkind', 'kind')",1.4022315,1.3636136,-0.0386179
33,-0.44511536,-0.44810712,"('wrong', 'right')",-0.4451154,-0.4481071,-0.0029917
34,5.184577,5.290909,"('mean', 'honorable')",5.184577,5.2909088,0.1063318
35,-1.1808407,-1.3671362,"('corrupt', 'incorrupt')",-1.1808407,-1.3671362,-0.1862955
36,-0.66704684,-0.8657775,"('hostile', 'amicable')",-0.6670468,-0.8657775,-0.1987307
37,0.44759905,0.4709855,"('fake', 'genuine')",0.4475991,0.4709855,0.0233864
38,0.26028788,0.26958543,"('untruthful', 'truthful')",0.2602879,0.2695854,0.0092975
39,0.23642755,0.3018769,"('exploitative', 'cooperative')",0.2364275,0.3018769,0.0654494
40,-1.7406036,-1.8890117,"('stingy', 'generous')",-1.7406036,-1.8890117,-0.1484081
41,-0.18733308,-0.2721629,"('unforgiving', 'forgiving')",-0.1873331,-0.2721629,-0.0848298
42,-2.3005242,-2.270793,"('unreliable', 'reliable')",-2.3005242,-2.270793,0.0297312
