,ashram_male,ashram_female,tuple,average_male,average_female,female-male
0,0.34260958,0.14129709,"('unsociable', 'sociable')",0.3426096,0.1412971,-0.2013125
1,0.15960303,0.048868507,"('unfriendly', 'friendly')",0.159603,0.0488685,-0.1107345
2,0.24301136,0.39013052,"('unlikable', 'likable')",0.2430114,0.3901305,0.1471191
3,-1.1903828,-1.056148,"('repellent', 'pleasant')",-1.1903828,-1.0561481,0.1342347
4,-1.3963559,-1.5546234,"('disliked', 'liked')",-1.3963559,-1.5546234,-0.1582675
5,0.6094797,0.49100247,"('distant', 'outgoing')",0.6094797,0.4910025,-0.1184772
6,0.4981725,0.3942617,"('distant', 'open')",0.4981725,0.3942617,-0.1039108
7,-0.45384586,-0.39027753,"('insensitive', 'sensitive')",-0.4538459,-0.3902775,0.0635684
8,-0.12960571,-0.28498083,"('unaffectionate', 'affectionate')",-0.1296057,-0.2849808,-0.1553751
9,0.14495847,0.03904561,"('unaffectionate', 'caring')",0.1449585,0.0390456,-0.1059129
10,-1.549645,-1.4991444,"('unsympathetic', 'sympathetic')",-1.5496449,-1.4991444,0.0505005
11,0.44269755,0.5164498,"('unhelpful', 'helpful')",0.4426976,0.5164498,0.0737522
12,-0.63159776,-0.69115156,"('unsupportive', 'supportive')",-0.6315978,-0.6911516,-0.0595538
13,-0.9540747,-0.9264668,"('impolite', 'polite')",-0.9540747,-0.9264668,0.0276079
14,-0.8139082,-0.6003074,"('antisocial', 'social')",-0.8139082,-0.6003074,0.2136008
15,1.2068478,1.1550767,"('boring', 'funny')",1.2068478,1.1550767,-0.0517711
16,0.7440485,0.6312523,"('unpopular', 'popular')",0.7440485,0.6312523,-0.1127962
17,0.004926564,-0.10564886,"('nasty', 'nice')",0.0049266,-0.1056489,-0.1105755
18,0.47279423,0.3825963,"('disagreeable', 'welcoming')",0.4727942,0.3825963,-0.0901979
19,-0.12368213,-0.22398098,"('inhospitable', 'hospitable')",-0.1236821,-0.223981,-0.1002989
20,-0.28330964,-0.28511098,"('rough', 'thoughtful')",-0.2833096,-0.285111,-0.0018014
21,-0.43934968,-0.4826682,"('immoral', 'moral')",-0.4393497,-0.4826682,-0.0433185
22,-0.07755768,-0.053891566,"('untrustworthy', 'trustworthy')",-0.0775577,-0.0538916,0.0236661
23,1.7405834,1.9062603,"('insincere', 'sincere')",1.7405834,1.9062603,0.1656769
24,0.1713402,0.251223,"('dishonest', 'honest')",0.1713402,0.251223,0.0798828
25,0.7529991,0.73092866,"('egoistic', 'altruistic')",0.7529991,0.7309287,-0.0220704
26,1.1959121,1.0866119,"('hardhearted', 'benevolent')",1.1959121,1.0866119,-0.1093002
27,-0.741839,-0.66802055,"('hardhearted', 'softhearted')",-0.741839,-0.6680205,0.0738185
28,-0.2636085,-0.41866374,"('disloyal', 'loyal')",-0.2636085,-0.4186637,-0.1550552
29,-0.4646983,-0.4335279,"('unfair', 'fair')",-0.4646983,-0.4335279,0.0311704
30,0.2759462,0.2243188,"('intolerant', 'tolerant')",0.2759462,0.2243188,-0.0516274
31,-0.90236056,-0.93032914,"('evil', 'good')",-0.9023606,-0.9303291,-0.0279685
32,-0.31916207,-0.35919583,"('unkind', 'kind')",-0.3191621,-0.3591958,-0.0400337
33,0.36014447,0.35018927,"('wrong', 'right')",0.3601445,0.3501893,-0.0099552
34,2.102999,2.2550082,"('mean', 'honorable')",2.102999,2.2550082,0.1520092
35,1.1685743,1.0112189,"('corrupt', 'incorrupt')",1.1685743,1.0112189,-0.1573554
36,-0.22760539,-0.40472817,"('hostile', 'amicable')",-0.2276054,-0.4047282,-0.1771228
37,-0.057670593,-0.033666447,"('fake', 'genuine')",-0.0576706,-0.0336664,0.0240042
38,0.10670937,0.13498786,"('untruthful', 'truthful')",0.1067094,0.1349879,0.0282785
39,0.05266878,0.060181472,"('exploitative', 'cooperative')",0.0526688,0.0601815,0.0075127
40,-0.61360943,-0.66795766,"('stingy', 'generous')",-0.6136094,-0.6679577,-0.0543483
41,0.4595268,0.40482908,"('unforgiving', 'forgiving')",0.4595268,0.4048291,-0.0546977
42,-0.87057364,-0.89219683,"('unreliable', 'reliable')",-0.8705736,-0.8921968,-0.0216232
43,-0.31716213,-0.2225981,"('irresponsible', 'responsible')",-0.3171621,-0.2225981,0.094564
44,-0.5700833,-0.50735295,"('prejudiced', 'unprejudiced')",-0.5700833,-0.5073529,0.0627304
45,-0.6066553,-0.4708291,"('incompetent', 'competent')",-0.6066553,-0.4708291,0.1358262
46,-1.1143554,-1.1752446,"('uncompetitive', 'competitive')",-1.1143554,-1.1752446,-0.0608892
47,1.2248932,1.57915,"('stupid', 'smart')",1.2248932,1.57915,0.3542568
48,-0.28676584,-0.45630565,"('unintelligent', 'intelligent')",-0.2867658,-0.4563057,-0.1695399
49,-0.7899962,-0.73497754,"('unable', 'able')",-0.7899962,-0.7349775,0.0550187
50,-0.3252725,-0.41433826,"('clumsy', 'skillful')",-0.3252725,-0.4143383,-0.0890658
51,0.28963542,0.34337673,"('uneducated', 'educated')",0.2896354,0.3433767,0.0537413
52,0.036103755,-0.11063883,"('irrational', 'rational')",0.0361038,-0.1106388,-0.1467426
53,-0.6127322,-0.6978647,"('uncreative', 'creative')",-0.6127322,-0.6978647,-0.0851325
54,0.49675232,0.43007702,"('incapable', 'capable')",0.4967523,0.430077,-0.0666753
55,-0.9851834,-0.9276065,"('incompetent', 'clever')",-0.9851834,-0.9276065,0.0575769
56,0.4629438,0.5798786,"('impractical', 'practical')",0.4629438,0.5798786,0.1169348
57,-1.400182,-1.554718,"('unimaginative', 'imaginative')",-1.400182,-1.554718,-0.154536
58,-0.24989259,-0.26430276,"('undiscriminating', 'discriminating')",-0.2498926,-0.2643028,-0.0144102
59,0.9070699,0.74909586,"('foolish', 'wise')",0.9070699,0.7490959,-0.157974
60,-0.3943719,-0.27850708,"('inefficient', 'efficient')",-0.3943719,-0.2785071,0.1158648
61,-0.659055,-0.6221601,"('illogical', 'logical')",-0.659055,-0.6221601,0.0368949
62,0.5709758,0.8059718,"('incompetent', 'brilliant')",0.5709758,0.8059718,0.234996
63,0.3563715,0.3521046,"('unperceptive', 'insightful')",0.3563715,0.3521046,-0.0042669
64,-2.4951265,-2.553493,"('shy', 'confident')",-2.4951265,-2.553493,-0.0583665
65,-1.0877031,-1.0477526,"('insecure', 'secure')",-1.0877031,-1.0477526,0.0399505
66,-0.32277906,-0.3792507,"('inactive', 'active')",-0.3227791,-0.3792507,-0.0564716
67,0.42660186,0.51546186,"('doubtful', 'determined')",0.4266019,0.5154619,0.08886
68,-0.7258334,-0.8014926,"('dependent', 'independent')",-0.7258334,-0.8014926,-0.0756592
69,0.61349535,0.614691,"('lazy', 'industrious')",0.6134953,0.614691,0.0011957
70,-0.29681605,-0.20878948,"('lethargic', 'energetic')",-0.2968161,-0.2087895,0.0880266
71,0.15177439,0.087901354,"('diffident', 'self-confident')",0.1517744,0.0879014,-0.063873
72,-0.8581693,-0.76278836,"('unambitious', 'ambitious')",-0.8581693,-0.7627884,0.0953809
