,mailbox_male,mailbox_female,tuple,average_male,average_female,female-male
0,0.64198655,0.56107,"('unsociable', 'sociable')",0.6419865,0.56107,-0.0809165
1,0.16908142,0.07437827,"('unfriendly', 'friendly')",0.1690814,0.0743783,-0.0947031
2,-0.2970522,-0.27373153,"('unlikable', 'likable')",-0.2970522,-0.2737315,0.0233207
3,-0.395126,-0.30373245,"('repellent', 'pleasant')",-0.395126,-0.3037325,0.0913935
4,-3.4997423,-3.4956276,"('disliked', 'liked')",-3.4997423,-3.4956276,0.0041147
5,-0.64339906,-0.6922211,"('distant', 'outgoing')",-0.6433991,-0.6922211,-0.048822
6,-0.34834775,-0.41592377,"('distant', 'open')",-0.3483478,-0.4159238,-0.067576
7,0.6300097,0.6610127,"('insensitive', 'sensitive')",0.6300097,0.6610127,0.031003
8,-0.194383,-0.28476247,"('unaffectionate', 'affectionate')",-0.194383,-0.2847625,-0.0903795
9,0.26029378,0.20296499,"('unaffectionate', 'caring')",0.2602938,0.202965,-0.0573288
10,0.121771395,0.12329544,"('unsympathetic', 'sympathetic')",0.1217714,0.1232954,0.001524
11,1.0121659,1.0564274,"('unhelpful', 'helpful')",1.0121659,1.0564274,0.0442615
12,-0.93119484,-0.93354946,"('unsupportive', 'supportive')",-0.9311948,-0.9335495,-0.0023547
13,0.46235064,0.46090525,"('impolite', 'polite')",0.4623506,0.4609053,-0.0014453
14,0.60706884,0.5559451,"('antisocial', 'social')",0.6070688,0.5559451,-0.0511237
15,0.22742489,0.13243632,"('boring', 'funny')",0.2274249,0.1324363,-0.0949886
16,-0.9050979,-0.8477415,"('unpopular', 'popular')",-0.9050979,-0.8477415,0.0573564
17,-0.58085465,-0.515802,"('nasty', 'nice')",-0.5808547,-0.515802,0.0650527
18,-0.76702446,-0.8105091,"('disagreeable', 'welcoming')",-0.7670245,-0.8105091,-0.0434846
19,-0.5803192,-0.5392214,"('inhospitable', 'hospitable')",-0.5803192,-0.5392214,0.0410978
20,-0.20149644,-0.21404284,"('rough', 'thoughtful')",-0.2014964,-0.2140428,-0.0125464
21,0.13466132,0.15283503,"('immoral', 'moral')",0.1346613,0.152835,0.0181737
22,0.08186373,0.027373418,"('untrustworthy', 'trustworthy')",0.0818637,0.0273734,-0.0544903
23,3.2410722,3.2143817,"('insincere', 'sincere')",3.2410722,3.2143817,-0.0266905
24,1.0052165,0.9250413,"('dishonest', 'honest')",1.0052165,0.9250413,-0.0801752
25,0.45234138,0.36362588,"('egoistic', 'altruistic')",0.4523414,0.3636259,-0.0887155
26,1.0332986,0.9168854,"('hardhearted', 'benevolent')",1.0332986,0.9168854,-0.1164132
27,0.05071467,-0.122649014,"('hardhearted', 'softhearted')",0.0507147,-0.122649,-0.1733637
28,0.6661986,0.5710476,"('disloyal', 'loyal')",0.6661986,0.5710476,-0.095151
29,-0.38246486,-0.4552247,"('unfair', 'fair')",-0.3824649,-0.4552247,-0.0727598
30,0.582401,0.551676,"('intolerant', 'tolerant')",0.582401,0.551676,-0.030725
31,-1.1273127,-1.1233094,"('evil', 'good')",-1.1273127,-1.1233094,0.0040033
32,0.40381163,0.33748576,"('unkind', 'kind')",0.4038116,0.3374858,-0.0663258
