,assistance_male,assistance_female,tuple,average_male,average_female,female-male
0,0.8584198,0.69903326,"('unsociable', 'sociable')",0.8584198,0.6990333,-0.1593865
1,0.1560962,0.28190055,"('unfriendly', 'friendly')",0.1560962,0.2819006,0.1258044
2,0.52417773,0.627448,"('unlikable', 'likable')",0.5241777,0.627448,0.1032703
3,0.54100484,0.6579094,"('repellent', 'pleasant')",0.5410048,0.6579094,0.1169046
4,-7.1359186,-7.051336,"('disliked', 'liked')",-7.1359186,-7.0513358,0.0845828
5,-1.4115158,-1.3094239,"('distant', 'outgoing')",-1.4115158,-1.3094239,0.1020919
6,-1.139583,-1.0508144,"('distant', 'open')",-1.139583,-1.0508144,0.0887686
7,1.0363345,1.1148678,"('insensitive', 'sensitive')",1.0363345,1.1148678,0.0785333
8,0.8181686,0.8215873,"('unaffectionate', 'affectionate')",0.8181686,0.8215873,0.0034187
9,1.8019518,1.8764582,"('unaffectionate', 'caring')",1.8019518,1.8764582,0.0745064
10,1.6055008,1.4211885,"('unsympathetic', 'sympathetic')",1.6055008,1.4211885,-0.1843123
11,2.8765476,2.8999624,"('unhelpful', 'helpful')",2.8765476,2.8999624,0.0234148
12,-0.61951405,-0.47924152,"('unsupportive', 'supportive')",-0.619514,-0.4792415,0.1402725
13,0.7251506,0.7396067,"('impolite', 'polite')",0.7251506,0.7396067,0.0144561
14,0.90980715,0.87946624,"('antisocial', 'social')",0.9098071,0.8794662,-0.0303409
15,0.43800548,0.33301875,"('boring', 'funny')",0.4380055,0.3330187,-0.1049868
16,-0.6808372,-0.5073935,"('unpopular', 'popular')",-0.6808372,-0.5073935,0.1734437
17,0.34330368,0.33942038,"('nasty', 'nice')",0.3433037,0.3394204,-0.0038833
18,-0.70877427,-0.55700046,"('disagreeable', 'welcoming')",-0.7087743,-0.5570005,0.1517738
19,-1.103521,-1.0475215,"('inhospitable', 'hospitable')",-1.103521,-1.0475215,0.0559995
20,0.5708863,0.5027435,"('rough', 'thoughtful')",0.5708863,0.5027435,-0.0681428
21,0.24628156,0.29236305,"('immoral', 'moral')",0.2462816,0.292363,0.0460814
22,0.21840179,0.20119238,"('untrustworthy', 'trustworthy')",0.2184018,0.2011924,-0.0172094
23,6.3374133,6.449464,"('insincere', 'sincere')",6.3374133,6.4494638,0.1120505
24,1.5529708,1.4886296,"('dishonest', 'honest')",1.5529708,1.4886296,-0.0643412
25,0.31540155,0.40583056,"('egoistic', 'altruistic')",0.3154016,0.4058306,0.090429
26,1.48637,1.4910374,"('hardhearted', 'benevolent')",1.48637,1.4910374,0.0046674
27,1.1012301,1.0715533,"('hardhearted', 'softhearted')",1.1012301,1.0715533,-0.0296768
28,1.141804,1.0096874,"('disloyal', 'loyal')",1.141804,1.0096874,-0.1321166
29,-0.85081017,-1.0783961,"('unfair', 'fair')",-0.8508102,-1.0783961,-0.2275859
30,1.3207715,1.2288376,"('intolerant', 'tolerant')",1.3207715,1.2288376,-0.0919339
31,-2.1120117,-2.057442,"('evil', 'good')",-2.1120117,-2.0574419,0.0545698
32,1.524612,1.4624591,"('unkind', 'kind')",1.5246119,1.4624591,-0.0621528
33,-0.49397182,-0.4415898,"('wrong', 'right')",-0.4939718,-0.4415898,0.052382
34,4.25467,4.574796,"('mean', 'honorable')",4.2546701,4.5747962,0.3201261
35,-1.2939141,-1.4728248,"('corrupt', 'incorrupt')",-1.2939141,-1.4728248,-0.1789107
36,-0.8514673,-0.9433284,"('hostile', 'amicable')",-0.8514673,-0.9433284,-0.0918611
37,0.57140416,0.4842808,"('fake', 'genuine')",0.5714042,0.4842808,-0.0871234
38,0.22769876,0.31979632,"('untruthful', 'truthful')",0.2276988,0.3197963,0.0920975
39,0.6029385,0.7036154,"('exploitative', 'cooperative')",0.6029385,0.7036154,0.1006769
40,-1.7506154,-1.8307537,"('stingy', 'generous')",-1.7506154,-1.8307537,-0.0801383
41,0.7230624,0.6464846,"('unforgiving', 'forgiving')",0.7230624,0.6464846,-0.0765778
42,-1.6606567,-1.7324079,"('unreliable', 'reliable')",-1.6606567,-1.7324079,-0.0717512
43,1.4819807,1.5573586,"('irresponsible', 'responsible')",1.4819807,1.5573586,0.0753779
44,-0.96874565,-1.0157176,"('prejudiced', 'unprejudiced')",-0.9687456,-1.0157176,-0.046972
45,1.0073179,0.8768585,"('incompetent', 'competent')",1.0073179,0.8768585,-0.1304594
46,-0.2049471,-0.26745906,"('uncompetitive', 'competitive')",-0.2049471,-0.2674591,-0.062512
47,5.4440317,5.703778,"('stupid', 'smart')",5.4440317,5.7037778,0.2597461
48,0.7334364,0.69024515,"('unintelligent', 'intelligent')",0.7334364,0.6902452,-0.0431912
49,-0.30846703,-0.022974683,"('unable', 'able')",-0.308467,-0.0229747,0.2854923
50,-0.47721168,-0.39016703,"('clumsy', 'skillful')",-0.4772117,-0.390167,0.0870447
51,0.34161532,0.31022575,"('uneducated', 'educated')",0.3416153,0.3102258,-0.0313895
52,-0.71174365,-0.8216828,"('irrational', 'rational')",-0.7117437,-0.8216828,-0.1099391
53,-0.13652657,0.030410951,"('uncreative', 'creative')",-0.1365266,0.030411,0.1669376
54,0.72915405,0.84859186,"('incapable', 'capable')",0.7291541,0.8485919,0.1194378
55,0.9425747,0.93232507,"('incompetent', 'clever')",0.9425747,0.9323251,-0.0102496
56,1.1996179,1.2161618,"('impractical', 'practical')",1.1996179,1.2161618,0.0165439
57,-2.2111673,-2.2505598,"('unimaginative', 'imaginative')",-2.2111673,-2.2505598,-0.0393925
58,-0.20822677,-0.28681985,"('undiscriminating', 'discriminating')",-0.2082268,-0.2868198,-0.078593
59,-0.26790988,-0.064523086,"('foolish', 'wise')",-0.2679099,-0.0645231,0.2033868
60,1.1863405,1.2978895,"('inefficient', 'efficient')",1.1863405,1.2978895,0.111549
61,0.65173674,0.41175804,"('illogical', 'logical')",0.6517367,0.411758,-0.2399787
62,1.2873359,1.4072411,"('incompetent', 'brilliant')",1.2873359,1.4072411,0.1199052
63,1.137934,1.243536,"('unperceptive', 'insightful')",1.137934,1.243536,0.105602
64,-4.9041395,-4.9460015,"('shy', 'confident')",-4.9041395,-4.9460015,-0.041862
