,tweezers_male,tweezers_female,tuple,average_male,average_female,female-male
0,-0.3332011,-0.4134566,"('unsociable', 'sociable')",-0.3332011,-0.4134566,-0.0802555
1,-0.8134787,-0.84487087,"('unfriendly', 'friendly')",-0.8134787,-0.8448709,-0.0313922
2,-1.1369411,-1.1639285,"('unlikable', 'likable')",-1.1369411,-1.1639285,-0.0269874
3,-0.89424914,-0.698448,"('repellent', 'pleasant')",-0.8942491,-0.698448,0.1958011
4,-1.7313515,-1.7808784,"('disliked', 'liked')",-1.7313515,-1.7808784,-0.0495269
5,0.08156988,0.028661827,"('distant', 'outgoing')",0.0815699,0.0286618,-0.0529081
6,-0.24867772,-0.2804948,"('distant', 'open')",-0.2486777,-0.2804948,-0.0318171
7,-0.21218891,-0.0021448582,"('insensitive', 'sensitive')",-0.2121889,-0.0021449,0.210044
8,-0.6120696,-0.75713885,"('unaffectionate', 'affectionate')",-0.6120696,-0.7571388,-0.1450692
9,-0.48911628,-0.47435826,"('unaffectionate', 'caring')",-0.4891163,-0.4743583,0.014758
10,-1.4057691,-1.3146946,"('unsympathetic', 'sympathetic')",-1.4057691,-1.3146946,0.0910745
11,0.19019729,0.2818596,"('unhelpful', 'helpful')",0.1901973,0.2818596,0.0916623
12,-0.88349545,-0.7491405,"('unsupportive', 'supportive')",-0.8834955,-0.7491405,0.134355
13,-0.51498675,-0.7183491,"('impolite', 'polite')",-0.5149868,-0.7183491,-0.2033623
14,0.21917626,0.28691536,"('antisocial', 'social')",0.2191763,0.2869154,0.0677391
15,0.37794212,0.23497824,"('boring', 'funny')",0.3779421,0.2349782,-0.1429639
16,-0.3442147,-0.25060552,"('unpopular', 'popular')",-0.3442147,-0.2506055,0.0936092
17,-0.30130765,-0.2739551,"('nasty', 'nice')",-0.3013076,-0.2739551,0.0273525
18,-0.34375787,-0.3280819,"('disagreeable', 'welcoming')",-0.3437579,-0.3280819,0.015676
19,-0.6410814,-0.6746884,"('inhospitable', 'hospitable')",-0.6410814,-0.6746884,-0.033607
20,0.44209146,0.49390474,"('rough', 'thoughtful')",0.4420915,0.4939047,0.0518132
21,-0.59424835,-0.5339796,"('immoral', 'moral')",-0.5942484,-0.5339796,0.0602688
22,-0.15654227,-0.13583086,"('untrustworthy', 'trustworthy')",-0.1565423,-0.1358309,0.0207114
23,1.1994506,1.3062083,"('insincere', 'sincere')",1.1994506,1.3062083,0.1067577
24,-0.909423,-0.92278737,"('dishonest', 'honest')",-0.909423,-0.9227874,-0.0133644
25,0.39523432,0.37044954,"('egoistic', 'altruistic')",0.3952343,0.3704495,-0.0247848
26,-0.14121693,-0.3165232,"('hardhearted', 'benevolent')",-0.1412169,-0.3165232,-0.1753063
27,1.0638821,1.0522375,"('hardhearted', 'softhearted')",1.0638821,1.0522375,-0.0116446
28,-0.60052204,-0.61150205,"('disloyal', 'loyal')",-0.600522,-0.6115021,-0.0109801
29,0.00731414,-0.017329313,"('unfair', 'fair')",0.0073141,-0.0173293,-0.0246434
30,-0.013575453,-0.063733995,"('intolerant', 'tolerant')",-0.0135755,-0.063734,-0.0501585
31,-0.6217286,-0.6124049,"('evil', 'good')",-0.6217286,-0.6124049,0.0093237
32,-0.1554472,-0.2631494,"('unkind', 'kind')",-0.1554472,-0.2631494,-0.1077022
33,-0.15580548,-0.1900241,"('wrong', 'right')",-0.1558055,-0.1900241,-0.0342186
34,0.8653236,1.0481474,"('mean', 'honorable')",0.8653236,1.0481474,0.1828238
35,0.09833404,0.0077434294,"('corrupt', 'incorrupt')",0.098334,0.0077434,-0.0905906
36,-0.80513823,-0.8070893,"('hostile', 'amicable')",-0.8051382,-0.8070893,-0.0019511
37,-0.57892,-0.5722497,"('fake', 'genuine')",-0.57892,-0.5722497,0.0066703
38,-0.4791566,-0.4150353,"('untruthful', 'truthful')",-0.4791566,-0.4150353,0.0641213
39,0.697783,0.6858796,"('exploitative', 'cooperative')",0.697783,0.6858796,-0.0119034
40,-1.1714139,-1.1215628,"('stingy', 'generous')",-1.1714139,-1.1215628,0.0498511
41,-0.18728769,-0.27577248,"('unforgiving', 'forgiving')",-0.1872877,-0.2757725,-0.0884848
42,-0.97472835,-0.89600295,"('unreliable', 'reliable')",-0.9747283,-0.8960029,0.0787254
43,-0.7597791,-0.7533972,"('irresponsible', 'responsible')",-0.7597791,-0.7533972,0.0063819
44,0.02885953,-0.06775078,"('prejudiced', 'unprejudiced')",0.0288595,-0.0677508,-0.0966103
45,-0.35272825,-0.25391942,"('incompetent', 'competent')",-0.3527282,-0.2539194,0.0988088
46,-1.2696723,-1.1499596,"('uncompetitive', 'competitive')",-1.2696723,-1.1499596,0.1197127
47,1.4239724,1.5391238,"('stupid', 'smart')",1.4239724,1.5391238,0.1151514
48,-0.4609543,-0.45289373,"('unintelligent', 'intelligent')",-0.4609543,-0.4528937,0.0080606
49,0.08706998,0.2079793,"('unable', 'able')",0.08707,0.2079793,0.1209093
50,-0.3679816,-0.24759884,"('clumsy', 'skillful')",-0.3679816,-0.2475988,0.1203828
51,0.121769294,0.08002117,"('uneducated', 'educated')",0.1217693,0.0800212,-0.0417481
52,-0.2634167,-0.35819948,"('irrational', 'rational')",-0.2634167,-0.3581995,-0.0947828
53,-1.2374855,-1.207504,"('uncreative', 'creative')",-1.2374855,-1.207504,0.0299815
54,-0.7057419,-0.73503137,"('incapable', 'capable')",-0.7057419,-0.7350314,-0.0292895
55,0.617127,0.6870235,"('incompetent', 'clever')",0.617127,0.6870235,0.0698965
