,lsi_male,lsi_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.2728615,-0.40738577,"('unsociable', 'sociable')",0.17055202,-0.09172709,-0.0511547,-0.2495564,-0.1984017
1,-1.4904634,-1.6636748,"('unfriendly', 'friendly')",0.8245915,0.6535206,-0.3329359,-0.5050771,-0.1721412
2,1.1606998,1.1571076,"('unlikable', 'likable')",1.0369995,1.1079211,1.0988497,1.1325144,0.0336647
3,0.40016678,0.6293489,"('repellent', 'pleasant')",1.2232857,1.2183867,0.8117262,0.9238678,0.1121416
4,-0.27584216,-0.2429353,"('disliked', 'liked')",-5.7943964,-5.8757076,-3.0351193,-3.0593214,-0.0242021
5,-1.3334943,-1.3675458,"('distant', 'outgoing')",-1.1100094,-1.0090914,-1.2217519,-1.1883186,0.0334333
6,-1.4748167,-1.524139,"('distant', 'open')",-1.4856398,-1.395843,-1.4802282,-1.459991,0.0202372
7,-0.14336291,-0.07577608,"('insensitive', 'sensitive')",0.23745592,0.1795882,0.0470465,0.0519061,0.0048596
8,-1.0264552,-1.1943485,"('unaffectionate', 'affectionate')",-0.047171317,-0.091943786,-0.5368133,-0.6431461,-0.1063328
9,-0.8268573,-0.94919634,"('unaffectionate', 'caring')",0.5967987,0.54860425,-0.1150293,-0.200296,-0.0852667
10,-0.43581364,-0.29465324,"('unsympathetic', 'sympathetic')",-0.4497887,-0.5549888,-0.4428012,-0.424821,0.0179802
11,0.20739228,0.23968908,"('unhelpful', 'helpful')",2.1066575,2.1287446,1.1570249,1.1842169,0.027192
12,-0.095064,0.05096627,"('unsupportive', 'supportive')",-2.10543,-2.1462526,-1.1002469,-1.0476432,0.0526037
13,-0.04090573,-0.10132157,"('impolite', 'polite')",-0.61241925,-0.585741,-0.3266625,-0.3435313,-0.0168688
14,0.93164605,0.9744451,"('antisocial', 'social')",0.5978841,0.41456094,0.7647651,0.694503,-0.0702621
15,-0.0964739,-0.28231964,"('boring', 'funny')",0.28021368,0.25173056,0.0918699,-0.0152945,-0.1071644
16,-0.09751228,-0.16038075,"('unpopular', 'popular')",1.000124,0.86439914,0.4513058,0.3520092,-0.0992966
17,0.20331268,0.2489915,"('nasty', 'nice')",-0.3162647,-0.2974615,-0.056476,-0.024235,0.032241
18,-0.74288464,-0.76963055,"('disagreeable', 'welcoming')",-0.75945216,-0.8516595,-0.7511684,-0.810645,-0.0594766
19,-1.1182562,-1.2043219,"('inhospitable', 'hospitable')",-0.9412041,-0.86085904,-1.0297301,-1.0325904,-0.0028603
20,1.0491818,1.008371,"('rough', 'thoughtful')",1.0298047,0.96251,1.0394933,0.9854405,-0.0540528
21,0.66607416,0.7300673,"('immoral', 'moral')",0.22719817,0.1477308,0.4466362,0.438899,-0.0077372
22,0.06298323,0.034667317,"('untrustworthy', 'trustworthy')",-0.8830432,-0.9878656,-0.41003,-0.4765992,-0.0665692
23,-0.11630218,-0.10384222,"('insincere', 'sincere')",5.4396205,5.416107,2.6616592,2.6561325,-0.0055267
24,-0.19280696,-0.21401268,"('dishonest', 'honest')",0.4170177,0.4643592,0.1121054,0.1251733,0.0130679
25,-0.45028782,-0.64334834,"('egoistic', 'altruistic')",0.81480783,0.71299934,0.18226,0.0348255,-0.1474345
26,-0.045923937,-0.25956738,"('hardhearted', 'benevolent')",1.598846,1.3650736,0.776461,0.5527531,-0.2237079
27,-0.467696,-0.476026,"('hardhearted', 'softhearted')",0.35718876,0.2850786,-0.0552536,-0.0954737,-0.0402201
28,-0.92287636,-1.044056,"('disloyal', 'loyal')",1.1359328,0.97375387,0.1065282,-0.0351511,-0.1416793
29,-0.34818992,-0.40119815,"('unfair', 'fair')",-0.5149384,-0.6361088,-0.4315642,-0.5186535,-0.0870893
30,0.8202627,0.82855666,"('intolerant', 'tolerant')",1.1957904,1.1736792,1.0080266,1.0011179,-0.0069087
31,-1.4133945,-1.4187729,"('evil', 'good')",-1.1553138,-1.242554,-1.2843542,-1.3306634,-0.0463092
32,0.45323387,0.34074786,"('unkind', 'kind')",1.0626518,0.8245042,0.7579428,0.582626,-0.1753168
33,-0.26749754,-0.40817016,"('wrong', 'right')",-0.9330054,-0.95721185,-0.6002514,-0.682691,-0.0824396
34,-0.13349715,0.08669411,"('mean', 'honorable')",5.241816,5.5110097,2.5541594,2.798852,0.2446926
35,-0.794797,-1.01319,"('corrupt', 'incorrupt')",-0.96727884,-0.98211247,-0.881038,-0.9976512,-0.1166132
36,-1.1678292,-1.3172259,"('hostile', 'amicable')",-0.4955969,-0.6252407,-0.831713,-0.9712333,-0.1395203
37,-0.3462276,-0.32328644,"('fake', 'genuine')",-0.4602327,-0.45320538,-0.4032301,-0.3882459,0.0149842
38,-0.9057516,-0.84867334,"('untruthful', 'truthful')",0.020283952,0.14434567,-0.4427338,-0.3521639,0.0905699
39,0.7975137,0.770666,"('exploitative', 'cooperative')",0.14873368,0.19180228,0.4731237,0.4812341,0.0081104
40,-0.29102156,-0.16127025,"('stingy', 'generous')",-2.2764876,-2.3907132,-1.2837546,-1.2759917,0.0077629
41,-0.18096247,-0.078321956,"('unforgiving', 'forgiving')",0.08154665,-0.024814751,-0.0497079,-0.0515684,-0.0018605
42,0.39016327,0.55071014,"('unreliable', 'reliable')",-3.1272979,-3.119518,-1.3685673,-1.2844039,0.0841634
43,-0.19594619,-0.10446489,"('irresponsible', 'responsible')",0.38222766,0.41186586,0.0931407,0.1537005,0.0605598
44,0.10998304,0.10607073,"('prejudiced', 'unprejudiced')",-1.3963782,-1.3736737,-0.6431975,-0.6338015,0.009396
45,0.22492142,0.4178085,"('incompetent', 'competent')",0.28812757,0.22267511,0.2565245,0.3202418,0.0637173
46,-0.023393705,0.20721157,"('uncompetitive', 'competitive')",-0.43703327,-0.44621962,-0.2302135,-0.119504,0.1107095
47,0.37513334,0.38652897,"('stupid', 'smart')",4.781791,5.0114207,2.5784624,2.6989748,0.1205124
48,0.12624347,0.18738665,"('unintelligent', 'intelligent')",0.9438485,0.8810899,0.535046,0.5342383,-0.0008077
49,0.12841487,0.28604034,"('unable', 'able')",-0.04398516,0.068716705,0.0422149,0.1773785,0.1351636
50,-0.052755542,-0.09116238,"('clumsy', 'skillful')",-0.0018111542,-0.0932758,-0.0272833,-0.0922191,-0.0649358
51,-0.052194826,-0.058023565,"('uneducated', 'educated')",0.47253168,0.35657865,0.2101684,0.1492775,-0.0608909
52,-0.23641014,-0.56749713,"('irrational', 'rational')",-0.100583866,-0.23700942,-0.168497,-0.4022533,-0.2337563
53,-0.5334518,-0.66121095,"('uncreative', 'creative')",0.5532639,0.4702598,0.0099061,-0.0954756,-0.1053817
54,-0.54131114,-0.72838986,"('incapable', 'capable')",0.6898031,0.7169031,0.074246,-0.0057434,-0.0799894
55,0.8246987,0.9685387,"('incompetent', 'clever')",0.7866002,0.6941066,0.8056494,0.8313227,0.0256733
56,1.192527,1.2279259,"('impractical', 'practical')",0.052376047,0.07996887,0.6224515,0.6539474,0.0314959
57,-0.15763322,-0.1780756,"('unimaginative', 'imaginative')",-2.663969,-2.790273,-1.4108012,-1.4841743,-0.0733731
58,-0.39542955,-0.36230367,"('undiscriminating', 'discriminating')",0.44601542,0.38545623,0.0252929,0.0115763,-0.0137166
59,0.27539656,0.1671463,"('foolish', 'wise')",-0.07987565,-0.058475852,0.0977605,0.0543352,-0.0434253
60,1.3439165,1.5632766,"('inefficient', 'efficient')",0.29192355,0.44610074,0.81792,1.0046887,0.1867687
61,0.343242,0.13375023,"('illogical', 'logical')",0.6987175,0.53333,0.5209798,0.3335401,-0.1874397
62,1.2640574,1.5674095,"('incompetent', 'brilliant')",0.9580733,1.1473361,1.1110654,1.3573728,0.2463074
63,-0.21957737,-0.040962134,"('unperceptive', 'insightful')",0.5370441,0.57903427,0.1587334,0.2690361,0.1103027
64,-0.11677635,-0.08668641,"('shy', 'confident')",-5.8439655,-5.918413,-2.980371,-3.0025499,-0.0221789
65,0.6834912,0.6640686,"('insecure', 'secure')",-0.08338128,-0.06266673,0.3000549,0.3007009,0.000646
66,-1.0641553,-1.1283982,"('inactive', 'active')",-0.37458342,-0.3888761,-0.7193694,-0.7586371,-0.0392677
67,0.9030215,0.8372005,"('doubtful', 'determined')",-0.31614888,-0.36309284,0.2934363,0.2370538,-0.0563825
68,-0.008591577,-0.047009908,"('dependent', 'independent')",-0.7037258,-0.6908258,-0.3561587,-0.3689179,-0.0127592
69,0.0066614747,-0.10456347,"('lazy', 'industrious')",-0.6584758,-0.59680057,-0.3259072,-0.350682,-0.0247748
70,-0.21197626,-0.056902096,"('lethargic', 'energetic')",0.006623648,0.04188935,-0.1026763,-0.0075064,0.0951699
