,ninja_male,ninja_female,tuple,average_male,average_female,female-male
0,-0.06773575,-0.13672554,"('unsociable', 'sociable')",-0.0677357,-0.1367255,-0.0689898
1,1.5973521,1.6332552,"('unfriendly', 'friendly')",1.5973521,1.6332552,0.0359031
2,0.55511606,0.7162375,"('unlikable', 'likable')",0.5551161,0.7162375,0.1611214
3,0.7606686,1.008678,"('repellent', 'pleasant')",0.7606686,1.008678,0.2480094
4,-7.7742767,-7.584158,"('disliked', 'liked')",-7.7742767,-7.5841579,0.1901188
5,-0.07137863,0.06286642,"('distant', 'outgoing')",-0.0713786,0.0628664,0.134245
6,0.08059624,0.22150421,"('distant', 'open')",0.0805962,0.2215042,0.140908
7,1.4707208,1.5754226,"('insensitive', 'sensitive')",1.4707208,1.5754226,0.1047018
8,1.0624391,1.0910136,"('unaffectionate', 'affectionate')",1.0624391,1.0910136,0.0285745
9,1.9814757,1.92303,"('unaffectionate', 'caring')",1.9814757,1.92303,-0.0584457
10,1.2034333,1.244552,"('unsympathetic', 'sympathetic')",1.2034333,1.244552,0.0411187
11,2.2336063,2.181476,"('unhelpful', 'helpful')",2.2336063,2.1814761,-0.0521302
12,-1.138945,-1.1188393,"('unsupportive', 'supportive')",-1.138945,-1.1188393,0.0201057
13,0.47697616,0.37641162,"('impolite', 'polite')",0.4769762,0.3764116,-0.1005646
14,-0.13767229,-0.1977101,"('antisocial', 'social')",-0.1376723,-0.1977101,-0.0600378
15,0.61989576,0.6765332,"('boring', 'funny')",0.6198958,0.6765332,0.0566374
16,-0.2193883,-0.24275826,"('unpopular', 'popular')",-0.2193883,-0.2427583,-0.02337
17,-0.75619614,-0.6298985,"('nasty', 'nice')",-0.7561961,-0.6298985,0.1262976
18,-0.5125301,-0.5152228,"('disagreeable', 'welcoming')",-0.5125301,-0.5152228,-0.0026927
19,-0.17976497,0.0048556514,"('inhospitable', 'hospitable')",-0.179765,0.0048557,0.1846207
20,0.7921666,0.6940795,"('rough', 'thoughtful')",0.7921666,0.6940795,-0.0980871
21,0.10029049,0.18735643,"('immoral', 'moral')",0.1002905,0.1873564,0.0870659
22,-0.3527753,-0.26080853,"('untrustworthy', 'trustworthy')",-0.3527753,-0.2608085,0.0919668
23,7.2623124,7.2390637,"('insincere', 'sincere')",7.2623124,7.2390637,-0.0232487
24,2.060918,2.0552566,"('dishonest', 'honest')",2.0609181,2.0552566,-0.0056615
25,0.2716627,0.23341443,"('egoistic', 'altruistic')",0.2716627,0.2334144,-0.0382483
26,0.11780067,0.09876363,"('hardhearted', 'benevolent')",0.1178007,0.0987636,-0.0190371
27,1.2528559,1.2259189,"('hardhearted', 'softhearted')",1.2528559,1.2259189,-0.026937
28,1.3842483,1.3175552,"('disloyal', 'loyal')",1.3842483,1.3175552,-0.0666931
29,-0.43815216,-0.38837796,"('unfair', 'fair')",-0.4381522,-0.388378,0.0497742
30,1.5390985,1.5059023,"('intolerant', 'tolerant')",1.5390985,1.5059023,-0.0331962
31,-1.8676062,-1.6481185,"('evil', 'good')",-1.8676062,-1.6481185,0.2194877
32,1.1917826,1.1117554,"('unkind', 'kind')",1.1917826,1.1117554,-0.0800272
33,-0.20157424,-0.3294762,"('wrong', 'right')",-0.2015742,-0.3294762,-0.127902
34,4.7232347,4.872696,"('mean', 'honorable')",4.7232347,4.8726959,0.1494612
35,-1.1364021,-1.1450939,"('corrupt', 'incorrupt')",-1.1364021,-1.1450939,-0.0086918
36,-0.88667196,-0.9236311,"('hostile', 'amicable')",-0.886672,-0.9236311,-0.0369591
37,0.7830114,0.84316826,"('fake', 'genuine')",0.7830114,0.8431683,0.0601569
38,0.39120102,0.2802665,"('untruthful', 'truthful')",0.391201,0.2802665,-0.1109345
39,-0.054629374,-0.1517133,"('exploitative', 'cooperative')",-0.0546294,-0.1517133,-0.0970839
40,-1.5986743,-1.4458781,"('stingy', 'generous')",-1.5986743,-1.4458781,0.1527962
41,-0.18715456,-0.26381946,"('unforgiving', 'forgiving')",-0.1871546,-0.2638195,-0.0766649
42,-2.0399904,-1.8397574,"('unreliable', 'reliable')",-2.0399904,-1.8397574,0.200233
43,1.5464977,1.5246673,"('irresponsible', 'responsible')",1.5464977,1.5246673,-0.0218304
44,-1.6780757,-1.7380912,"('prejudiced', 'unprejudiced')",-1.6780757,-1.7380912,-0.0600155
45,0.26328683,0.4090811,"('incompetent', 'competent')",0.2632868,0.4090811,0.1457943
46,-0.3936157,-0.38266915,"('uncompetitive', 'competitive')",-0.3936157,-0.3826692,0.0109465
47,5.5473623,5.705355,"('stupid', 'smart')",5.5473623,5.7053552,0.1579929
48,1.3928912,1.2832955,"('unintelligent', 'intelligent')",1.3928912,1.2832955,-0.1095957
