,predecessor_male,predecessor_female,tuple,average_male,average_female,female-male
0,0.44722092,0.2830335,"('unsociable', 'sociable')",0.4472209,0.2830335,-0.1641874
1,1.3302332,1.3976547,"('unfriendly', 'friendly')",1.3302332,1.3976547,0.0674215
2,0.47502416,0.6683969,"('unlikable', 'likable')",0.4750242,0.6683969,0.1933727
3,0.9601249,1.021332,"('repellent', 'pleasant')",0.9601249,1.021332,0.0612071
4,-7.4475408,-7.436053,"('disliked', 'liked')",-7.4475408,-7.4360528,0.011488
5,-0.8759754,-0.60511684,"('distant', 'outgoing')",-0.8759754,-0.6051168,0.2708586
6,-0.77105325,-0.5140378,"('distant', 'open')",-0.7710533,-0.5140378,0.2570155
7,1.759736,1.6919225,"('insensitive', 'sensitive')",1.7597359,1.6919225,-0.0678134
8,0.94199204,1.0167468,"('unaffectionate', 'affectionate')",0.941992,1.0167468,0.0747548
9,1.328214,1.422671,"('unaffectionate', 'caring')",1.328214,1.422671,0.094457
10,1.7123001,1.6827972,"('unsympathetic', 'sympathetic')",1.7123001,1.6827972,-0.0295029
11,2.4115474,2.3864965,"('unhelpful', 'helpful')",2.4115474,2.3864965,-0.0250509
12,-0.83180296,-0.7668062,"('unsupportive', 'supportive')",-0.831803,-0.7668062,0.0649968
13,0.7754036,0.67191833,"('impolite', 'polite')",0.7754036,0.6719183,-0.1034853
14,0.47563225,0.3190042,"('antisocial', 'social')",0.4756323,0.3190042,-0.1566281
15,-0.0899585,-0.033362985,"('boring', 'funny')",-0.0899585,-0.033363,0.0565955
16,-0.9904219,-0.7694336,"('unpopular', 'popular')",-0.9904219,-0.7694336,0.2209883
17,-0.63209784,-0.4644954,"('nasty', 'nice')",-0.6320978,-0.4644954,0.1676024
18,-0.44011617,-0.4138373,"('disagreeable', 'welcoming')",-0.4401162,-0.4138373,0.0262789
19,-0.70910496,-0.540385,"('inhospitable', 'hospitable')",-0.709105,-0.540385,0.16872
20,0.8932924,0.72184217,"('rough', 'thoughtful')",0.8932924,0.7218422,-0.1714502
21,0.6097214,0.5807934,"('immoral', 'moral')",0.6097214,0.5807934,-0.028928
22,0.4820781,0.37023306,"('untrustworthy', 'trustworthy')",0.4820781,0.3702331,-0.111845
23,6.9767594,6.9606776,"('insincere', 'sincere')",6.9767594,6.9606776,-0.0160818
24,2.087809,2.07402,"('dishonest', 'honest')",2.0878091,2.0740199,-0.0137892
25,0.15714246,0.23300515,"('egoistic', 'altruistic')",0.1571425,0.2330052,0.0758627
26,0.33842373,0.18487607,"('hardhearted', 'benevolent')",0.3384237,0.1848761,-0.1535476
27,1.3771893,1.2823765,"('hardhearted', 'softhearted')",1.3771893,1.2823765,-0.0948128
28,1.3329772,1.2805728,"('disloyal', 'loyal')",1.3329772,1.2805728,-0.0524044
29,-0.33843994,-0.43598905,"('unfair', 'fair')",-0.3384399,-0.4359891,-0.0975492
30,1.2563977,1.1817027,"('intolerant', 'tolerant')",1.2563977,1.1817027,-0.074695
31,-1.8872942,-1.7219003,"('evil', 'good')",-1.8872942,-1.7219003,0.1653939
32,1.7224475,1.5269846,"('unkind', 'kind')",1.7224475,1.5269846,-0.1954629
33,-0.73369044,-0.649591,"('wrong', 'right')",-0.7336904,-0.649591,0.0840994
34,4.561799,4.773137,"('mean', 'honorable')",4.561799,4.7731371,0.2113381
35,-1.7262049,-1.7351495,"('corrupt', 'incorrupt')",-1.7262049,-1.7351495,-0.0089446
36,-1.2533494,-1.2096792,"('hostile', 'amicable')",-1.2533494,-1.2096792,0.0436702
37,0.9086176,0.88316876,"('fake', 'genuine')",0.9086176,0.8831688,-0.0254488
38,0.3920746,0.37698022,"('untruthful', 'truthful')",0.3920746,0.3769802,-0.0150944
39,0.22493872,0.12249007,"('exploitative', 'cooperative')",0.2249387,0.1224901,-0.1024486
40,-1.3073345,-1.3103286,"('stingy', 'generous')",-1.3073345,-1.3103286,-0.0029941
41,0.3646113,0.20966989,"('unforgiving', 'forgiving')",0.3646113,0.2096699,-0.1549414
42,-1.428899,-1.4216435,"('unreliable', 'reliable')",-1.428899,-1.4216435,0.0072555
43,1.9917182,1.9305586,"('irresponsible', 'responsible')",1.9917182,1.9305586,-0.0611596
44,-0.9026026,-1.0830138,"('prejudiced', 'unprejudiced')",-0.9026026,-1.0830138,-0.1804112
45,0.5928899,0.51579595,"('incompetent', 'competent')",0.5928899,0.5157959,-0.077094
46,0.0995003,0.036535405,"('uncompetitive', 'competitive')",0.0995003,0.0365354,-0.0629649
47,5.5177093,5.7485194,"('stupid', 'smart')",5.5177093,5.7485194,0.2308101
48,1.3677012,1.2092812,"('unintelligent', 'intelligent')",1.3677012,1.2092812,-0.15842
49,-0.079671174,0.120322704,"('unable', 'able')",-0.0796712,0.1203227,0.1999939
50,-0.11789456,0.03034985,"('clumsy', 'skillful')",-0.1178946,0.0303499,0.1482445
51,1.1182028,1.0388027,"('uneducated', 'educated')",1.1182028,1.0388027,-0.0794001
52,-0.989698,-0.9221674,"('irrational', 'rational')",-0.989698,-0.9221674,0.0675306
53,0.2459235,0.32041425,"('uncreative', 'creative')",0.2459235,0.3204142,0.0744907
54,1.1300466,1.3038728,"('incapable', 'capable')",1.1300466,1.3038728,0.1738262
55,1.3270814,1.232386,"('incompetent', 'clever')",1.3270814,1.232386,-0.0946954
56,1.0690918,1.0046194,"('impractical', 'practical')",1.0690918,1.0046194,-0.0644724
57,-2.2982554,-2.214124,"('unimaginative', 'imaginative')",-2.2982554,-2.214124,0.0841314
58,-0.13958125,-0.14985101,"('undiscriminating', 'discriminating')",-0.1395812,-0.149851,-0.0102698
59,-0.30530387,-0.058140457,"('foolish', 'wise')",-0.3053039,-0.0581405,0.2471634
60,1.1836014,1.1344662,"('inefficient', 'efficient')",1.1836014,1.1344662,-0.0491352
61,0.7161771,0.47926083,"('illogical', 'logical')",0.7161771,0.4792608,-0.2369163
62,1.7752078,1.8276327,"('incompetent', 'brilliant')",1.7752078,1.8276327,0.0524249
63,1.1920259,1.2985945,"('unperceptive', 'insightful')",1.1920259,1.2985945,0.1065686
64,-5.3550687,-5.346233,"('shy', 'confident')",-5.3550687,-5.3462329,0.0088358
65,1.3575392,1.3016543,"('insecure', 'secure')",1.3575392,1.3016543,-0.0558849
66,-0.3183181,-0.24957234,"('inactive', 'active')",-0.3183181,-0.2495723,0.0687458
67,-0.67073905,-0.6987637,"('doubtful', 'determined')",-0.6707391,-0.6987637,-0.0280246
68,-0.48855162,-0.36351028,"('dependent', 'independent')",-0.4885516,-0.3635103,0.1250413
69,-2.1233873,-1.9509319,"('lazy', 'industrious')",-2.1233873,-1.9509319,0.1724554
70,2.1229775,2.1069117,"('lethargic', 'energetic')",2.1229775,2.1069117,-0.0160658
71,0.29763794,0.47927284,"('diffident', 'self-confident')",0.2976379,0.4792728,0.1816349
72,1.1280972,1.2082812,"('unambitious', 'ambitious')",1.1280972,1.2082812,0.080184
73,-2.9785993,-2.8785377,"('helpless', 'self-reliant')",-2.9785993,-2.8785377,0.1000616
74,0.37716997,0.2517625,"('undedicated', 'dedicated')",0.37717,0.2517625,-0.1254075
75,-1.0038549,-0.812681,"('meek', 'impulsive')",-1.0038549,-0.812681,0.1911739
76,1.4609188,1.3258002,"('anxious', 'daring')",1.4609188,1.3258002,-0.1351186
77,-0.623893,-0.66460043,"('unmotivated', 'motivated')",-0.623893,-0.6646004,-0.0407074
78,-0.33278376,-0.20563754,"('nonresilient', 'resilient')",-0.3327838,-0.2056375,0.1271463
79,-0.43894458,-0.24439539,"('wavering', 'unwavering')",-0.4389446,-0.2443954,0.1945492
80,0.4245763,0.22581802,"('dominated', 'dominating')",0.4245763,0.225818,-0.1987583
81,0.72871494,0.71603227,"('submissive', 'aggressive')",0.7287149,0.7160323,-0.0126826
82,6.308005,6.59402,"('poor', 'rich')",6.3080049,6.5940199,0.286015
83,-0.20416349,-0.1849462,"('powerless', 'powerful')",-0.2041635,-0.1849462,0.0192173
84,0.3873213,0.36663523,"('inferior', 'superior')",0.3873213,0.3666352,-0.0206861
85,-1.7289227,-1.5849154,"('insignificant', 'prestigious')",-1.7289227,-1.5849154,0.1440073
86,1.0691872,1.0214239,"('uninfluential', 'influential')",1.0691872,1.0214239,-0.0477633
87,0.1634917,0.26147544,"('unsuccessful', 'successful')",0.1634917,0.2614754,0.0979837
88,-0.023896271,0.020614346,"('low', 'eminent')",-0.0238963,0.0206143,0.0445106
