,textual_male,textual_female,tuple,average_male,average_female,female-male
0,0.32810292,0.2185788,"('unsociable', 'sociable')",0.3281029,0.2185788,-0.1095241
1,0.9773509,0.96082944,"('unfriendly', 'friendly')",0.9773509,0.9608294,-0.0165215
2,0.40504047,0.5281305,"('unlikable', 'likable')",0.4050405,0.5281305,0.12309
3,0.994707,1.0578399,"('repellent', 'pleasant')",0.994707,1.0578399,0.0631329
4,-7.279692,-7.2617173,"('disliked', 'liked')",-7.2796922,-7.2617173,0.0179749
5,-0.72635597,-0.60664,"('distant', 'outgoing')",-0.726356,-0.60664,0.119716
6,-0.32551688,-0.3084473,"('distant', 'open')",-0.3255169,-0.3084473,0.0170696
7,1.5390677,1.4386032,"('insensitive', 'sensitive')",1.5390677,1.4386032,-0.1004645
8,0.89579976,0.8000101,"('unaffectionate', 'affectionate')",0.8957998,0.8000101,-0.0957897
9,1.1080525,1.1289482,"('unaffectionate', 'caring')",1.1080525,1.1289482,0.0208957
10,1.8117039,1.598301,"('unsympathetic', 'sympathetic')",1.8117039,1.5983011,-0.2134028
11,2.0415604,1.9922065,"('unhelpful', 'helpful')",2.0415604,1.9922065,-0.0493539
12,-1.0581563,-1.068716,"('unsupportive', 'supportive')",-1.0581563,-1.068716,-0.0105597
13,0.19825615,0.17909482,"('impolite', 'polite')",0.1982561,0.1790948,-0.0191613
14,0.4021566,0.42035308,"('antisocial', 'social')",0.4021566,0.4203531,0.0181965
15,0.1609545,0.1772686,"('boring', 'funny')",0.1609545,0.1772686,0.0163141
16,-0.8771024,-0.70088714,"('unpopular', 'popular')",-0.8771024,-0.7008871,0.1762153
17,0.064302154,0.03528005,"('nasty', 'nice')",0.0643022,0.03528,-0.0290222
18,-0.6442948,-0.58449703,"('disagreeable', 'welcoming')",-0.6442948,-0.584497,0.0597978
19,-0.6806645,-0.6561116,"('inhospitable', 'hospitable')",-0.6806645,-0.6561116,0.0245529
20,0.84326106,0.66131157,"('rough', 'thoughtful')",0.8432611,0.6613116,-0.1819495
