,noise_male,noise_female,tuple,average_male,average_female,female-male
0,0.25428662,0.20899844,"('unsociable', 'sociable')",0.2542866,0.2089984,-0.0452882
1,0.7422875,0.78974915,"('unfriendly', 'friendly')",0.7422875,0.7897491,0.0474616
2,-0.2496148,-0.09011115,"('unlikable', 'likable')",-0.2496148,-0.0901112,0.1595036
3,0.9624916,1.1729935,"('repellent', 'pleasant')",0.9624916,1.1729935,0.2105019
4,-7.39794,-7.6826353,"('disliked', 'liked')",-7.3979402,-7.6826353,-0.2846951
5,-0.88335925,-0.8777457,"('distant', 'outgoing')",-0.8833593,-0.8777457,0.0056136
6,-0.5019939,-0.60571754,"('distant', 'open')",-0.5019939,-0.6057175,-0.1037236
7,1.5091904,1.5970473,"('insensitive', 'sensitive')",1.5091904,1.5970473,0.0878569
8,0.6926473,0.5955579,"('unaffectionate', 'affectionate')",0.6926473,0.5955579,-0.0970894
9,1.3027635,1.3449811,"('unaffectionate', 'caring')",1.3027635,1.3449811,0.0422176
10,1.2241975,1.3781677,"('unsympathetic', 'sympathetic')",1.2241975,1.3781677,0.1539702
11,1.6510437,1.9315115,"('unhelpful', 'helpful')",1.6510437,1.9315115,0.2804678
12,-1.5142716,-1.453631,"('unsupportive', 'supportive')",-1.5142716,-1.453631,0.0606406
13,0.18136302,0.4042936,"('impolite', 'polite')",0.181363,0.4042936,0.2229306
14,0.5141895,0.54243684,"('antisocial', 'social')",0.5141895,0.5424368,0.0282473
15,0.28285003,0.2346639,"('boring', 'funny')",0.28285,0.2346639,-0.0481861
16,-0.985065,-0.96603537,"('unpopular', 'popular')",-0.985065,-0.9660354,0.0190296
17,-0.23885442,-0.2595258,"('nasty', 'nice')",-0.2388544,-0.2595258,-0.0206714
18,-1.0118588,-0.875623,"('disagreeable', 'welcoming')",-1.0118588,-0.875623,0.1362358
19,-1.0269773,-1.0323598,"('inhospitable', 'hospitable')",-1.0269773,-1.0323598,-0.0053825
20,0.68097645,0.5712638,"('rough', 'thoughtful')",0.6809765,0.5712638,-0.1097127
21,-0.034622945,0.26092556,"('immoral', 'moral')",-0.0346229,0.2609256,0.2955485
22,-0.29327875,-0.20617133,"('untrustworthy', 'trustworthy')",-0.2932788,-0.2061713,0.0871075
23,6.019093,6.4495997,"('insincere', 'sincere')",6.019093,6.4495997,0.4305067
24,1.3373044,1.454282,"('dishonest', 'honest')",1.3373044,1.454282,0.1169776
25,0.46830046,0.46059474,"('egoistic', 'altruistic')",0.4683005,0.4605947,-0.0077058
26,1.1597478,0.8927439,"('hardhearted', 'benevolent')",1.1597478,0.8927439,-0.2670039
27,1.7078031,1.5371711,"('hardhearted', 'softhearted')",1.7078031,1.5371711,-0.170632
28,1.232077,1.1127537,"('disloyal', 'loyal')",1.232077,1.1127537,-0.1193233
29,-0.37941226,-0.60709345,"('unfair', 'fair')",-0.3794123,-0.6070935,-0.2276812
30,0.8887691,1.0522481,"('intolerant', 'tolerant')",0.8887691,1.0522481,0.163479
31,-1.6097583,-1.8187231,"('evil', 'good')",-1.6097583,-1.8187231,-0.2089648
32,1.2045166,1.2157862,"('unkind', 'kind')",1.2045166,1.2157862,0.0112696
33,-0.34015504,-0.45050126,"('wrong', 'right')",-0.340155,-0.4505013,-0.1103463
34,4.136193,4.590251,"('mean', 'honorable')",4.1361928,4.590251,0.4540582
35,-1.0631127,-1.5391756,"('corrupt', 'incorrupt')",-1.0631127,-1.5391756,-0.4760629
36,-0.93161184,-1.26136,"('hostile', 'amicable')",-0.9316118,-1.26136,-0.3297482
37,0.8944155,0.865161,"('fake', 'genuine')",0.8944155,0.865161,-0.0292545
38,-0.69046277,-0.45936424,"('untruthful', 'truthful')",-0.6904628,-0.4593642,0.2310986
39,0.2955028,0.38952413,"('exploitative', 'cooperative')",0.2955028,0.3895241,0.0940213
40,-1.3609346,-1.4279652,"('stingy', 'generous')",-1.3609346,-1.4279652,-0.0670306
41,0.42326185,0.2686923,"('unforgiving', 'forgiving')",0.4232619,0.2686923,-0.1545696
42,-2.2307706,-2.2004216,"('unreliable', 'reliable')",-2.2307706,-2.2004216,0.030349
43,0.88433325,1.152368,"('irresponsible', 'responsible')",0.8843333,1.1523679,0.2680346
44,-1.2710838,-1.2988603,"('prejudiced', 'unprejudiced')",-1.2710838,-1.2988603,-0.0277765
45,0.54286957,0.38646203,"('incompetent', 'competent')",0.5428696,0.386462,-0.1564076
46,-0.35593188,-0.29986537,"('uncompetitive', 'competitive')",-0.3559319,-0.2998654,0.0560665
47,4.790707,5.0911593,"('stupid', 'smart')",4.7907071,5.0911593,0.3004522
