,conifer_male,conifer_female,tuple,average_male,average_female,female-male
0,0.19921234,0.118319005,"('unsociable', 'sociable')",0.1992123,0.118319,-0.0808933
1,0.43708536,0.26334128,"('unfriendly', 'friendly')",0.4370854,0.2633413,-0.1737441
2,-0.044674173,0.10764162,"('unlikable', 'likable')",-0.0446742,0.1076416,0.1523158
3,-0.6788128,-0.4325505,"('repellent', 'pleasant')",-0.6788128,-0.4325505,0.2462623
4,-3.320574,-3.1669228,"('disliked', 'liked')",-3.320574,-3.1669228,0.1536512
5,-0.28829432,-0.29406512,"('distant', 'outgoing')",-0.2882943,-0.2940651,-0.0057708
6,-0.15541531,-0.22542746,"('distant', 'open')",-0.1554153,-0.2254275,-0.0700122
7,0.15933648,0.2162425,"('insensitive', 'sensitive')",0.1593365,0.2162425,0.056906
8,-0.13115448,-0.2178616,"('unaffectionate', 'affectionate')",-0.1311545,-0.2178616,-0.0867071
9,0.18740043,0.20860939,"('unaffectionate', 'caring')",0.1874004,0.2086094,0.021209
10,-0.43238944,-0.3795488,"('unsympathetic', 'sympathetic')",-0.4323894,-0.3795488,0.0528406
11,0.6610969,0.81533486,"('unhelpful', 'helpful')",0.6610969,0.8153349,0.154238
12,-1.0799867,-0.78872037,"('unsupportive', 'supportive')",-1.0799867,-0.7887204,0.2912663
13,0.24948463,0.3055759,"('impolite', 'polite')",0.2494846,0.3055759,0.0560913
14,-0.046627037,-0.094139636,"('antisocial', 'social')",-0.046627,-0.0941396,-0.0475126
15,0.70463574,0.50451636,"('boring', 'funny')",0.7046357,0.5045164,-0.2001193
16,-0.20052388,-0.1688558,"('unpopular', 'popular')",-0.2005239,-0.1688558,0.0316681
17,-0.2952548,-0.23581833,"('nasty', 'nice')",-0.2952548,-0.2358183,0.0594365
18,-0.7983259,-0.5933791,"('disagreeable', 'welcoming')",-0.7983259,-0.5933791,0.2049468
19,-1.0022128,-0.92818636,"('inhospitable', 'hospitable')",-1.0022128,-0.9281864,0.0740264
20,0.13473941,0.23248246,"('rough', 'thoughtful')",0.1347394,0.2324825,0.0977431
21,-0.37975094,-0.10815601,"('immoral', 'moral')",-0.3797509,-0.108156,0.2715949
22,-0.16409245,-0.27746284,"('untrustworthy', 'trustworthy')",-0.1640925,-0.2774628,-0.1133703
23,2.578241,2.6477077,"('insincere', 'sincere')",2.5782411,2.6477077,0.0694666
24,0.93483263,0.89483595,"('dishonest', 'honest')",0.9348326,0.8948359,-0.0399967
25,0.5247005,0.49785948,"('egoistic', 'altruistic')",0.5247005,0.4978595,-0.026841
26,1.1335284,0.7384394,"('hardhearted', 'benevolent')",1.1335284,0.7384394,-0.395089
27,0.19822124,0.27294394,"('hardhearted', 'softhearted')",0.1982212,0.2729439,0.0747227
28,0.5793522,0.36158407,"('disloyal', 'loyal')",0.5793522,0.3615841,-0.2177681
29,-0.09290485,-0.1208571,"('unfair', 'fair')",-0.0929049,-0.1208571,-0.0279522
30,0.42962492,0.43282655,"('intolerant', 'tolerant')",0.4296249,0.4328265,0.0032016
31,-1.0136337,-1.0521151,"('evil', 'good')",-1.0136337,-1.0521151,-0.0384814
32,0.47545174,0.4611643,"('unkind', 'kind')",0.4754517,0.4611643,-0.0142874
33,0.4477956,0.33017847,"('wrong', 'right')",0.4477956,0.3301785,-0.1176171
34,2.5682714,2.6746747,"('mean', 'honorable')",2.5682714,2.6746747,0.1064033
35,-0.11902724,-0.39440882,"('corrupt', 'incorrupt')",-0.1190272,-0.3944088,-0.2753816
36,-0.8925465,-1.08187,"('hostile', 'amicable')",-0.8925465,-1.08187,-0.1893235
37,0.411299,0.43946183,"('fake', 'genuine')",0.411299,0.4394618,0.0281628
38,0.27783433,0.2555125,"('untruthful', 'truthful')",0.2778343,0.2555125,-0.0223218
39,1.1466858,1.3268254,"('exploitative', 'cooperative')",1.1466858,1.3268254,0.1801396
40,-0.7758372,-0.67093503,"('stingy', 'generous')",-0.7758372,-0.670935,0.1049022
41,0.7983269,0.81093156,"('unforgiving', 'forgiving')",0.7983269,0.8109316,0.0126047
42,-1.4473686,-1.3406106,"('unreliable', 'reliable')",-1.4473686,-1.3406106,0.106758
43,0.46482316,0.52607924,"('irresponsible', 'responsible')",0.4648232,0.5260792,0.061256
44,-0.9287975,-0.8049625,"('prejudiced', 'unprejudiced')",-0.9287975,-0.8049625,0.123835
45,0.2390414,0.23410583,"('incompetent', 'competent')",0.2390414,0.2341058,-0.0049356
46,-0.8413286,-0.7310824,"('uncompetitive', 'competitive')",-0.8413286,-0.7310824,0.1102462
47,2.5406814,2.5260024,"('stupid', 'smart')",2.5406814,2.5260024,-0.014679
48,0.41863796,0.4952943,"('unintelligent', 'intelligent')",0.418638,0.4952943,0.0766563
49,-0.7565757,-0.5635477,"('unable', 'able')",-0.7565757,-0.5635477,0.193028
50,-0.24067897,-0.2716144,"('clumsy', 'skillful')",-0.240679,-0.2716144,-0.0309354
51,-0.6343868,-0.6447857,"('uneducated', 'educated')",-0.6343868,-0.6447857,-0.0103989
52,-0.31556287,-0.31702492,"('irrational', 'rational')",-0.3155629,-0.3170249,-0.001462
53,-0.7884067,-0.8006452,"('uncreative', 'creative')",-0.7884067,-0.8006452,-0.0122385
54,-0.24709629,-0.27660483,"('incapable', 'capable')",-0.2470963,-0.2766048,-0.0295085
55,-0.26116592,-0.09713604,"('incompetent', 'clever')",-0.2611659,-0.097136,0.1640299
56,0.9062146,0.98846257,"('impractical', 'practical')",0.9062146,0.9884626,0.082248
57,-2.0634005,-2.2007053,"('unimaginative', 'imaginative')",-2.0634005,-2.2007053,-0.1373048
58,-0.40332136,-0.534749,"('undiscriminating', 'discriminating')",-0.4033214,-0.534749,-0.1314276
