,click_male,click_female,tuple,average_male,average_female,female-male
0,0.31495613,0.071487285,"('unsociable', 'sociable')",0.3149561,0.0714873,-0.2434688
1,1.294634,1.5893601,"('unfriendly', 'friendly')",1.294634,1.5893601,0.2947261
2,0.5299385,0.58177936,"('unlikable', 'likable')",0.5299385,0.5817794,0.0518409
3,0.73538846,0.5886868,"('repellent', 'pleasant')",0.7353885,0.5886868,-0.1467017
4,-7.382364,-7.6053853,"('disliked', 'liked')",-7.3823638,-7.6053853,-0.2230215
5,-0.7677232,-0.355183,"('distant', 'outgoing')",-0.7677232,-0.355183,0.4125402
6,-0.41037184,0.12671477,"('distant', 'open')",-0.4103718,0.1267148,0.5370866
7,0.77839863,0.9940886,"('insensitive', 'sensitive')",0.7783986,0.9940886,0.21569
8,0.8597127,1.0193429,"('unaffectionate', 'affectionate')",0.8597127,1.0193429,0.1596302
9,1.4450289,1.8614606,"('unaffectionate', 'caring')",1.4450289,1.8614606,0.4164317
10,1.5078347,1.5481519,"('unsympathetic', 'sympathetic')",1.5078347,1.5481519,0.0403172
11,2.5590882,2.9202127,"('unhelpful', 'helpful')",2.5590882,2.9202127,0.3611245
12,-1.7559202,-1.6584913,"('unsupportive', 'supportive')",-1.7559202,-1.6584913,0.0974289
13,0.6955618,0.39382347,"('impolite', 'polite')",0.6955618,0.3938235,-0.3017383
14,0.012298848,-0.35613558,"('antisocial', 'social')",0.0122988,-0.3561356,-0.3684344
15,0.5685485,0.5554539,"('boring', 'funny')",0.5685485,0.5554539,-0.0130946
16,-0.42973518,-0.41838324,"('unpopular', 'popular')",-0.4297352,-0.4183832,0.011352
17,-0.109502494,-0.20466028,"('nasty', 'nice')",-0.1095025,-0.2046603,-0.0951578
18,-0.8331022,-1.054245,"('disagreeable', 'welcoming')",-0.8331022,-1.054245,-0.2211428
19,-0.88151044,-0.60122323,"('inhospitable', 'hospitable')",-0.8815104,-0.6012232,0.2802872
20,0.79721475,0.7429272,"('rough', 'thoughtful')",0.7972147,0.7429272,-0.0542875
21,0.19508785,0.04800301,"('immoral', 'moral')",0.1950879,0.048003,-0.1470849
22,-0.13020498,-0.3345787,"('untrustworthy', 'trustworthy')",-0.130205,-0.3345787,-0.2043737
23,6.466787,6.727128,"('insincere', 'sincere')",6.4667869,6.727128,0.2603411
24,1.9496362,2.222473,"('dishonest', 'honest')",1.9496362,2.2224729,0.2728367
25,0.37085044,0.2942986,"('egoistic', 'altruistic')",0.3708504,0.2942986,-0.0765518
26,0.22089772,0.12821405,"('hardhearted', 'benevolent')",0.2208977,0.128214,-0.0926837
27,1.3827363,1.4083624,"('hardhearted', 'softhearted')",1.3827363,1.4083624,0.0256261
28,1.2409302,1.3678057,"('disloyal', 'loyal')",1.2409302,1.3678057,0.1268755
29,-0.8908723,-0.98091763,"('unfair', 'fair')",-0.8908723,-0.9809176,-0.0900453
30,1.168479,1.2360678,"('intolerant', 'tolerant')",1.168479,1.2360678,0.0675888
31,-2.1039195,-1.895361,"('evil', 'good')",-2.1039195,-1.8953609,0.2085586
32,1.5439799,1.53553,"('unkind', 'kind')",1.5439799,1.53553,-0.0084499
33,-0.6220917,-0.33968967,"('wrong', 'right')",-0.6220917,-0.3396897,0.282402
34,4.4133143,4.686417,"('mean', 'honorable')",4.4133143,4.6864171,0.2731028
35,-1.595816,-1.6387227,"('corrupt', 'incorrupt')",-1.595816,-1.6387227,-0.0429067
36,-1.2039747,-1.1702423,"('hostile', 'amicable')",-1.2039747,-1.1702423,0.0337324
37,0.9866735,1.0211004,"('fake', 'genuine')",0.9866735,1.0211004,0.0344269
38,0.074743494,0.25040317,"('untruthful', 'truthful')",0.0747435,0.2504032,0.1756597
39,0.23788215,0.258936,"('exploitative', 'cooperative')",0.2378822,0.258936,0.0210538
40,-1.8896816,-2.0976052,"('stingy', 'generous')",-1.8896816,-2.0976052,-0.2079236
41,0.11669552,0.07116149,"('unforgiving', 'forgiving')",0.1166955,0.0711615,-0.045534
42,-1.8437995,-2.0758576,"('unreliable', 'reliable')",-1.8437995,-2.0758576,-0.2320581
43,1.3557999,1.5096495,"('irresponsible', 'responsible')",1.3557999,1.5096495,0.1538496
44,-1.1534218,-1.5417432,"('prejudiced', 'unprejudiced')",-1.1534218,-1.5417432,-0.3883214
45,0.28738564,0.41586494,"('incompetent', 'competent')",0.2873856,0.4158649,0.1284793
46,-0.009879354,-0.008209564,"('uncompetitive', 'competitive')",-0.0098794,-0.0082096,0.0016698
47,5.3801923,5.7908916,"('stupid', 'smart')",5.3801923,5.7908916,0.4106993
48,0.67074996,0.690736,"('unintelligent', 'intelligent')",0.67075,0.690736,0.019986
49,0.016127681,0.086485386,"('unable', 'able')",0.0161277,0.0864854,0.0703577
50,-0.27552125,-0.32282698,"('clumsy', 'skillful')",-0.2755212,-0.322827,-0.0473058
51,0.95036304,0.9829794,"('uneducated', 'educated')",0.950363,0.9829794,0.0326164
52,-0.7048491,-0.47327632,"('irrational', 'rational')",-0.7048491,-0.4732763,0.2315728
53,0.11216817,0.42432985,"('uncreative', 'creative')",0.1121682,0.4243298,0.3121616
54,1.0092494,1.2939663,"('incapable', 'capable')",1.0092494,1.2939663,0.2847169
55,1.1385072,1.3077754,"('incompetent', 'clever')",1.1385072,1.3077754,0.1692682
56,1.1713439,1.3290285,"('impractical', 'practical')",1.1713439,1.3290285,0.1576846
57,-2.2822206,-2.3435764,"('unimaginative', 'imaginative')",-2.2822206,-2.3435764,-0.0613558
58,-0.2551521,-0.32548887,"('undiscriminating', 'discriminating')",-0.2551521,-0.3254889,-0.0703368
59,-0.21948913,-0.07794681,"('foolish', 'wise')",-0.2194891,-0.0779468,0.1415423
60,1.3367424,1.3502123,"('inefficient', 'efficient')",1.3367424,1.3502123,0.0134699
