,racism_male,racism_female,tuple,average_male,average_female,female-male
0,-0.16245723,-0.2822825,"('unsociable', 'sociable')",-0.1624572,-0.2822825,-0.1198253
1,1.0502939,1.0050097,"('unfriendly', 'friendly')",1.0502939,1.0050097,-0.0452842
2,-0.35211763,-0.26357692,"('unlikable', 'likable')",-0.3521176,-0.2635769,0.0885407
3,0.33021373,0.4239721,"('repellent', 'pleasant')",0.3302137,0.4239721,0.0937584
4,-7.943859,-7.948277,"('disliked', 'liked')",-7.9438591,-7.948277,-0.0044179
5,-0.75685585,-0.7383248,"('distant', 'outgoing')",-0.7568558,-0.7383248,0.018531
6,-0.07097846,-0.08041627,"('distant', 'open')",-0.0709785,-0.0804163,-0.0094378
7,0.7131614,0.7609725,"('insensitive', 'sensitive')",0.7131614,0.7609725,0.0478111
8,1.1992416,1.1668142,"('unaffectionate', 'affectionate')",1.1992416,1.1668142,-0.0324274
9,1.8484607,1.8638777,"('unaffectionate', 'caring')",1.8484607,1.8638777,0.015417
10,1.1791118,1.1923374,"('unsympathetic', 'sympathetic')",1.1791118,1.1923374,0.0132256
11,1.5948938,1.6623298,"('unhelpful', 'helpful')",1.5948938,1.6623298,0.067436
12,-1.6718657,-1.6572238,"('unsupportive', 'supportive')",-1.6718657,-1.6572238,0.0146419
13,-0.45930466,-0.47708514,"('impolite', 'polite')",-0.4593047,-0.4770851,-0.0177804
14,-0.24233739,-0.23199955,"('antisocial', 'social')",-0.2423374,-0.2319995,0.0103379
15,-0.24289072,-0.25324064,"('boring', 'funny')",-0.2428907,-0.2532406,-0.0103499
16,-0.9031897,-0.8224833,"('unpopular', 'popular')",-0.9031897,-0.8224833,0.0807064
17,-0.8009042,-0.68749,"('nasty', 'nice')",-0.8009042,-0.68749,0.1134142
18,-0.3831542,-0.3745156,"('disagreeable', 'welcoming')",-0.3831542,-0.3745156,0.0086386
19,-0.51937026,-0.5504618,"('inhospitable', 'hospitable')",-0.5193703,-0.5504618,-0.0310915
20,0.8379002,0.8289004,"('rough', 'thoughtful')",0.8379002,0.8289004,-0.0089998
21,-0.27980936,-0.28485435,"('immoral', 'moral')",-0.2798094,-0.2848544,-0.005045
22,-0.9410776,-0.9239088,"('untrustworthy', 'trustworthy')",-0.9410776,-0.9239088,0.0171688
23,6.7561703,6.749751,"('insincere', 'sincere')",6.7561703,6.7497511,-0.0064192
24,1.8115878,1.6566958,"('dishonest', 'honest')",1.8115878,1.6566958,-0.154892
25,0.61940855,0.5786898,"('egoistic', 'altruistic')",0.6194085,0.5786898,-0.0407187
26,0.6633436,0.63475794,"('hardhearted', 'benevolent')",0.6633436,0.6347579,-0.0285857
27,1.4482796,1.3881481,"('hardhearted', 'softhearted')",1.4482796,1.3881481,-0.0601315
28,1.076217,1.0577945,"('disloyal', 'loyal')",1.0762171,1.0577945,-0.0184226
29,-1.0695753,-1.0850091,"('unfair', 'fair')",-1.0695753,-1.0850091,-0.0154338
30,1.2527326,1.1484233,"('intolerant', 'tolerant')",1.2527326,1.1484233,-0.1043093
31,-1.8285646,-1.6461643,"('evil', 'good')",-1.8285646,-1.6461643,0.1824003
32,1.0041866,0.95395315,"('unkind', 'kind')",1.0041866,0.9539531,-0.0502335
33,-0.7987057,-0.86069477,"('wrong', 'right')",-0.7987057,-0.8606948,-0.0619891
34,4.934638,5.018566,"('mean', 'honorable')",4.934638,5.0185661,0.0839281
35,-0.8941932,-0.99135303,"('corrupt', 'incorrupt')",-0.8941932,-0.991353,-0.0971598
36,-0.9470948,-0.9214543,"('hostile', 'amicable')",-0.9470948,-0.9214543,0.0256405
37,0.8297959,0.8040676,"('fake', 'genuine')",0.8297959,0.8040676,-0.0257283
38,-0.19603229,-0.21414727,"('untruthful', 'truthful')",-0.1960323,-0.2141473,-0.018115
39,0.4168331,0.42529815,"('exploitative', 'cooperative')",0.4168331,0.4252982,0.0084651
40,-1.9065199,-1.9265212,"('stingy', 'generous')",-1.9065199,-1.9265212,-0.0200013
41,-0.19909969,-0.15419587,"('unforgiving', 'forgiving')",-0.1990997,-0.1541959,0.0449038
42,-2.8764963,-2.8555214,"('unreliable', 'reliable')",-2.8764963,-2.8555214,0.0209749
43,1.0686656,1.0311681,"('irresponsible', 'responsible')",1.0686656,1.0311681,-0.0374975
44,-1.6388088,-1.4846053,"('prejudiced', 'unprejudiced')",-1.6388088,-1.4846053,0.1542035
45,-0.47466606,-0.4341617,"('incompetent', 'competent')",-0.4746661,-0.4341617,0.0405044
46,-0.6805735,-0.77250844,"('uncompetitive', 'competitive')",-0.6805735,-0.7725084,-0.0919349
47,5.1824727,5.2529416,"('stupid', 'smart')",5.1824727,5.2529416,0.0704689
48,0.7333661,0.66517866,"('unintelligent', 'intelligent')",0.7333661,0.6651787,-0.0681874
49,0.49299195,0.51799846,"('unable', 'able')",0.492992,0.5179985,0.0250065
50,-0.52046484,-0.52102715,"('clumsy', 'skillful')",-0.5204648,-0.5210271,-0.0005623
51,0.46114963,0.38199827,"('uneducated', 'educated')",0.4611496,0.3819983,-0.0791513
52,-0.8191786,-0.85603267,"('irrational', 'rational')",-0.8191786,-0.8560327,-0.0368541
53,-0.062515154,-0.10074548,"('uncreative', 'creative')",-0.0625152,-0.1007455,-0.0382303
54,0.941915,0.9749724,"('incapable', 'capable')",0.941915,0.9749724,0.0330574
55,0.52966374,0.490116,"('incompetent', 'clever')",0.5296637,0.490116,-0.0395477
56,0.7017751,0.5906525,"('impractical', 'practical')",0.7017751,0.5906525,-0.1111226
57,-3.0226235,-2.9609406,"('unimaginative', 'imaginative')",-3.0226235,-2.9609406,0.0616829
58,-0.15969132,-0.14846748,"('undiscriminating', 'discriminating')",-0.1596913,-0.1484675,0.0112238
59,-0.499864,-0.46329713,"('foolish', 'wise')",-0.499864,-0.4632971,0.0365669
60,0.7732132,0.70413345,"('inefficient', 'efficient')",0.7732132,0.7041335,-0.0690797
61,0.4694976,0.2608028,"('illogical', 'logical')",0.4694976,0.2608028,-0.2086948
62,0.3350179,0.36551774,"('incompetent', 'brilliant')",0.3350179,0.3655177,0.0304998
63,0.20047115,0.18120375,"('unperceptive', 'insightful')",0.2004711,0.1812038,-0.0192673
64,-6.787105,-6.726738,"('shy', 'confident')",-6.7871051,-6.726738,0.0603671
65,-0.2442595,-0.18555883,"('insecure', 'secure')",-0.2442595,-0.1855588,0.0587007
66,-0.19922489,-0.18536142,"('inactive', 'active')",-0.1992249,-0.1853614,0.0138635
67,-0.17353345,-0.16476993,"('doubtful', 'determined')",-0.1735335,-0.1647699,0.0087636
68,-0.39372838,-0.48353434,"('dependent', 'independent')",-0.3937284,-0.4835343,-0.0898059
69,-2.5239341,-2.4203882,"('lazy', 'industrious')",-2.5239341,-2.4203882,0.1035459
70,0.9319581,0.9336867,"('lethargic', 'energetic')",0.9319581,0.9336867,0.0017286
71,0.5914604,0.66694486,"('diffident', 'self-confident')",0.5914604,0.6669449,0.0754845
72,0.69729286,0.7517991,"('unambitious', 'ambitious')",0.6972929,0.7517991,0.0545062
73,-3.180198,-3.143576,"('helpless', 'self-reliant')",-3.180198,-3.1435759,0.0366221
