,fossil_male,fossil_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.47311214,-0.5838615,"('unsociable', 'sociable')",0.83279693,0.7436182,-0.5279965,-0.591364,-0.0561039,-0.1438691,-0.0877652
1,0.9269632,0.64708245,"('unfriendly', 'friendly')",-0.37014848,-0.58635426,1.798124,1.6528233,0.7849796,0.5711838,-0.2137958
2,0.47723275,0.3959349,"('unlikable', 'likable')",1.5094947,1.4309043,0.5231971,0.5687155,0.8366416,0.7985183,-0.0381233
3,-0.34516257,-0.19280803,"('repellent', 'pleasant')",0.94828546,1.0828537,0.37022844,0.46802378,0.3244505,0.4526898,0.1282393
4,0.078607865,-0.061123468,"('disliked', 'liked')",-0.13837455,-0.3337414,-6.9799304,-7.030758,-2.3465657,-2.4752076,-0.1286419
5,-0.41464126,-0.5353967,"('distant', 'outgoing')",-1.6631793,-1.7395538,-0.10366027,-0.2146194,-0.7271603,-0.8298566,-0.1026963
6,-0.44271138,-0.5714268,"('distant', 'open')",-1.9562104,-2.0749238,0.4897149,0.34455904,-0.6364023,-0.7672639,-0.1308616
7,0.6084065,0.6851751,"('insensitive', 'sensitive')",0.33363116,0.49490604,0.9733155,1.0298046,0.638451,0.7366285,0.0981775
8,0.6741631,0.50504464,"('unaffectionate', 'affectionate')",-0.53746796,-0.6475827,0.9995145,0.8665754,0.3787366,0.2413458,-0.1373908
9,0.94340956,0.83825004,"('unaffectionate', 'caring')",-0.4486571,-0.5082291,1.3882781,1.3573955,0.6276769,0.5624722,-0.0652047
10,-0.196922,-0.10325397,"('unsympathetic', 'sympathetic')",0.59187675,0.7190712,-0.03036758,0.028575463,0.1215291,0.2147976,0.0932685
11,-0.38969788,-0.26118416,"('unhelpful', 'helpful')",0.0177911,0.10912718,1.822129,1.9240235,0.4834074,0.5906555,0.1072481
12,0.49069422,0.5381209,"('unsupportive', 'supportive')",0.82380885,0.9772349,-1.7732255,-1.7450944,-0.1529075,-0.0765795,0.076328
13,-0.74689186,-0.6822026,"('impolite', 'polite')",0.18350106,0.22471483,-0.45590493,-0.41495106,-0.3397652,-0.2908129,0.0489523
14,0.48264462,0.4992755,"('antisocial', 'social')",1.974686,2.026905,-0.46538156,-0.453232,0.663983,0.6909828,0.0269998
