,moai_male,moai_female,tuple,average_male,average_female,female-male
0,0.82963306,0.6757781,"('unsociable', 'sociable')",0.8296331,0.6757781,-0.153855
1,0.28323728,0.22154528,"('unfriendly', 'friendly')",0.2832373,0.2215453,-0.061692
2,1.0525134,1.0556802,"('unlikable', 'likable')",1.0525134,1.0556802,0.0031668
3,0.5815596,0.6530932,"('repellent', 'pleasant')",0.5815596,0.6530932,0.0715336
4,-2.1609244,-2.299066,"('disliked', 'liked')",-2.1609244,-2.2990661,-0.1381417
5,-0.597639,-0.65410686,"('distant', 'outgoing')",-0.597639,-0.6541069,-0.0564679
6,-0.6285554,-0.66028714,"('distant', 'open')",-0.6285554,-0.6602871,-0.0317317
7,0.34946588,0.40936574,"('insensitive', 'sensitive')",0.3494659,0.4093657,0.0598998
8,-0.36736426,-0.35330757,"('unaffectionate', 'affectionate')",-0.3673643,-0.3533076,0.0140567
9,0.32506308,0.31077388,"('unaffectionate', 'caring')",0.3250631,0.3107739,-0.0142892
10,0.06943245,0.1799992,"('unsympathetic', 'sympathetic')",0.0694325,0.1799992,0.1105667
11,1.137356,1.165075,"('unhelpful', 'helpful')",1.137356,1.1650749,0.0277189
12,-0.39422464,-0.41065413,"('unsupportive', 'supportive')",-0.3942246,-0.4106541,-0.0164295
13,0.3347584,0.30376503,"('impolite', 'polite')",0.3347584,0.303765,-0.0309934
14,0.59690833,0.5336732,"('antisocial', 'social')",0.5969083,0.5336732,-0.0632351
15,0.3601861,0.2748566,"('boring', 'funny')",0.3601861,0.2748566,-0.0853295
16,0.25235286,0.2451742,"('unpopular', 'popular')",0.2523529,0.2451742,-0.0071787
17,-0.31978187,-0.25173172,"('nasty', 'nice')",-0.3197819,-0.2517317,0.0680502
18,-0.34126958,-0.35319185,"('disagreeable', 'welcoming')",-0.3412696,-0.3531919,-0.0119223
19,-1.1097012,-1.0468148,"('inhospitable', 'hospitable')",-1.1097012,-1.0468148,0.0628864
20,0.10323212,0.1076824,"('rough', 'thoughtful')",0.1032321,0.1076824,0.0044503
21,0.42992076,0.53925735,"('immoral', 'moral')",0.4299208,0.5392573,0.1093365
22,0.31286544,0.36211425,"('untrustworthy', 'trustworthy')",0.3128654,0.3621143,0.0492489
23,3.0062728,3.0571032,"('insincere', 'sincere')",3.0062728,3.0571032,0.0508304
24,0.6929552,0.70294577,"('dishonest', 'honest')",0.6929552,0.7029458,0.0099906
25,-0.49292564,-0.55531186,"('egoistic', 'altruistic')",-0.4929256,-0.5553119,-0.0623863
26,0.12358476,0.032351855,"('hardhearted', 'benevolent')",0.1235848,0.0323519,-0.0912329
27,-0.2972799,-0.33962795,"('hardhearted', 'softhearted')",-0.2972799,-0.339628,-0.0423481
28,0.08865412,0.109360434,"('disloyal', 'loyal')",0.0886541,0.1093604,0.0207063
29,-0.28501683,-0.31939253,"('unfair', 'fair')",-0.2850168,-0.3193925,-0.0343757
30,0.9421864,0.8780973,"('intolerant', 'tolerant')",0.9421864,0.8780973,-0.0640891
31,-1.8756522,-1.8925484,"('evil', 'good')",-1.8756522,-1.8925484,-0.0168962
32,0.43887794,0.3507136,"('unkind', 'kind')",0.4388779,0.3507136,-0.0881643
33,-0.45063064,-0.5206948,"('wrong', 'right')",-0.4506306,-0.5206948,-0.0700642
34,2.14107,2.3489852,"('mean', 'honorable')",2.1410699,2.3489852,0.2079153
35,-0.9893061,-1.1041951,"('corrupt', 'incorrupt')",-0.9893061,-1.1041951,-0.114889
36,-1.0735276,-1.1182166,"('hostile', 'amicable')",-1.0735276,-1.1182166,-0.044689
37,-0.17544653,-0.1795859,"('fake', 'genuine')",-0.1754465,-0.1795859,-0.0041394
38,0.40895066,0.4553253,"('untruthful', 'truthful')",0.4089507,0.4553253,0.0463746
39,0.661341,0.71699476,"('exploitative', 'cooperative')",0.661341,0.7169948,0.0556538
40,-0.8119639,-0.92807376,"('stingy', 'generous')",-0.8119639,-0.9280738,-0.1161099
41,1.3618265,1.3794047,"('unforgiving', 'forgiving')",1.3618265,1.3794047,0.0175782
42,-0.84287393,-0.81068146,"('unreliable', 'reliable')",-0.8428739,-0.8106815,0.0321924
43,0.59592503,0.6598815,"('irresponsible', 'responsible')",0.595925,0.6598815,0.0639565
44,-0.8649623,-0.8211625,"('prejudiced', 'unprejudiced')",-0.8649623,-0.8211625,0.0437998
45,0.45207712,0.552892,"('incompetent', 'competent')",0.4520771,0.552892,0.1008149
46,0.28242996,0.32737702,"('uncompetitive', 'competitive')",0.28243,0.327377,0.044947
47,1.949749,2.0920694,"('stupid', 'smart')",1.949749,2.0920694,0.1423204
48,0.30886123,0.30296212,"('unintelligent', 'intelligent')",0.3088612,0.3029621,-0.0058991
49,-0.10600358,0.039711893,"('unable', 'able')",-0.1060036,0.0397119,0.1457155
50,-0.007851714,0.019267447,"('clumsy', 'skillful')",-0.0078517,0.0192674,0.0271191
51,1.1839585,1.0535002,"('uneducated', 'educated')",1.1839585,1.0535002,-0.1304583
52,-0.48462293,-0.57768035,"('irrational', 'rational')",-0.4846229,-0.5776803,-0.0930574
53,-0.21859735,-0.261196,"('uncreative', 'creative')",-0.2185974,-0.261196,-0.0425986
54,0.2486522,0.316334,"('incapable', 'capable')",0.2486522,0.316334,0.0676818
55,0.82661206,0.87387717,"('incompetent', 'clever')",0.8266121,0.8738772,0.0472651
56,0.8976211,0.9128494,"('impractical', 'practical')",0.8976211,0.9128494,0.0152283
57,-0.9989683,-1.000917,"('unimaginative', 'imaginative')",-0.9989683,-1.000917,-0.0019487
58,-0.103006855,-0.12676974,"('undiscriminating', 'discriminating')",-0.1030069,-0.1267697,-0.0237628
