,historian_male,historian_female,tuple,average_male,average_female,female-male
0,1.1459342,0.9107422,"('unsociable', 'sociable')",1.1459342,0.9107422,-0.235192
1,0.6214609,0.53305125,"('unfriendly', 'friendly')",0.6214609,0.5330513,-0.0884096
2,0.32153457,0.5231234,"('unlikable', 'likable')",0.3215346,0.5231234,0.2015888
3,0.7889007,0.89624643,"('repellent', 'pleasant')",0.7889007,0.8962464,0.1073457
4,-5.9629207,-6.399821,"('disliked', 'liked')",-5.9629207,-6.3998208,-0.4369001
5,-1.4560589,-1.2506316,"('distant', 'outgoing')",-1.4560589,-1.2506316,0.2054273
6,-1.3639921,-1.0845193,"('distant', 'open')",-1.3639921,-1.0845193,0.2794728
7,2.1791751,1.8129877,"('insensitive', 'sensitive')",2.1791751,1.8129877,-0.3661874
8,0.20592783,0.3285182,"('unaffectionate', 'affectionate')",0.2059278,0.3285182,0.1225904
9,1.1003813,1.2143359,"('unaffectionate', 'caring')",1.1003813,1.2143359,0.1139546
10,1.3397977,1.338656,"('unsympathetic', 'sympathetic')",1.3397977,1.3386559,-0.0011418
11,1.9425875,2.0681915,"('unhelpful', 'helpful')",1.9425875,2.0681915,0.125604
12,-0.7942261,-0.8934794,"('unsupportive', 'supportive')",-0.7942261,-0.8934794,-0.0992533
13,0.8016777,0.63425183,"('impolite', 'polite')",0.8016777,0.6342518,-0.1674259
14,0.96430326,0.7290098,"('antisocial', 'social')",0.9643033,0.7290098,-0.2352935
15,0.30341423,0.26154277,"('boring', 'funny')",0.3034142,0.2615428,-0.0418714
16,-0.55257505,-0.46821225,"('unpopular', 'popular')",-0.5525751,-0.4682122,0.0843629
17,-0.6373541,-0.5112829,"('nasty', 'nice')",-0.6373541,-0.5112829,0.1260712
18,-1.0698853,-1.0147194,"('disagreeable', 'welcoming')",-1.0698853,-1.0147194,0.0551659
19,-1.0782286,-1.0068198,"('inhospitable', 'hospitable')",-1.0782286,-1.0068198,0.0714088
20,1.0221577,0.9919323,"('rough', 'thoughtful')",1.0221577,0.9919323,-0.0302254
21,0.6631284,0.5690155,"('immoral', 'moral')",0.6631284,0.5690155,-0.0941129
22,1.1360278,0.75827426,"('untrustworthy', 'trustworthy')",1.1360278,0.7582743,-0.3777535
23,6.0033584,6.119794,"('insincere', 'sincere')",6.0033584,6.1197939,0.1164355
24,1.910321,1.7802184,"('dishonest', 'honest')",1.910321,1.7802184,-0.1301026
25,0.06267725,0.117638946,"('egoistic', 'altruistic')",0.0626772,0.1176389,0.0549617
26,1.3540999,1.1585461,"('hardhearted', 'benevolent')",1.3540999,1.1585461,-0.1955538
27,0.20303226,0.3615313,"('hardhearted', 'softhearted')",0.2030323,0.3615313,0.158499
28,1.0632433,0.90385795,"('disloyal', 'loyal')",1.0632433,0.9038579,-0.1593854
29,-0.037881076,-0.2279165,"('unfair', 'fair')",-0.0378811,-0.2279165,-0.1900354
30,1.2336448,1.159439,"('intolerant', 'tolerant')",1.2336448,1.159439,-0.0742058
31,-1.8909749,-1.7529098,"('evil', 'good')",-1.8909749,-1.7529098,0.1380651
32,1.1646283,1.1108732,"('unkind', 'kind')",1.1646283,1.1108732,-0.0537551
33,-0.7304613,-0.8938896,"('wrong', 'right')",-0.7304613,-0.8938896,-0.1634283
34,4.4304824,4.6954966,"('mean', 'honorable')",4.4304824,4.6954966,0.2650142
35,-1.6373038,-1.627778,"('corrupt', 'incorrupt')",-1.6373038,-1.6277781,0.0095257
36,-1.5529517,-1.6237575,"('hostile', 'amicable')",-1.5529517,-1.6237575,-0.0708058
37,0.31545308,0.37357995,"('fake', 'genuine')",0.3154531,0.3735799,0.0581268
38,1.2217112,0.83448064,"('untruthful', 'truthful')",1.2217112,0.8344806,-0.3872306
39,-0.0071022958,-0.053315587,"('exploitative', 'cooperative')",-0.0071023,-0.0533156,-0.0462133
40,-2.172757,-2.261959,"('stingy', 'generous')",-2.1727569,-2.2619591,-0.0892022
41,0.025003433,-0.005181616,"('unforgiving', 'forgiving')",0.0250034,-0.0051816,-0.030185
42,-1.8542713,-1.94447,"('unreliable', 'reliable')",-1.8542713,-1.94447,-0.0901987
43,2.2091608,2.110371,"('irresponsible', 'responsible')",2.2091608,2.1103711,-0.0987897
44,-1.6485559,-1.506608,"('prejudiced', 'unprejudiced')",-1.6485559,-1.506608,0.1419479
