,molex_male,molex_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.18510792,-0.4402311,"('unsociable', 'sociable')",-0.32712308,-0.5634737,-0.2561155,-0.5018524,-0.2457369
1,-1.1533902,-1.2716975,"('unfriendly', 'friendly')",1.6911004,1.5346802,0.2688551,0.1314914,-0.1373637
2,-0.13378349,-0.22847894,"('unlikable', 'likable')",0.40570745,0.4909933,0.135962,0.1312572,-0.0047048
3,0.09796302,0.14313062,"('repellent', 'pleasant')",-0.060765382,-0.008635201,0.0185988,0.0672477,0.0486489
4,-0.82154226,-0.88880783,"('disliked', 'liked')",-5.9850307,-6.0945415,-3.4032865,-3.4916747,-0.0883882
5,-1.9024345,-1.827844,"('distant', 'outgoing')",-0.13842544,-0.10063764,-1.02043,-0.9642408,0.0561892
6,-2.13887,-2.0727353,"('distant', 'open')",0.26394776,0.30469328,-0.9374611,-0.884021,0.0534401
7,-0.013080712,-0.02635929,"('insensitive', 'sensitive')",0.27366617,0.27433962,0.1302927,0.1239902,-0.0063025
8,-1.3837423,-1.4174944,"('unaffectionate', 'affectionate')",0.9913821,0.8735156,-0.1961801,-0.2719894,-0.0758093
9,-1.3551364,-1.4185388,"('unaffectionate', 'caring')",1.0463833,0.9447724,-0.1543766,-0.2368832,-0.0825066
10,0.25364143,0.060077842,"('unsympathetic', 'sympathetic')",-0.73506325,-0.89586717,-0.2407109,-0.4178947,-0.1771838
11,0.44624963,0.50961053,"('unhelpful', 'helpful')",1.1132803,1.2075224,0.779765,0.8585665,0.0788015
12,-0.08853486,-0.08036588,"('unsupportive', 'supportive')",-1.891359,-1.9393955,-0.9899469,-1.0098807,-0.0199338
13,0.22138543,0.10595294,"('impolite', 'polite')",-0.67643607,-0.63721806,-0.2275253,-0.2656326,-0.0381073
14,0.8980902,0.71305597,"('antisocial', 'social')",-0.30327666,-0.4579767,0.2974068,0.1275396,-0.1698672
15,-0.30747473,-0.38984817,"('boring', 'funny')",0.75774276,0.75764805,0.225134,0.1838999,-0.0412341
16,-1.139736,-1.1235808,"('unpopular', 'popular')",0.17669941,0.30815023,-0.4815183,-0.4077153,0.073803
17,-0.4035553,-0.36178195,"('nasty', 'nice')",-0.5724316,-0.5299649,-0.4879935,-0.4458734,0.0421201
18,-0.662282,-0.6854925,"('disagreeable', 'welcoming')",-0.35334554,-0.4070156,-0.5078138,-0.546254,-0.0384402
19,-1.426383,-1.4050813,"('inhospitable', 'hospitable')",-0.098552704,-0.0061380975,-0.7624679,-0.7056097,0.0568582
20,0.36624333,0.34317422,"('rough', 'thoughtful')",0.925468,0.82252204,0.6458557,0.5828481,-0.0630076
21,0.48720133,0.30657324,"('immoral', 'moral')",-0.7412486,-0.8012018,-0.1270236,-0.2473143,-0.1202907
22,0.7618169,0.6215573,"('untrustworthy', 'trustworthy')",-0.66563463,-0.80065596,0.0480911,-0.0895493,-0.1376404
23,-0.069073595,-0.13304059,"('insincere', 'sincere')",4.986367,5.0176506,2.4586468,2.4423051,-0.0163417
24,-0.5575648,-0.6685007,"('dishonest', 'honest')",0.3567402,0.25358897,-0.1004123,-0.2074559,-0.1070436
25,-1.0166519,-0.9922792,"('egoistic', 'altruistic')",1.6948606,1.6544904,0.3391044,0.3311056,-0.0079988
26,-0.17435956,-0.30453235,"('hardhearted', 'benevolent')",1.9843826,1.8175337,0.9050115,0.7565007,-0.1485108
27,-0.13142687,-0.06305638,"('hardhearted', 'softhearted')",1.258399,1.1697751,0.5634861,0.5533594,-0.0101267
28,-0.72756064,-0.873453,"('disloyal', 'loyal')",0.7986996,0.6072228,0.0355695,-0.1331151,-0.1686846
29,-0.53945434,-0.5974848,"('unfair', 'fair')",-0.32962483,-0.50048006,-0.4345396,-0.5489824,-0.1144428
30,1.4573585,1.3127034,"('intolerant', 'tolerant')",1.2267548,1.1687162,1.3420566,1.2407098,-0.1013468
