,intent_male,intent_female,tuple,average_male,average_female,female-male
0,-0.050072957,-0.1310867,"('unsociable', 'sociable')",-0.050073,-0.1310867,-0.0810137
1,0.85872364,0.8144592,"('unfriendly', 'friendly')",0.8587236,0.8144592,-0.0442644
2,0.1287382,0.25675273,"('unlikable', 'likable')",0.1287382,0.2567527,0.1280145
3,0.84647304,0.8723704,"('repellent', 'pleasant')",0.846473,0.8723704,0.0258974
4,-7.4215217,-7.5158496,"('disliked', 'liked')",-7.4215217,-7.5158496,-0.0943279
5,-0.7255461,-0.6957132,"('distant', 'outgoing')",-0.7255461,-0.6957132,0.0298329
6,-0.23064056,-0.26519325,"('distant', 'open')",-0.2306406,-0.2651933,-0.0345527
7,1.0657585,1.061667,"('insensitive', 'sensitive')",1.0657585,1.061667,-0.0040915
8,0.83427507,0.73434126,"('unaffectionate', 'affectionate')",0.8342751,0.7343413,-0.0999338
9,1.3525846,1.3956879,"('unaffectionate', 'caring')",1.3525846,1.3956879,0.0431033
10,1.246419,1.2341343,"('unsympathetic', 'sympathetic')",1.246419,1.2341343,-0.0122847
11,1.6567644,1.6999595,"('unhelpful', 'helpful')",1.6567644,1.6999595,0.0431951
12,-1.6474681,-1.6536593,"('unsupportive', 'supportive')",-1.6474681,-1.6536593,-0.0061912
13,0.060171597,0.054763556,"('impolite', 'polite')",0.0601716,0.0547636,-0.005408
14,0.08382851,0.017135743,"('antisocial', 'social')",0.0838285,0.0171357,-0.0666928
15,0.013003204,-0.052818738,"('boring', 'funny')",0.0130032,-0.0528187,-0.0658219
16,-0.39814425,-0.35056892,"('unpopular', 'popular')",-0.3981442,-0.3505689,0.0475753
17,-0.35270196,-0.3336424,"('nasty', 'nice')",-0.352702,-0.3336424,0.0190596
18,-0.32131052,-0.34085578,"('disagreeable', 'welcoming')",-0.3213105,-0.3408558,-0.0195453
19,-1.0122385,-0.9847695,"('inhospitable', 'hospitable')",-1.0122385,-0.9847695,0.027469
20,1.0257748,0.970164,"('rough', 'thoughtful')",1.0257748,0.970164,-0.0556108
21,-0.13429186,-0.01536135,"('immoral', 'moral')",-0.1342919,-0.0153614,0.1189305
22,-0.2323502,-0.2939399,"('untrustworthy', 'trustworthy')",-0.2323502,-0.2939399,-0.0615897
23,6.097109,6.1372504,"('insincere', 'sincere')",6.0971088,6.1372504,0.0401416
24,1.4592386,1.362555,"('dishonest', 'honest')",1.4592386,1.362555,-0.0966836
25,0.4758724,0.46899498,"('egoistic', 'altruistic')",0.4758724,0.468995,-0.0068774
